location,year,quarter,avg_price
gottigere,2026,Jan-Mar,6903.679370289253
gottigere,2026,Apr-Jun,6958.977612408548
gottigere,2026,Jul-Sep,7014.718791607837
gottigere,2026,Oct-Dec,7070.906455798397
gottigere,2027,Jan-Mar,7127.544181310155
gottigere,2027,Apr-Jun,7184.635573119325
gottigere,2027,Jul-Sep,7242.184265077859
gottigere,2027,Oct-Dec,7300.193920144741
gottigere,2028,Jan-Mar,7358.668230619137
gottigere,2028,Apr-Jun,7417.610918375405
gottigere,2028,Jul-Sep,7477.025735099994
gottigere,2028,Oct-Dec,7536.916462530234
gottigere,2029,Jan-Mar,7597.286912695048
gottigere,2029,Apr-Jun,7658.140928157583
gottigere,2029,Jul-Sep,7719.48238225979
gottigere,2029,Oct-Dec,7781.315179368958
gottigere,2030,Jan-Mar,7843.643255126229
gottigere,2030,Apr-Jun,7906.4705766971
gottigere,2030,Jul-Sep,7969.801143023932
gottigere,2030,Oct-Dec,8033.638985080481
gubbalala,2025,Jan-Mar,6381.567329958079
gubbalala,2025,Apr-Jun,6456.637487064861
gubbalala,2025,Jul-Sep,6532.590738903179
gubbalala,2025,Oct-Dec,6609.43747383953
gubbalala,2026,Jan-Mar,6687.188202444918
gubbalala,2026,Apr-Jun,6765.85355893242
gubbalala,2026,Jul-Sep,6845.444302611664
gubbalala,2026,Oct-Dec,6925.971319360409
gubbalala,2027,Jan-Mar,7007.445623113444
gubbalala,2027,Apr-Jun,7089.878357368996
gubbalala,2027,Jul-Sep,7173.280796712867
gubbalala,2027,Oct-Dec,7257.6643483604885
gubbalala,2028,Jan-Mar,7343.0405537171255
gubbalala,2028,Apr-Jun,7429.4210899564305
gubbalala,2028,Jul-Sep,7516.817771617568
gubbalala,2028,Oct-Dec,7605.242552221125
gubbalala,2029,Jan-Mar,7694.707525904035
gubbalala,2029,Apr-Jun,7785.224929073726
gubbalala,2029,Jul-Sep,7876.807142081739
gubbalala,2029,Oct-Dec,7969.466690917021
gubbalala,2030,Jan-Mar,8063.2162489191505
gubbalala,2030,Apr-Jun,8158.068638511706
gubbalala,2030,Jul-Sep,8254.036832956032
gubbalala,2030,Oct-Dec,8351.13395812563
gunjur,2025,Jan-Mar,7126.603800308289
gunjur,2025,Apr-Jun,7371.150744694041
gunjur,2025,Jul-Sep,7624.08923289002
gunjur,2025,Oct-Dec,7885.70721781952
gunjur,2026,Jan-Mar,8156.302533410801
gunjur,2026,Apr-Jun,8436.18323366035
gunjur,2026,Jul-Sep,8725.667943330995
gunjur,2026,Oct-Dec,9025.086220684087
gunjur,2027,Jan-Mar,9334.778932658726
gunjur,2027,Apr-Jun,9655.098642925128
gunjur,2027,Jul-Sep,9986.410013253899
gunjur,2027,Oct-Dec,10329.090218658173
gunjur,2028,Jan-Mar,10683.529376781198
gunjur,2028,Apr-Jun,11050.130992018212
gunjur,2028,Jul-Sep,11429.31241487821
gunjur,2028,Oct-Dec,11821.50531710854
gunjur,2029,Jan-Mar,12227.156183123256
gunjur,2029,Apr-Jun,12646.72681829464
gunjur,2029,Jul-Sep,13080.694874686595
gunjur,2029,Oct-Dec,13529.554394828378
gunjur,2030,Jan-Mar,13993.816374147753
gunjur,2030,Apr-Jun,14474.009342703843
gunjur,2030,Jul-Sep,14970.679966881931
gunjur,2030,Oct-Dec,15484.393671735232
hal old airport road,2025,Jan-Mar,9613.643750905936
hal old airport road,2025,Apr-Jun,9860.17127081798
hal old airport road,2025,Jul-Sep,10113.02062037638
hal old airport road,2025,Oct-Dec,10372.353913450173
hal old airport road,2026,Jan-Mar,10638.337421076185
hal old airport road,2026,Apr-Jun,10911.14167806337
hal old airport road,2026,Jul-Sep,11190.941592330882
hal old airport road,2026,Oct-Dec,11477.916557049944
hal old airport road,2027,Jan-Mar,11772.25056566143
hal old airport road,2027,Apr-Jun,12074.132329842902
hal old airport road,2027,Jul-Sep,12383.755400500735
hal old airport road,2027,Oct-Dec,12701.318291864909
hal old airport road,2028,Jan-Mar,13027.024608766018
hal old airport road,2028,Apr-Jun,13361.083177176108
hal old airport road,2028,Jul-Sep,13703.70817809705
hal old airport road,2028,Oct-Dec,14055.119284882268
hal old airport road,2029,Jan-Mar,14415.541804079887
hal old airport road,2029,Apr-Jun,14785.206819887582
hal old airport road,2029,Jul-Sep,15164.351342311771
hal old airport road,2029,Oct-Dec,15553.21845912611
hal old airport road,2030,Jan-Mar,15952.057491726757
hal old airport road,2030,Apr-Jun,16361.12415498429
hal old airport road,2030,Jul-Sep,16780.68072119481
hal old airport road,2030,Oct-Dec,17210.9961882353
hsr layout,2025,Jan-Mar,8710.997295055044
hsr layout,2025,Apr-Jun,8840.007348020914
hsr layout,2025,Jul-Sep,8970.928042581829
hsr layout,2025,Oct-Dec,9103.787675379956
hsr layout,2026,Jan-Mar,9238.614962131327
hsr layout,2026,Apr-Jun,9375.439043832332
hsr layout,2026,Jul-Sep,9514.289493058128
hsr layout,2026,Oct-Dec,9655.196320354335
hsr layout,2027,Jan-Mar,9798.189980723382
hsr layout,2027,Apr-Jun,9943.301380206924
hsr layout,2027,Jul-Sep,10090.56188256574
hsr layout,2027,Oct-Dec,10240.003316058572
hsr layout,2028,Jan-Mar,10391.657980321334
hsr layout,2028,Apr-Jun,10545.558653348231
hsr layout,2028,Jul-Sep,10701.738598576254
hsr layout,2028,Oct-Dec,10860.231572074588
hsr layout,2029,Jan-Mar,11021.071829840517
hsr layout,2029,Apr-Jun,11184.294135203361
hsr layout,2029,Jul-Sep,11349.933766338081
hsr layout,2029,Oct-Dec,11518.026523890148
hsr layout,2030,Jan-Mar,11688.608738713345
hsr layout,2030,Apr-Jun,11861.717279722163
hsr layout,2030,Jul-Sep,12037.389561860493
hsr layout,2030,Oct-Dec,12215.663554188328
haralur main road,2025,Jan-Mar,10708.030326357555
haralur main road,2025,Apr-Jun,10871.117259359244
haralur main road,2025,Jul-Sep,11036.68806165391
haralur main road,2025,Oct-Dec,11204.780563413171
haralur main road,2026,Jan-Mar,11375.433170974993
haralur main road,2026,Apr-Jun,11548.68487561889
haralur main road,2026,Jul-Sep,11724.575262474784
haralur main road,2026,Oct-Dec,11903.144519567551
haralur main road,2027,Jan-Mar,12084.433446999314
haralur main road,2027,Apr-Jun,12268.483466271582
haralur main road,2027,Jul-Sep,12455.336629749385
haralur main road,2027,Oct-Dec,12645.035630269529
haralur main road,2028,Jan-Mar,12837.623810895202
haralur main road,2028,Apr-Jun,13033.145174819143
haralur main road,2028,Jul-Sep,13231.644395417637
haralur main road,2028,Oct-Dec,13433.16682645764
haralur main road,2029,Jan-Mar,13637.758512459357
haralur main road,2029,Apr-Jun,13845.466199216651
haralur main road,2029,Jul-Sep,14056.337344477675
haralur main road,2029,Oct-Dec,14270.420128788182
haralur main road,2030,Jan-Mar,14487.763466499973
haralur main road,2030,Apr-Jun,14708.417016947016
haralur main road,2030,Jul-Sep,14932.431195791773
haralur main road,2030,Oct-Dec,15159.857186544341
hebbal,2025,Jan-Mar,11050.3413841551
hebbal,2025,Apr-Jun,11307.880961119563
hebbal,2025,Jul-Sep,11571.422762938197
hebbal,2025,Oct-Dec,11841.106677637628
hebbal,2026,Jan-Mar,12117.075853478893
hebbal,2026,Apr-Jun,12399.47677494055
hebbal,2026,Jul-Sep,12688.45934047267
hebbal,2026,Oct-Dec,12984.176942062948
hebbal,2027,Jan-Mar,13286.786546657198
hebbal,2027,Apr-Jun,13596.448779477427
hebbal,2027,Jul-Sep,13913.328009281724
hebbal,2027,Oct-Dec,14237.59243561123
hebbal,2028,Jan-Mar,14569.414178070469
hebbal,2028,Apr-Jun,14908.969367688462
hebbal,2028,Jul-Sep,15256.438240409105
hebbal,2028,Oct-Dec,15612.005232760434
hebbal,2029,Jan-Mar,15975.859079753554
hebbal,2029,Apr-Jun,16348.192915063224
hebbal,2029,Jul-Sep,16729.204373543223
hebbal,2029,Oct-Dec,17119.095696130975
hebbal,2030,Jan-Mar,17518.073837197055
hebbal,2030,Apr-Jun,17926.3505743966
hebbal,2030,Jul-Sep,18344.142621080937
hebbal,2030,Oct-Dec,18771.671741329035
hebbal kempapura,2025,Jan-Mar,9389.990066005452
hebbal kempapura,2025,Apr-Jun,9379.272379102993
hebbal kempapura,2025,Jul-Sep,9368.566925313853
hebbal kempapura,2025,Oct-Dec,9357.873690675218
hebbal kempapura,2026,Jan-Mar,9347.192661240211
hebbal kempapura,2026,Apr-Jun,9336.523823077876
hebbal kempapura,2026,Jul-Sep,9325.867162273156
hebbal kempapura,2026,Oct-Dec,9315.222664926878
hebbal kempapura,2027,Jan-Mar,9304.590317155731
hebbal kempapura,2027,Apr-Jun,9293.970105092252
hebbal kempapura,2027,Jul-Sep,9283.362014884808
hebbal kempapura,2027,Oct-Dec,9272.766032697571
hebbal kempapura,2028,Jan-Mar,9262.18214471051
hebbal kempapura,2028,Apr-Jun,9251.610337119368
hebbal kempapura,2028,Jul-Sep,9241.05059613564
hebbal kempapura,2028,Oct-Dec,9230.502907986562
hebbal kempapura,2029,Jan-Mar,9219.96725891509
hebbal kempapura,2029,Apr-Jun,9209.443635179883
hebbal kempapura,2029,Jul-Sep,9198.932023055282
hebbal kempapura,2029,Oct-Dec,9188.432408831297
hebbal kempapura,2030,Jan-Mar,9177.944778813584
hebbal kempapura,2030,Apr-Jun,9167.469119323432
hebbal kempapura,2030,Jul-Sep,9157.00541669774
hebbal kempapura,2030,Oct-Dec,9146.553657289007
hennur gardens,2025,Jan-Mar,8122.249935734622
hennur gardens,2025,Apr-Jun,8299.15060013449
hennur gardens,2025,Jul-Sep,8479.904118769664
hennur gardens,2025,Oct-Dec,8664.594405885515
hennur gardens,2026,Jan-Mar,8853.307203359642
hennur gardens,2026,Apr-Jun,9046.130120507267
hennur gardens,2026,Jul-Sep,9243.15267475358
hennur gardens,2026,Oct-Dec,9444.466333191924
hennur gardens,2027,Jan-Mar,9650.164555047088
hennur gardens,2027,Apr-Jun,9860.342835063471
hennur gardens,2027,Jul-Sep,10075.098747838205
hennur gardens,2027,Oct-Dec,10294.531993119846
hennur gardens,2028,Jan-Mar,10518.744442093677
hennur gardens,2028,Apr-Jun,10747.84018467507
hennur gardens,2028,Jul-Sep,10981.925577832902
hennur gardens,2028,Oct-Dec,11221.109294965443
hennur gardens,2029,Jan-Mar,11465.502376351627
hennur gardens,2029,Apr-Jun,11715.218280701156
hennur gardens,2029,Jul-Sep,11970.372937827337
hennur gardens,2029,Oct-Dec,12231.084802467134
hennur gardens,2030,Jan-Mar,12497.474909273404
hennur gardens,2030,Apr-Jun,12769.666929004841
hennur gardens,2030,Jul-Sep,13047.78722593974
hennur gardens,2030,Oct-Dec,13331.964916540208
hennur main road,2025,Jan-Mar,8137.668987298548
hennur main road,2025,Apr-Jun,8313.851537916162
hennur main road,2025,Jul-Sep,8493.84848442412
hennur main road,2025,Oct-Dec,8677.742409438903
hennur main road,2026,Jan-Mar,8865.617683511107
hennur main road,2026,Apr-Jun,9057.560503834662
hennur main road,2026,Jul-Sep,9253.658933794113
hennur main road,2026,Oct-Dec,9454.002943368107
hennur main road,2027,Jan-Mar,9658.684450407627
hennur main road,2027,Apr-Jun,9867.797362807916
hennur main road,2027,Jul-Sep,10081.437621593424
hennur main road,2027,Oct-Dec,10299.703244935563
hennur main road,2028,Jan-Mar,10522.694373123448
hennur main road,2028,Apr-Jun,10750.513314508276
hennur main road,2028,Jul-Sep,10983.264592442409
hennur main road,2028,Oct-Dec,11221.05499323469
hennur main road,2029,Jan-Mar,11463.99361514402
hennur main road,2029,Apr-Jun,11712.191918433648
hennur main road,2029,Jul-Sep,11965.763776509146
hennur main road,2029,Oct-Dec,12224.825528163545
hennur main road,2030,Jan-Mar,12489.49603095358
hennur main road,2030,Apr-Jun,12759.89671573155
hennur main road,2030,Jul-Sep,13036.151642357803
hennur main road,2030,Oct-Dec,13318.387556619418
hoodi,2025,Jan-Mar,7598.300110163567
hoodi,2025,Apr-Jun,7755.194324476555
hoodi,2025,Jul-Sep,7915.328183726964
hoodi,2025,Oct-Dec,8078.768582027916
hoodi,2026,Jan-Mar,8245.583794761918
hoodi,2026,Apr-Jun,8415.843507102134
hoodi,2026,Jul-Sep,8589.618843122578
hoodi,2026,Oct-Dec,8766.982395509396
hoodi,2027,Jan-Mar,8948.008255885637
hoodi,2027,Apr-Jun,9132.772045762198
hoodi,2027,Jul-Sep,9321.350948127854
hoodi,2027,Oct-Dec,9513.823739691581
hoodi,2028,Jan-Mar,9710.270823790637
hoodi,2028,Apr-Jun,9910.774263978152
hoodi,2028,Jul-Sep,10115.417818304248
hoodi,2028,Oct-Dec,10324.286974305021
hoodi,2029,Jan-Mar,10537.468984713996
hoodi,2029,Apr-Jun,10755.05290391097
hoodi,2029,Jul-Sep,10977.129625123474
hoodi,2029,Oct-Dec,11203.791918396397
hoodi,2030,Jan-Mar,11435.134469345621
hoodi,2030,Apr-Jun,11671.253918711873
hoodi,2030,Jul-Sep,11912.2489027313
hoodi,2030,Oct-Dec,12158.22009433965
horamavu,2025,Jan-Mar,5589.013293248987
horamavu,2025,Apr-Jun,5634.635985705349
horamavu,2025,Jul-Sep,5680.631092746856
horamavu,2025,Oct-Dec,5727.001654365575
horamavu,2026,Jan-Mar,5773.7507353688
horamavu,2026,Apr-Jun,5820.881425581615
horamavu,2026,Jul-Sep,5868.396840051113
horamavu,2026,Oct-Dec,5916.30011925228
horamavu,2027,Jan-Mar,5964.594429295561
horamavu,2027,Apr-Jun,6013.282962136122
horamavu,2027,Jul-Sep,6062.368935784815
horamavu,2027,Oct-Dec,6111.8555945208755
horamavu,2028,Jan-Mar,6161.74620910634
horamavu,2028,Apr-Jun,6212.044077002231
horamavu,2028,Jul-Sep,6262.752522586494
horamavu,2028,Oct-Dec,6313.874897373721
horamavu,2029,Jan-Mar,6365.414580236665
horamavu,2029,Apr-Jun,6417.374977629558
horamavu,2029,Jul-Sep,6469.759523813264
horamavu,2029,Oct-Dec,6522.571681082257
horamavu,2030,Jan-Mar,6575.814939993456
horamavu,2030,Apr-Jun,6629.492819596938
horamavu,2030,Jul-Sep,6683.608867668513
horamavu,2030,Oct-Dec,6738.16666094422
horamavu agara,2025,Jan-Mar,4728.040210853855
horamavu agara,2025,Apr-Jun,4746.139442474849
horamavu agara,2025,Jul-Sep,4764.3079590787665
horamavu agara,2025,Oct-Dec,4782.546025892826
horamavu agara,2026,Jan-Mar,4800.853909159552
horamavu agara,2026,Apr-Jun,4819.231876140662
horamavu agara,2026,Jul-Sep,4837.680195120969
horamavu agara,2026,Oct-Dec,4856.199135412295
horamavu agara,2027,Jan-Mar,4874.788967357405
horamavu agara,2027,Apr-Jun,4893.449962333955
horamavu agara,2027,Jul-Sep,4912.182392758448
horamavu agara,2027,Oct-Dec,4930.986532090217
horamavu agara,2028,Jan-Mar,4949.862654835414
horamavu agara,2028,Apr-Jun,4968.8110365510165
horamavu agara,2028,Jul-Sep,4987.831953848851
horamavu agara,2028,Oct-Dec,5006.925684399634
horamavu agara,2029,Jan-Mar,5026.092506937018
horamavu agara,2029,Apr-Jun,5045.33270126167
horamavu agara,2029,Jul-Sep,5064.646548245349
horamavu agara,2029,Oct-Dec,5084.034329835008
horamavu agara,2030,Jan-Mar,5103.496329056912
horamavu agara,2030,Apr-Jun,5123.0328300207675
horamavu agara,2030,Jul-Sep,5142.644117923871
horamavu agara,2030,Oct-Dec,5162.33047905527
hormavu agara,2025,Jan-Mar,5267.752467454335
hormavu agara,2025,Apr-Jun,5387.611280839395
hormavu agara,2025,Jul-Sep,5510.197279154808
hormavu agara,2025,Oct-Dec,5635.572514889118
hormavu agara,2026,Jan-Mar,5763.800452430475
hormavu agara,2026,Apr-Jun,5894.9460001920315
hormavu agara,2026,Jul-Sep,6029.075543468288
hormavu agara,2026,Oct-Dec,6166.256978039038
hormavu agara,2027,Jan-Mar,6306.55974453791
hormavu agara,2027,Apr-Jun,6450.054863602908
hormavu agara,2027,Jul-Sep,6596.814971826744
hormavu agara,2027,Oct-Dec,6746.914358525158
hormavu agara,2028,Jan-Mar,6900.429003341838
hormavu agara,2028,Apr-Jun,7057.436614708986
hormavu agara,2028,Jul-Sep,7218.016669182972
hormavu agara,2028,Oct-Dec,7382.250451675021
hormavu agara,2029,Jan-Mar,7550.221096597274
hormavu agara,2029,Apr-Jun,7722.013629945052
hormavu agara,2029,Jul-Sep,7897.715012336649
hormavu agara,2029,Oct-Dec,8077.414183032401
hormavu agara,2030,Jan-Mar,8261.20210495535
hormavu agara,2030,Apr-Jun,8449.171810736269
hormavu agara,2030,Jul-Sep,8641.418449806373
hormavu agara,2030,Oct-Dec,8838.039336561533
hormavu agara,2025,Jan-Mar,5279.782701617669
hormavu agara,2025,Apr-Jun,5412.247303682681
hormavu agara,2025,Jul-Sep,5548.035313507424
hormavu agara,2025,Oct-Dec,5687.230112153442
hormavu agara,2026,Jan-Mar,5829.917172631848
hormavu agara,2026,Apr-Jun,5976.184112388299
hormavu agara,2026,Jul-Sep,6126.1207471047655
hormavu agara,2026,Oct-Dec,6279.819145851142
hormavu agara,2027,Jan-Mar,6437.37368762055
hormavu agara,2027,Apr-Jun,6598.881119283064
hormavu agara,2027,Jul-Sep,6764.440614993435
hormavu agara,2027,Oct-Dec,6934.153837089294
hormavu agara,2028,Jan-Mar,7108.124998517243
hormavu agara,2028,Apr-Jun,7286.460926825139
hormavu agara,2028,Jul-Sep,7469.271129759898
hormavu agara,2028,Oct-Dec,7656.667862511075
hormavu agara,2029,Jan-Mar,7848.766196641522
hormavu agara,2029,Apr-Jun,8045.684090747447
hormavu agara,2029,Jul-Sep,8247.542462891271
hormavu agara,2029,Oct-Dec,8454.46526485175
hormavu agara,2030,Jan-Mar,8666.579558236954
hormavu agara,2030,Apr-Jun,8884.015592506867
hormavu agara,2030,Jul-Sep,9106.906884953472
hormavu agara,2030,Oct-Dec,9335.390302687478
hosa road,2025,Jan-Mar,5669.592940350961
hosa road,2025,Apr-Jun,5747.642411827289
hosa road,2025,Jul-Sep,5826.766337865315
hosa road,2025,Oct-Dec,5906.979509758092
hosa road,2026,Jan-Mar,5988.296922420451
hosa road,2026,Apr-Jun,6070.7337771921275
hosa road,2026,Jul-Sep,6154.305484679475
hosa road,2026,Oct-Dec,6239.027667636293
hosa road,2027,Jan-Mar,6324.916163884324
hosa road,2027,Apr-Jun,6411.987029273947
hosa road,2027,Jul-Sep,6500.256540685629
hosa road,2027,Oct-Dec,6589.7411990727005
hosa road,2028,Jan-Mar,6680.457732546014
hosa road,2028,Apr-Jun,6772.423099501069
hosa road,2028,Jul-Sep,6865.654491788187
hosa road,2028,Oct-Dec,6960.169337926326
hosa road,2029,Jan-Mar,7055.985306361137
hosa road,2029,Apr-Jun,7153.120308767877
hosa road,2029,Jul-Sep,7251.592503399783
hosa road,2029,Oct-Dec,7351.42029848255
hosa road,2030,Jan-Mar,7452.622355655528
hosa road,2030,Apr-Jun,7555.217593460303
hosa road,2030,Jul-Sep,7659.225190877293
hosa road,2030,Oct-Dec,7764.664590911037
hoskote chintamani road,2025,Jan-Mar,5337.447327114138
hoskote chintamani road,2025,Apr-Jun,5463.981587134861
hoskote chintamani road,2025,Jul-Sep,5593.51558054455
hoskote chintamani road,2025,Oct-Dec,5726.120421683333
hoskote chintamani road,2026,Jan-Mar,5861.868910790954
hoskote chintamani road,2026,Apr-Jun,6000.8355739742055
hoskote chintamani road,2026,Jul-Sep,6143.096704121865
hoskote chintamani road,2026,Oct-Dec,6288.730402789592
hoskote chintamani road,2027,Jan-Mar,6437.816623077792
hoskote chintamani road,2027,Apr-Jun,6590.43721352598
hoskote chintamani road,2027,Jul-Sep,6746.675963047735
hoskote chintamani road,2027,Oct-Dec,6906.618646930935
hoskote chintamani road,2028,Jan-Mar,7070.353073928503
hoskote chintamani road,2028,Apr-Jun,7237.969134465537
hoskote chintamani road,2028,Jul-Sep,7409.558849989271
hoskote chintamani road,2028,Oct-Dec,7585.216423488983
hoskote chintamani road,2029,Jan-Mar,7765.038291213561
hoskote chintamani road,2029,Apr-Jun,7949.123175615134
hoskote chintamani road,2029,Jul-Sep,8137.572139547839
hoskote chintamani road,2029,Oct-Dec,8330.488641751463
hoskote chintamani road,2030,Jan-Mar,8527.978593650434
hoskote chintamani road,2030,Apr-Jun,8730.150417499339
hoskote chintamani road,2030,Jul-Sep,8937.115105906889
hoskote chintamani road,2030,Oct-Dec,9148.986282771015
hosur road,2025,Jan-Mar,7189.066364651563
hosur road,2025,Apr-Jun,7340.854616973544
hosur road,2025,Jul-Sep,7495.847690669305
hosur road,2025,Oct-Dec,7654.113251581761
hosur road,2026,Jan-Mar,7815.7203942344795
hosur road,2026,Apr-Jun,7980.739671996511
hosur road,2026,Jul-Sep,8149.243127884105
hosur road,2026,Oct-Dec,8321.30432601277
hosur road,2027,Jan-Mar,8496.99838371341
hosur road,2027,Apr-Jun,8676.40200432654
hosur road,2027,Jul-Sep,8859.593510688921
hosur road,2027,Oct-Dec,9046.652879327232
hosur road,2028,Jan-Mar,9237.661775373674
hosur road,2028,Apr-Jun,9432.703588218796
hosur road,2028,Jul-Sep,9631.863467917083
hosur road,2028,Oct-Dec,9835.228362361193
hosur road,2029,Jan-Mar,10042.88705524109
hosur road,2029,Apr-Jun,10254.93020480464
hosur road,2029,Jul-Sep,10471.450383436573
hosur road,2029,Oct-Dec,10692.542118073135
hosur road,2030,Jan-Mar,10918.30193147001
hosur road,2030,Apr-Jun,11148.828384341594
hosur road,2030,Jul-Sep,11384.222118389967
hosur road,2030,Oct-Dec,11624.585900242384
hulimavu,2025,Jan-Mar,7949.83953773593
hulimavu,2025,Apr-Jun,8114.052430141345
hulimavu,2025,Jul-Sep,8281.657324851229
hulimavu,2025,Oct-Dec,8452.724287494808
hulimavu,2026,Jan-Mar,8627.324830985819
hulimavu,2026,Apr-Jun,8805.531945417806
hulimavu,2026,Jul-Sep,8987.420128576929
hulimavu,2026,Oct-Dec,9173.065417085052
hulimavu,2027,Jan-Mar,9362.545418186133
hulimavu,2027,Apr-Jun,9555.939342189193
hulimavu,2027,Jul-Sep,9753.328035581424
hulimavu,2027,Oct-Dec,9954.7940148253
hulimavu,2028,Jan-Mar,10160.421500853796
hulimavu,2028,Apr-Jun,10370.296454278145
hulimavu,2028,Jul-Sep,10584.506611322851
hulimavu,2028,Oct-Dec,10803.14152050299
hulimavu,2029,Jan-Mar,11026.2925800591
hulimavu,2029,Apr-Jun,11254.053076165357
hulimavu,2029,Jul-Sep,11486.518221926965
hulimavu,2029,Oct-Dec,11723.785197183088
hulimavu,2030,Jan-Mar,11965.953189131957
hulimavu,2030,Apr-Jun,12213.12343379513
hulimavu,2030,Jul-Sep,12465.399258338253
hulimavu,2030,Oct-Dec,12722.886124265991
huskur road,2025,Jan-Mar,6733.90353445404
huskur road,2025,Apr-Jun,6820.732412680253
huskur road,2025,Jul-Sep,6908.680887297393
huskur road,2025,Oct-Dec,6997.763394701556
huskur road,2026,Jan-Mar,7087.994557435855
huskur road,2026,Apr-Jun,7179.389186590661
huskur road,2026,Jul-Sep,7271.962284234777
huskur road,2026,Oct-Dec,7365.729045877975
huskur road,2027,Jan-Mar,7460.7048629652745
huskur road,2027,Apr-Jun,7556.905325403389
huskur road,2027,Jul-Sep,7654.346224119749
huskur road,2027,Oct-Dec,7753.043553654521
huskur road,2028,Jan-Mar,7853.013514786045
huskur road,2028,Apr-Jun,7954.272517190131
huskur road,2028,Jul-Sep,8056.837182133644
huskur road,2028,Oct-Dec,8160.724345202818
huskur road,2029,Jan-Mar,8265.951059066749
huskur road,2029,Apr-Jun,8372.534596276528
huskur road,2029,Jul-Sep,8480.49245210046
huskur road,2029,Oct-Dec,8589.842347395843
huskur road,2030,Jan-Mar,8700.602231517776
huskur road,2030,Apr-Jun,8812.790285265479
huskur road,2030,Jul-Sep,8926.424923866596
huskur road,2030,Oct-Dec,9041.524799999985
hutchins road,2025,Jan-Mar,9930.051511249658
hutchins road,2025,Apr-Jun,10034.295999657228
hutchins road,2025,Jul-Sep,10139.634834186874
hutchins road,2025,Oct-Dec,10246.079503152783
hutchins road,2026,Jan-Mar,10353.641615472081
hutchins road,2026,Apr-Jun,10462.332901930915
hutchins road,2026,Jul-Sep,10572.165216463816
hutchins road,2026,Oct-Dec,10683.150537446496
hutchins road,2027,Jan-Mar,10795.300969002215
hutchins road,2027,Apr-Jun,10908.62874232187
hutchins road,2027,Jul-Sep,11023.146216997926
hutchins road,2027,Oct-Dec,11138.865882372369
hutchins road,2028,Jan-Mar,11255.800358898798
hutchins road,2028,Apr-Jun,11373.962399518816
hutchins road,2028,Jul-Sep,11493.364891052877
hutchins road,2028,Oct-Dec,11614.02085560573
hutchins road,2029,Jan-Mar,11735.943451986614
hutchins road,2029,Apr-Jun,11859.145977144366
hutchins road,2029,Jul-Sep,11983.6418676176
hutchins road,2029,Oct-Dec,12109.444701000095
hutchins road,2030,Jan-Mar,12236.56819742158
hutchins road,2030,Apr-Jun,12365.026221044061
hutchins road,2030,Jul-Sep,12494.832781573848
hutchins road,2030,Oct-Dec,12626.002035789468
itpl,2025,Jan-Mar,12480.690071925765
itpl,2025,Apr-Jun,12830.423209562905
itpl,2025,Jul-Sep,13189.956547898615
itpl,2025,Oct-Dec,13559.564707560443
itpl,2026,Jan-Mar,13939.530004578448
itpl,2026,Apr-Jun,14330.142666025304
itpl,2026,Jul-Sep,14731.701051699052
itpl,2026,Oct-Dec,15144.511882017836
itpl,2027,Jan-Mar,15568.890472300689
itpl,2027,Apr-Jun,16005.160973613325
itpl,2027,Jul-Sep,16453.656620362897
itpl,2027,Oct-Dec,16914.71998483083
itpl,2028,Jan-Mar,17388.703238838174
itpl,2028,Apr-Jun,17875.968422743317
itpl,2028,Jul-Sep,18376.88772197753
itpl,2028,Oct-Dec,18891.843751329598
itpl,2029,Jan-Mar,19421.22984719662
itpl,2029,Apr-Jun,19965.45036802429
itpl,2029,Jul-Sep,20524.921003166048
itpl,2029,Oct-Dec,21100.0690903971
itpl,2030,Jan-Mar,21691.33394232579
itpl,2030,Apr-Jun,22299.167181951623
itpl,2030,Jul-Sep,22924.03308762632
itpl,2030,Oct-Dec,23566.408947681317
indiranagar,2025,Jan-Mar,14540.864895236524
indiranagar,2025,Apr-Jun,14798.30849190727
indiranagar,2025,Jul-Sep,15060.310084676892
indiranagar,2025,Oct-Dec,15326.950372108906
indiranagar,2026,Jan-Mar,15598.311481521481
indiranagar,2026,Apr-Jun,15874.476994283312
indiranagar,2026,Jul-Sep,16155.531971557333
indiranagar,2026,Oct-Dec,16441.56298050024
indiranagar,2027,Jan-Mar,16732.65812092584
indiranagar,2027,Apr-Jun,17028.907052440518
indiranagar,2027,Jul-Sep,17330.401022059086
indiranagar,2027,Oct-Dec,17637.23289230959
indiranagar,2028,Jan-Mar,17949.497169835697
indiranagar,2028,Apr-Jun,18267.290034505506
indiranagar,2028,Jul-Sep,18590.709369035696
indiranagar,2028,Oct-Dec,18919.854789140176
indiranagar,2029,Jan-Mar,19254.827674212516
indiranagar,2029,Apr-Jun,19595.731198551606
indiranagar,2029,Jul-Sep,19942.670363140154
indiranagar,2029,Oct-Dec,20295.752027985814
indiranagar,2030,Jan-Mar,20655.08494503492
indiranagar,2030,Apr-Jun,21020.779791668945
indiranagar,2030,Jul-Sep,21392.949204794008
indiranagar,2030,Oct-Dec,21771.707815533933
jcr layout,2025,Jan-Mar,12753.316550704098
jcr layout,2025,Apr-Jun,13041.814985122768
jcr layout,2025,Jul-Sep,13336.8396706802
jcr layout,2025,Oct-Dec,13638.538240600164
jcr layout,2026,Jan-Mar,13947.061667783119
jcr layout,2026,Apr-Jun,14262.564340354507
jcr layout,2026,Jul-Sep,14585.204138922094
jcr layout,2026,Oct-Dec,14915.142515580943
