location,year,quarter,avg_price
brookefield,2030,Oct-Dec,16559.341276161274
budigere,2025,Jan-Mar,8503.602160576806
budigere,2025,Apr-Jun,8730.35368795429
budigere,2025,Jul-Sep,8963.151624159129
budigere,2025,Oct-Dec,9202.157198798595
budigere,2026,Jan-Mar,9447.53594072386
budigere,2026,Apr-Jun,9699.457792670835
budigere,2026,Jul-Sep,9958.09722895796
budigere,2026,Oct-Dec,10223.633376322427
budigere,2027,Jan-Mar,10496.250137978559
budigere,2027,Apr-Jun,10776.136320984248
budigere,2027,Jul-Sep,11063.485767003653
budigere,2027,Oct-Dec,11358.497486556744
budigere,2028,Jan-Mar,11661.375796848644
budigere,2028,Apr-Jun,11972.330463274255
budigere,2028,Jul-Sep,12291.576844696136
budigere,2028,Oct-Dec,12619.336042596278
budigere,2029,Jan-Mar,12955.835054205067
budigere,2029,Apr-Jun,13301.306929713468
budigere,2029,Jul-Sep,13655.990933677343
budigere,2029,Oct-Dec,14020.13271072567
budigere,2030,Jan-Mar,14393.984455687412
budigere,2030,Apr-Jun,14777.805088254905
budigere,2030,Jul-Sep,15171.860432304687
budigere,2030,Oct-Dec,15576.423399999987
byatarayanapura,2025,Jan-Mar,9481.446390027248
byatarayanapura,2025,Apr-Jun,9671.757531776713
byatarayanapura,2025,Jul-Sep,9865.888589727158
byatarayanapura,2025,Oct-Dec,10063.916237055193
byatarayanapura,2026,Jan-Mar,10265.918685917792
byatarayanapura,2026,Apr-Jun,10471.975718342626
byatarayanapura,2026,Jul-Sep,10682.168717738443
byatarayanapura,2026,Oct-Dec,10896.5807010379
byatarayanapura,2027,Jan-Mar,11115.29635148559
byatarayanapura,2027,Apr-Jun,11338.402052084168
byatarayanapura,2027,Jul-Sep,11565.985919711817
byatarayanapura,2027,Oct-Dec,11798.137839924517
byatarayanapura,2028,Jan-Mar,12034.949502456857
byatarayanapura,2028,Apr-Jun,12276.514437435426
byatarayanapura,2028,Jul-Sep,12522.928052319074
byatarayanapura,2028,Oct-Dec,12774.287669580634
byatarayanapura,2029,Jan-Mar,13030.692565144993
byatarayanapura,2029,Apr-Jun,13292.244007598689
byatarayanapura,2029,Jul-Sep,13559.045298186518
byatarayanapura,2029,Oct-Dec,13831.201811610961
byatarayanapura,2030,Jan-Mar,14108.821037650521
byatarayanapura,2030,Apr-Jun,14392.012623613433
byatarayanapura,2030,Jul-Sep,14680.888417643495
byatarayanapura,2030,Oct-Dec,14975.562512895138
cv raman nagar,2025,Jan-Mar,7348.127302600522
cv raman nagar,2025,Apr-Jun,7411.282786685245
cv raman nagar,2025,Jul-Sep,7474.981077801708
cv raman nagar,2025,Oct-Dec,7539.226841252981
cv raman nagar,2026,Jan-Mar,7604.024782439351
cv raman nagar,2026,Apr-Jun,7669.379647202953
cv raman nagar,2026,Jul-Sep,7735.296222175355
cv raman nagar,2026,Oct-Dec,7801.779335128137
cv raman nagar,2027,Jan-Mar,7868.8338553264775
cv raman nagar,2027,Apr-Jun,7936.464693885783
cv raman nagar,2027,Jul-Sep,8004.67680413138
cv raman nagar,2027,Oct-Dec,8073.475181961301
cv raman nagar,2028,Jan-Mar,8142.864866212187
cv raman nagar,2028,Apr-Jun,8212.850939028333
cv raman nagar,2028,Jul-Sep,8283.438526233911
cv raman nagar,2028,Oct-Dec,8354.632797708386
cv raman nagar,2029,Jan-Mar,8426.438967765162
cv raman nagar,2029,Apr-Jun,8498.862295533481
cv raman nagar,2029,Jul-Sep,8571.908085343608
cv raman nagar,2029,Oct-Dec,8645.581687115318
cv raman nagar,2030,Jan-Mar,8719.888496749732
cv raman nagar,2030,Apr-Jun,8794.833956524515
cv raman nagar,2030,Jul-Sep,8870.42355549247
cv raman nagar,2030,Oct-Dec,8946.662829883566
cambridge road,2025,Jan-Mar,8585.90200693895
cambridge road,2025,Apr-Jun,8742.99670084649
cambridge road,2025,Jul-Sep,8902.965727914827
cambridge road,2025,Oct-Dec,9065.861679297193
cambridge road,2026,Jan-Mar,9231.738108397627
cambridge road,2026,Apr-Jun,9400.6495484771
cambridge road,2026,Jul-Sep,9572.651530581781
cambridge road,2026,Oct-Dec,9747.800601799334
cambridge road,2027,Jan-Mar,9926.154343849244
cambridge road,2027,Apr-Jun,10107.771392013288
cambridge road,2027,Jul-Sep,10292.711454412372
cambridge road,2027,Oct-Dec,10481.035331636078
cambridge road,2028,Jan-Mar,10672.804936731362
cambridge road,2028,Apr-Jun,10868.083315556984
cambridge road,2028,Jul-Sep,11066.934667510364
cambridge road,2028,Oct-Dec,11269.424366633673
cambridge road,2029,Jan-Mar,11475.618983106086
cambridge road,2029,Apr-Jun,11685.586305129287
cambridge road,2029,Jul-Sep,11899.395361213414
cambridge road,2029,Oct-Dec,12117.116442870747
cambridge road,2030,Jan-Mar,12338.82112772464
cambridge road,2030,Apr-Jun,12564.58230304125
cambridge road,2030,Jul-Sep,12794.47418969185
cambridge road,2030,Oct-Dec,13028.572366553542
chandapura,2025,Jan-Mar,5670.627921089168
chandapura,2025,Apr-Jun,5719.737496208793
chandapura,2025,Jul-Sep,5769.272377026833
chandapura,2025,Oct-Dec,5819.236246835939
chandapura,2026,Jan-Mar,5869.632820827333
chandapura,2026,Apr-Jun,5920.465846367063
chandapura,2026,Jul-Sep,5971.739103274649
chandapura,2026,Oct-Dec,6023.4564041041385
chandapura,2027,Jan-Mar,6075.621594427598
chandapura,2027,Apr-Jun,6128.238553121063
chandapura,2027,Jul-Sep,6181.311192652961
chandapura,2027,Oct-Dec,6234.843459375033
chandapura,2028,Jan-Mar,6288.839333815772
chandapura,2028,Apr-Jun,6343.30283097641
chandapura,2028,Jul-Sep,6398.2380006294625
chandapura,2028,Oct-Dec,6453.6489276198545
chandapura,2029,Jan-Mar,6509.539732168667
chandapura,2029,Apr-Jun,6565.914570179502
chandapura,2029,Jul-Sep,6622.777633547507
chandapura,2029,Oct-Dec,6680.133150471073
chandapura,2030,Jan-Mar,6737.985385766234
chandapura,2030,Apr-Jun,6796.338641183786
chandapura,2030,Jul-Sep,6855.197255729161
chandapura,2030,Oct-Dec,6914.565605985056
chandapura anekal road,2025,Jan-Mar,5723.177252336699
chandapura anekal road,2025,Apr-Jun,5768.409182618785
chandapura anekal road,2025,Jul-Sep,5813.998593968962
chandapura anekal road,2025,Oct-Dec,5859.9483116638285
chandapura anekal road,2026,Jan-Mar,5906.2611833089595
chandapura anekal road,2026,Apr-Jun,5952.940079015387
chandapura anekal road,2026,Jul-Sep,5999.98789157746
chandapura anekal road,2026,Oct-Dec,6047.407536652123
chandapura anekal road,2027,Jan-Mar,6095.201952939602
chandapura anekal road,2027,Apr-Jun,6143.374102365524
chandapura anekal road,2027,Jul-Sep,6191.926970264472
chandapura anekal road,2027,Oct-Dec,6240.863565564997
chandapura anekal road,2028,Jan-Mar,6290.186920976083
chandapura anekal road,2028,Apr-Jun,6339.900093175093
chandapura anekal road,2028,Jul-Sep,6390.0061629972015
chandapura anekal road,2028,Oct-Dec,6440.508235626313
chandapura anekal road,2029,Jan-Mar,6491.409440787504
chandapura anekal road,2029,Apr-Jun,6542.712932940974
chandapura anekal road,2029,Jul-Sep,6594.421891477538
chandapura anekal road,2029,Oct-Dec,6646.53952091566
chandapura anekal road,2030,Jan-Mar,6699.069051100042
chandapura anekal road,2030,Apr-Jun,6752.013737401785
chandapura anekal road,2030,Jul-Sep,6805.376860920133
chandapura anekal road,2030,Oct-Dec,6859.16172868581
channasandra,2025,Jan-Mar,8851.727893981692
channasandra,2025,Apr-Jun,8979.164427303554
channasandra,2025,Jul-Sep,9108.435638579778
channasandra,2025,Oct-Dec,9239.567941297208
channasandra,2026,Jan-Mar,9372.588129212303
channasandra,2026,Apr-Jun,9507.523381825811
channasandra,2026,Jul-Sep,9644.401269936245
channasandra,2026,Oct-Dec,9783.249761273319
channasandra,2027,Jan-Mar,9924.097226212483
channasandra,2027,Apr-Jun,10066.97244357174
channasandra,2027,Jul-Sep,10211.904606491902
channasandra,2027,Oct-Dec,10358.923328401519
channasandra,2028,Jan-Mar,10508.058649067669
channasandra,2028,Apr-Jun,10659.341040733872
channasandra,2028,Jul-Sep,10812.801414346368
channasandra,2028,Oct-Dec,10968.471125870024
channasandra,2029,Jan-Mar,11126.381982695186
channasandra,2029,Apr-Jun,11286.56625013675
channasandra,2029,Jul-Sep,11449.056658026817
channasandra,2029,Oct-Dec,11613.88640740225
channasandra,2030,Jan-Mar,11781.089177288513
channasandra,2030,Apr-Jun,11950.699131581181
channasandra,2030,Jul-Sep,12122.750926026507
channasandra,2030,Oct-Dec,12297.279715302508
chunchgatta main road,2025,Jan-Mar,9432.74729752099
chunchgatta main road,2025,Apr-Jun,9577.883894168937
chunchgatta main road,2025,Jul-Sep,9725.253629373676
chunchgatta main road,2025,Oct-Dec,9874.890863234095
chunchgatta main road,2026,Jan-Mar,10026.830484529406
chunchgatta main road,2026,Apr-Jun,10181.107918853651
chunchgatta main road,2026,Jul-Sep,10337.759136875386
chunchgatta main road,2026,Oct-Dec,10496.820662724449
chunchgatta main road,2027,Jan-Mar,10658.329582507773
chunchgatta main road,2027,Apr-Jun,10822.323552956219
chunchgatta main road,2027,Jul-Sep,10988.840810204463
chunchgatta main road,2027,Oct-Dec,11157.92017870597
chunchgatta main road,2028,Jan-Mar,11329.601080285136
chunchgatta main road,2028,Apr-Jun,11503.923543328712
chunchgatta main road,2028,Jul-Sep,11680.928212118655
chunchgatta main road,2028,Oct-Dec,11860.656356308571
chunchgatta main road,2029,Jan-Mar,12043.149880545978
chunchgatta main road,2029,Apr-Jun,12228.451334242605
chunchgatta main road,2029,Jul-Sep,12416.603921495045
chunchgatta main road,2029,Oct-Dec,12607.651511158023
chunchgatta main road,2030,Jan-Mar,12801.638647072681
chunchgatta main road,2030,Apr-Jun,12998.610558452228
chunchgatta main road,2030,Jul-Sep,13198.613170427388
chunchgatta main road,2030,Oct-Dec,13401.69311475411
church street,2025,Jan-Mar,13573.82192650959
church street,2025,Apr-Jun,13724.671867499703
church street,2025,Jul-Sep,13877.198248980925
church street,2025,Oct-Dec,14031.419701737612
church street,2026,Jan-Mar,14187.35506360359
church street,2026,Apr-Jun,14345.023381763169
church street,2026,Jul-Sep,14504.443915077709
church street,2026,Oct-Dec,14665.636136438055
church street,2027,Jan-Mar,14828.619735143113
church street,2027,Apr-Jun,14993.414619304847
church street,2027,Jul-Sep,15160.040918280027
church street,2027,Oct-Dec,15328.518985128978
church street,2028,Jan-Mar,15498.86939910167
church street,2028,Apr-Jun,15671.112968151434
church street,2028,Jul-Sep,15845.270731476601
church street,2028,Oct-Dec,16021.363962090409
church street,2029,Jan-Mar,16199.414169419446
church street,2029,Apr-Jun,16379.44310193099
church street,2029,Jul-Sep,16561.47274978954
church street,2029,Oct-Dec,16745.52534754286
church street,2030,Jan-Mar,16931.623376837902
church street,2030,Apr-Jun,17119.789569166875
church street,2030,Jul-Sep,17310.04690864385
church street,2030,Oct-Dec,17502.418634812242
coles road,2025,Jan-Mar,13317.78308603122
coles road,2025,Apr-Jun,13615.882618703312
coles road,2025,Jul-Sep,13920.654683192844
coles road,2025,Oct-Dec,14232.248634584193
coles road,2026,Jan-Mar,14550.817171061753
coles road,2026,Apr-Jun,14876.516408740446
coles road,2026,Jul-Sep,15209.505958171214
coles road,2026,Oct-Dec,15549.94900255897
coles road,2027,Jan-Mar,15898.012377731351
coles road,2027,Apr-Jun,16253.866653897456
coles road,2027,Jul-Sep,16617.68621923663
coles road,2027,Oct-Dec,16989.649365358284
coles road,2028,Jan-Mar,17369.93837467457
coles road,2028,Apr-Jun,17758.73960972882
coles road,2028,Jul-Sep,18156.24360452343
coles road,2028,Oct-Dec,18562.645157892028
coles road,2029,Jan-Mar,18978.143428961594
coles road,2029,Apr-Jun,19402.942034751417
coles road,2029,Jul-Sep,19837.249149956635
coles road,2029,Oct-Dec,20281.277608965287
coles road,2030,Jan-Mar,20735.245010158873
coles road,2030,Apr-Jun,21199.37382254755
coles road,2030,Jul-Sep,21673.891494792177
coles road,2030,Oct-Dec,22159.030566666683
commissariat road,2025,Jan-Mar,16961.59781659417
commissariat road,2025,Apr-Jun,17484.217209284463
commissariat road,2025,Jul-Sep,18022.939508821702
commissariat road,2025,Oct-Dec,18578.260876681234
commissariat road,2026,Jan-Mar,19150.692762026018
commissariat road,2026,Apr-Jun,19740.762372749643
commissariat road,2026,Jul-Sep,20349.013161033068
commissariat road,2026,Oct-Dec,20976.005323862297
commissariat road,2027,Jan-Mar,21622.316318967976
commissariat road,2027,Apr-Jun,22288.541396662073
commissariat road,2027,Jul-Sep,22975.294148061465
commissariat road,2027,Oct-Dec,23683.207070203356
commissariat road,2028,Jan-Mar,24412.932148572974
commissariat road,2028,Apr-Jun,25165.14145758007
commissariat road,2028,Jul-Sep,25940.527779537246
commissariat road,2028,Oct-Dec,26739.80524271021
commissariat road,2029,Jan-Mar,27563.709979027557
commissariat road,2029,Apr-Jun,28413.000802055885
commissariat road,2029,Jul-Sep,29288.459905864594
commissariat road,2029,Oct-Dec,30190.893585424066
commissariat road,2030,Jan-Mar,31121.132979200698
commissariat road,2030,Apr-Jun,32080.034834632712
commissariat road,2030,Jul-Sep,33068.48229719174
commissariat road,2030,Oct-Dec,34087.3857237569
cooke town,2025,Jan-Mar,11019.61794675839
cooke town,2025,Apr-Jun,11179.996546762208
cooke town,2025,Jul-Sep,11342.709283526798
cooke town,2025,Oct-Dec,11507.790127883789
cooke town,2026,Jan-Mar,11675.273545073464
cooke town,2026,Apr-Jun,11845.19450194033
cooke town,2026,Jul-Sep,12017.588474233438
cooke town,2026,Oct-Dec,12192.491454012927
cooke town,2027,Jan-Mar,12369.939957164373
cooke town,2027,Apr-Jun,12549.97103102251
cooke town,2027,Jul-Sep,12732.622262105882
cooke town,2027,Oct-Dec,12917.931783964095
cooke town,2028,Jan-Mar,13105.93828513925
cooke town,2028,Apr-Jun,13296.681017243258
cooke town,2028,Jul-Sep,13490.19980315272
cooke town,2028,Oct-Dec,13686.535045323059
cooke town,2029,Jan-Mar,13885.727734223658
cooke town,2029,Apr-Jun,14087.819456895773
cooke town,2029,Jul-Sep,14292.852405634992
cooke town,2029,Oct-Dec,14500.869386800046
cooke town,2030,Jan-Mar,14711.913829749843
cooke town,2030,Apr-Jun,14926.029795910554
cooke town,2030,Jul-Sep,15143.26198797467
cooke town,2030,Oct-Dec,15363.65575923394
cunningham road,2025,Jan-Mar,15452.424950863267
cunningham road,2025,Apr-Jun,15494.18243995837
cunningham road,2025,Jul-Sep,15536.052771400293
cunningham road,2025,Oct-Dec,15578.03625012584
cunningham road,2026,Jan-Mar,15620.133181895853
cunningham road,2026,Apr-Jun,15662.34387329744
cunningham road,2026,Jul-Sep,15704.668631746204
cunningham road,2026,Oct-Dec,15747.107765488492
cunningham road,2027,Jan-Mar,15789.661583603625
cunningham road,2027,Apr-Jun,15832.330396006164
cunningham road,2027,Jul-Sep,15875.114513448154
cunningham road,2027,Oct-Dec,15918.0142475214
cunningham road,2028,Jan-Mar,15961.029910659723
cunningham road,2028,Apr-Jun,16004.161816141246
cunningham road,2028,Jul-Sep,16047.410278090672
cunningham road,2028,Oct-Dec,16090.77561148157
cunningham road,2029,Jan-Mar,16134.258132138668
cunningham road,2029,Apr-Jun,16177.85815674016
cunningham road,2029,Jul-Sep,16221.576002820004
cunningham road,2029,Oct-Dec,16265.41198877024
cunningham road,2030,Jan-Mar,16309.366433843308
cunningham road,2030,Apr-Jun,16353.43965815437
cunningham road,2030,Jul-Sep,16397.631982683644
cunningham road,2030,Oct-Dec,16441.94372927874
devanahalli,2025,Jan-Mar,6964.015606348907
devanahalli,2025,Apr-Jun,7094.70873856503
devanahalli,2025,Jul-Sep,7227.854578496641
devanahalli,2025,Oct-Dec,7363.499155916195
devanahalli,2026,Jan-Mar,7501.689364433263
devanahalli,2026,Apr-Jun,7642.472977706092
devanahalli,2026,Jul-Sep,7785.8986659574075
devanahalli,2026,Oct-Dec,7932.016012800173
devanahalli,2027,Jan-Mar,8080.875532379107
devanahalli,2027,Apr-Jun,8232.528686833906
devanahalli,2027,Jul-Sep,8387.027904090186
devanahalli,2027,Oct-Dec,8544.426595984309
devanahalli,2028,Jan-Mar,8704.779176728367
devanahalli,2028,Apr-Jun,8868.14108172168
devanahalli,2028,Jul-Sep,9034.568786715341
devanahalli,2028,Oct-Dec,9204.119827336415
devanahalli,2029,Jan-Mar,9376.852818978545
devanahalli,2029,Apr-Jun,9552.827477065848
devanahalli,2029,Jul-Sep,9732.104637697104
devanahalli,2029,Oct-Dec,9914.746278677363
devanahalli,2030,Jan-Mar,10100.81554094426
devanahalli,2030,Apr-Jun,10290.376750396434
devanahalli,2030,Jul-Sep,10483.495440131592
devanahalli,2030,Oct-Dec,10680.238373101924
doddaballapur main road,2025,Jan-Mar,8232.846844824724
doddaballapur main road,2025,Apr-Jun,8393.8294574984
doddaballapur main road,2025,Jul-Sep,8557.95987579408
doddaballapur main road,2025,Oct-Dec,8725.29965095677
doddaballapur main road,2026,Jan-Mar,8895.911537786013
doddaballapur main road,2026,Apr-Jun,9069.859518169847
doddaballapur main road,2026,Jul-Sep,9247.208825078917
doddaballapur main road,2026,Oct-Dec,9428.025967029766
doddaballapur main road,2027,Jan-Mar,9612.378753026482
doddaballapur main road,2027,Apr-Jun,9800.336317990035
doddaballapur main road,2027,Jul-Sep,9991.969148684864
doddaballapur main road,2027,Oct-Dec,10187.349110152409
doddaballapur main road,2028,Jan-Mar,10386.549472661532
doddaballapur main road,2028,Apr-Jun,10589.644939185911
doddaballapur main road,2028,Jul-Sep,10796.711673418717
doddaballapur main road,2028,Oct-Dec,11007.827328335085
doddaballapur main road,2029,Jan-Mar,11223.071075313084
doddaballapur main road,2029,Apr-Jun,11442.523633824116
doddaballapur main road,2029,Jul-Sep,11666.267301703863
doddaballapur main road,2029,Oct-Dec,11894.385986015152
doddaballapur main road,2030,Jan-Mar,12126.965234514295
doddaballapur main road,2030,Apr-Jun,12364.092267732718
doddaballapur main road,2030,Jul-Sep,12605.856011685904
doddaballapur main road,2030,Oct-Dec,12852.347131221915
doddakannelli,2025,Jan-Mar,7085.2453325535735
doddakannelli,2025,Apr-Jun,7290.149928475073
doddakannelli,2025,Jul-Sep,7500.980345092836
doddakannelli,2025,Oct-Dec,7717.907956556702
doddakannelli,2026,Jan-Mar,7941.109093140015
doddakannelli,2026,Apr-Jun,8170.765184570226
doddakannelli,2026,Jul-Sep,8407.0629075046
doddakannelli,2026,Oct-Dec,8650.194337270914
doddakannelli,2027,Jan-Mar,8900.35710399647
doddakannelli,2027,Apr-Jun,9157.754553252353
doddakannelli,2027,Jul-Sep,9422.595911343498
doddakannelli,2027,Oct-Dec,9695.096455378938
doddakannelli,2028,Jan-Mar,9975.477688260455
doddakannelli,2028,Apr-Jun,10263.967518731894
doddakannelli,2028,Jul-Sep,10560.800446635487
doddakannelli,2028,Oct-Dec,10866.217753525765
doddakannelli,2029,Jan-Mar,11180.46769879601
doddakannelli,2029,Apr-Jun,11503.80572147666
doddakannelli,2029,Jul-Sep,11836.494647869707
doddakannelli,2029,Oct-Dec,12178.80490518787
doddakannelli,2030,Jan-Mar,12531.014741372173
doddakannelli,2030,Apr-Jun,12893.41045126664
doddakannelli,2030,Jul-Sep,13266.286609333936
doddakannelli,2030,Oct-Dec,13649.946309101122
doddakannelli chikkanayakana halli road,2025,Jan-Mar,8990.933696313694
doddakannelli chikkanayakana halli road,2025,Apr-Jun,9274.57170360947
doddakannelli chikkanayakana halli road,2025,Jul-Sep,9567.157671361869
doddakannelli chikkanayakana halli road,2025,Oct-Dec,9868.973881896507
doddakannelli chikkanayakana halli road,2026,Jan-Mar,10180.311522731616
doddakannelli chikkanayakana halli road,2026,Apr-Jun,10501.470967511163
doddakannelli chikkanayakana halli road,2026,Jul-Sep,10832.762065800605
doddakannelli chikkanayakana halli road,2026,Oct-Dec,11174.50444202486
doddakannelli chikkanayakana halli road,2027,Jan-Mar,11527.027803836909
doddakannelli chikkanayakana halli road,2027,Apr-Jun,11890.672260214538
doddakannelli chikkanayakana halli road,2027,Jul-Sep,12265.78864959212
doddakannelli chikkanayakana halli road,2027,Oct-Dec,12652.738878343987
doddakannelli chikkanayakana halli road,2028,Jan-Mar,13051.896269946008
doddakannelli chikkanayakana halli road,2028,Apr-Jun,13463.645925152174
doddakannelli chikkanayakana halli road,2028,Jul-Sep,13888.385093533738
doddakannelli chikkanayakana halli road,2028,Oct-Dec,14326.523556739332
doddakannelli chikkanayakana halli road,2029,Jan-Mar,14778.484023845836
doddakannelli chikkanayakana halli road,2029,Apr-Jun,15244.702539181426
doddakannelli chikkanayakana halli road,2029,Jul-Sep,15725.628903014263
doddakannelli chikkanayakana halli road,2029,Oct-Dec,16221.727105512698
doddakannelli chikkanayakana halli road,2030,Jan-Mar,16733.47577439566
doddakannelli chikkanayakana halli road,2030,Apr-Jun,17261.368636705134
doddakannelli chikkanayakana halli road,2030,Jul-Sep,17805.914995146217
doddakannelli chikkanayakana halli road,2030,Oct-Dec,18367.640219454337
doddakannelli chikkanayakana halli road,2025,Jan-Mar,8990.933696313694
doddakannelli chikkanayakana halli road,2025,Apr-Jun,9274.57170360947
doddakannelli chikkanayakana halli road,2025,Jul-Sep,9567.157671361869
doddakannelli chikkanayakana halli road,2025,Oct-Dec,9868.973881896507
doddakannelli chikkanayakana halli road,2026,Jan-Mar,10180.311522731616
doddakannelli chikkanayakana halli road,2026,Apr-Jun,10501.470967511163
doddakannelli chikkanayakana halli road,2026,Jul-Sep,10832.762065800605
doddakannelli chikkanayakana halli road,2026,Oct-Dec,11174.50444202486
doddakannelli chikkanayakana halli road,2027,Jan-Mar,11527.027803836909
doddakannelli chikkanayakana halli road,2027,Apr-Jun,11890.672260214538
doddakannelli chikkanayakana halli road,2027,Jul-Sep,12265.78864959212
doddakannelli chikkanayakana halli road,2027,Oct-Dec,12652.738878343987
doddakannelli chikkanayakana halli road,2028,Jan-Mar,13051.896269946008
doddakannelli chikkanayakana halli road,2028,Apr-Jun,13463.645925152174
doddakannelli chikkanayakana halli road,2028,Jul-Sep,13888.385093533738
doddakannelli chikkanayakana halli road,2028,Oct-Dec,14326.523556739332
doddakannelli chikkanayakana halli road,2029,Jan-Mar,14778.484023845836
doddakannelli chikkanayakana halli road,2029,Apr-Jun,15244.702539181426
doddakannelli chikkanayakana halli road,2029,Jul-Sep,15725.628903014263
doddakannelli chikkanayakana halli road,2029,Oct-Dec,16221.727105512698
doddakannelli chikkanayakana halli road,2030,Jan-Mar,16733.47577439566
doddakannelli chikkanayakana halli road,2030,Apr-Jun,17261.368636705134
doddakannelli chikkanayakana halli road,2030,Jul-Sep,17805.914995146217
doddakannelli chikkanayakana halli road,2030,Oct-Dec,18367.640219454337
dr rajkumar road,2025,Jan-Mar,11542.033212064232
dr rajkumar road,2025,Apr-Jun,11712.64153386072
dr rajkumar road,2025,Jul-Sep,11885.771698986839
dr rajkumar road,2025,Oct-Dec,12061.46098401686
dr rajkumar road,2026,Jan-Mar,12239.74721652796
dr rajkumar road,2026,Apr-Jun,12420.668783244852
dr rajkumar road,2026,Jul-Sep,12604.264638304814
dr rajkumar road,2026,Oct-Dec,12790.57431164489
dr rajkumar road,2027,Jan-Mar,12979.637917513057
dr rajkumar road,2027,Apr-Jun,13171.496163105207
dr rajkumar road,2027,Jul-Sep,13366.190357329793
dr rajkumar road,2027,Oct-Dec,13563.762419702034
dr rajkumar road,2028,Jan-Mar,13764.254889369582
dr rajkumar road,2028,Apr-Jun,13967.71093427161
dr rajkumar road,2028,Jul-Sep,14174.174360433277
dr rajkumar road,2028,Oct-Dec,14383.689621397583
dr rajkumar road,2029,Jan-Mar,14596.301827796642
dr rajkumar road,2029,Apr-Jun,14812.05675706443
dr rajkumar road,2029,Jul-Sep,15031.000863293106
dr rajkumar road,2029,Oct-Dec,15253.181287235011
dr rajkumar road,2030,Jan-Mar,15478.645866452536
dr rajkumar road,2030,Apr-Jun,15707.44314561799
dr rajkumar road,2030,Jul-Sep,15939.622386965742
dr rajkumar road,2030,Oct-Dec,16175.233580898843
ecc road,2025,Jan-Mar,11009.490899789287
ecc road,2025,Apr-Jun,11422.150361066435
ecc road,2025,Jul-Sep,11850.277188866843
ecc road,2025,Oct-Dec,12294.451133443723
ecc road,2026,Jan-Mar,12755.273675340026
ecc road,2026,Apr-Jun,13233.368839886567
ecc road,2026,Jul-Sep,13729.384042229292
ecc road,2026,Oct-Dec,14243.990964029994
ecc road,2027,Jan-Mar,14777.886463027651
ecc road,2027,Apr-Jun,15331.7935166921
ecc road,2027,Jul-Sep,15906.46220124787
ecc road,2027,Oct-Dec,16502.670707393954
ecc road,2028,Jan-Mar,17121.226394094934
ecc road,2028,Apr-Jun,17762.96688187049
ecc road,2028,Jul-Sep,18428.761187063727
ecc road,2028,Oct-Dec,19119.510898624365
ecc road,2029,Jan-Mar,19836.151399000264
ecc road,2029,Apr-Jun,20579.65313079061
ecc road,2029,Jul-Sep,21351.022910876007
ecc road,2029,Oct-Dec,22151.305293804973
ecc road,2030,Jan-Mar,22981.583986283127
ecc road,2030,Apr-Jun,23842.983314680467
ecc road,2030,Jul-Sep,24736.669747543987
ecc road,2030,Oct-Dec,25663.85347517735
electronic city,2025,Jan-Mar,7071.077849612233
electronic city,2025,Apr-Jun,7172.417536120444
electronic city,2025,Jul-Sep,7275.209580003302
electronic city,2025,Oct-Dec,7379.474795830264
electronic city,2026,Jan-Mar,7485.234296476364
electronic city,2026,Apr-Jun,7592.509497397398
electronic city,2026,Jul-Sep,7701.322120966387
electronic city,2026,Oct-Dec,7811.694200872181
electronic city,2027,Jan-Mar,7923.648086581106
electronic city,2027,Apr-Jun,8037.206447862555
electronic city,2027,Jul-Sep,8152.392279379434
electronic city,2027,Oct-Dec,8269.228905344396
electronic city,2028,Jan-Mar,8387.739984242813
electronic city,2028,Apr-Jun,8507.949513623425
electronic city,2028,Jul-Sep,8629.881834957658
electronic city,2028,Oct-Dec,8753.561638568572
electronic city,2029,Jan-Mar,8879.013968630457
electronic city,2029,Apr-Jun,9006.264228240085
electronic city,2029,Jul-Sep,9135.338184560622
electronic city,2029,Oct-Dec,9266.261974039284
electronic city,2030,Jan-Mar,9399.062107699756
electronic city,2030,Apr-Jun,9533.765476510458
electronic city,2030,Jul-Sep,9670.39935682976
electronic city,2030,Oct-Dec,9808.991415929218
gkvk road,2025,Jan-Mar,7069.222043609648
gkvk road,2025,Apr-Jun,7304.765921396428
gkvk road,2025,Jul-Sep,7548.158034536487
gkvk road,2025,Oct-Dec,7799.659883344498
gkvk road,2026,Jan-Mar,8059.541681229413
gkvk road,2026,Apr-Jun,8328.082645011566
gkvk road,2026,Jul-Sep,8605.571294913016
gkvk road,2026,Oct-Dec,8892.305764543484
gkvk road,2027,Jan-Mar,9188.594121214881
gkvk road,2027,Apr-Jun,9494.754696928618
gkvk road,2027,Jul-Sep,9811.116430391281
gkvk road,2027,Oct-Dec,10138.019220426146
gkvk road,2028,Jan-Mar,10475.814291160234
gkvk road,2028,Apr-Jun,10824.864569379264
gkvk road,2028,Jul-Sep,11185.545074455944
gkvk road,2028,Oct-Dec,11558.243321270507
gkvk road,2029,Jan-Mar,11943.359736556436
gkvk road,2029,Apr-Jun,12341.308089118658
gkvk road,2029,Jul-Sep,12752.51593438646
gkvk road,2029,Oct-Dec,13177.425073778739
gkvk road,2030,Jan-Mar,13616.492029375131
gkvk road,2030,Apr-Jun,14070.18853440302
gkvk road,2030,Jul-Sep,14539.002040067377
gkvk road,2030,Oct-Dec,15023.436239267992
gottigere,2025,Jan-Mar,6686.845796443256
gottigere,2025,Apr-Jun,6740.40720884857
gottigere,2025,Jul-Sep,6794.39764638564
gottigere,2025,Oct-Dec,6848.8205455315
