,location,quarter,year,min_price,max_price,avg_price,latitude,longitude,Risk
3447,Phase 2 Electronic City,Oct-Dec,2024,4189.829038,7281.219945,5735.57,12.8468545,77.6769267,Moderate
3472,Phase 7 JP Nagar,Jan-Mar,2024,6086.240403,9965.194711,8025.74,12.9119148,77.5798871,Moderate
3473,Phase 7 JP Nagar,Apr-Jun,2024,6341.914765,10383.81846,8362.89,12.9119148,77.5798871,Moderate
3474,Phase 7 JP Nagar,Jul-Sep,2024,6030.714742,9874.280782,7952.52,12.9119148,77.5798871,Moderate
3475,Phase 7 JP Nagar,Oct-Dec,2024,6518.964426,10673.7075,8596.36,12.9119148,77.5798871,Moderate
3500,Phase 8th JP Nagar,Jan-Mar,2024,4523.247593,7070.226976,5796.63,12.9074619,77.5950566,Moderate
3501,Phase 8th JP Nagar,Apr-Jun,2024,4822.228607,7537.560145,6179.78,12.9074619,77.5950566,Moderate
3502,Phase 8th JP Nagar,Jul-Sep,2024,5647.085349,8826.882532,7236.85,12.9074619,77.5950566,Moderate
3503,Phase 8th JP Nagar,Oct-Dec,2024,5917.920088,9250.22064,7583.93,12.9074619,77.5950566,Moderate
3528,Pulikeshi Nagar,Jan-Mar,2024,7387.593106,12601.41391,10102.3,12.9745,77.6071,Low
3529,Pulikeshi Nagar,Apr-Jun,2024,7608.855991,12978.83388,10404.87,12.9745,77.6071,Low
3530,Pulikeshi Nagar,Jul-Sep,2024,8580.074058,14635.49265,11732.98,12.9745,77.6071,Low
3531,Pulikeshi Nagar,Oct-Dec,2024,8396.640201,14322.59968,11482.14,12.9745,77.6071,Low
3556,Queens Road,Jan-Mar,2024,10712.23485,18674.14269,15620.27,12.9763,77.6023,Low
3557,Queens Road,Apr-Jun,2024,10847.29445,18909.58585,15817.21,12.9763,77.6023,Low
3558,Queens Road,Jul-Sep,2024,10952.82803,19093.55764,15971.096,12.9763,77.6023,Low
3559,Queens Road,Oct-Dec,2024,10351.39239,18045.10276,15094.1,12.9763,77.6023,Low
3584,RK Hegde Nagar,Jan-Mar,2024,5959.233023,9927.42622,7943.283333,13.071613,77.63358,Moderate
3585,RK Hegde Nagar,Apr-Jun,2024,6320.705418,10529.59944,8425.103333,13.071613,77.63358,Moderate
3586,RK Hegde Nagar,Jul-Sep,2024,6131.795542,10214.89638,8173.298333,13.071613,77.63358,Moderate
3587,RK Hegde Nagar,Oct-Dec,2024,7201.644651,11997.14723,9599.34,13.071613,77.63358,Moderate
3612,RR Nagar,Jan-Mar,2024,4710.056751,7467.085625,6088.55,12.92193353,77.5166637,Low
3613,RR Nagar,Apr-Jun,2024,4789.257154,7592.645935,6190.93,12.92193353,77.5166637,Low
3614,RR Nagar,Jul-Sep,2024,4932.843662,7820.280719,6376.54,12.92193353,77.5166637,Low
3615,RR Nagar,Oct-Dec,2024,5225.222955,8283.804056,6754.49,12.92193353,77.5166637,Low
3640,RT Nagar,Jan-Mar,2024,4613.911661,7616.188339,6115.05,13.0227204,77.595715,Moderate
3641,RT Nagar,Apr-Jun,2024,4714.911361,7782.908639,6248.91,13.0227204,77.595715,Moderate
3642,RT Nagar,Jul-Sep,2024,4770.987095,7875.472905,6323.23,13.0227204,77.595715,Moderate
3643,RT Nagar,Oct-Dec,2024,4899.836032,8088.163968,6494.0,13.0227204,77.595715,Moderate
3668,Rachenahalli,Jan-Mar,2024,5570.536784,8326.325924,6935.68,13.06179508,77.61622986,Moderate
3669,Rachenahalli,Apr-Jun,2024,5584.046119,8346.518436,6952.5,13.06179508,77.61622986,Moderate
3670,Rachenahalli,Jul-Sep,2024,5612.154426,8388.532147,6987.496667,13.06179508,77.61622986,Moderate
3671,Rachenahalli,Oct-Dec,2024,5696.305325,8514.313169,7092.27,13.06179508,77.61622986,Moderate
3696,Rajajinagar,Jan-Mar,2024,12465.91654,20369.81842,14884.72,13.0005359,77.5496996,Low
3697,Rajajinagar,Apr-Jun,2024,12699.80448,20752.0009,15163.99,13.0005359,77.5496996,Low
3698,Rajajinagar,Jul-Sep,2024,12734.83882,20809.24844,15205.82217,13.0005359,77.5496996,Low
3699,Rajajinagar,Oct-Dec,2024,12441.56881,20330.03323,14855.648,13.0005359,77.5496996,Low
3724,Ramagondanahalli Whitefield,Jan-Mar,2024,8360.807117,13196.02816,10804.15333,12.9569171,77.7399868,Low
3725,Ramagondanahalli Whitefield,Apr-Jun,2024,8324.69922,13139.03835,10757.49333,12.9569171,77.7399868,Low
3726,Ramagondanahalli Whitefield,Jul-Sep,2024,8170.099354,12895.03031,10557.7135,12.9569171,77.7399868,Low
3727,Ramagondanahalli Whitefield,Oct-Dec,2024,7916.408873,12494.62557,10229.885,12.9569171,77.7399868,Low
3752,Ramamurthy Nagar,Jan-Mar,2024,4725.330319,7178.156054,5933.42,13.0120218,77.6777817,Moderate
3753,Ramamurthy Nagar,Apr-Jun,2024,4457.973442,6772.019497,5597.71,13.0120218,77.6777817,Moderate
3754,Ramamurthy Nagar,Jul-Sep,2024,4446.533266,6754.640951,5583.345,13.0120218,77.6777817,Moderate
3755,Ramamurthy Nagar,Oct-Dec,2024,5129.56315,7792.218172,6441.0,13.0120218,77.6777817,Moderate
3780,Rashtriya Vidyalaya Road,Jan-Mar,2024,8224.313445,13836.95118,11043.95,12.9348714,77.58003153,Low
3781,Rashtriya Vidyalaya Road,Apr-Jun,2024,8159.42865,13727.78611,10956.82,12.9348714,77.58003153,Low
3782,Rashtriya Vidyalaya Road,Jul-Sep,2024,7670.100636,12904.51887,10299.73,12.9348714,77.58003153,Low
3783,Rashtriya Vidyalaya Road,Oct-Dec,2024,7904.11186,13298.22977,10613.97,12.9348714,77.58003153,Low
3808,Sadarmangala Main Road,Jan-Mar,2024,5375.569839,9323.617637,7349.76,13.0451,77.7681,Moderate
3809,Sadarmangala Main Road,Apr-Jun,2024,5681.71671,9854.611829,7768.34,13.0451,77.7681,Moderate
3810,Sadarmangala Main Road,Jul-Sep,2024,6509.56687,11290.47046,8900.22,13.0451,77.7681,Moderate
3811,Sadarmangala Main Road,Oct-Dec,2024,6611.333021,11466.97801,9039.36,13.0451,77.7681,Moderate
3836,Sahakar Nagar,Jan-Mar,2024,5752.734047,9298.115058,7525.47,13.0256,77.5783,Moderate
3837,Sahakar Nagar,Apr-Jun,2024,6178.646754,9986.515621,8082.63,13.0256,77.5783,Moderate
3838,Sahakar Nagar,Jul-Sep,2024,7093.354607,11464.95332,9279.21,13.0256,77.5783,Moderate
3839,Sahakar Nagar,Oct-Dec,2024,6949.273863,11232.07634,9090.73,13.0256,77.5783,Moderate
3864,Sampige Road,Jan-Mar,2024,8008.425072,12978.69493,10493.56,13.00273984,77.57451451,Moderate
3865,Sampige Road,Apr-Jun,2024,8151.006557,13209.76678,10680.38667,13.00273984,77.57451451,Moderate
3866,Sampige Road,Jul-Sep,2024,8631.265098,13988.08824,11309.67667,13.00273984,77.57451451,Moderate
3867,Sampige Road,Oct-Dec,2024,8008.600603,12978.9794,10493.79,13.00273984,77.57451451,Moderate
3892,Sanjay Nagar Main Road,Jan-Mar,2024,7092.331349,11241.76802,9160.93,13.0102,77.5723,Moderate
3893,Sanjay Nagar Main Road,Apr-Jun,2024,6892.958489,10925.75016,8903.406667,13.0102,77.5723,Moderate
3894,Sanjay Nagar Main Road,Jul-Sep,2024,7270.552729,11524.25954,9391.132667,13.0102,77.5723,Moderate
3895,Sanjay Nagar Main Road,Oct-Dec,2024,7462.705461,11828.83307,9639.33,13.0102,77.5723,Moderate
3920,Sanjayanagara,Jan-Mar,2024,6433.547554,10458.46554,8445.96,13.0072,77.5874,Low
3921,Sanjayanagara,Apr-Jun,2024,6390.822075,10389.0104,8389.87,13.0072,77.5874,Low
3922,Sanjayanagara,Jul-Sep,2024,6649.862586,10810.11031,8729.938333,13.0072,77.5874,Low
3923,Sanjayanagara,Oct-Dec,2024,6769.394647,11004.42331,8886.86,13.0072,77.5874,Low
3948,Sankey Road,Jan-Mar,2024,8874.721286,15619.33871,12247.03,13.0037122,77.5836094,Moderate
3949,Sankey Road,Apr-Jun,2024,8764.807476,15425.89252,12095.35,13.0037122,77.5836094,Moderate
3950,Sankey Road,Jul-Sep,2024,9400.485821,16544.67418,12972.58,13.0037122,77.5836094,Moderate
3951,Sankey Road,Oct-Dec,2024,9547.725978,16803.81402,13175.77,13.0037122,77.5836094,Moderate
3976,Sarjapur Road,Jan-Mar,2024,5612.204907,9422.131499,7517.06,12.9241419,77.6288623,Moderate
3977,Sarjapur Road,Apr-Jun,2024,5611.812944,9421.473447,7516.535,12.9241419,77.6288623,Moderate
3978,Sarjapur Road,Jul-Sep,2024,6203.483218,10414.80766,8309.025833,12.9241419,77.6288623,Moderate
3979,Sarjapur Road,Oct-Dec,2024,7631.183303,12811.72262,10221.30583,12.9241419,77.6288623,Moderate
4004,Sarjapura,Jan-Mar,2024,5197.88421,8971.100425,7084.45,12.8600866,77.7861352,High
4005,Sarjapura,Apr-Jun,2024,5203.775847,8981.268884,7092.48,12.8600866,77.7861352,High
4006,Sarjapura,Jul-Sep,2024,5614.539629,9690.21179,7652.33,12.8600866,77.7861352,High
4007,Sarjapura,Oct-Dec,2024,6348.873895,10957.60948,8653.19,12.8600866,77.7861352,High
4032,Sarjapura Attibele Road,Jan-Mar,2024,4599.498928,8366.886791,6483.14,12.7634,77.7247,High
4033,Sarjapura Attibele Road,Apr-Jun,2024,4504.268724,8193.654806,6348.91,12.7634,77.7247,High
4034,Sarjapura Attibele Road,Jul-Sep,2024,4458.937832,8111.193989,6285.014667,12.7634,77.7247,High
4035,Sarjapura Attibele Road,Oct-Dec,2024,6019.440878,10949.88414,8484.593333,12.7634,77.7247,High
4060,Seegehalli Krishnarajapura,Jan-Mar,2024,5079.880884,7915.709228,6498.09,13.00547125,77.74937623,Moderate
4061,Seegehalli Krishnarajapura,Apr-Jun,2024,4933.834377,7688.132694,6311.27,13.00547125,77.74937623,Moderate
4062,Seegehalli Krishnarajapura,Jul-Sep,2024,5944.590029,9263.139671,7604.21,13.00547125,77.74937623,Moderate
4063,Seegehalli Krishnarajapura,Oct-Dec,2024,6311.981188,9835.625849,8074.17,13.00547125,77.74937623,Moderate
4088,Seegehalli Road,Jan-Mar,2024,5396.372613,8041.338712,6718.66,13.0164321,77.7169887,Moderate
4089,Seegehalli Road,Apr-Jun,2024,5243.517182,7813.563058,6528.35,13.0164321,77.7169887,Moderate
4090,Seegehalli Road,Jul-Sep,2024,5623.266265,8379.441514,7001.15,13.0164321,77.7169887,Moderate
4091,Seegehalli Road,Oct-Dec,2024,6279.088433,9356.706904,7817.67,13.0164321,77.7169887,Moderate
4116,Silver County Road,Jan-Mar,2024,4921.77214,8399.040613,6660.47,12.89447424,77.65897966,Moderate
4117,Silver County Road,Apr-Jun,2024,4825.804356,8235.270879,6530.6,12.89447424,77.65897966,Moderate
4118,Silver County Road,Jul-Sep,2024,4941.812537,8433.239699,6687.59,12.89447424,77.65897966,Moderate
4119,Silver County Road,Oct-Dec,2024,5519.015863,9418.24145,7468.7,12.89447424,77.65897966,Moderate
4144,Singasandra,Jan-Mar,2024,5039.059502,7627.740498,6333.4,12.68449915,77.70161806,Moderate
4145,Singasandra,Apr-Jun,2024,4901.987918,7420.252082,6161.12,12.68449915,77.70161806,Moderate
4146,Singasandra,Jul-Sep,2024,5048.656821,7642.268179,6345.4625,12.68449915,77.70161806,Moderate
4147,Singasandra,Oct-Dec,2024,5652.953703,8557.006297,7104.98,12.68449915,77.70161806,Moderate
4172,Somasundarapalya Main Road,Jan-Mar,2024,7471.114891,12319.11518,9922.66,12.8632,77.6384,Low
4173,Somasundarapalya Main Road,Apr-Jun,2024,7494.199869,12357.17998,9953.32,12.8632,77.6384,Low
4174,Somasundarapalya Main Road,Jul-Sep,2024,8033.57969,13246.56293,10669.69,12.8632,77.6384,Low
4175,Somasundarapalya Main Road,Oct-Dec,2024,8049.4892,13272.7961,10690.82,12.8632,77.6384,Low
4200,Spencer Road,Jan-Mar,2024,7261.723473,12393.95001,9827.72,12.971,77.5955,Moderate
4201,Spencer Road,Apr-Jun,2024,7253.159597,12379.33361,9816.13,12.971,77.5955,Moderate
4202,Spencer Road,Jul-Sep,2024,8337.668455,14230.31962,11283.86,12.971,77.5955,Moderate
4203,Spencer Road,Oct-Dec,2024,7067.06709,12061.72014,9564.28,12.971,77.5955,Moderate
4228,Stage 2 RMV,Jan-Mar,2024,7096.777389,11708.11616,9402.5,13.0379748,77.5700193,Low
4229,Stage 2 RMV,Apr-Jun,2024,7160.525735,11813.28686,9486.96,13.0379748,77.5700193,Low
4230,Stage 2 RMV,Jul-Sep,2024,7083.15369,11685.64007,9384.45,13.0379748,77.5700193,Low
4231,Stage 2 RMV,Oct-Dec,2024,7420.274203,12241.8145,9831.1,13.0379748,77.5700193,Low
4256,Stage 3rd Banashankari,Jan-Mar,2024,5002.569339,8499.070661,6750.82,12.9315578,77.5479272,Low
4257,Stage 3rd Banashankari,Apr-Jun,2024,4931.319174,8378.020826,6654.67,12.9315578,77.5479272,Low
4258,Stage 3rd Banashankari,Jul-Sep,2024,5591.452142,9499.547858,7545.5,12.9315578,77.5479272,Low
4259,Stage 3rd Banashankari,Oct-Dec,2024,6136.614095,10425.74591,8281.18,12.9315578,77.5479272,Low
4284,State Highway 35,Jan-Mar,2024,5025.26478,8901.31522,6963.29,12.977514,77.7511134,Moderate
4285,State Highway 35,Apr-Jun,2024,5068.349055,8977.630945,7022.99,12.977514,77.7511134,Moderate
4286,State Highway 35,Jul-Sep,2024,5982.536768,10596.94323,8289.74,12.977514,77.7511134,Moderate
4287,State Highway 35,Oct-Dec,2024,6495.780911,11506.05909,9000.92,12.977514,77.7511134,Moderate
4312,Subramanyapura,Jan-Mar,2024,4463.865006,6787.430792,5625.69,12.8963963,77.5377864,Moderate
4313,Subramanyapura,Apr-Jun,2024,4660.965107,7087.126973,5874.09,12.8963963,77.5377864,Moderate
4314,Subramanyapura,Jul-Sep,2024,5546.897264,8434.211438,6990.606667,12.8963963,77.5377864,Moderate
4315,Subramanyapura,Oct-Dec,2024,5430.901262,8257.836294,6844.42,12.8963963,77.5377864,Moderate
4340,Thalaghattapura Main Road,Jan-Mar,2024,4903.236228,8843.95054,7037.94,12.8366,77.6389,High
4341,Thalaghattapura Main Road,Apr-Jun,2024,5093.912296,9187.872316,7311.63,12.8366,77.6389,High
4342,Thalaghattapura Main Road,Jul-Sep,2024,5348.741558,9647.506991,7677.403333,12.8366,77.6389,High
4343,Thalaghattapura Main Road,Oct-Dec,2024,5348.049517,9646.258758,7676.41,12.8366,77.6389,High
4368,Thanisandra,Jan-Mar,2024,5959.413704,9222.222513,7351.6,13.054713,77.6339258,Moderate
4369,Thanisandra,Apr-Jun,2024,6213.383494,9615.242035,7664.9,13.054713,77.6339258,Moderate
4370,Thanisandra,Jul-Sep,2024,6633.378031,10265.18568,8183.01,13.054713,77.6339258,Moderate
4371,Thanisandra,Oct-Dec,2024,7051.743205,10912.60788,8699.11,13.054713,77.6339258,Moderate
4396,Thanisandra Main Road,Jan-Mar,2024,5801.185081,9139.024972,7470.083333,13.06825855,77.63370682,Low
4397,Thanisandra Main Road,Apr-Jun,2024,6071.189569,9564.382503,7817.763333,13.06825855,77.63370682,Low
4398,Thanisandra Main Road,Jul-Sep,2024,6694.53639,10546.38568,8620.436,13.06825855,77.63370682,Low
4399,Thanisandra Main Road,Oct-Dec,2024,7292.911731,11489.04948,9390.953333,13.06825855,77.63370682,Low
4424,Thimmaiah Road,Jan-Mar,2024,9996.282782,16882.5818,13439.45,12.9903888,77.599973,Low
4425,Thimmaiah Road,Apr-Jun,2024,10320.29014,17429.79329,13875.06,12.9903888,77.599973,Low
4426,Thimmaiah Road,Jul-Sep,2024,11067.42385,18691.61693,14879.54,12.9903888,77.599973,Low
4427,Thimmaiah Road,Oct-Dec,2024,10295.17197,17387.37155,13841.29,12.9903888,77.599973,Low
4452,Thurahalli,Jan-Mar,2024,6105.166896,8924.308109,7514.81,12.9468,77.5124,Moderate
4453,Thurahalli,Apr-Jun,2024,5971.897847,8729.500323,7350.77,12.9468,77.5124,Moderate
4454,Thurahalli,Jul-Sep,2024,6919.981527,10115.37413,8517.76,12.9468,77.5124,Moderate
4455,Thurahalli,Oct-Dec,2024,7112.841435,10397.28964,8755.15,12.9468,77.5124,Moderate
4480,Tumkur Road,Jan-Mar,2024,8315.224148,13112.89585,10714.06,13.0372194,77.52354243,Moderate
4481,Tumkur Road,Apr-Jun,2024,8334.944949,13143.99505,10739.47,13.0372194,77.52354243,Moderate
4482,Tumkur Road,Jul-Sep,2024,8051.313885,12696.71612,10374.015,13.0372194,77.52354243,Moderate
4483,Tumkur Road,Oct-Dec,2024,7394.47772,11660.90228,9527.69,13.0372194,77.52354243,Moderate
4508,Uttarahalli Hobli,Jan-Mar,2024,4474.615587,7150.293864,5812.392,12.8769,77.5424,Moderate
4509,Uttarahalli Hobli,Apr-Jun,2024,4611.039048,7368.294229,5989.602,12.8769,77.5424,Moderate
4510,Uttarahalli Hobli,Jul-Sep,2024,4869.238595,7780.888921,6324.9955,12.8769,77.5424,Moderate
4511,Uttarahalli Hobli,Oct-Dec,2024,5279.328471,8436.199543,6857.69,12.8769,77.5424,Moderate
4536,Uttarahalli Main Road,Jan-Mar,2024,4443.390897,7178.487424,5810.96,12.90139,77.5109321,Low
4537,Uttarahalli Main Road,Apr-Jun,2024,4572.740265,7387.456843,5980.12,12.90139,77.5109321,Low
4538,Uttarahalli Main Road,Jul-Sep,2024,4627.248835,7475.517762,6051.405,12.90139,77.5109321,Low
4539,Uttarahalli Main Road,Oct-Dec,2024,5218.546577,8430.784473,6824.69,12.90139,77.5109321,Low
4564,Vajarahalli,Jan-Mar,2024,4680.404118,8623.33921,6664.985,13.1016741,77.406047,High
4565,Vajarahalli,Apr-Jun,2024,4839.418836,8916.313453,6891.425,13.1016741,77.406047,High
4566,Vajarahalli,Jul-Sep,2024,4695.99801,8652.069938,6687.191,13.1016741,77.406047,High
4567,Vajarahalli,Oct-Dec,2024,5257.381971,9686.383259,7486.6125,13.1016741,77.406047,High
4592,Varthur,Jan-Mar,2024,5870.87483,9443.752961,7849.0,12.9406152,77.7469937,Low
4593,Varthur,Apr-Jun,2024,6847.987662,11015.51398,9155.34,12.9406152,77.7469937,Low
4594,Varthur,Jul-Sep,2024,6949.301205,11178.48459,9290.79,12.9406152,77.7469937,Low
4595,Varthur,Oct-Dec,2024,7407.886166,11916.15372,9903.89,12.9406152,77.7469937,Low
4620,Varthur Road,Jan-Mar,2024,6600.373524,10988.63155,8796.46,12.95710673,77.69897155,High
4621,Varthur Road,Apr-Jun,2024,7136.10434,11880.54298,9510.44,12.95710673,77.69897155,High
4622,Varthur Road,Jul-Sep,2024,7290.01496,12136.78107,9715.56,12.95710673,77.69897155,High
4623,Varthur Road,Oct-Dec,2024,7541.762973,12555.90373,10051.07,12.95710673,77.69897155,High
4648,Vidyaranyapura,Jan-Mar,2024,4940.715532,8160.504468,6550.61,13.0766407,77.5577315,Moderate
4649,Vidyaranyapura,Apr-Jun,2024,5444.417943,8992.462057,7218.44,13.0766407,77.5577315,Moderate
4650,Vidyaranyapura,Jul-Sep,2024,4332.012328,7155.118672,5743.5655,13.0766407,77.5577315,Moderate
4651,Vidyaranyapura,Oct-Dec,2024,4686.558622,7740.717378,6213.638,13.0766407,77.5577315,Moderate
4676,Vidyaranyapura Main Road,Jan-Mar,2024,4738.501781,8039.778219,6389.14,13.0757912,77.5577739,Moderate
4677,Vidyaranyapura Main Road,Apr-Jun,2024,4925.790501,8357.549499,6641.67,13.0757912,77.5577739,Moderate
4678,Vidyaranyapura Main Road,Jul-Sep,2024,4604.786104,7812.903896,6208.845,13.0757912,77.5577739,Moderate
4679,Vidyaranyapura Main Road,Oct-Dec,2024,4709.33271,7990.28729,6349.81,13.0757912,77.5577739,Moderate
4704,Vijaynagar,Jan-Mar,2024,5891.656362,8765.643638,7328.65,13.0002,77.5405,Moderate
4705,Vijaynagar,Apr-Jun,2024,6156.926207,9160.313793,7658.62,13.0002,77.5405,Moderate
4706,Vijaynagar,Jul-Sep,2024,6130.879163,9121.560837,7626.22,13.0002,77.5405,Moderate
4707,Vijaynagar,Oct-Dec,2024,6779.402314,10086.43769,8432.92,13.0002,77.5405,Moderate
4732,Vijaynagar Main Road,Jan-Mar,2024,6791.897375,12490.62493,9642.62,12.97577458,77.76174636,Moderate
4733,Vijaynagar Main Road,Apr-Jun,2024,6935.854929,12755.36977,9847.0,12.97577458,77.76174636,Moderate
4734,Vijaynagar Main Road,Jul-Sep,2024,6566.147166,12075.45947,9322.117,12.97577458,77.76174636,Moderate
4735,Vijaynagar Main Road,Oct-Dec,2024,7333.277233,13486.24844,10411.23,12.97577458,77.76174636,Moderate
4760,Vittal Mallya Road,Jan-Mar,2024,13138.36856,22683.34082,17901.33,12.9693151,77.594525,Moderate
4761,Vittal Mallya Road,Apr-Jun,2024,13301.2869,22964.61869,18123.31,12.9693151,77.594525,Moderate
4762,Vittal Mallya Road,Jul-Sep,2024,13575.21132,23437.5481,18496.53833,12.9693151,77.594525,Moderate
4763,Vittal Mallya Road,Oct-Dec,2024,12000.47221,20718.76732,16350.92,12.9693151,77.594525,Moderate
4788,Viviani Road,Jan-Mar,2024,9306.4407,14872.64757,12088.67,13.003656,77.6156626,Moderate
4789,Viviani Road,Apr-Jun,2024,9436.237105,15080.07555,12257.27,13.003656,77.6156626,Moderate
4790,Viviani Road,Jul-Sep,2024,9493.652382,15171.83106,12331.85,13.003656,77.6156626,Moderate
4791,Viviani Road,Oct-Dec,2024,9390.785267,15007.43885,12198.23,13.003656,77.6156626,Moderate
4816,Whitefield,Jan-Mar,2024,7793.949259,13462.40151,11218.96,12.9716,77.7497,Moderate
4817,Whitefield,Apr-Jun,2024,7973.664378,13772.82143,11477.65,12.9716,77.7497,Moderate
4818,Whitefield,Jul-Sep,2024,8014.714927,13843.72758,11536.74,12.9716,77.7497,Moderate
4819,Whitefield,Oct-Dec,2024,7772.406231,13425.19048,11187.95,12.9716,77.7497,Moderate
4844,Whitefield Main Road,Jan-Mar,2024,6177.249737,11230.68839,8665.27,12.9838204,77.7525125,Moderate
4845,Whitefield Main Road,Apr-Jun,2024,6331.309038,11510.77939,8881.38,12.9838204,77.7525125,Moderate
4846,Whitefield Main Road,Jul-Sep,2024,6593.72407,11987.86896,9249.488333,12.9838204,77.7525125,Moderate
4847,Whitefield Main Road,Oct-Dec,2024,6623.338063,12041.70935,9291.03,12.9838204,77.7525125,Moderate
4872,Yelahanka,Jan-Mar,2024,5033.857011,7880.079475,6456.99,13.1006982,77.5963454,Moderate
4873,Yelahanka,Apr-Jun,2024,5145.292761,8054.522762,6599.93,13.1006982,77.5963454,Moderate
4874,Yelahanka,Jul-Sep,2024,5181.949463,8111.905743,6646.95,13.1006982,77.5963454,Moderate
4875,Yelahanka,Oct-Dec,2024,5230.806874,8188.387909,6709.62,13.1006982,77.5963454,Moderate
4900,Yelahanka Airforce Base,Jan-Mar,2024,5632.165908,7895.93925,6763.88,13.1294,77.595,Moderate
4901,Yelahanka Airforce Base,Apr-Jun,2024,5681.677222,7965.35097,6823.34,13.1294,77.595,Moderate
4902,Yelahanka Airforce Base,Jul-Sep,2024,5669.245269,7947.922161,6808.41,13.1294,77.595,Moderate
4903,Yelahanka Airforce Base,Oct-Dec,2024,5712.628038,8008.742051,6860.51,13.1294,77.595,Moderate
4928,Yelahanka New Town,Jan-Mar,2024,5139.962715,7640.869317,6390.35,13.0978039,77.5811889,Moderate
4929,Yelahanka New Town,Apr-Jun,2024,5202.330614,7733.58302,6467.89,13.0978039,77.5811889,Moderate
4930,Yelahanka New Town,Jul-Sep,2024,5276.224591,7843.430941,6559.76,13.0978039,77.5811889,Moderate
4931,Yelahanka New Town,Oct-Dec,2024,5389.820393,8012.298057,6700.99,13.0978039,77.5811889,Moderate
4956,Yeswanthpur,Jan-Mar,2024,7681.570877,12200.94512,9941.258,13.02383,77.5529215,Moderate
4957,Yeswanthpur,Apr-Jun,2024,7721.040191,12263.63581,9992.338,13.02383,77.5529215,Moderate
4958,Yeswanthpur,Jul-Sep,2024,7726.376774,12272.11212,9999.244444,13.02383,77.5529215,Moderate
4959,Yeswanthpur,Oct-Dec,2024,7398.174552,11750.81545,9574.495,13.02383,77.5529215,Moderate
