,location,quarter,year,min_price,max_price,avg_price,Risk,location,latitude,longitude
3142,Kandivali,Jul-Sep,2025,14117.78576,22976.66027,18547.15583,Moderate,Kandivali,19.2041136,72.8517376
3143,Kandivali,Oct-Dec,2025,11883.33528,19340.09782,15611.66,Moderate,Kandivali,19.2041136,72.8517376
3144,Kandivali,Jan-Mar,2026,11927.97107,19412.74245,15670.3,Moderate,Kandivali,19.2041136,72.8517376
3145,Kandivali,Apr-Jun,2026,12090.10312,19676.61195,15883.3,Moderate,Kandivali,19.2041136,72.8517376
3146,Kandivali,Jul-Sep,2026,12037.4749,19590.95966,15814.16,Moderate,Kandivali,19.2041136,72.8517376
3147,Kandivali,Oct-Dec,2026,12029.38352,19577.79096,15803.53,Moderate,Kandivali,19.2041136,72.8517376
3148,Kandivali,Jan-Mar,2027,11968.86945,19479.30446,15724.03,Moderate,Kandivali,19.2041136,72.8517376
3149,Kandivali,Apr-Jun,2027,12011.83825,19549.23607,15780.48,Moderate,Kandivali,19.2041136,72.8517376
3150,Kandivali,Jul-Sep,2027,12038.57862,19592.75596,15815.61,Moderate,Kandivali,19.2041136,72.8517376
3151,Kandivali,Oct-Dec,2027,12128.47437,19739.06106,15933.71,Moderate,Kandivali,19.2041136,72.8517376
3152,Kandivali,Jan-Mar,2028,12025.22746,19571.02698,15798.07,Moderate,Kandivali,19.2041136,72.8517376
3153,Kandivali,Apr-Jun,2028,12101.27729,19694.79788,15897.98,Moderate,Kandivali,19.2041136,72.8517376
3154,Kandivali,Jul-Sep,2028,12248.36074,19934.17583,16091.21,Moderate,Kandivali,19.2041136,72.8517376
3155,Kandivali,Oct-Dec,2028,12432.10278,20233.21553,16332.6,Moderate,Kandivali,19.2041136,72.8517376
3156,Kandivali,Jan-Mar,2029,12519.98901,20376.25014,16448.06,Moderate,Kandivali,19.2041136,72.8517376
3157,Kandivali,Apr-Jun,2029,12601.30623,20508.5937,16554.89,Moderate,Kandivali,19.2041136,72.8517376
3158,Kandivali,Jul-Sep,2029,12796.06259,20825.55919,16810.75,Moderate,Kandivali,19.2041136,72.8517376
3159,Kandivali,Oct-Dec,2029,12868.46635,20943.39612,16905.87,Moderate,Kandivali,19.2041136,72.8517376
3160,Kandivali,Jan-Mar,2030,13120.54743,21353.65744,17237.04,Moderate,Kandivali,19.2041136,72.8517376
3161,Kandivali,Apr-Jun,2030,13373.00911,21764.53817,17568.71,Moderate,Kandivali,19.2041136,72.8517376
3162,Kandivali,Jul-Sep,2030,13545.08601,22044.5929,17794.775,Moderate,Kandivali,19.2041136,72.8517376
3163,Kandivali,Oct-Dec,2030,13546.98517,22047.68376,17797.27,Moderate,Kandivali,19.2041136,72.8517376
3164,Kandivali East,Jan-Mar,2024,13479.03307,21236.44693,17357.74,Moderate,Kandivali East,19.2103809,72.8640837
3165,Kandivali East,Apr-Jun,2024,13956.71578,21989.04422,17972.88,Moderate,Kandivali East,19.2103809,72.8640837
3166,Kandivali East,Jul-Sep,2024,14226.46356,22414.03644,18320.25,Moderate,Kandivali East,19.2103809,72.8640837
3167,Kandivali East,Oct-Dec,2024,14183.38095,22346.15905,18264.77,Moderate,Kandivali East,19.2103809,72.8640837
3168,Kandivali East,Jan-Mar,2025,14860.86043,23413.53957,19137.2,Moderate,Kandivali East,19.2103809,72.8640837
3169,Kandivali East,Apr-Jun,2025,15284.55788,24081.08212,19682.82,Moderate,Kandivali East,19.2103809,72.8640837
3170,Kandivali East,Jul-Sep,2025,15171.202,23902.488,19536.845,Moderate,Kandivali East,19.2103809,72.8640837
3171,Kandivali East,Oct-Dec,2025,12344.37936,19448.78064,15896.58,Moderate,Kandivali East,19.2103809,72.8640837
3172,Kandivali East,Jan-Mar,2026,12309.15537,19393.28463,15851.22,Moderate,Kandivali East,19.2103809,72.8640837
3173,Kandivali East,Apr-Jun,2026,12427.52383,19579.77617,16003.65,Moderate,Kandivali East,19.2103809,72.8640837
3174,Kandivali East,Jul-Sep,2026,12424.49531,19575.00469,15999.75,Moderate,Kandivali East,19.2103809,72.8640837
3175,Kandivali East,Oct-Dec,2026,12414.36919,19559.05081,15986.71,Moderate,Kandivali East,19.2103809,72.8640837
3176,Kandivali East,Jan-Mar,2027,12348.51057,19455.28943,15901.9,Moderate,Kandivali East,19.2103809,72.8640837
3177,Kandivali East,Apr-Jun,2027,12390.00904,19520.67096,15955.34,Moderate,Kandivali East,19.2103809,72.8640837
3178,Kandivali East,Jul-Sep,2027,12387.81918,19517.22082,15952.52,Moderate,Kandivali East,19.2103809,72.8640837
3179,Kandivali East,Oct-Dec,2027,12515.37415,19718.18585,16116.78,Moderate,Kandivali East,19.2103809,72.8640837
3180,Kandivali East,Jan-Mar,2028,12444.04867,19605.81133,16024.93,Moderate,Kandivali East,19.2103809,72.8640837
3181,Kandivali East,Apr-Jun,2028,12465.76081,19640.01919,16052.89,Moderate,Kandivali East,19.2103809,72.8640837
3182,Kandivali East,Jul-Sep,2028,12671.24188,19963.75812,16317.5,Moderate,Kandivali East,19.2103809,72.8640837
3183,Kandivali East,Oct-Dec,2028,12854.21096,20252.02904,16553.12,Moderate,Kandivali East,19.2103809,72.8640837
3184,Kandivali East,Jan-Mar,2029,13069.59296,20591.36704,16830.48,Moderate,Kandivali East,19.2103809,72.8640837
3185,Kandivali East,Apr-Jun,2029,13162.32773,20737.47227,16949.9,Moderate,Kandivali East,19.2103809,72.8640837
3186,Kandivali East,Jul-Sep,2029,13376.38183,21074.71817,17225.55,Moderate,Kandivali East,19.2103809,72.8640837
3187,Kandivali East,Oct-Dec,2029,13366.19359,21058.66641,17212.43,Moderate,Kandivali East,19.2103809,72.8640837
3188,Kandivali East,Jan-Mar,2030,13479.03307,21236.44693,17357.74,Moderate,Kandivali East,19.2103809,72.8640837
3189,Kandivali East,Apr-Jun,2030,13956.71578,21989.04422,17972.88,Moderate,Kandivali East,19.2103809,72.8640837
3190,Kandivali East,Jul-Sep,2030,14226.46356,22414.03644,18320.25,Moderate,Kandivali East,19.2103809,72.8640837
3191,Kandivali East,Oct-Dec,2030,14183.38095,22346.15905,18264.77,Moderate,Kandivali East,19.2103809,72.8640837
3192,Kandivali West,Jan-Mar,2024,12978.80875,21450.21313,17214.49,Moderate,Kandivali West,19.2084439,72.8420309
3193,Kandivali West,Apr-Jun,2024,13370.80828,22098.07486,17734.42,Moderate,Kandivali West,19.2084439,72.8420309
3194,Kandivali West,Jul-Sep,2024,13225.62075,21858.12192,17541.85,Moderate,Kandivali West,19.2084439,72.8420309
3195,Kandivali West,Oct-Dec,2024,13291.64387,21967.23901,17629.42,Moderate,Kandivali West,19.2084439,72.8420309
3196,Kandivali West,Jan-Mar,2025,13773.446,22763.51844,18268.46,Moderate,Kandivali West,19.2084439,72.8420309
3197,Kandivali West,Apr-Jun,2025,14084.6526,23277.85284,18681.23,Moderate,Kandivali West,19.2084439,72.8420309
3198,Kandivali West,Jul-Sep,2025,12765.45312,21097.59806,16931.505,Moderate,Kandivali West,19.2084439,72.8420309
3199,Kandivali West,Oct-Dec,2025,11590.13685,19155.14054,15372.62,Moderate,Kandivali West,19.2084439,72.8420309
3200,Kandivali West,Jan-Mar,2026,11847.51919,19580.51903,15714,Moderate,Kandivali West,19.2084439,72.8420309
3201,Kandivali West,Apr-Jun,2026,11907.3524,19679.40601,15793.36,Moderate,Kandivali West,19.2084439,72.8420309
3202,Kandivali West,Jul-Sep,2026,11968.79152,19780.94709,15874.85,Moderate,Kandivali West,19.2084439,72.8420309
3203,Kandivali West,Oct-Dec,2026,12087.03299,19976.366,16031.68,Moderate,Kandivali West,19.2084439,72.8420309
3204,Kandivali West,Jan-Mar,2027,11892.83893,19655.41944,15774.11,Moderate,Kandivali West,19.2084439,72.8420309
3205,Kandivali West,Apr-Jun,2027,11916.61087,19694.70758,15805.64,Moderate,Kandivali West,19.2084439,72.8420309
3206,Kandivali West,Jul-Sep,2027,11908.47578,19681.26264,15794.85,Moderate,Kandivali West,19.2084439,72.8420309
3207,Kandivali West,Oct-Dec,2027,12119.09081,20029.34829,16074.2,Moderate,Kandivali West,19.2084439,72.8420309
3208,Kandivali West,Jan-Mar,2028,11989.95481,19815.92387,15902.92,Moderate,Kandivali West,19.2084439,72.8420309
3209,Kandivali West,Apr-Jun,2028,12038.4562,19896.08264,15967.25,Moderate,Kandivali West,19.2084439,72.8420309
3210,Kandivali West,Jul-Sep,2028,12143.39805,20069.52113,16106.44,Moderate,Kandivali West,19.2084439,72.8420309
3211,Kandivali West,Oct-Dec,2028,12268.38734,20276.09224,16272.22,Moderate,Kandivali West,19.2084439,72.8420309
3212,Kandivali West,Jan-Mar,2029,12475.57191,20618.50834,16547.02,Moderate,Kandivali West,19.2084439,72.8420309
3213,Kandivali West,Apr-Jun,2029,12572.92905,20779.41151,16676.15,Moderate,Kandivali West,19.2084439,72.8420309
3214,Kandivali West,Jul-Sep,2029,12912.32572,21340.33594,17126.31,Moderate,Kandivali West,19.2084439,72.8420309
3215,Kandivali West,Oct-Dec,2029,12947.09021,21397.79157,17172.42,Moderate,Kandivali West,19.2084439,72.8420309
3216,Kandivali West,Jan-Mar,2030,12978.80875,21450.21313,17214.49,Moderate,Kandivali West,19.2084439,72.8420309
3217,Kandivali West,Apr-Jun,2030,13370.80828,22098.07486,17734.42,Moderate,Kandivali West,19.2084439,72.8420309
3218,Kandivali West,Jul-Sep,2030,13225.62075,21858.12192,17541.85,Moderate,Kandivali West,19.2084439,72.8420309
3219,Kandivali West,Oct-Dec,2030,13291.64387,21967.23901,17629.42,Moderate,Kandivali West,19.2084439,72.8420309
3220,Kanjurmarg,Jan-Mar,2024,13628.17391,21122.11365,17374.98,Moderate,Kanjurmarg,19.1296868,72.9283701
3221,Kanjurmarg,Apr-Jun,2024,14348.89533,22239.14956,18293.85,Moderate,Kanjurmarg,19.1296868,72.9283701
3222,Kanjurmarg,Jul-Sep,2024,14352.04059,22244.02436,18297.86,Moderate,Kanjurmarg,19.1296868,72.9283701
3223,Kanjurmarg,Oct-Dec,2024,14406.69454,22328.73174,18367.54,Moderate,Kanjurmarg,19.1296868,72.9283701
3224,Kanjurmarg,Jan-Mar,2025,14197.63223,22004.70902,18101,Moderate,Kanjurmarg,19.1296868,72.9283701
3225,Kanjurmarg,Apr-Jun,2025,14476.65127,22437.15668,18456.73,Moderate,Kanjurmarg,19.1296868,72.9283701
3226,Kanjurmarg,Jul-Sep,2025,12357.78506,19153.15597,15755.322,Moderate,Kanjurmarg,19.1296868,72.9283701
3227,Kanjurmarg,Oct-Dec,2025,11947.71421,18517.59296,15232.51,Moderate,Kanjurmarg,19.1296868,72.9283701
3228,Kanjurmarg,Jan-Mar,2026,12419.51233,19248.82618,15834.02,Moderate,Kanjurmarg,19.1296868,72.9283701
3229,Kanjurmarg,Apr-Jun,2026,12451.67878,19298.68051,15875.03,Moderate,Kanjurmarg,19.1296868,72.9283701
3230,Kanjurmarg,Jul-Sep,2026,12748.35368,19758.49274,16253.27,Moderate,Kanjurmarg,19.1296868,72.9283701
3231,Kanjurmarg,Oct-Dec,2026,12894.37728,19984.81264,16439.44,Moderate,Kanjurmarg,19.1296868,72.9283701
3232,Kanjurmarg,Jan-Mar,2027,12672.73389,19641.2907,16156.86,Moderate,Kanjurmarg,19.1296868,72.9283701
3233,Kanjurmarg,Apr-Jun,2027,12548.64089,19448.96072,15998.65,Moderate,Kanjurmarg,19.1296868,72.9283701
3234,Kanjurmarg,Jul-Sep,2027,12626.62943,19569.83405,16098.08,Moderate,Kanjurmarg,19.1296868,72.9283701
3235,Kanjurmarg,Oct-Dec,2027,12783.75168,19813.35559,16298.4,Moderate,Kanjurmarg,19.1296868,72.9283701
3236,Kanjurmarg,Jan-Mar,2028,12797.07004,19833.99754,16315.38,Moderate,Kanjurmarg,19.1296868,72.9283701
3237,Kanjurmarg,Apr-Jun,2028,12848.13164,19913.13718,16380.48,Moderate,Kanjurmarg,19.1296868,72.9283701
3238,Kanjurmarg,Jul-Sep,2028,13490.0174,20907.98684,17198.84,Moderate,Kanjurmarg,19.1296868,72.9283701
3239,Kanjurmarg,Oct-Dec,2028,13237.03899,20515.89917,16876.31,Moderate,Kanjurmarg,19.1296868,72.9283701
3240,Kanjurmarg,Jan-Mar,2029,13092.90569,20292.50901,16692.55,Moderate,Kanjurmarg,19.1296868,72.9283701
3241,Kanjurmarg,Apr-Jun,2029,13199.42126,20457.59599,16828.35,Moderate,Kanjurmarg,19.1296868,72.9283701
3242,Kanjurmarg,Jul-Sep,2029,13524.16043,20960.90463,17242.37,Moderate,Kanjurmarg,19.1296868,72.9283701
3243,Kanjurmarg,Oct-Dec,2029,13444.26591,20837.07724,17140.51,Moderate,Kanjurmarg,19.1296868,72.9283701
3244,Kanjurmarg,Jan-Mar,2030,13628.17391,21122.11365,17374.98,Moderate,Kanjurmarg,19.1296868,72.9283701
3245,Kanjurmarg,Apr-Jun,2030,14348.89533,22239.14956,18293.85,Moderate,Kanjurmarg,19.1296868,72.9283701
3246,Kanjurmarg,Jul-Sep,2030,14352.04059,22244.02436,18297.86,Moderate,Kanjurmarg,19.1296868,72.9283701
3247,Kanjurmarg,Oct-Dec,2030,14406.69454,22328.73174,18367.54,Moderate,Kanjurmarg,19.1296868,72.9283701
3248,Kanjurmarg East,Jan-Mar,2024,13588.58147,21021.47413,17305.09,Moderate,Kanjurmarg East,19.1296868,72.9283701
3249,Kanjurmarg East,Apr-Jun,2024,14186.16186,21945.92828,18066.11,Moderate,Kanjurmarg East,19.1296868,72.9283701
3250,Kanjurmarg East,Jul-Sep,2024,14277.766,22087.63949,18182.7681,Moderate,Kanjurmarg East,19.1296868,72.9283701
3251,Kanjurmarg East,Oct-Dec,2024,14456.25952,22363.76815,18410.08,Moderate,Kanjurmarg East,19.1296868,72.9283701
3252,Kanjurmarg East,Jan-Mar,2025,14482.83191,22404.87551,18443.92,Moderate,Kanjurmarg East,19.1296868,72.9283701
3253,Kanjurmarg East,Apr-Jun,2025,14705.35212,22749.11327,18727.3,Moderate,Kanjurmarg East,19.1296868,72.9283701
3254,Kanjurmarg East,Jul-Sep,2025,13307.36225,20586.42927,16946.95667,Moderate,Kanjurmarg East,19.1296868,72.9283701
3255,Kanjurmarg East,Oct-Dec,2025,12251.59922,18953.16863,15602.44,Moderate,Kanjurmarg East,19.1296868,72.9283701
3256,Kanjurmarg East,Jan-Mar,2026,12292.90264,19017.06483,15655.04,Moderate,Kanjurmarg East,19.1296868,72.9283701
3257,Kanjurmarg East,Apr-Jun,2026,12368.33242,19133.75436,15751.1,Moderate,Kanjurmarg East,19.1296868,72.9283701
3258,Kanjurmarg East,Jul-Sep,2026,12613.39676,19512.86778,16063.19,Moderate,Kanjurmarg East,19.1296868,72.9283701
3259,Kanjurmarg East,Oct-Dec,2026,12826.13292,19841.96967,16334.11,Moderate,Kanjurmarg East,19.1296868,72.9283701
3260,Kanjurmarg East,Jan-Mar,2027,12558.58728,19428.07776,15993.39,Moderate,Kanjurmarg East,19.1296868,72.9283701
3261,Kanjurmarg East,Apr-Jun,2027,12449.83993,19259.84611,15854.9,Moderate,Kanjurmarg East,19.1296868,72.9283701
3262,Kanjurmarg East,Jul-Sep,2027,12534.22925,19390.39601,15962.37,Moderate,Kanjurmarg East,19.1296868,72.9283701
3263,Kanjurmarg East,Oct-Dec,2027,12734.29171,19699.89172,16217.15,Moderate,Kanjurmarg East,19.1296868,72.9283701
3264,Kanjurmarg East,Jan-Mar,2028,12732.45425,19697.04919,16214.81,Moderate,Kanjurmarg East,19.1296868,72.9283701
3265,Kanjurmarg East,Apr-Jun,2028,12810.35753,19817.56521,16314.02,Moderate,Kanjurmarg East,19.1296868,72.9283701
3266,Kanjurmarg East,Jul-Sep,2028,13453.45805,20812.4388,17133.01,Moderate,Kanjurmarg East,19.1296868,72.9283701
3267,Kanjurmarg East,Oct-Dec,2028,13246.24994,20491.8888,16869.13,Moderate,Kanjurmarg East,19.1296868,72.9283701
3268,Kanjurmarg East,Jan-Mar,2029,12986.28183,20089.7193,16538.06,Moderate,Kanjurmarg East,19.1296868,72.9283701
3269,Kanjurmarg East,Apr-Jun,2029,13169.65801,20373.40143,16771.59,Moderate,Kanjurmarg East,19.1296868,72.9283701
3270,Kanjurmarg East,Jul-Sep,2029,13385.57438,20707.42308,17046.56,Moderate,Kanjurmarg East,19.1296868,72.9283701
3271,Kanjurmarg East,Oct-Dec,2029,13313.91374,20596.56439,16955.3,Moderate,Kanjurmarg East,19.1296868,72.9283701
3272,Kanjurmarg East,Jan-Mar,2030,13588.58147,21021.47413,17305.09,Moderate,Kanjurmarg East,19.1296868,72.9283701
3273,Kanjurmarg East,Apr-Jun,2030,14186.16186,21945.92828,18066.11,Moderate,Kanjurmarg East,19.1296868,72.9283701
3274,Kanjurmarg East,Jul-Sep,2030,14277.766,22087.63949,18182.7681,Moderate,Kanjurmarg East,19.1296868,72.9283701
3275,Kanjurmarg East,Oct-Dec,2030,14456.25952,22363.76815,18410.08,Moderate,Kanjurmarg East,19.1296868,72.9283701
3276,Kanjurmarg West,Jan-Mar,2024,13877.86867,21234.33446,17556.02,Moderate,Kanjurmarg West,19.1281626,72.9260991
3277,Kanjurmarg West,Apr-Jun,2024,14519.19369,22215.61698,18367.32,Moderate,Kanjurmarg West,19.1281626,72.9260991
3278,Kanjurmarg West,Jul-Sep,2024,14559.18725,22276.81057,18417.91333,Moderate,Kanjurmarg West,19.1281626,72.9260991
3279,Kanjurmarg West,Oct-Dec,2024,14575.96673,22302.48462,18439.14,Moderate,Kanjurmarg West,19.1281626,72.9260991
3280,Kanjurmarg West,Jan-Mar,2025,14711.28291,22509.53003,18610.32,Moderate,Kanjurmarg West,19.1281626,72.9260991
3281,Kanjurmarg West,Apr-Jun,2025,14961.32299,22892.11289,18926.63,Moderate,Kanjurmarg West,19.1281626,72.9260991
3282,Kanjurmarg West,Jul-Sep,2025,14419.32311,22062.80639,18240.98,Moderate,Kanjurmarg West,19.1281626,72.9260991
3283,Kanjurmarg West,Oct-Dec,2025,12561.40935,19220.03831,15890.65,Moderate,Kanjurmarg West,19.1281626,72.9260991
3284,Kanjurmarg West,Jan-Mar,2026,12783.16568,19559.34459,16171.18,Moderate,Kanjurmarg West,19.1281626,72.9260991
3285,Kanjurmarg West,Apr-Jun,2026,12757.11111,19519.47885,16138.22,Moderate,Kanjurmarg West,19.1281626,72.9260991
3286,Kanjurmarg West,Jul-Sep,2026,13142.58594,20109.28855,16625.86,Moderate,Kanjurmarg West,19.1281626,72.9260991
3287,Kanjurmarg West,Oct-Dec,2026,13513.24698,20676.43187,17094.76,Moderate,Kanjurmarg West,19.1281626,72.9260991
3288,Kanjurmarg West,Jan-Mar,2027,13094.04192,20035.01201,16564.45,Moderate,Kanjurmarg West,19.1281626,72.9260991
3289,Kanjurmarg West,Apr-Jun,2027,12962.35409,19833.51829,16397.86,Moderate,Kanjurmarg West,19.1281626,72.9260991
3290,Kanjurmarg West,Jul-Sep,2027,13194.3947,20188.56041,16691.4,Moderate,Kanjurmarg West,19.1281626,72.9260991
3291,Kanjurmarg West,Oct-Dec,2027,13566.91339,20758.54609,17162.65,Moderate,Kanjurmarg West,19.1281626,72.9260991
3292,Kanjurmarg West,Jan-Mar,2028,13099.59116,20043.50283,16571.47,Moderate,Kanjurmarg West,19.1281626,72.9260991
3293,Kanjurmarg West,Apr-Jun,2028,13157.42345,20131.99122,16644.63,Moderate,Kanjurmarg West,19.1281626,72.9260991
3294,Kanjurmarg West,Jul-Sep,2028,13909.25905,21282.36445,17595.73,Moderate,Kanjurmarg West,19.1281626,72.9260991
3295,Kanjurmarg West,Oct-Dec,2028,13610.32713,20824.97286,17217.57,Moderate,Kanjurmarg West,19.1281626,72.9260991
3296,Kanjurmarg West,Jan-Mar,2029,13215.58775,20220.9876,16718.21,Moderate,Kanjurmarg West,19.1281626,72.9260991
3297,Kanjurmarg West,Apr-Jun,2029,13350.25573,20427.04121,16888.57,Moderate,Kanjurmarg West,19.1281626,72.9260991
3298,Kanjurmarg West,Jul-Sep,2029,13803.77599,21120.96628,17462.29,Moderate,Kanjurmarg West,19.1281626,72.9260991
3299,Kanjurmarg West,Oct-Dec,2029,13650.06509,20885.77537,17267.84,Moderate,Kanjurmarg West,19.1281626,72.9260991
3300,Kanjurmarg West,Jan-Mar,2030,13877.86867,21234.33446,17556.02,Moderate,Kanjurmarg West,19.1281626,72.9260991
3301,Kanjurmarg West,Apr-Jun,2030,14519.19369,22215.61698,18367.32,Moderate,Kanjurmarg West,19.1281626,72.9260991
3302,Kanjurmarg West,Jul-Sep,2030,14559.18725,22276.81057,18417.91333,Moderate,Kanjurmarg West,19.1281626,72.9260991
3303,Kanjurmarg West,Oct-Dec,2030,14575.96673,22302.48462,18439.14,Moderate,Kanjurmarg West,19.1281626,72.9260991
3304,Katrak Road,Jan-Mar,2024,17484.78147,30840.37647,23548.36,High,Katrak Road,19.01017858,72.84821775
3305,Katrak Road,Apr-Jun,2024,17705.08278,31228.95299,23845.06,High,Katrak Road,19.01017858,72.84821775
3306,Katrak Road,Jul-Sep,2024,17830.15037,31449.55235,24013.5,High,Katrak Road,19.01017858,72.84821775
3307,Katrak Road,Oct-Dec,2024,18298.3148,32275.32001,24644.02,High,Katrak Road,19.01017858,72.84821775
3308,Katrak Road,Jan-Mar,2025,19264.50721,33979.52991,25945.28,High,Katrak Road,19.01017858,72.84821775
3309,Katrak Road,Apr-Jun,2025,19370.46271,34166.41858,26087.98,High,Katrak Road,19.01017858,72.84821775
3310,Katrak Road,Jul-Sep,2025,19391.17861,34202.95813,26115.88,High,Katrak Road,19.01017858,72.84821775
3311,Katrak Road,Oct-Dec,2025,19426.78916,34265.76949,26163.84,High,Katrak Road,19.01017858,72.84821775
3312,Katrak Road,Jan-Mar,2026,15252.84032,26903.5869,20542.4,High,Katrak Road,19.01017858,72.84821775
3313,Katrak Road,Apr-Jun,2026,15250.3158,26899.13406,20539,High,Katrak Road,19.01017858,72.84821775
3314,Katrak Road,Jul-Sep,2026,15301.17741,26988.84586,20607.5,High,Katrak Road,19.01017858,72.84821775
3315,Katrak Road,Oct-Dec,2026,15397.95555,27159.54711,20737.84,High,Katrak Road,19.01017858,72.84821775
3316,Katrak Road,Jan-Mar,2027,15408.98918,27179.00868,20752.7,High,Katrak Road,19.01017858,72.84821775
3317,Katrak Road,Apr-Jun,2027,15444.48093,27241.61049,20800.5,High,Katrak Road,19.01017858,72.84821775
3318,Katrak Road,Jul-Sep,2027,15533.13606,27397.98406,20919.9,High,Katrak Road,19.01017858,72.84821775
3319,Katrak Road,Oct-Dec,2027,15561.55916,27448.11789,20958.18,High,Katrak Road,19.01017858,72.84821775
3320,Katrak Road,Jan-Mar,2028,16267.25102,28692.84621,21908.6,High,Katrak Road,19.01017858,72.84821775
3321,Katrak Road,Apr-Jun,2028,16292.7932,28737.89856,21943,High,Katrak Road,19.01017858,72.84821775
3322,Katrak Road,Jul-Sep,2028,16525.93986,29149.13222,22257,High,Katrak Road,19.01017858,72.84821775
3323,Katrak Road,Oct-Dec,2028,16638.02846,29346.83869,22407.96,High,Katrak Road,19.01017858,72.84821775
3324,Katrak Road,Jan-Mar,2029,16799.7758,29632.13532,22625.8,High,Katrak Road,19.01017858,72.84821775
3325,Katrak Road,Apr-Jun,2029,16900.45952,29809.72539,22761.4,High,Katrak Road,19.01017858,72.84821775
3326,Katrak Road,Jul-Sep,2029,16998.61872,29982.86262,22893.6,High,Katrak Road,19.01017858,72.84821775
3327,Katrak Road,Oct-Dec,2029,17160.00966,30267.53061,23110.96,High,Katrak Road,19.01017858,72.84821775
3328,Katrak Road,Jan-Mar,2030,17484.78147,30840.37647,23548.36,High,Katrak Road,19.01017858,72.84821775
3329,Katrak Road,Apr-Jun,2030,17705.08278,31228.95299,23845.06,High,Katrak Road,19.01017858,72.84821775
3330,Katrak Road,Jul-Sep,2030,17830.15037,31449.55235,24013.5,High,Katrak Road,19.01017858,72.84821775
3331,Katrak Road,Oct-Dec,2030,18298.3148,32275.32001,24644.02,High,Katrak Road,19.01017858,72.84821775
3332,Khar,Jan-Mar,2024,31207.51146,50923.73992,41065.73,Low,Khar,19.0689385,72.8401184
3333,Khar,Apr-Jun,2024,32021.43814,52251.8878,42136.77,Low,Khar,19.0689385,72.8401184
3334,Khar,Jul-Sep,2024,31188.77893,50893.17258,41041.08,Low,Khar,19.0689385,72.8401184
3335,Khar,Oct-Dec,2024,30923.04293,50459.55035,40691.4,Low,Khar,19.0689385,72.8401184
3336,Khar,Jan-Mar,2025,33726.91181,55034.84273,44380.99,Low,Khar,19.0689385,72.8401184
3337,Khar,Apr-Jun,2025,33595.80687,54820.90854,44208.47,Low,Khar,19.0689385,72.8401184
3338,Khar,Jul-Sep,2025,31375.93556,51198.5707,41287.358,Low,Khar,19.0689385,72.8401184
3339,Khar,Oct-Dec,2025,28393.90015,46332.55004,37363.32,Low,Khar,19.0689385,72.8401184
3340,Khar,Jan-Mar,2026,28666.78718,46777.84118,37722.41,Low,Khar,19.0689385,72.8401184
3341,Khar,Apr-Jun,2026,28449.4138,46423.13602,37436.37,Low,Khar,19.0689385,72.8401184
3342,Khar,Jul-Sep,2026,28494.03751,46495.95201,37495.09,Low,Khar,19.0689385,72.8401184
3343,Khar,Oct-Dec,2026,27442.21146,44779.60509,36111,Low,Khar,19.0689385,72.8401184
3344,Khar,Jan-Mar,2027,28950.169,47240.25748,38095.31,Low,Khar,19.0689385,72.8401184
3345,Khar,Apr-Jun,2027,28310.99824,46197.27251,37254.23,Low,Khar,19.0689385,72.8401184
3346,Khar,Jul-Sep,2027,28387.75223,46322.518,37355.23,Low,Khar,19.0689385,72.8401184
3347,Khar,Oct-Dec,2027,27524.78659,44914.34941,36219.66,Low,Khar,19.0689385,72.8401184
3348,Khar,Jan-Mar,2028,28167.1263,45962.5054,37064.91,Low,Khar,19.0689385,72.8401184
3349,Khar,Apr-Jun,2028,28167.1111,45962.4806,37064.89,Low,Khar,19.0689385,72.8401184
3350,Khar,Jul-Sep,2028,28609.19889,46683.86986,37646.63,Low,Khar,19.0689385,72.8401184
3351,Khar,Oct-Dec,2028,28270.78979,46131.66123,37201.32,Low,Khar,19.0689385,72.8401184
3352,Khar,Jan-Mar,2029,28683.77185,46805.5564,37744.76,Low,Khar,19.0689385,72.8401184
3353,Khar,Apr-Jun,2029,28996.45697,47315.78919,38156.22,Low,Khar,19.0689385,72.8401184
3354,Khar,Jul-Sep,2029,29815.58164,48652.41905,39234.1,Low,Khar,19.0689385,72.8401184
3355,Khar,Oct-Dec,2029,30104.57181,49123.98694,39614.38,Low,Khar,19.0689385,72.8401184
3356,Khar,Jan-Mar,2030,31207.51146,50923.73992,41065.73,Low,Khar,19.0689385,72.8401184
3357,Khar,Apr-Jun,2030,32021.43814,52251.8878,42136.77,Low,Khar,19.0689385,72.8401184
3358,Khar,Jul-Sep,2030,31188.77893,50893.17258,41041.08,Low,Khar,19.0689385,72.8401184
3359,Khar,Oct-Dec,2030,30923.04293,50459.55035,40691.4,Low,Khar,19.0689385,72.8401184
3360,Khar Danda Road,Jan-Mar,2024,29724.83366,48028.14779,38778.5,Moderate,Khar Danda Road,19.07678827,72.8279265
3361,Khar Danda Road,Apr-Jun,2024,30328.67432,49003.80837,39566.26,Moderate,Khar Danda Road,19.07678827,72.8279265
3362,Khar Danda Road,Jul-Sep,2024,30363.55904,49060.17365,39611.77,Moderate,Khar Danda Road,19.07678827,72.8279265
3363,Khar Danda Road,Oct-Dec,2024,30513.98264,49303.22183,39808.01,Moderate,Khar Danda Road,19.07678827,72.8279265
3364,Khar Danda Road,Jan-Mar,2025,32517.22111,52539.97109,42421.4,Moderate,Khar Danda Road,19.07678827,72.8279265
