,location,quarter,year,min_price,max_price,avg_price,Risk,location,latitude,longitude
1276,Chhatrapati Shivaji Maharaj International Airport Road,Jan-Mar,2028,20926.94456,37119.46749,28646.93,Low,Chhatrapati Shivaji Maharaj International Airport Road,19.10299168,72.86647087
1277,Chhatrapati Shivaji Maharaj International Airport Road,Apr-Jun,2028,20978.08045,37210.1705,28716.93,Low,Chhatrapati Shivaji Maharaj International Airport Road,19.10299168,72.86647087
1278,Chhatrapati Shivaji Maharaj International Airport Road,Jul-Sep,2028,21242.47489,37679.14393,29078.86,Low,Chhatrapati Shivaji Maharaj International Airport Road,19.10299168,72.86647087
1279,Chhatrapati Shivaji Maharaj International Airport Road,Oct-Dec,2028,21181.2141,37570.48172,28995,Low,Chhatrapati Shivaji Maharaj International Airport Road,19.10299168,72.86647087
1280,Chhatrapati Shivaji Maharaj International Airport Road,Jan-Mar,2029,22042.85376,39098.82741,30174.5,Low,Chhatrapati Shivaji Maharaj International Airport Road,19.10299168,72.86647087
1281,Chhatrapati Shivaji Maharaj International Airport Road,Apr-Jun,2029,22214.52423,39403.33037,30409.5,Low,Chhatrapati Shivaji Maharaj International Airport Road,19.10299168,72.86647087
1282,Chhatrapati Shivaji Maharaj International Airport Road,Jul-Sep,2029,22594.39081,40077.12414,30929.5,Low,Chhatrapati Shivaji Maharaj International Airport Road,19.10299168,72.86647087
1283,Chhatrapati Shivaji Maharaj International Airport Road,Oct-Dec,2029,22830.71165,40496.30161,31253,Low,Chhatrapati Shivaji Maharaj International Airport Road,19.10299168,72.86647087
1284,Chhatrapati Shivaji Maharaj International Airport Road,Jan-Mar,2030,24049.52086,42658.1819,32921.43,Low,Chhatrapati Shivaji Maharaj International Airport Road,19.10299168,72.86647087
1285,Chhatrapati Shivaji Maharaj International Airport Road,Apr-Jun,2030,24166.40288,42865.50306,33081.43,Low,Chhatrapati Shivaji Maharaj International Airport Road,19.10299168,72.86647087
1286,Chhatrapati Shivaji Maharaj International Airport Road,Jul-Sep,2030,24973.52439,44297.14638,34186.3,Low,Chhatrapati Shivaji Maharaj International Airport Road,19.10299168,72.86647087
1287,Chhatrapati Shivaji Maharaj International Airport Road,Oct-Dec,2030,24323.82836,43144.73875,33296.93,Low,Chhatrapati Shivaji Maharaj International Airport Road,19.10299168,72.86647087
1288,Chincholi Bunder,Jan-Mar,2024,14256.69277,24014.14721,18074.38,High,Chincholi Bunder,19.17856859,72.83312746
1289,Chincholi Bunder,Apr-Jun,2024,13775.64796,23203.86947,17464.52,High,Chincholi Bunder,19.17856859,72.83312746
1290,Chincholi Bunder,Jul-Sep,2024,13948.38663,23494.8326,17683.515,High,Chincholi Bunder,19.17856859,72.83312746
1291,Chincholi Bunder,Oct-Dec,2024,13214.19501,22258.15128,16752.72,High,Chincholi Bunder,19.17856859,72.83312746
1292,Chincholi Bunder,Jan-Mar,2025,15415.86475,25966.67064,19543.9575,High,Chincholi Bunder,19.17856859,72.83312746
1293,Chincholi Bunder,Apr-Jun,2025,14055.40818,23675.101,17819.195,High,Chincholi Bunder,19.17856859,72.83312746
1294,Chincholi Bunder,Jul-Sep,2025,11134.64405,18755.33027,14116.3025,High,Chincholi Bunder,19.17856859,72.83312746
1295,Chincholi Bunder,Oct-Dec,2025,7751.661301,13056.99286,9827.4175,High,Chincholi Bunder,19.17856859,72.83312746
1296,Chincholi Bunder,Jan-Mar,2026,6558.698022,11047.55096,8315,High,Chincholi Bunder,19.17856859,72.83312746
1297,Chincholi Bunder,Apr-Jun,2026,6736.173314,11346.49251,8540,High,Chincholi Bunder,19.17856859,72.83312746
1298,Chincholi Bunder,Jul-Sep,2026,7075.348317,11917.80302,8970,High,Chincholi Bunder,19.17856859,72.83312746
1299,Chincholi Bunder,Oct-Dec,2026,7114.787271,11984.23447,9020,High,Chincholi Bunder,19.17856859,72.83312746
1300,Chincholi Bunder,Jan-Mar,2027,8029.771,13525.44423,10180,High,Chincholi Bunder,19.17856859,72.83312746
1301,Chincholi Bunder,Apr-Jun,2027,8252.601089,13900.78195,10462.5,High,Chincholi Bunder,19.17856859,72.83312746
1302,Chincholi Bunder,Jul-Sep,2027,8646.990627,14565.0965,10962.5,High,Chincholi Bunder,19.17856859,72.83312746
1303,Chincholi Bunder,Oct-Dec,2027,8891.512141,14976.97152,11272.5,High,Chincholi Bunder,19.17856859,72.83312746
1304,Chincholi Bunder,Jan-Mar,2028,11286.10344,19010.45031,14308.32,High,Chincholi Bunder,19.17856859,72.83312746
1305,Chincholi Bunder,Apr-Jun,2028,10388.6306,17498.73612,13170.52,High,Chincholi Bunder,19.17856859,72.83312746
1306,Chincholi Bunder,Jul-Sep,2028,10379.27963,17482.98522,13158.665,High,Chincholi Bunder,19.17856859,72.83312746
1307,Chincholi Bunder,Oct-Dec,2028,10378.3607,17481.43737,13157.5,High,Chincholi Bunder,19.17856859,72.83312746
1308,Chincholi Bunder,Jan-Mar,2029,11420.77958,19237.30044,14479.06,High,Chincholi Bunder,19.17856859,72.83312746
1309,Chincholi Bunder,Apr-Jun,2029,11486.5953,19348.16125,14562.5,High,Chincholi Bunder,19.17856859,72.83312746
1310,Chincholi Bunder,Jul-Sep,2029,11905.81561,20054.30105,15093.98,High,Chincholi Bunder,19.17856859,72.83312746
1311,Chincholi Bunder,Oct-Dec,2029,11886.45897,20021.69649,15069.44,High,Chincholi Bunder,19.17856859,72.83312746
1312,Chincholi Bunder,Jan-Mar,2030,14256.69277,24014.14721,18074.38,High,Chincholi Bunder,19.17856859,72.83312746
1313,Chincholi Bunder,Apr-Jun,2030,13775.64796,23203.86947,17464.52,High,Chincholi Bunder,19.17856859,72.83312746
1314,Chincholi Bunder,Jul-Sep,2030,13948.38663,23494.8326,17683.515,High,Chincholi Bunder,19.17856859,72.83312746
1315,Chincholi Bunder,Oct-Dec,2030,13214.19501,22258.15128,16752.72,High,Chincholi Bunder,19.17856859,72.83312746
1316,Chincholi Bunder Road,Jan-Mar,2024,13834.46683,25167.27626,19500.92,High,Chincholi Bunder Road,19.17856859,72.83312746
1317,Chincholi Bunder Road,Apr-Jun,2024,13890.11423,25268.50846,19579.36,High,Chincholi Bunder Road,19.17856859,72.83312746
1318,Chincholi Bunder Road,Jul-Sep,2024,14077.85328,25610.0381,19843.995,High,Chincholi Bunder Road,19.17856859,72.83312746
1319,Chincholi Bunder Road,Oct-Dec,2024,14014.13615,25494.12568,19754.18,High,Chincholi Bunder Road,19.17856859,72.83312746
1320,Chincholi Bunder Road,Jan-Mar,2025,13521.02275,24597.06753,19059.0925,High,Chincholi Bunder Road,19.17856859,72.83312746
1321,Chincholi Bunder Road,Apr-Jun,2025,12891.60549,23452.0492,18171.8725,High,Chincholi Bunder Road,19.17856859,72.83312746
1322,Chincholi Bunder Road,Jul-Sep,2025,11729.09298,21337.23886,16533.207,High,Chincholi Bunder Road,19.17856859,72.83312746
1323,Chincholi Bunder Road,Oct-Dec,2025,10076.34627,18330.60814,14203.5125,High,Chincholi Bunder Road,19.17856859,72.83312746
1324,Chincholi Bunder Road,Jan-Mar,2026,8218.704462,14951.23796,11585,High,Chincholi Bunder Road,19.17856859,72.83312746
1325,Chincholi Bunder Road,Apr-Jun,2026,8399.608185,15280.33297,11840,High,Chincholi Bunder Road,19.17856859,72.83312746
1326,Chincholi Bunder Road,Jul-Sep,2026,8665.643073,15764.29622,12215,High,Chincholi Bunder Road,19.17856859,72.83312746
1327,Chincholi Bunder Road,Oct-Dec,2026,8936.998658,16257.93874,12597.5,High,Chincholi Bunder Road,19.17856859,72.83312746
1328,Chincholi Bunder Road,Jan-Mar,2027,9469.068433,17225.86523,13347.5,High,Chincholi Bunder Road,19.17856859,72.83312746
1329,Chincholi Bunder Road,Apr-Jun,2027,9687.217041,17622.7151,13655,High,Chincholi Bunder Road,19.17856859,72.83312746
1330,Chincholi Bunder Road,Jul-Sep,2027,9949.704797,18100.2255,14025,High,Chincholi Bunder Road,19.17856859,72.83312746
1331,Chincholi Bunder Road,Oct-Dec,2027,10233.47534,18616.45297,14425,High,Chincholi Bunder Road,19.17856859,72.83312746
1332,Chincholi Bunder Road,Jan-Mar,2028,11781.5359,21432.64156,16607.13,High,Chincholi Bunder Road,19.17856859,72.83312746
1333,Chincholi Bunder Road,Apr-Jun,2028,11407.54051,20752.27958,16079.95,High,Chincholi Bunder Road,19.17856859,72.83312746
1334,Chincholi Bunder Road,Jul-Sep,2028,11521.0842,20958.83509,16240,High,Chincholi Bunder Road,19.17856859,72.83312746
1335,Chincholi Bunder Road,Oct-Dec,2028,11568.97048,21045.94848,16307.5,High,Chincholi Bunder Road,19.17856859,72.83312746
1336,Chincholi Bunder Road,Jan-Mar,2029,12262.43475,22307.47934,17285,High,Chincholi Bunder Road,19.17856859,72.83312746
1337,Chincholi Bunder Road,Apr-Jun,2029,12241.15196,22268.76228,17255,High,Chincholi Bunder Road,19.17856859,72.83312746
1338,Chincholi Bunder Road,Jul-Sep,2029,12585.22375,22894.68809,17740,High,Chincholi Bunder Road,19.17856859,72.83312746
1339,Chincholi Bunder Road,Oct-Dec,2029,12457.6547,22662.61803,17560.18,High,Chincholi Bunder Road,19.17856859,72.83312746
1340,Chincholi Bunder Road,Jan-Mar,2030,13834.46683,25167.27626,19500.92,High,Chincholi Bunder Road,19.17856859,72.83312746
1341,Chincholi Bunder Road,Apr-Jun,2030,13890.11423,25268.50846,19579.36,High,Chincholi Bunder Road,19.17856859,72.83312746
1342,Chincholi Bunder Road,Jul-Sep,2030,14077.85328,25610.0381,19843.995,High,Chincholi Bunder Road,19.17856859,72.83312746
1343,Chincholi Bunder Road,Oct-Dec,2030,14014.13615,25494.12568,19754.18,High,Chincholi Bunder Road,19.17856859,72.83312746
1344,Chinchpokli,Jan-Mar,2024,21498.91441,37271.38766,29444,High,Chinchpokli,18.9871984,72.8326716
1345,Chinchpokli,Apr-Jun,2024,21768.58545,37738.90028,29813.33,High,Chinchpokli,18.9871984,72.8326716
1346,Chinchpokli,Jul-Sep,2024,21608.09566,37460.66869,29593.53,High,Chinchpokli,18.9871984,72.8326716
1347,Chinchpokli,Oct-Dec,2024,19768.63295,34271.70172,27074.28,High,Chinchpokli,18.9871984,72.8326716
1348,Chinchpokli,Jan-Mar,2025,22039.80444,38209.09648,30184.78,High,Chinchpokli,18.9871984,72.8326716
1349,Chinchpokli,Apr-Jun,2025,22577.88333,39141.93182,30921.71,High,Chinchpokli,18.9871984,72.8326716
1350,Chinchpokli,Jul-Sep,2025,21989.68606,38122.20924,30116.14,High,Chinchpokli,18.9871984,72.8326716
1351,Chinchpokli,Oct-Dec,2025,15878.24506,27527.16792,21746.17,High,Chinchpokli,18.9871984,72.8326716
1352,Chinchpokli,Jan-Mar,2026,13932.60207,24154.12253,19081.5,High,Chinchpokli,18.9871984,72.8326716
1353,Chinchpokli,Apr-Jun,2026,14110.39672,24462.35452,19325,High,Chinchpokli,18.9871984,72.8326716
1354,Chinchpokli,Jul-Sep,2026,14368.50928,24909.8289,19678.5,High,Chinchpokli,18.9871984,72.8326716
1355,Chinchpokli,Oct-Dec,2026,15003.32745,26010.37535,20547.92,High,Chinchpokli,18.9871984,72.8326716
1356,Chinchpokli,Jan-Mar,2027,15216.30135,26379.59551,20839.6,High,Chinchpokli,18.9871984,72.8326716
1357,Chinchpokli,Apr-Jun,2027,15381.31814,26665.67531,21065.6,High,Chinchpokli,18.9871984,72.8326716
1358,Chinchpokli,Jul-Sep,2027,15421.82758,26735.90411,21121.08,High,Chinchpokli,18.9871984,72.8326716
1359,Chinchpokli,Oct-Dec,2027,16285.85846,28233.823,22304.42,High,Chinchpokli,18.9871984,72.8326716
1360,Chinchpokli,Jan-Mar,2028,20895.45674,36225.20902,28617.53,High,Chinchpokli,18.9871984,72.8326716
1361,Chinchpokli,Apr-Jun,2028,20376.19414,35324.99438,27906.37,High,Chinchpokli,18.9871984,72.8326716
1362,Chinchpokli,Jul-Sep,2028,20542.44491,35613.21345,28134.06,High,Chinchpokli,18.9871984,72.8326716
1363,Chinchpokli,Oct-Dec,2028,17741.09489,30756.67973,24297.45,High,Chinchpokli,18.9871984,72.8326716
1364,Chinchpokli,Jan-Mar,2029,23682.58319,41057.08418,32434.66,High,Chinchpokli,18.9871984,72.8326716
1365,Chinchpokli,Apr-Jun,2029,22568.50074,39125.66578,30908.86,High,Chinchpokli,18.9871984,72.8326716
1366,Chinchpokli,Jul-Sep,2029,22281.45182,38628.02617,30515.73,High,Chinchpokli,18.9871984,72.8326716
1367,Chinchpokli,Oct-Dec,2029,20002.73775,34677.55528,27394.9,High,Chinchpokli,18.9871984,72.8326716
1368,Chinchpokli,Jan-Mar,2030,21498.91441,37271.38766,29444,High,Chinchpokli,18.9871984,72.8326716
1369,Chinchpokli,Apr-Jun,2030,21768.58545,37738.90028,29813.33,High,Chinchpokli,18.9871984,72.8326716
1370,Chinchpokli,Jul-Sep,2030,21608.09566,37460.66869,29593.53,High,Chinchpokli,18.9871984,72.8326716
1371,Chinchpokli,Oct-Dec,2030,19768.63295,34271.70172,27074.28,High,Chinchpokli,18.9871984,72.8326716
1372,Chunabhatti,Jan-Mar,2024,16090.81635,26634.27797,21503.66,Moderate,Chunabhatti,19.0517703,72.8690974
1373,Chunabhatti,Apr-Jun,2024,16168.25612,26762.45994,21607.15,Moderate,Chunabhatti,19.0517703,72.8690974
1374,Chunabhatti,Jul-Sep,2024,15240.09377,25226.12184,20366.76,Moderate,Chunabhatti,19.0517703,72.8690974
1375,Chunabhatti,Oct-Dec,2024,14930.07277,24712.96047,19952.45,Moderate,Chunabhatti,19.0517703,72.8690974
1376,Chunabhatti,Jan-Mar,2025,16168.64523,26763.104,21607.67,Moderate,Chunabhatti,19.0517703,72.8690974
1377,Chunabhatti,Apr-Jun,2025,15954.21734,26408.17286,21321.11,Moderate,Chunabhatti,19.0517703,72.8690974
1378,Chunabhatti,Jul-Sep,2025,14051.55149,23258.79062,18778.4,Moderate,Chunabhatti,19.0517703,72.8690974
1379,Chunabhatti,Oct-Dec,2025,13325.62749,22057.20699,17808.28,Moderate,Chunabhatti,19.0517703,72.8690974
1380,Chunabhatti,Jan-Mar,2026,13313.81959,22037.662,17792.5,Moderate,Chunabhatti,19.0517703,72.8690974
1381,Chunabhatti,Apr-Jun,2026,13296.85603,22009.5831,17769.83,Moderate,Chunabhatti,19.0517703,72.8690974
1382,Chunabhatti,Jul-Sep,2026,13208.68588,21863.63971,17652,Moderate,Chunabhatti,19.0517703,72.8690974
1383,Chunabhatti,Oct-Dec,2026,13437.00189,22241.55914,17957.12,Moderate,Chunabhatti,19.0517703,72.8690974
1384,Chunabhatti,Jan-Mar,2027,13591.43247,22497.17992,18163.5,Moderate,Chunabhatti,19.0517703,72.8690974
1385,Chunabhatti,Apr-Jun,2027,13661.12752,22612.54245,18256.64,Moderate,Chunabhatti,19.0517703,72.8690974
1386,Chunabhatti,Jul-Sep,2027,13789.27841,22824.66385,18427.9,Moderate,Chunabhatti,19.0517703,72.8690974
1387,Chunabhatti,Oct-Dec,2027,14085.86773,23315.59248,18824.26,Moderate,Chunabhatti,19.0517703,72.8690974
1388,Chunabhatti,Jan-Mar,2028,14503.97068,24007.6562,19383.01,Moderate,Chunabhatti,19.0517703,72.8690974
1389,Chunabhatti,Apr-Jun,2028,14597.34139,24162.2078,19507.79,Moderate,Chunabhatti,19.0517703,72.8690974
1390,Chunabhatti,Jul-Sep,2028,14470.05851,23951.52317,19337.69,Moderate,Chunabhatti,19.0517703,72.8690974
1391,Chunabhatti,Oct-Dec,2028,14551.87574,24086.95091,19447.03,Moderate,Chunabhatti,19.0517703,72.8690974
1392,Chunabhatti,Jan-Mar,2029,15199.11032,25158.28411,20311.99,Moderate,Chunabhatti,19.0517703,72.8690974
1393,Chunabhatti,Apr-Jun,2029,15342.45884,25395.56133,20503.56,Moderate,Chunabhatti,19.0517703,72.8690974
1394,Chunabhatti,Jul-Sep,2029,15516.5917,25683.79426,20736.27,Moderate,Chunabhatti,19.0517703,72.8690974
1395,Chunabhatti,Oct-Dec,2029,15719.294,26019.31666,21007.16,Moderate,Chunabhatti,19.0517703,72.8690974
1396,Chunabhatti,Jan-Mar,2030,16090.81635,26634.27797,21503.66,Moderate,Chunabhatti,19.0517703,72.8690974
1397,Chunabhatti,Apr-Jun,2030,16168.25612,26762.45994,21607.15,Moderate,Chunabhatti,19.0517703,72.8690974
1398,Chunabhatti,Jul-Sep,2030,15240.09377,25226.12184,20366.76,Moderate,Chunabhatti,19.0517703,72.8690974
1399,Chunabhatti,Oct-Dec,2030,14930.07277,24712.96047,19952.45,Moderate,Chunabhatti,19.0517703,72.8690974
1400,Cuffe Parade,Jan-Mar,2024,42913.47517,68512.80341,55713.06,Low,Cuffe Parade,18.9157866,72.8189036
1401,Cuffe Parade,Apr-Jun,2024,43132.17861,68861.97078,55996.995,Low,Cuffe Parade,18.9157866,72.8189036
1402,Cuffe Parade,Jul-Sep,2024,42451.48293,67775.21728,55113.27167,Low,Cuffe Parade,18.9157866,72.8189036
1403,Cuffe Parade,Oct-Dec,2024,42658.55417,68105.81347,55382.105,Low,Cuffe Parade,18.9157866,72.8189036
1404,Cuffe Parade,Jan-Mar,2025,44245.99608,70640.21776,57443.02517,Low,Cuffe Parade,18.9157866,72.8189036
1405,Cuffe Parade,Apr-Jun,2025,44179.22055,70533.60838,57356.33283,Low,Cuffe Parade,18.9157866,72.8189036
1406,Cuffe Parade,Jul-Sep,2025,44622.47882,71241.28508,57931.7995,Low,Cuffe Parade,18.9157866,72.8189036
1407,Cuffe Parade,Oct-Dec,2025,45198.02416,72160.16253,58679.00983,Low,Cuffe Parade,18.9157866,72.8189036
1408,Cuffe Parade,Jan-Mar,2026,44355.94655,70815.75737,57585.77,Low,Cuffe Parade,18.9157866,72.8189036
1409,Cuffe Parade,Apr-Jun,2026,44043.48336,70316.8994,57180.11,Low,Cuffe Parade,18.9157866,72.8189036
1410,Cuffe Parade,Jul-Sep,2026,41745.16715,66647.56044,54196.28667,Low,Cuffe Parade,18.9157866,72.8189036
1411,Cuffe Parade,Oct-Dec,2026,41379.28909,66063.42383,53721.28,Low,Cuffe Parade,18.9157866,72.8189036
1412,Cuffe Parade,Jan-Mar,2027,41355.68836,66025.74447,53690.64,Low,Cuffe Parade,18.9157866,72.8189036
1413,Cuffe Parade,Apr-Jun,2027,41059.88587,65553.48587,53306.61,Low,Cuffe Parade,18.9157866,72.8189036
1414,Cuffe Parade,Jul-Sep,2027,41361.32665,66034.74619,53697.96,Low,Cuffe Parade,18.9157866,72.8189036
1415,Cuffe Parade,Oct-Dec,2027,41344.28082,66007.53196,53675.83,Low,Cuffe Parade,18.9157866,72.8189036
1416,Cuffe Parade,Jan-Mar,2028,44298.91658,70724.70712,57511.73,Low,Cuffe Parade,18.9157866,72.8189036
1417,Cuffe Parade,Apr-Jun,2028,43594.24531,69599.67578,56596.88,Low,Cuffe Parade,18.9157866,72.8189036
1418,Cuffe Parade,Jul-Sep,2028,43621.90146,69643.82974,56632.785,Low,Cuffe Parade,18.9157866,72.8189036
1419,Cuffe Parade,Oct-Dec,2028,44015.95431,70272.94835,57144.37,Low,Cuffe Parade,18.9157866,72.8189036
1420,Cuffe Parade,Jan-Mar,2029,44081.17982,70377.08307,57229.05,Low,Cuffe Parade,18.9157866,72.8189036
1421,Cuffe Parade,Apr-Jun,2029,44423.66,70923.86416,57673.68,Low,Cuffe Parade,18.9157866,72.8189036
1422,Cuffe Parade,Jul-Sep,2029,43770.58066,69881.20109,56825.81,Low,Cuffe Parade,18.9157866,72.8189036
1423,Cuffe Parade,Oct-Dec,2029,43042.67068,68719.06837,55880.79,Low,Cuffe Parade,18.9157866,72.8189036
1424,Cuffe Parade,Jan-Mar,2030,42913.47517,68512.80341,55713.06,Low,Cuffe Parade,18.9157866,72.8189036
1425,Cuffe Parade,Apr-Jun,2030,43132.17861,68861.97078,55996.995,Low,Cuffe Parade,18.9157866,72.8189036
1426,Cuffe Parade,Jul-Sep,2030,42451.48293,67775.21728,55113.27167,Low,Cuffe Parade,18.9157866,72.8189036
1427,Cuffe Parade,Oct-Dec,2030,42658.55417,68105.81347,55382.105,Low,Cuffe Parade,18.9157866,72.8189036
1428,Cumballa Hill,Jan-Mar,2024,42242.55112,66866.28903,54554.4,Low,Cumballa Hill,18.968623,72.8068368
1429,Cumballa Hill,Apr-Jun,2024,43013.45615,68086.56473,55549.99,Low,Cumballa Hill,18.968623,72.8068368
1430,Cumballa Hill,Jul-Sep,2024,42400.45815,67116.24215,54758.33,Low,Cumballa Hill,18.968623,72.8068368
1431,Cumballa Hill,Oct-Dec,2024,42392.382,67103.4583,54747.9,Low,Cumballa Hill,18.968623,72.8068368
1432,Cumballa Hill,Jan-Mar,2025,42611.22025,67449.86025,55030.52,Low,Cumballa Hill,18.968623,72.8068368
1433,Cumballa Hill,Apr-Jun,2025,42480.81706,67243.44332,54862.11,Low,Cumballa Hill,18.968623,72.8068368
1434,Cumballa Hill,Jul-Sep,2025,43693.14631,69162.45522,56427.78,Low,Cumballa Hill,18.968623,72.8068368
1435,Cumballa Hill,Oct-Dec,2025,43625.00617,69054.59529,56339.78,Low,Cumballa Hill,18.968623,72.8068368
1436,Cumballa Hill,Jan-Mar,2026,43566.39017,68961.81124,56264.08,Low,Cumballa Hill,18.968623,72.8068368
1437,Cumballa Hill,Apr-Jun,2026,43836.0238,69388.61787,56612.3,Low,Cumballa Hill,18.968623,72.8068368
1438,Cumballa Hill,Jul-Sep,2026,44879.21838,71039.90427,57959.54,Low,Cumballa Hill,18.968623,72.8068368
1439,Cumballa Hill,Oct-Dec,2026,42102.26761,66644.23241,54373.23,Low,Cumballa Hill,18.968623,72.8068368
1440,Cumballa Hill,Jan-Mar,2027,40812.07275,64601.96604,52707,Low,Cumballa Hill,18.968623,72.8068368
1441,Cumballa Hill,Apr-Jun,2027,41016.42349,64925.4355,52970.91,Low,Cumballa Hill,18.968623,72.8068368
1442,Cumballa Hill,Jul-Sep,2027,40376.00683,63911.71155,52143.84,Low,Cumballa Hill,18.968623,72.8068368
1443,Cumballa Hill,Oct-Dec,2027,40397.85039,63946.28801,52172.05,Low,Cumballa Hill,18.968623,72.8068368
1444,Cumballa Hill,Jan-Mar,2028,41633.00659,65901.43298,53767.2,Low,Cumballa Hill,18.968623,72.8068368
1445,Cumballa Hill,Apr-Jun,2028,41355.30454,65461.85477,53408.56,Low,Cumballa Hill,18.968623,72.8068368
1446,Cumballa Hill,Jul-Sep,2028,40690.69039,64409.82829,52550.24,Low,Cumballa Hill,18.968623,72.8068368
1447,Cumballa Hill,Oct-Dec,2028,40737.70708,64484.25164,52610.96,Low,Cumballa Hill,18.968623,72.8068368
1448,Cumballa Hill,Jan-Mar,2029,41456.92627,65622.71314,53539.8,Low,Cumballa Hill,18.968623,72.8068368
1449,Cumballa Hill,Apr-Jun,2029,41710.91864,66024.761,53867.82,Low,Cumballa Hill,18.968623,72.8068368
1450,Cumballa Hill,Jul-Sep,2029,41052.65391,64982.78511,53017.7,Low,Cumballa Hill,18.968623,72.8068368
1451,Cumballa Hill,Oct-Dec,2029,41032.63,64951.089,52991.84,Low,Cumballa Hill,18.968623,72.8068368
1452,Cumballa Hill,Jan-Mar,2030,42242.55112,66866.28903,54554.4,Low,Cumballa Hill,18.968623,72.8068368
1453,Cumballa Hill,Apr-Jun,2030,43013.45615,68086.56473,55549.99,Low,Cumballa Hill,18.968623,72.8068368
1454,Cumballa Hill,Jul-Sep,2030,42400.45815,67116.24215,54758.33,Low,Cumballa Hill,18.968623,72.8068368
1455,Cumballa Hill,Oct-Dec,2030,42392.382,67103.4583,54747.9,Low,Cumballa Hill,18.968623,72.8068368
1456,Dadar,Jan-Mar,2024,26691.89032,43274.33105,34983.09,Low,Dadar,19.019282,72.8428757
1457,Dadar,Apr-Jun,2024,26675.85981,43248.34153,34962.08,Low,Dadar,19.019282,72.8428757
1458,Dadar,Jul-Sep,2024,27183.18779,44070.849,35626.99733,Low,Dadar,19.019282,72.8428757
1459,Dadar,Oct-Dec,2024,26299.48246,42638.13829,34468.79,Low,Dadar,19.019282,72.8428757
1460,Dadar,Jan-Mar,2025,28674.01412,46487.85698,37580.91333,Low,Dadar,19.019282,72.8428757
1461,Dadar,Apr-Jun,2025,28672.44362,46485.31081,37578.855,Low,Dadar,19.019282,72.8428757
1462,Dadar,Jul-Sep,2025,27227.64635,44142.9276,35685.26588,Low,Dadar,19.019282,72.8428757
1463,Dadar,Oct-Dec,2025,25341.84161,41085.55933,33213.68083,Low,Dadar,19.019282,72.8428757
1464,Dadar,Jan-Mar,2026,24425.91237,39600.60548,32013.24,Low,Dadar,19.019282,72.8428757
1465,Dadar,Apr-Jun,2026,24700.28504,40045.43324,32372.84,Low,Dadar,19.019282,72.8428757
1466,Dadar,Jul-Sep,2026,24622.51305,39919.34511,32270.91,Low,Dadar,19.019282,72.8428757
1467,Dadar,Oct-Dec,2026,24119.87545,39104.44193,31612.14,Low,Dadar,19.019282,72.8428757
1468,Dadar,Jan-Mar,2027,23553.44391,38186.11259,30869.76,Low,Dadar,19.019282,72.8428757
1469,Dadar,Apr-Jun,2027,23612.86588,38282.45071,30947.64,Low,Dadar,19.019282,72.8428757
1470,Dadar,Jul-Sep,2027,23983.13928,38882.75789,31432.93,Low,Dadar,19.019282,72.8428757
1471,Dadar,Oct-Dec,2027,24020.76252,38943.75471,31482.24,Low,Dadar,19.019282,72.8428757
1472,Dadar,Jan-Mar,2028,25311.25254,41035.96668,33173.59,Low,Dadar,19.019282,72.8428757
1473,Dadar,Apr-Jun,2028,25029.63143,40579.38736,32804.49,Low,Dadar,19.019282,72.8428757
1474,Dadar,Jul-Sep,2028,25113.90794,40716.02098,32914.945,Low,Dadar,19.019282,72.8428757
1475,Dadar,Oct-Dec,2028,25558.60759,41436.99202,33497.78,Low,Dadar,19.019282,72.8428757
1476,Dadar,Jan-Mar,2029,25888.19814,41971.34198,33929.75,Low,Dadar,19.019282,72.8428757
1477,Dadar,Apr-Jun,2029,25673.77391,41623.70587,33648.72,Low,Dadar,19.019282,72.8428757
1478,Dadar,Jul-Sep,2029,25489.76263,41325.37687,33407.55,Low,Dadar,19.019282,72.8428757
1479,Dadar,Oct-Dec,2029,25679.67949,41633.28031,33656.46,Low,Dadar,19.019282,72.8428757
1480,Dadar,Jan-Mar,2030,26691.89032,43274.33105,34983.09,Low,Dadar,19.019282,72.8428757
1481,Dadar,Apr-Jun,2030,26675.85981,43248.34153,34962.08,Low,Dadar,19.019282,72.8428757
1482,Dadar,Jul-Sep,2030,27183.18779,44070.849,35626.99733,Low,Dadar,19.019282,72.8428757
1483,Dadar,Oct-Dec,2030,26299.48246,42638.13829,34468.79,Low,Dadar,19.019282,72.8428757
1484,Dadar East,Jan-Mar,2024,26030.16592,42449.6112,34239.91,Moderate,Dadar East,19.0162531,72.8522274
1485,Dadar East,Apr-Jun,2024,26097.79588,42559.90114,34328.87,Moderate,Dadar East,19.0162531,72.8522274
1486,Dadar East,Jul-Sep,2024,25529.54499,41633.20596,33581.3965,Moderate,Dadar East,19.0162531,72.8522274
1487,Dadar East,Oct-Dec,2024,24963.78917,40710.57971,32837.205,Moderate,Dadar East,19.0162531,72.8522274
1488,Dadar East,Jan-Mar,2025,26889.26375,43850.61529,35369.96167,Moderate,Dadar East,19.0162531,72.8522274
1489,Dadar East,Apr-Jun,2025,27048.48227,44110.26651,35579.39667,Moderate,Dadar East,19.0162531,72.8522274
1490,Dadar East,Jul-Sep,2025,25654.90712,41837.64467,33746.29702,Moderate,Dadar East,19.0162531,72.8522274
1491,Dadar East,Oct-Dec,2025,24006.62726,39149.65415,31578.16048,Moderate,Dadar East,19.0162531,72.8522274
