,Unnamed: 0,location,year,quarter,avg_price,max_price,min_price,location.1,latitude,longitude,Locality,Risk
644,644,Baner,2024,Jan-Mar,9135.13,11121.75842,7108.40548,Baner,18.5642431,73.7768573,Baner,Moderate
645,645,Baner,2024,Apr-Jun,9230.18,11237.47907,7182.36764,Baner,18.5642431,73.7768573,Baner,Moderate
646,646,Baner,2024,Jul-Sep,9016.319429,10977.10997,7015.954282,Baner,18.5642431,73.7768573,Baner,Moderate
647,647,Baner,2024,Oct-Dec,9500.053333,11566.0421,7392.36674,Baner,18.5642431,73.7768573,Baner,Moderate
648,648,Baner,2025,Jan-Mar,9664.58,11766.34859,7520.391438,Baner,18.5642431,73.7768573,Baner,Moderate
649,649,Baner,2025,Apr-Jun,9930.87,12090.54902,7727.602205,Baner,18.5642431,73.7768573,Baner,Moderate
650,650,Baner,2025,Jul-Sep,8479.986429,10324.13994,6598.61239,Baner,18.5642431,73.7768573,Baner,Moderate
651,651,Baner,2025,Oct-Dec,8647.524,10528.11212,6728.979992,Baner,18.5642431,73.7768573,Baner,Moderate
652,652,Baner,2026,Jan-Mar,7426.45,9041.489596,5778.814081,Baner,18.5642431,73.7768573,Baner,Moderate
653,653,Baner,2026,Apr-Jun,7487.9,9116.303206,5826.630754,Baner,18.5642431,73.7768573,Baner,Moderate
654,654,Baner,2026,Jul-Sep,7543.75,9184.298977,5870.089845,Baner,18.5642431,73.7768573,Baner,Moderate
655,655,Baner,2026,Oct-Dec,7662.63,9329.031963,5962.595068,Baner,18.5642431,73.7768573,Baner,Moderate
656,656,Baner,2027,Jan-Mar,7631.86,9291.570371,5938.651716,Baner,18.5642431,73.7768573,Baner,Moderate
657,657,Baner,2027,Apr-Jun,7679.81,9349.948119,5975.963505,Baner,18.5642431,73.7768573,Baner,Moderate
658,658,Baner,2027,Jul-Sep,7687.61,9359.444395,5982.032993,Baner,18.5642431,73.7768573,Baner,Moderate
659,659,Baner,2027,Oct-Dec,7774.38,9465.084378,6049.552157,Baner,18.5642431,73.7768573,Baner,Moderate
660,660,Baner,2028,Jan-Mar,7702.88,9378.035182,5993.915183,Baner,18.5642431,73.7768573,Baner,Moderate
661,661,Baner,2028,Apr-Jun,7635.61,9296.135889,5941.569739,Baner,18.5642431,73.7768573,Baner,Moderate
662,662,Baner,2028,Jul-Sep,7851.18,9558.586173,6109.313271,Baner,18.5642431,73.7768573,Baner,Moderate
663,663,Baner,2028,Oct-Dec,7783.65,9476.370337,6056.76551,Baner,18.5642431,73.7768573,Baner,Moderate
664,664,Baner,2029,Jan-Mar,8225.8,10014.67526,6400.81989,Baner,18.5642431,73.7768573,Baner,Moderate
665,665,Baner,2029,Apr-Jun,8408.08,10236.59593,6542.659158,Baner,18.5642431,73.7768573,Baner,Moderate
666,666,Baner,2029,Jul-Sep,8707.34,10600.93638,6775.525184,Baner,18.5642431,73.7768573,Baner,Moderate
667,667,Baner,2029,Oct-Dec,8841.85,10764.69845,6880.192728,Baner,18.5642431,73.7768573,Baner,Moderate
668,668,Baner,2030,Jan-Mar,9135.13,11121.75842,7108.40548,Baner,18.5642431,73.7768573,Baner,Moderate
669,669,Baner,2030,Apr-Jun,9230.18,11237.47907,7182.36764,Baner,18.5642431,73.7768573,Baner,Moderate
670,670,Baner,2030,Jul-Sep,9016.319429,10977.10997,7015.954282,Baner,18.5642431,73.7768573,Baner,Moderate
671,671,Baner,2030,Oct-Dec,9500.053333,11566.0421,7392.36674,Baner,18.5642431,73.7768573,Baner,Moderate
672,672,Baner Aundh Road,2024,Jan-Mar,9193.02,11869.36755,6799.60577,Baner Aundh Road,18.56190142,73.79109942,Baner Aundh Road,Moderate
673,673,Baner Aundh Road,2024,Apr-Jun,9284.18,11987.0668,6867.03215,Baner Aundh Road,18.56190142,73.79109942,Baner Aundh Road,Moderate
674,674,Baner Aundh Road,2024,Jul-Sep,9256.551429,11951.39477,6846.596712,Baner Aundh Road,18.56190142,73.79109942,Baner Aundh Road,Moderate
675,675,Baner Aundh Road,2024,Oct-Dec,9513.22,12282.78681,7036.441301,Baner Aundh Road,18.56190142,73.79109942,Baner Aundh Road,Moderate
676,676,Baner Aundh Road,2025,Jan-Mar,9691.2,12512.58181,7168.083986,Baner Aundh Road,18.56190142,73.79109942,Baner Aundh Road,Moderate
677,677,Baner Aundh Road,2025,Apr-Jun,9909.5,12794.4351,7329.549308,Baner Aundh Road,18.56190142,73.79109942,Baner Aundh Road,Moderate
678,678,Baner Aundh Road,2025,Jul-Sep,6463.863762,8345.676917,4780.988765,Baner Aundh Road,18.56190142,73.79109942,Baner Aundh Road,Moderate
679,679,Baner Aundh Road,2025,Oct-Dec,7093.095,9158.095126,5246.398865,Baner Aundh Road,18.56190142,73.79109942,Baner Aundh Road,Moderate
680,680,Baner Aundh Road,2026,Jan-Mar,5473.56,7067.067783,4048.511823,Baner Aundh Road,18.56190142,73.79109942,Baner Aundh Road,Moderate
681,681,Baner Aundh Road,2026,Apr-Jun,5604,7235.482548,4144.991606,Baner Aundh Road,18.56190142,73.79109942,Baner Aundh Road,Moderate
682,682,Baner Aundh Road,2026,Jul-Sep,5825.22,7521.105933,4308.616703,Baner Aundh Road,18.56190142,73.79109942,Baner Aundh Road,Moderate
683,683,Baner Aundh Road,2026,Oct-Dec,6117.33,7898.257398,4524.6755,Baner Aundh Road,18.56190142,73.79109942,Baner Aundh Road,Moderate
684,684,Baner Aundh Road,2027,Jan-Mar,6259.75,8082.139879,4630.016275,Baner Aundh Road,18.56190142,73.79109942,Baner Aundh Road,Moderate
685,685,Baner Aundh Road,2027,Apr-Jun,6378.3,8235.20313,4717.701635,Baner Aundh Road,18.56190142,73.79109942,Baner Aundh Road,Moderate
686,686,Baner Aundh Road,2027,Jul-Sep,6646.02,8580.863977,4915.720399,Baner Aundh Road,18.56190142,73.79109942,Baner Aundh Road,Moderate
687,687,Baner Aundh Road,2027,Oct-Dec,6849.31,8843.337433,5066.083594,Baner Aundh Road,18.56190142,73.79109942,Baner Aundh Road,Moderate
688,688,Baner Aundh Road,2028,Jan-Mar,7604.65,9818.578223,5624.769882,Baner Aundh Road,18.56190142,73.79109942,Baner Aundh Road,Moderate
689,689,Baner Aundh Road,2028,Apr-Jun,7511.65,9698.503298,5555.982548,Baner Aundh Road,18.56190142,73.79109942,Baner Aundh Road,Moderate
690,690,Baner Aundh Road,2028,Jul-Sep,7730.73,9981.363669,5718.024797,Baner Aundh Road,18.56190142,73.79109942,Baner Aundh Road,Moderate
691,691,Baner Aundh Road,2028,Oct-Dec,7725.69,9974.856383,5714.296967,Baner Aundh Road,18.56190142,73.79109942,Baner Aundh Road,Moderate
692,692,Baner Aundh Road,2029,Jan-Mar,8105.93,10465.79498,5995.541008,Baner Aundh Road,18.56190142,73.79109942,Baner Aundh Road,Moderate
693,693,Baner Aundh Road,2029,Apr-Jun,8282.18,10693.35633,6125.904101,Baner Aundh Road,18.56190142,73.79109942,Baner Aundh Road,Moderate
694,694,Baner Aundh Road,2029,Jul-Sep,8563.28,11056.29247,6333.819365,Baner Aundh Road,18.56190142,73.79109942,Baner Aundh Road,Moderate
695,695,Baner Aundh Road,2029,Oct-Dec,8728.63,11269.78052,6456.120286,Baner Aundh Road,18.56190142,73.79109942,Baner Aundh Road,Moderate
696,696,Baner Aundh Road,2030,Jan-Mar,9193.02,11869.36755,6799.60577,Baner Aundh Road,18.56190142,73.79109942,Baner Aundh Road,Moderate
697,697,Baner Aundh Road,2030,Apr-Jun,9284.18,11987.0668,6867.03215,Baner Aundh Road,18.56190142,73.79109942,Baner Aundh Road,Moderate
698,698,Baner Aundh Road,2030,Jul-Sep,9256.551429,11951.39477,6846.596712,Baner Aundh Road,18.56190142,73.79109942,Baner Aundh Road,Moderate
699,699,Baner Aundh Road,2030,Oct-Dec,9513.22,12282.78681,7036.441301,Baner Aundh Road,18.56190142,73.79109942,Baner Aundh Road,Moderate
700,700,Baner Balewadi Road,2024,Jan-Mar,9117.8,10515.40438,6520.57061,Baner Balewadi Road,18.57374247,73.77854862,Baner Balewadi Road,Moderate
701,701,Baner Balewadi Road,2024,Apr-Jun,9217.5,10630.3867,6591.870802,Baner Balewadi Road,18.57374247,73.77854862,Baner Balewadi Road,Moderate
702,702,Baner Balewadi Road,2024,Jul-Sep,9341.386667,10773.2631,6680.468025,Baner Balewadi Road,18.57374247,73.77854862,Baner Balewadi Road,Moderate
703,703,Baner Balewadi Road,2024,Oct-Dec,9430.27,10875.77074,6744.032706,Baner Balewadi Road,18.57374247,73.77854862,Baner Balewadi Road,Moderate
704,704,Baner Balewadi Road,2025,Jan-Mar,9778.97,11277.92055,6993.404591,Baner Balewadi Road,18.57374247,73.77854862,Baner Balewadi Road,Moderate
705,705,Baner Balewadi Road,2025,Apr-Jun,10293.85,11871.72294,7361.619664,Baner Balewadi Road,18.57374247,73.77854862,Baner Balewadi Road,Moderate
706,706,Baner Balewadi Road,2025,Jul-Sep,7307.7475,8427.901476,5226.116341,Baner Balewadi Road,18.57374247,73.77854862,Baner Balewadi Road,Moderate
707,707,Baner Balewadi Road,2025,Oct-Dec,7291.26,8408.886721,5214.325349,Baner Balewadi Road,18.57374247,73.77854862,Baner Balewadi Road,Moderate
708,708,Baner Balewadi Road,2026,Jan-Mar,7126.68,8219.079394,5096.626396,Baner Balewadi Road,18.57374247,73.77854862,Baner Balewadi Road,Moderate
709,709,Baner Balewadi Road,2026,Apr-Jun,7240.22,8350.023153,5177.824228,Baner Balewadi Road,18.57374247,73.77854862,Baner Balewadi Road,Moderate
710,710,Baner Balewadi Road,2026,Jul-Sep,7388.72,8521.285689,5284.023611,Baner Balewadi Road,18.57374247,73.77854862,Baner Balewadi Road,Moderate
711,711,Baner Balewadi Road,2026,Oct-Dec,7459.09,8602.442219,5334.348531,Baner Balewadi Road,18.57374247,73.77854862,Baner Balewadi Road,Moderate
712,712,Baner Balewadi Road,2027,Jan-Mar,7497.66,8646.924347,5361.931764,Baner Balewadi Road,18.57374247,73.77854862,Baner Balewadi Road,Moderate
713,713,Baner Balewadi Road,2027,Apr-Jun,7672.83,8848.944943,5487.204127,Baner Balewadi Road,18.57374247,73.77854862,Baner Balewadi Road,Moderate
714,714,Baner Balewadi Road,2027,Jul-Sep,7806.53,9003.138889,5582.81933,Baner Balewadi Road,18.57374247,73.77854862,Baner Balewadi Road,Moderate
715,715,Baner Balewadi Road,2027,Oct-Dec,7900.19,9111.155381,5649.800032,Baner Balewadi Road,18.57374247,73.77854862,Baner Balewadi Road,Moderate
716,716,Baner Balewadi Road,2028,Jan-Mar,8105.49,9347.924396,5796.619785,Baner Balewadi Road,18.57374247,73.77854862,Baner Balewadi Road,Moderate
717,717,Baner Balewadi Road,2028,Apr-Jun,8147.51,9396.385351,5826.670277,Baner Balewadi Road,18.57374247,73.77854862,Baner Balewadi Road,Moderate
718,718,Baner Balewadi Road,2028,Jul-Sep,8245.48,9509.372493,5896.733264,Baner Balewadi Road,18.57374247,73.77854862,Baner Balewadi Road,Moderate
719,719,Baner Balewadi Road,2028,Oct-Dec,8339.04,9617.273657,5963.642451,Baner Balewadi Road,18.57374247,73.77854862,Baner Balewadi Road,Moderate
720,720,Baner Balewadi Road,2029,Jan-Mar,8457.16,9753.499453,6048.115657,Baner Balewadi Road,18.57374247,73.77854862,Baner Balewadi Road,Moderate
721,721,Baner Balewadi Road,2029,Apr-Jun,8626.49,9948.784876,6169.21156,Baner Balewadi Road,18.57374247,73.77854862,Baner Balewadi Road,Moderate
722,722,Baner Balewadi Road,2029,Jul-Sep,8768.07,10112.06669,6270.462123,Baner Balewadi Road,18.57374247,73.77854862,Baner Balewadi Road,Moderate
723,723,Baner Balewadi Road,2029,Oct-Dec,8954.49,10327.06172,6403.779894,Baner Balewadi Road,18.57374247,73.77854862,Baner Balewadi Road,Moderate
724,724,Baner Balewadi Road,2030,Jan-Mar,9117.8,10515.40438,6520.57061,Baner Balewadi Road,18.57374247,73.77854862,Baner Balewadi Road,Moderate
725,725,Baner Balewadi Road,2030,Apr-Jun,9217.5,10630.3867,6591.870802,Baner Balewadi Road,18.57374247,73.77854862,Baner Balewadi Road,Moderate
726,726,Baner Balewadi Road,2030,Jul-Sep,9341.386667,10773.2631,6680.468025,Baner Balewadi Road,18.57374247,73.77854862,Baner Balewadi Road,Moderate
727,727,Baner Balewadi Road,2030,Oct-Dec,9430.27,10875.77074,6744.032706,Baner Balewadi Road,18.57374247,73.77854862,Baner Balewadi Road,Moderate
728,728,Baner Gaon,2024,Jan-Mar,9125.84,11044.15318,7207.526815,Baner Gaon,18.5599733,73.7875178,Baner Gaon,Moderate
729,729,Baner Gaon,2024,Apr-Jun,9224.55,11163.61269,7285.487307,Baner Gaon,18.5599733,73.7875178,Baner Gaon,Moderate
730,730,Baner Gaon,2024,Jul-Sep,9334.021667,11296.09604,7371.94729,Baner Gaon,18.5599733,73.7875178,Baner Gaon,Moderate
731,731,Baner Gaon,2024,Oct-Dec,9450.357619,11436.8866,7463.828639,Baner Gaon,18.5599733,73.7875178,Baner Gaon,Moderate
732,732,Baner Gaon,2025,Jan-Mar,9922.7025,12008.52156,7836.883437,Baner Gaon,18.5599733,73.7875178,Baner Gaon,Moderate
733,733,Baner Gaon,2025,Apr-Jun,10442.2925,12637.33289,8247.252111,Baner Gaon,18.5599733,73.7875178,Baner Gaon,Moderate
734,734,Baner Gaon,2025,Jul-Sep,8879.304833,10745.79466,7012.815005,Baner Gaon,18.5599733,73.7875178,Baner Gaon,Moderate
735,735,Baner Gaon,2025,Oct-Dec,8732.92481,10568.64457,6897.205051,Baner Gaon,18.5599733,73.7875178,Baner Gaon,Moderate
736,736,Baner Gaon,2026,Jan-Mar,7561.36,9150.808926,5971.911074,Baner Gaon,18.5599733,73.7875178,Baner Gaon,Moderate
737,737,Baner Gaon,2026,Apr-Jun,7648.94,9256.798833,6041.081167,Baner Gaon,18.5599733,73.7875178,Baner Gaon,Moderate
738,738,Baner Gaon,2026,Jul-Sep,7894.33,9553.771468,6234.888532,Baner Gaon,18.5599733,73.7875178,Baner Gaon,Moderate
739,739,Baner Gaon,2026,Oct-Dec,7825.42,9470.376121,6180.463879,Baner Gaon,18.5599733,73.7875178,Baner Gaon,Moderate
740,740,Baner Gaon,2027,Jan-Mar,7554.2,9142.143845,5966.256155,Baner Gaon,18.5599733,73.7875178,Baner Gaon,Moderate
741,741,Baner Gaon,2027,Apr-Jun,7804.2,9444.695533,6163.704467,Baner Gaon,18.5599733,73.7875178,Baner Gaon,Moderate
742,742,Baner Gaon,2027,Jul-Sep,8064.36,9759.542922,6369.177078,Baner Gaon,18.5599733,73.7875178,Baner Gaon,Moderate
743,743,Baner Gaon,2027,Oct-Dec,8029.8,9717.718177,6341.881823,Baner Gaon,18.5599733,73.7875178,Baner Gaon,Moderate
744,744,Baner Gaon,2028,Jan-Mar,7996.83,9677.81766,6315.84234,Baner Gaon,18.5599733,73.7875178,Baner Gaon,Moderate
745,745,Baner Gaon,2028,Apr-Jun,7968.88,9643.992381,6293.767619,Baner Gaon,18.5599733,73.7875178,Baner Gaon,Moderate
746,746,Baner Gaon,2028,Jul-Sep,7973.88,9650.043415,6297.716585,Baner Gaon,18.5599733,73.7875178,Baner Gaon,Moderate
747,747,Baner Gaon,2028,Oct-Dec,8040.18,9730.280123,6350.079877,Baner Gaon,18.5599733,73.7875178,Baner Gaon,Moderate
748,748,Baner Gaon,2029,Jan-Mar,8343.22,10097.02118,6589.418823,Baner Gaon,18.5599733,73.7875178,Baner Gaon,Moderate
749,749,Baner Gaon,2029,Apr-Jun,8504.88,10292.6632,6717.0968,Baner Gaon,18.5599733,73.7875178,Baner Gaon,Moderate
750,750,Baner Gaon,2029,Jul-Sep,8654.15,10473.31076,6834.989238,Baner Gaon,18.5599733,73.7875178,Baner Gaon,Moderate
751,751,Baner Gaon,2029,Oct-Dec,8978.02,10865.26042,7090.779577,Baner Gaon,18.5599733,73.7875178,Baner Gaon,Moderate
752,752,Baner Gaon,2030,Jan-Mar,9125.84,11044.15318,7207.526815,Baner Gaon,18.5599733,73.7875178,Baner Gaon,Moderate
753,753,Baner Gaon,2030,Apr-Jun,9224.55,11163.61269,7285.487307,Baner Gaon,18.5599733,73.7875178,Baner Gaon,Moderate
754,754,Baner Gaon,2030,Jul-Sep,9334.021667,11296.09604,7371.94729,Baner Gaon,18.5599733,73.7875178,Baner Gaon,Moderate
755,755,Baner Gaon,2030,Oct-Dec,9450.357619,11436.8866,7463.828639,Baner Gaon,18.5599733,73.7875178,Baner Gaon,Moderate
756,756,Baner Mahalunge Road,2024,Jan-Mar,8585.85,10577.17822,6686.476678,Baner Mahalunge Road,18.56445902,73.77745054,Baner Mahalunge Road,Moderate
757,757,Baner Mahalunge Road,2024,Apr-Jun,8746.01,10774.48435,6811.205867,Baner Mahalunge Road,18.56445902,73.77745054,Baner Mahalunge Road,Moderate
758,758,Baner Mahalunge Road,2024,Jul-Sep,9012.243333,11102.46555,7018.542703,Baner Mahalunge Road,18.56445902,73.77745054,Baner Mahalunge Road,Moderate
759,759,Baner Mahalunge Road,2024,Oct-Dec,8807.65,10850.4206,6859.209783,Baner Mahalunge Road,18.56445902,73.77745054,Baner Mahalunge Road,Moderate
760,760,Baner Mahalunge Road,2025,Jan-Mar,9235.97,11378.08146,7192.776255,Baner Mahalunge Road,18.56445902,73.77745054,Baner Mahalunge Road,Moderate
761,761,Baner Mahalunge Road,2025,Apr-Jun,9452.53,11644.86852,7361.428559,Baner Mahalunge Road,18.56445902,73.77745054,Baner Mahalunge Road,Moderate
762,762,Baner Mahalunge Road,2025,Jul-Sep,8908.105,10974.17427,6937.441993,Baner Mahalunge Road,18.56445902,73.77745054,Baner Mahalunge Road,Moderate
763,763,Baner Mahalunge Road,2025,Oct-Dec,7074.003667,8714.687245,5509.083031,Baner Mahalunge Road,18.56445902,73.77745054,Baner Mahalunge Road,Moderate
764,764,Baner Mahalunge Road,2026,Jan-Mar,6428.89,7919.951462,5006.68228,Baner Mahalunge Road,18.56445902,73.77745054,Baner Mahalunge Road,Moderate
765,765,Baner Mahalunge Road,2026,Apr-Jun,6511.29,8021.462609,5070.853641,Baner Mahalunge Road,18.56445902,73.77745054,Baner Mahalunge Road,Moderate
766,766,Baner Mahalunge Road,2026,Jul-Sep,6711.91,8268.612687,5227.092214,Baner Mahalunge Road,18.56445902,73.77745054,Baner Mahalunge Road,Moderate
767,767,Baner Mahalunge Road,2026,Oct-Dec,6884.3,8480.985341,5361.345865,Baner Mahalunge Road,18.56445902,73.77745054,Baner Mahalunge Road,Moderate
768,768,Baner Mahalunge Road,2027,Jan-Mar,6897.54,8497.296113,5371.656895,Baner Mahalunge Road,18.56445902,73.77745054,Baner Mahalunge Road,Moderate
769,769,Baner Mahalunge Road,2027,Apr-Jun,7000.78,8624.48071,5452.058003,Baner Mahalunge Road,18.56445902,73.77745054,Baner Mahalunge Road,Moderate
770,770,Baner Mahalunge Road,2027,Jul-Sep,7199.64,8869.462589,5606.925925,Baner Mahalunge Road,18.56445902,73.77745054,Baner Mahalunge Road,Moderate
771,771,Baner Mahalunge Road,2027,Oct-Dec,7361.04,9068.296317,5732.620799,Baner Mahalunge Road,18.56445902,73.77745054,Baner Mahalunge Road,Moderate
772,772,Baner Mahalunge Road,2028,Jan-Mar,7714.11,9503.254336,6007.584177,Baner Mahalunge Road,18.56445902,73.77745054,Baner Mahalunge Road,Moderate
773,773,Baner Mahalunge Road,2028,Apr-Jun,7694.07,9478.566431,5991.977453,Baner Mahalunge Road,18.56445902,73.77745054,Baner Mahalunge Road,Moderate
774,774,Baner Mahalunge Road,2028,Jul-Sep,7765.78,9566.908232,6047.82367,Baner Mahalunge Road,18.56445902,73.77745054,Baner Mahalunge Road,Moderate
775,775,Baner Mahalunge Road,2028,Oct-Dec,7907.63,9741.657701,6158.293422,Baner Mahalunge Road,18.56445902,73.77745054,Baner Mahalunge Road,Moderate
776,776,Baner Mahalunge Road,2029,Jan-Mar,8138.84,10026.49256,6338.354834,Baner Mahalunge Road,18.56445902,73.77745054,Baner Mahalunge Road,Moderate
777,777,Baner Mahalunge Road,2029,Apr-Jun,8239.71,10150.75748,6416.910236,Baner Mahalunge Road,18.56445902,73.77745054,Baner Mahalunge Road,Moderate
778,778,Baner Mahalunge Road,2029,Jul-Sep,8380.7,10324.44749,6526.710238,Baner Mahalunge Road,18.56445902,73.77745054,Baner Mahalunge Road,Moderate
779,779,Baner Mahalunge Road,2029,Oct-Dec,8546.03,10528.12271,6655.465713,Baner Mahalunge Road,18.56445902,73.77745054,Baner Mahalunge Road,Moderate
780,780,Baner Mahalunge Road,2030,Jan-Mar,8585.85,10577.17822,6686.476678,Baner Mahalunge Road,18.56445902,73.77745054,Baner Mahalunge Road,Moderate
781,781,Baner Mahalunge Road,2030,Apr-Jun,8746.01,10774.48435,6811.205867,Baner Mahalunge Road,18.56445902,73.77745054,Baner Mahalunge Road,Moderate
782,782,Baner Mahalunge Road,2030,Jul-Sep,9012.243333,11102.46555,7018.542703,Baner Mahalunge Road,18.56445902,73.77745054,Baner Mahalunge Road,Moderate
783,783,Baner Mahalunge Road,2030,Oct-Dec,8807.65,10850.4206,6859.209783,Baner Mahalunge Road,18.56445902,73.77745054,Baner Mahalunge Road,Moderate
784,784,Baner Pashan Link Road,2024,Jan-Mar,8444.8,10053.49748,6835.911019,Baner Pashan Link Road,18.54562515,73.79046355,Baner Pashan Link Road,Moderate
785,785,Baner Pashan Link Road,2024,Apr-Jun,8708.34,10367.2407,7049.241825,Baner Pashan Link Road,18.54562515,73.79046355,Baner Pashan Link Road,Moderate
786,786,Baner Pashan Link Road,2024,Jul-Sep,8914.69,10612.89947,7216.278373,Baner Pashan Link Road,18.54562515,73.79046355,Baner Pashan Link Road,Moderate
787,787,Baner Pashan Link Road,2024,Oct-Dec,8972.895,10682.19227,7263.394255,Baner Pashan Link Road,18.54562515,73.79046355,Baner Pashan Link Road,Moderate
788,788,Baner Pashan Link Road,2025,Jan-Mar,9197.896,10950.05497,7445.528446,Baner Pashan Link Road,18.54562515,73.79046355,Baner Pashan Link Road,Moderate
789,789,Baner Pashan Link Road,2025,Apr-Jun,9470.123,11274.14003,7665.891219,Baner Pashan Link Road,18.54562515,73.79046355,Baner Pashan Link Road,Moderate
790,790,Baner Pashan Link Road,2025,Jul-Sep,8780.548333,10453.2044,7107.693149,Baner Pashan Link Road,18.54562515,73.79046355,Baner Pashan Link Road,Moderate
791,791,Baner Pashan Link Road,2025,Oct-Dec,8658.471429,10307.87238,7008.874129,Baner Pashan Link Road,18.54562515,73.79046355,Baner Pashan Link Road,Moderate
792,792,Baner Pashan Link Road,2026,Jan-Mar,7565.14,9006.266094,6123.842351,Baner Pashan Link Road,18.54562515,73.79046355,Baner Pashan Link Road,Moderate
793,793,Baner Pashan Link Road,2026,Apr-Jun,7691.59,9156.804266,6226.201312,Baner Pashan Link Road,18.54562515,73.79046355,Baner Pashan Link Road,Moderate
794,794,Baner Pashan Link Road,2026,Jul-Sep,7823.04,9313.294917,6332.60768,Baner Pashan Link Road,18.54562515,73.79046355,Baner Pashan Link Road,Moderate
795,795,Baner Pashan Link Road,2026,Oct-Dec,7852.33,9348.164534,6356.317399,Baner Pashan Link Road,18.54562515,73.79046355,Baner Pashan Link Road,Moderate
796,796,Baner Pashan Link Road,2027,Jan-Mar,7857.12,9353.867008,6360.194817,Baner Pashan Link Road,18.54562515,73.79046355,Baner Pashan Link Road,Moderate
797,797,Baner Pashan Link Road,2027,Apr-Jun,8057.35,9592.239947,6522.277336,Baner Pashan Link Road,18.54562515,73.79046355,Baner Pashan Link Road,Moderate
798,798,Baner Pashan Link Road,2027,Jul-Sep,8258.92,9832.208151,6685.444562,Baner Pashan Link Road,18.54562515,73.79046355,Baner Pashan Link Road,Moderate
799,799,Baner Pashan Link Road,2027,Oct-Dec,8334.11,9921.721517,6746.30949,Baner Pashan Link Road,18.54562515,73.79046355,Baner Pashan Link Road,Moderate
800,800,Baner Pashan Link Road,2028,Jan-Mar,8417.89,10021.46124,6814.127867,Baner Pashan Link Road,18.54562515,73.79046355,Baner Pashan Link Road,Moderate
801,801,Baner Pashan Link Road,2028,Apr-Jun,8430.1,10035.99719,6824.011638,Baner Pashan Link Road,18.54562515,73.79046355,Baner Pashan Link Road,Moderate
802,802,Baner Pashan Link Road,2028,Jul-Sep,8446.68,10055.73561,6837.432845,Baner Pashan Link Road,18.54562515,73.79046355,Baner Pashan Link Road,Moderate
803,803,Baner Pashan Link Road,2028,Oct-Dec,8439.15,10046.77118,6831.337448,Baner Pashan Link Road,18.54562515,73.79046355,Baner Pashan Link Road,Moderate
804,804,Baner Pashan Link Road,2029,Jan-Mar,8236.47,9805.481524,6667.271698,Baner Pashan Link Road,18.54562515,73.79046355,Baner Pashan Link Road,Moderate
805,805,Baner Pashan Link Road,2029,Apr-Jun,8265.71,9840.291616,6690.940942,Baner Pashan Link Road,18.54562515,73.79046355,Baner Pashan Link Road,Moderate
806,806,Baner Pashan Link Road,2029,Jul-Sep,8368.59,9962.769807,6774.220419,Baner Pashan Link Road,18.54562515,73.79046355,Baner Pashan Link Road,Moderate
807,807,Baner Pashan Link Road,2029,Oct-Dec,8540.92,10167.92792,6913.7184,Baner Pashan Link Road,18.54562515,73.79046355,Baner Pashan Link Road,Moderate
808,808,Baner Pashan Link Road,2030,Jan-Mar,8444.8,10053.49748,6835.911019,Baner Pashan Link Road,18.54562515,73.79046355,Baner Pashan Link Road,Moderate
809,809,Baner Pashan Link Road,2030,Apr-Jun,8708.34,10367.2407,7049.241825,Baner Pashan Link Road,18.54562515,73.79046355,Baner Pashan Link Road,Moderate
810,810,Baner Pashan Link Road,2030,Jul-Sep,8914.69,10612.89947,7216.278373,Baner Pashan Link Road,18.54562515,73.79046355,Baner Pashan Link Road,Moderate
811,811,Baner Pashan Link Road,2030,Oct-Dec,8972.895,10682.19227,7263.394255,Baner Pashan Link Road,18.54562515,73.79046355,Baner Pashan Link Road,Moderate
812,812,Baner Road,2024,Jan-Mar,8181.61,9954.772731,6408.327128,Baner Road,18.55470182,73.80064991,Baner Road,Moderate
813,813,Baner Road,2024,Apr-Jun,8452.9,10284.85817,6620.817709,Baner Road,18.55470182,73.80064991,Baner Road,Moderate
814,814,Baner Road,2024,Jul-Sep,8912.375,10843.91307,6980.706057,Baner Road,18.55470182,73.80064991,Baner Road,Moderate
815,815,Baner Road,2024,Oct-Dec,8900.1575,10829.04773,6971.136579,Baner Road,18.55470182,73.80064991,Baner Road,Moderate
816,816,Baner Road,2025,Jan-Mar,8976.0225,10921.3546,7030.558593,Baner Road,18.55470182,73.80064991,Baner Road,Moderate
817,817,Baner Road,2025,Apr-Jun,9122.9925,11100.17673,7145.674302,Baner Road,18.55470182,73.80064991,Baner Road,Moderate
818,818,Baner Road,2025,Jul-Sep,8421.5975,10246.77162,6596.299716,Baner Road,18.55470182,73.80064991,Baner Road,Moderate
819,819,Baner Road,2025,Oct-Dec,8441.1095,10270.51237,6611.582683,Baner Road,18.55470182,73.80064991,Baner Road,Moderate
820,820,Baner Road,2026,Jan-Mar,7092.95,8630.172453,5555.623392,Baner Road,18.55470182,73.80064991,Baner Road,Moderate
821,821,Baner Road,2026,Apr-Jun,7235.21,8803.263809,5667.049947,Baner Road,18.55470182,73.80064991,Baner Road,Moderate
822,822,Baner Road,2026,Jul-Sep,7338.52,8928.96371,5747.968529,Baner Road,18.55470182,73.80064991,Baner Road,Moderate
823,823,Baner Road,2026,Oct-Dec,6946.28,8451.715338,5440.742661,Baner Road,18.55470182,73.80064991,Baner Road,Moderate
824,824,Baner Road,2027,Jan-Mar,7031.32,8555.185666,5507.351084,Baner Road,18.55470182,73.80064991,Baner Road,Moderate
