location,year,quarter,avg_price,max_price,min_price
Corporate Road,2024,Apr-Jun,6887.52,8439.230885047746,5327.525442282122
Corporate Road,2024,Jul-Sep,7092.367499999998,8690.229117898582,5485.975837785564
Corporate Road,2024,Oct-Dec,7002.142499999989,8579.677045947647,5416.186424029967
Corporate Road,2025,Jan-Mar,7223.040000000012,8850.341233409901,5587.051561465015
Corporate Road,2025,Apr-Jun,7172.205000000011,8788.05345754262,5547.730476973294
Corporate Road,2025,Jul-Sep,6679.125500000004,8183.886537492449,5166.331427487008
Corporate Road,2025,Oct-Dec,6069.308500000002,7436.681961588904,4694.635434932915
Corporate Road,2026,Jan-Mar,5552.859999999992,6803.881166565927,4295.1603664934055
Corporate Road,2026,Apr-Jun,5551.499999999995,6802.214767919732,4294.108400821947
Corporate Road,2026,Jul-Sep,5590.499999999993,6850.001199685715,4324.2750634594395
Corporate Road,2026,Oct-Dec,5652.199999999992,6925.601785325747,4372.000270760297
Corporate Road,2027,Jan-Mar,5664.099999999995,6940.182773479988,4381.204970385586
Corporate Road,2027,Apr-Jun,5620.499999999993,6886.759993351858,4347.480188565206
Corporate Road,2027,Jul-Sep,5651.999999999997,6925.356726701313,4371.845569926263
Corporate Road,2027,Oct-Dec,5732.4999999999945,7023.992823038793,4434.112655626733
Corporate Road,2028,Jan-Mar,5941.800000000003,7280.4466735162605,4596.007078447965
Corporate Road,2028,Apr-Jun,5917.529999999998,7250.708809440344,4577.234132237396
Corporate Road,2028,Jul-Sep,5954.649999999998,7296.191690136585,4605.94660703493
Corporate Road,2028,Oct-Dec,6093.940000000001,7466.862769128491,4713.6880029010035
Corporate Road,2029,Jan-Mar,6759.950000000005,8282.92024144809,5228.849515290708
Corporate Road,2029,Apr-Jun,6793.789999999994,8324.384160703485,5255.024896410003
Corporate Road,2029,Jul-Sep,7163.769999999993,8777.718110056801,5541.205969297709
Corporate Road,2029,Oct-Dec,7090.119999999991,8687.475271606418,5484.2373871630525
Corporate Road,2030,Jan-Mar,6833.670000000002,8373.24885041702,5285.872242717273
Corporate Road,2030,Apr-Jun,6887.52,8439.230885047746,5327.525442282122
Corporate Road,2030,Jul-Sep,7092.367499999998,8690.229117898582,5485.975837785564
Corporate Road,2030,Oct-Dec,7002.142499999989,8579.677045947647,5416.186424029967
Corporate Road,2024,Jan-Mar,6833.670000000002,8373.24885041702,5285.872242717273
Corporate Road,2024,Apr-Jun,6887.52,8439.230885047746,5327.525442282122
Corporate Road,2024,Jul-Sep,7092.367499999998,8690.229117898582,5485.975837785564
Corporate Road,2024,Oct-Dec,7002.142499999989,8579.677045947647,5416.186424029967
Corporate Road,2025,Jan-Mar,7223.040000000012,8850.341233409901,5587.051561465015
Corporate Road,2025,Apr-Jun,7172.205000000011,8788.05345754262,5547.730476973294
Corporate Road,2025,Jul-Sep,6679.125500000004,8183.886537492449,5166.331427487008
Corporate Road,2025,Oct-Dec,6069.308500000002,7436.681961588904,4694.635434932915
Corporate Road,2026,Jan-Mar,5552.859999999992,6803.881166565927,4295.1603664934055
Corporate Road,2026,Apr-Jun,5551.499999999995,6802.214767919732,4294.108400821947
Corporate Road,2026,Jul-Sep,5590.499999999993,6850.001199685715,4324.2750634594395
Corporate Road,2026,Oct-Dec,5652.199999999992,6925.601785325747,4372.000270760297
Corporate Road,2027,Jan-Mar,5664.099999999995,6940.182773479988,4381.204970385586
Corporate Road,2027,Apr-Jun,5620.499999999993,6886.759993351858,4347.480188565206
Corporate Road,2027,Jul-Sep,5651.999999999997,6925.356726701313,4371.845569926263
Corporate Road,2027,Oct-Dec,5732.4999999999945,7023.992823038793,4434.112655626733
Corporate Road,2028,Jan-Mar,5941.800000000003,7280.4466735162605,4596.007078447965
Corporate Road,2028,Apr-Jun,5917.529999999998,7250.708809440344,4577.234132237396
Corporate Road,2028,Jul-Sep,5954.649999999998,7296.191690136585,4605.94660703493
Corporate Road,2028,Oct-Dec,6093.940000000001,7466.862769128491,4713.6880029010035
Corporate Road,2029,Jan-Mar,6759.950000000005,8282.92024144809,5228.849515290708
Corporate Road,2029,Apr-Jun,6793.789999999994,8324.384160703485,5255.024896410003
Corporate Road,2029,Jul-Sep,7163.769999999993,8777.718110056801,5541.205969297709
Corporate Road,2029,Oct-Dec,7090.119999999991,8687.475271606418,5484.2373871630525
Corporate Road,2030,Jan-Mar,6833.670000000002,8373.24885041702,5285.872242717273
Corporate Road,2030,Apr-Jun,6887.52,8439.230885047746,5327.525442282122
Corporate Road,2030,Jul-Sep,7092.367499999998,8690.229117898582,5485.975837785564
Corporate Road,2030,Oct-Dec,7002.142499999989,8579.677045947647,5416.186424029967
Daskroi,2024,Jan-Mar,4134.1600000000035,4864.369648013959,3573.5046405306202
Daskroi,2024,Apr-Jun,4134.8300000000045,4865.157988974196,3574.0837782778676
Daskroi,2024,Jul-Sep,4196.009999999997,4937.144108298425,3626.9668340637186
Daskroi,2024,Oct-Dec,4246.689999999995,4996.775630484634,3670.77385052706
Daskroi,2025,Jan-Mar,4340.899999999994,5107.625782520209,3752.2075328674596
Daskroi,2025,Apr-Jun,4290.059999999994,5047.80599980618,3708.2622148525356
Daskroi,2025,Jul-Sep,3855.8400000000033,4536.890459875318,3332.9290915551373
Daskroi,2025,Oct-Dec,3832.970000000001,4509.980970680393,3313.160613525999
Daskroi,2026,Jan-Mar,2961.1700000000037,3484.1964197344805,2559.590034347984
Daskroi,2026,Apr-Jun,2970.500000000004,3495.174361762842,2567.6547435745624
Daskroi,2026,Jul-Sep,3007.8000000000043,3539.0625973103106,2599.896292786928
Daskroi,2026,Oct-Dec,3053.8000000000047,3593.187499057859,2639.657988866521
Daskroi,2027,Jan-Mar,3069.400000000005,3611.5429005200713,2653.1423901456874
Daskroi,2027,Apr-Jun,3059.600000000005,3600.0119431912453,2644.671420111339
Daskroi,2027,Jul-Sep,3072.0000000000036,3614.6021340971047,2655.3897903588804
Daskroi,2027,Oct-Dec,3125.700000000004,3677.7870737458725,2701.8072486083183
Daskroi,2028,Jan-Mar,3406.41,4008.0784035187835,2944.4486770105414
Daskroi,2028,Apr-Jun,3357.620000000001,3950.6707088174185,2902.2753476252524
Daskroi,2028,Jul-Sep,3300.6999999999966,3883.697026046317,2853.0745706502403
Daskroi,2028,Oct-Dec,3385.690000000003,3983.6986651664133,2926.5386260807795
Daskroi,2029,Jan-Mar,3604.2200000000025,4240.827247316231,3115.4326139997656
Daskroi,2029,Apr-Jun,3662.1800000000076,4309.024623518147,3165.5323510600565
Daskroi,2029,Jul-Sep,3804.9000000000046,4476.953014331404,3288.897335070477
Daskroi,2029,Oct-Dec,3912.800000000005,4603.91120777837,3382.164443918043
Daskroi,2030,Jan-Mar,4134.1600000000035,4864.369648013959,3573.5046405306202
Daskroi,2030,Apr-Jun,4134.8300000000045,4865.157988974196,3574.0837782778676
Daskroi,2030,Jul-Sep,4196.009999999997,4937.144108298425,3626.9668340637186
Daskroi,2030,Oct-Dec,4246.689999999995,4996.775630484634,3670.77385052706
Daxini Society,2024,Jan-Mar,4747.289999999995,6131.439818551619,3545.4122662313302
Daxini Society,2024,Apr-Jun,4831.09,6239.673075166374,3607.996508590698
Daxini Society,2024,Jul-Sep,4909.349999999997,6340.75105443451,3666.4433201305983
Daxini Society,2024,Oct-Dec,4903.079999999999,6332.652933683027,3661.7607043836642
Daxini Society,2025,Jan-Mar,4873.657999999993,6294.652469767517,3639.7875113204473
Daxini Society,2025,Apr-Jun,4933.127999999992,6371.461918107361,3684.2014121928974
Daxini Society,2025,Jul-Sep,5010.254666666664,6471.076122226383,3741.801817909328
Daxini Society,2025,Oct-Dec,4575.886999999999,5910.061478652607,3417.4035920890647
Daxini Society,2026,Jan-Mar,3774.2900000000027,4874.745800817146,2818.747972488361
Daxini Society,2026,Apr-Jun,3800.960000000003,4909.191874252891,2838.665893057863
Daxini Society,2026,Jul-Sep,3852.730000000003,4976.0562620207365,2877.3292131884627
Daxini Society,2026,Oct-Dec,3869.6500000000037,4997.909563952975,2889.9655542471796
Daxini Society,2027,Jan-Mar,3763.300000000001,4860.551487091654,2810.540325429536
Daxini Society,2027,Apr-Jun,3795.5000000000023,4902.139922210926,2834.5882085318226
Daxini Society,2027,Jul-Sep,3848.5,4970.592936537673,2874.1701279237814
Daxini Society,2027,Oct-Dec,3875.8449999999957,5005.910817231346,2894.5921578440266
Daxini Society,2028,Jan-Mar,3940.499999999994,5089.417036878439,2942.8783653588785
Daxini Society,2028,Apr-Jun,3964.2,5120.0271583792755,2960.578204785099
Daxini Society,2028,Jul-Sep,4050.419999999998,5231.386005459506,3024.969772520472
Daxini Society,2028,Oct-Dec,4146.589999999993,5355.59593730485,3096.7922855001825
Daxini Society,2029,Jan-Mar,4352.189999999997,5621.141970240322,3250.3402595942816
Daxini Society,2029,Apr-Jun,4361.299999999997,5632.908139306675,3257.143868757693
Daxini Society,2029,Jul-Sep,4507.920000000004,5822.277591393251,3366.6438880265514
Daxini Society,2029,Oct-Dec,4546.560000000008,5872.18371353638,3395.501347749297
Daxini Society,2030,Jan-Mar,4747.289999999995,6131.439818551619,3545.4122662313302
Daxini Society,2030,Apr-Jun,4831.09,6239.673075166374,3607.996508590698
Daxini Society,2030,Jul-Sep,4909.349999999997,6340.75105443451,3666.4433201305983
Daxini Society,2030,Oct-Dec,4903.079999999999,6332.652933683027,3661.7607043836642
Dev Kutir 1,2024,Jan-Mar,7964.12999999999,10031.365815783733,6129.827172232478
Dev Kutir 1,2024,Apr-Jun,7935.879999999996,9995.78301084511,6108.083727861839
Dev Kutir 1,2024,Jul-Sep,7517.405238095237,9468.685459531955,5785.9923046408085
Dev Kutir 1,2024,Oct-Dec,8034.623333333344,10120.156984968673,6184.084442031945
Dev Kutir 1,2025,Jan-Mar,8224.326666666653,10359.101293152993,6330.095198678258
Dev Kutir 1,2025,Apr-Jun,8158.099999999998,10275.684282118116,6279.1218945182745
Dev Kutir 1,2025,Jul-Sep,7299.122571428562,9193.74352857676,5617.984622526033
Dev Kutir 1,2025,Oct-Dec,8187.533333333343,10312.75757623118,6301.776126234246
Dev Kutir 1,2026,Jan-Mar,5816.090000000005,7325.762689398809,4476.5249334390155
Dev Kutir 1,2026,Apr-Jun,5846.800000000004,7364.444032395811,4500.161789248658
Dev Kutir 1,2026,Jul-Sep,5877.199999999997,7402.734909214717,4523.560044429805
Dev Kutir 1,2026,Oct-Dec,5945.549999999993,7488.826403641449,4576.167634615057
Dev Kutir 1,2027,Jan-Mar,5902.000000000005,7433.972203461736,4542.648094709172
Dev Kutir 1,2027,Apr-Jun,5902.700000000004,7434.853901283223,4543.186870321896
Dev Kutir 1,2027,Jul-Sep,5919.099999999993,7455.510821672361,4555.809613248561
Dev Kutir 1,2027,Oct-Dec,5980.449999999993,7532.785337884218,4603.029447306577
Dev Kutir 1,2028,Jan-Mar,6156.409999999997,7754.418978840022,4738.462242756432
Dev Kutir 1,2028,Apr-Jun,6159.199999999994,7757.933174442806,4740.6096484128575
Dev Kutir 1,2028,Jul-Sep,6323.600000000002,7965.006205660897,4867.144949458304
Dev Kutir 1,2028,Oct-Dec,6569.819999999996,8275.137116527772,5056.655422836695
Dev Kutir 1,2029,Jan-Mar,7051.390000000003,8881.707430662154,5427.309954007336
Dev Kutir 1,2029,Apr-Jun,7098.149999999998,8940.604845137557,5463.300164937288
Dev Kutir 1,2029,Jul-Sep,7208.698571428576,9079.848323133567,5548.387128233264
Dev Kutir 1,2029,Oct-Dec,7436.730000000004,9367.06948570823,5723.898232017373
Dev Kutir 1,2030,Jan-Mar,7964.12999999999,10031.365815783733,6129.827172232478
Dev Kutir 1,2030,Apr-Jun,7935.879999999996,9995.78301084511,6108.083727861839
Dev Kutir 1,2030,Jul-Sep,7517.405238095237,9468.685459531955,5785.9923046408085
Dev Kutir 1,2030,Oct-Dec,8034.623333333344,10120.156984968673,6184.084442031945
Devnagar,2024,Jan-Mar,4820.990000000008,5567.939451615443,4074.0825661295034
Devnagar,2024,Apr-Jun,4852.9700000000075,5604.874335044502,4101.10796142483
Devnagar,2024,Jul-Sep,4737.95,5472.033487889696,4003.9078061131113
Devnagar,2024,Oct-Dec,4847.149999999995,5598.152602037699,4096.189643706909
Devnagar,2025,Jan-Mar,4982.450000000007,5754.415570391426,4210.5278545717665
Devnagar,2025,Apr-Jun,5011.0066666666735,5787.39671968648,4234.660287498082
Devnagar,2025,Jul-Sep,4003.8700000000076,4624.217376957748,3383.5575191089256
Devnagar,2025,Oct-Dec,4394.731333333334,5075.637570315883,3713.8633990023573
Devnagar,2026,Jan-Mar,3840.2799999999984,4435.281242493702,3245.3122277905113
Devnagar,2026,Apr-Jun,3833.340000000003,4427.26598011104,3239.447429687026
Devnagar,2026,Jul-Sep,3780.020000000006,4365.684742323756,3194.3882027593595
Devnagar,2026,Oct-Dec,3837.055000000005,4431.556570853349,3242.5868713231175
Devnagar,2027,Jan-Mar,4140.579999999997,4782.108806400723,3499.0872811734644
Devnagar,2027,Apr-Jun,4154.749999999997,4798.474262879452,3511.061948194565
Devnagar,2027,Jul-Sep,4107.360000000005,4743.741801162665,3471.0139968798258
Devnagar,2027,Oct-Dec,4149.639999999997,4792.572535102013,3506.743631435367
Devnagar,2028,Jan-Mar,4387.979999999994,5067.840206036408,3708.158037773338
Devnagar,2028,Apr-Jun,4400.239999999994,5081.999732954489,3718.51861770832
Devnagar,2028,Jul-Sep,4185.629999999997,4834.13871567149,3537.157764539772
Devnagar,2028,Oct-Dec,4371.7333333333345,5049.07633050658,3694.428438370652
Devnagar,2029,Jan-Mar,4586.970000000007,5297.661108273713,3876.3188698501854
Devnagar,2029,Apr-Jun,4595.060000000006,5307.004548140538,3883.1555004924357
Devnagar,2029,Jul-Sep,4578.510000000009,5287.890341738073,3869.1695626519863
Devnagar,2029,Oct-Dec,4651.250000000006,5371.90045495351,3930.640083408148
Devnagar,2030,Jan-Mar,4820.990000000008,5567.939451615443,4074.0825661295034
Devnagar,2030,Apr-Jun,4852.9700000000075,5604.874335044502,4101.10796142483
Devnagar,2030,Jul-Sep,4737.95,5472.033487889696,4003.9078061131113
Devnagar,2030,Oct-Dec,4847.149999999995,5598.152602037699,4096.189643706909
Drive In Road,2024,Jan-Mar,6355.409999999991,7552.138318916433,5157.64206026303
Drive In Road,2024,Apr-Jun,6445.009999999989,7658.610063992659,5230.355658378582
Drive In Road,2024,Jul-Sep,6574.249999999996,7812.186049859317,5335.238531374727
Drive In Road,2024,Oct-Dec,6508.505000000011,7734.061218608925,5281.884117221758
Drive In Road,2025,Jan-Mar,6613.7699999999995,7859.1476945625855,5367.310421972125
Drive In Road,2025,Apr-Jun,6691.782499999994,7951.850004972838,5430.620350242094
Drive In Road,2025,Jul-Sep,6757.812499999993,8030.313501930241,5484.2060520676505
Drive In Road,2025,Oct-Dec,6170.346000000001,7332.226633304981,5007.456018726691
Drive In Road,2026,Jan-Mar,5533.500000000006,6575.462068965525,4490.632758620694
Drive In Road,2026,Apr-Jun,5539.340000000008,6582.401745207103,4495.3721270692995
Drive In Road,2026,Jul-Sep,5330.45000000001,6334.177606490884,4325.850436105485
Drive In Road,2026,Oct-Dec,5385.915000000006,6400.086706274954,4370.862263331812
Drive In Road,2027,Jan-Mar,5473.240000000005,6503.855067198855,4441.729617745211
Drive In Road,2027,Apr-Jun,5468.9600000000055,6498.769140090303,4438.256244978084
Drive In Road,2027,Jul-Sep,5191.860000000004,6169.491008833349,4213.379704377416
Drive In Road,2027,Oct-Dec,5264.180000000007,6255.428917359165,4272.069965713543
Drive In Road,2028,Jan-Mar,5294.219999999998,6291.1254711771235,4296.448497938885
Drive In Road,2028,Apr-Jun,5326.1399999999985,6329.05603036053,4322.35271726755
Drive In Road,2028,Jul-Sep,5477.080000000001,6508.4181419878305,4444.8459148073025
Drive In Road,2028,Oct-Dec,5631.400000000001,6691.796710070013,4570.082102990251
Drive In Road,2029,Jan-Mar,6028.049999999995,7163.136193155788,4891.9777357194225
Drive In Road,2029,Apr-Jun,6149.099999999995,7306.979996074063,4990.214131387812
Drive In Road,2029,Jul-Sep,6459.929999999999,7676.339510829025,5242.463770921939
Drive In Road,2029,Oct-Dec,6563.478000000005,7799.385674435653,5326.496668887002
Drive In Road,2030,Jan-Mar,6355.409999999991,7552.138318916433,5157.64206026303
Drive In Road,2030,Apr-Jun,6445.009999999989,7658.610063992659,5230.355658378582
Drive In Road,2030,Jul-Sep,6574.249999999996,7812.186049859317,5335.238531374727
Drive In Road,2030,Oct-Dec,6508.505000000011,7734.061218608925,5281.884117221758
Drive In Road,2024,Jan-Mar,6355.409999999991,7552.138318916433,5157.64206026303
Drive In Road,2024,Apr-Jun,6445.009999999989,7658.610063992659,5230.355658378582
Drive In Road,2024,Jul-Sep,6574.249999999996,7812.186049859317,5335.238531374727
Drive In Road,2024,Oct-Dec,6508.505000000011,7734.061218608925,5281.884117221758
Drive In Road,2025,Jan-Mar,6613.7699999999995,7859.1476945625855,5367.310421972125
Drive In Road,2025,Apr-Jun,6691.782499999994,7951.850004972838,5430.620350242094
Drive In Road,2025,Jul-Sep,6757.812499999993,8030.313501930241,5484.2060520676505
Drive In Road,2025,Oct-Dec,6170.346000000001,7332.226633304981,5007.456018726691
Drive In Road,2026,Jan-Mar,5533.500000000006,6575.462068965525,4490.632758620694
Drive In Road,2026,Apr-Jun,5539.340000000008,6582.401745207103,4495.3721270692995
Drive In Road,2026,Jul-Sep,5330.45000000001,6334.177606490884,4325.850436105485
Drive In Road,2026,Oct-Dec,5385.915000000006,6400.086706274954,4370.862263331812
Drive In Road,2027,Jan-Mar,5473.240000000005,6503.855067198855,4441.729617745211
Drive In Road,2027,Apr-Jun,5468.9600000000055,6498.769140090303,4438.256244978084
Drive In Road,2027,Jul-Sep,5191.860000000004,6169.491008833349,4213.379704377416
Drive In Road,2027,Oct-Dec,5264.180000000007,6255.428917359165,4272.069965713543
Drive In Road,2028,Jan-Mar,5294.219999999998,6291.1254711771235,4296.448497938885
Drive In Road,2028,Apr-Jun,5326.1399999999985,6329.05603036053,4322.35271726755
Drive In Road,2028,Jul-Sep,5477.080000000001,6508.4181419878305,4444.8459148073025
Drive In Road,2028,Oct-Dec,5631.400000000001,6691.796710070013,4570.082102990251
Drive In Road,2029,Jan-Mar,6028.049999999995,7163.136193155788,4891.9777357194225
Drive In Road,2029,Apr-Jun,6149.099999999995,7306.979996074063,4990.214131387812
Drive In Road,2029,Jul-Sep,6459.929999999999,7676.339510829025,5242.463770921939
Drive In Road,2029,Oct-Dec,6563.478000000005,7799.385674435653,5326.496668887002
Drive In Road,2030,Jan-Mar,6355.409999999991,7552.138318916433,5157.64206026303
Drive In Road,2030,Apr-Jun,6445.009999999989,7658.610063992659,5230.355658378582
Drive In Road,2030,Jul-Sep,6574.249999999996,7812.186049859317,5335.238531374727
Drive In Road,2030,Oct-Dec,6508.505000000011,7734.061218608925,5281.884117221758
Friends Colony Bodakdev,2024,Jan-Mar,7655.399999999989,9105.484440209408,6354.938504941051
Friends Colony Bodakdev,2024,Apr-Jun,7768.369999999988,9239.853196539638,6448.717719992281
Friends Colony Bodakdev,2024,Jul-Sep,7368.489999999988,8764.228001520312,6116.7673569340695
Friends Colony Bodakdev,2024,Oct-Dec,7608.230999999996,9049.380697026794,6315.782341404264
Friends Colony Bodakdev,2025,Jan-Mar,7802.430000000002,9280.364835387205,6476.991775623389
Friends Colony Bodakdev,2025,Apr-Jun,7898.970000000001,9395.191424181756,6557.132037826148
Friends Colony Bodakdev,2025,Jul-Sep,6803.489999999997,8092.20580689714,5647.7467629361545
Friends Colony Bodakdev,2025,Oct-Dec,7342.721,8733.577842346442,6095.375867223048
Friends Colony Bodakdev,2026,Jan-Mar,6476.190000000001,7702.908701941095,5376.046868395414
Friends Colony Bodakdev,2026,Apr-Jun,6494.390000000002,7724.556142546657,5391.155142396764
Friends Colony Bodakdev,2026,Jul-Sep,6426.4,7643.687489427309,5334.714947377436
Friends Colony Bodakdev,2026,Oct-Dec,6550.410000000006,7791.187440498504,5437.658741822897
Friends Colony Bodakdev,2027,Jan-Mar,6681.44,7947.037118660401,5546.430013383154
Friends Colony Bodakdev,2027,Apr-Jun,6666.430000000008,7929.183927259889,5533.969837956773
Friends Colony Bodakdev,2027,Jul-Sep,6636.400000000005,7893.46565026071,5509.041185854545
Friends Colony Bodakdev,2027,Oct-Dec,6661.539999999997,7923.367664371899,5529.9105269750835
Friends Colony Bodakdev,2028,Jan-Mar,6645.869999999995,7904.729455894472,5516.902469084909
Friends Colony Bodakdev,2028,Apr-Jun,6737.869999999994,8014.1560787357685,5593.273964036783
Friends Colony Bodakdev,2028,Jul-Sep,6673.879999999996,7938.0451048703935,5540.1542687979745
Friends Colony Bodakdev,2028,Oct-Dec,6805.1379999999945,8094.165970749772,5649.114808845725
Friends Colony Bodakdev,2029,Jan-Mar,7474.17999999999,8889.937781608323,6204.503262384763
Friends Colony Bodakdev,2029,Apr-Jun,7572.4499999999925,9006.82206668022,6286.079640742598
Friends Colony Bodakdev,2029,Jul-Sep,7393.1899999999905,8793.606670913578,6137.27144307876
Friends Colony Bodakdev,2029,Oct-Dec,7563.594999999999,8996.289754231753,6278.728884353485
Friends Colony Bodakdev,2030,Jan-Mar,7655.399999999989,9105.484440209408,6354.938504941051
Friends Colony Bodakdev,2030,Apr-Jun,7768.369999999988,9239.853196539638,6448.717719992281
Friends Colony Bodakdev,2030,Jul-Sep,7368.489999999988,8764.228001520312,6116.7673569340695
Friends Colony Bodakdev,2030,Oct-Dec,7608.230999999996,9049.380697026794,6315.782341404264
Friends Colony Bodakdev,2024,Jan-Mar,7655.399999999989,9105.484440209408,6354.938504941051
Friends Colony Bodakdev,2024,Apr-Jun,7768.369999999988,9239.853196539638,6448.717719992281
Friends Colony Bodakdev,2024,Jul-Sep,7368.489999999988,8764.228001520312,6116.7673569340695
Friends Colony Bodakdev,2024,Oct-Dec,7608.230999999996,9049.380697026794,6315.782341404264
Friends Colony Bodakdev,2025,Jan-Mar,7802.430000000002,9280.364835387205,6476.991775623389
Friends Colony Bodakdev,2025,Apr-Jun,7898.970000000001,9395.191424181756,6557.132037826148
Friends Colony Bodakdev,2025,Jul-Sep,6803.489999999997,8092.20580689714,5647.7467629361545
Friends Colony Bodakdev,2025,Oct-Dec,7342.721,8733.577842346442,6095.375867223048
Friends Colony Bodakdev,2026,Jan-Mar,6476.190000000001,7702.908701941095,5376.046868395414
Friends Colony Bodakdev,2026,Apr-Jun,6494.390000000002,7724.556142546657,5391.155142396764
Friends Colony Bodakdev,2026,Jul-Sep,6426.4,7643.687489427309,5334.714947377436
Friends Colony Bodakdev,2026,Oct-Dec,6550.410000000006,7791.187440498504,5437.658741822897
Friends Colony Bodakdev,2027,Jan-Mar,6681.44,7947.037118660401,5546.430013383154
Friends Colony Bodakdev,2027,Apr-Jun,6666.430000000008,7929.183927259889,5533.969837956773
Friends Colony Bodakdev,2027,Jul-Sep,6636.400000000005,7893.46565026071,5509.041185854545
Friends Colony Bodakdev,2027,Oct-Dec,6661.539999999997,7923.367664371899,5529.9105269750835
Friends Colony Bodakdev,2028,Jan-Mar,6645.869999999995,7904.729455894472,5516.902469084909
Friends Colony Bodakdev,2028,Apr-Jun,6737.869999999994,8014.1560787357685,5593.273964036783
Friends Colony Bodakdev,2028,Jul-Sep,6673.879999999996,7938.0451048703935,5540.1542687979745
Friends Colony Bodakdev,2028,Oct-Dec,6805.1379999999945,8094.165970749772,5649.114808845725
Friends Colony Bodakdev,2029,Jan-Mar,7474.17999999999,8889.937781608323,6204.503262384763
Friends Colony Bodakdev,2029,Apr-Jun,7572.4499999999925,9006.82206668022,6286.079640742598
Friends Colony Bodakdev,2029,Jul-Sep,7393.1899999999905,8793.606670913578,6137.27144307876
Friends Colony Bodakdev,2029,Oct-Dec,7563.594999999999,8996.289754231753,6278.728884353485
Friends Colony Bodakdev,2030,Jan-Mar,7655.399999999989,9105.484440209408,6354.938504941051
Friends Colony Bodakdev,2030,Apr-Jun,7768.369999999988,9239.853196539638,6448.717719992281
Friends Colony Bodakdev,2030,Jul-Sep,7368.489999999988,8764.228001520312,6116.7673569340695
Friends Colony Bodakdev,2030,Oct-Dec,7608.230999999996,9049.380697026794,6315.782341404264
Gala Gymkhana Road,2024,Jan-Mar,4722.7499999999945,5873.768936944749,3792.054392786596
Gala Gymkhana Road,2024,Apr-Jun,4730.889999999994,5883.892801038069,3798.590271831068
Gala Gymkhana Road,2024,Jul-Sep,4815.059999999997,5988.576540686083,3866.1731881914216
Gala Gymkhana Road,2024,Oct-Dec,4781.941500000002,5947.386467839081,3839.5812336294644
Gala Gymkhana Road,2025,Jan-Mar,4857.659999999995,6041.558925253091,3900.3781571465224
Gala Gymkhana Road,2025,Apr-Jun,4855.839999999993,6039.295358588488,3898.916818097265
Gala Gymkhana Road,2025,Jul-Sep,4884.599999999994,6075.064686760959,3922.009186809678
Gala Gymkhana Road,2025,Oct-Dec,4464.984142857143,5553.1809141422245,3585.0855397054556
Gala Gymkhana Road,2026,Jan-Mar,3996.799999999999,4970.891892897314,3209.164786848654
Gala Gymkhana Road,2026,Apr-Jun,4001.0000000000027,4976.115508277166,3212.5371077315544
Gala Gymkhana Road,2026,Jul-Sep,4032.4299999999953,5015.205563369671,3237.7733090052307
Gala Gymkhana Road,2026,Oct-Dec,4062.270000000002,5052.318106925538,3261.7328459446785
Gala Gymkhana Road,2027,Jan-Mar,4133.189999999997,5140.5225837680755,3318.6768928530278
Gala Gymkhana Road,2027,Apr-Jun,4094.8900000000026,5092.888186375677,3287.924538135182
Gala Gymkhana Road,2027,Jul-Sep,4089.7999999999943,5086.557662022472,3283.8376063985215
Gala Gymkhana Road,2027,Oct-Dec,4108.0300000000025,5109.230640206909,3298.47508489739
Gala Gymkhana Road,2028,Jan-Mar,4087.4999999999923,5083.69711074303,3281.9908592483616
Gala Gymkhana Road,2028,Apr-Jun,4108.539999999992,5109.864936360163,3298.88458100459
Gala Gymkhana Road,2028,Jul-Sep,4142.609999999993,5152.238406834297,3326.2405268332377
Gala Gymkhana Road,2028,Oct-Dec,4200.890000000002,5224.72228881941,3373.035493751164
Gala Gymkhana Road,2029,Jan-Mar,4325.949999999995,5380.261655344056,3473.4503627071467
Gala Gymkhana Road,2029,Apr-Jun,4343.5899999999965,5402.200839939411,3487.6141104153166
Gala Gymkhana Road,2029,Jul-Sep,4460.039999999998,5547.031794935382,3581.115721561366
Gala Gymkhana Road,2029,Oct-Dec,4547.28,5655.533748682473,3651.163643900408
Gala Gymkhana Road,2030,Jan-Mar,4722.7499999999945,5873.768936944749,3792.054392786596
Gala Gymkhana Road,2030,Apr-Jun,4730.889999999994,5883.892801038069,3798.590271831068
Gala Gymkhana Road,2030,Jul-Sep,4815.059999999997,5988.576540686083,3866.1731881914216
Gala Gymkhana Road,2030,Oct-Dec,4781.941500000002,5947.386467839081,3839.5812336294644
Gala Gymkhana Road,2024,Jan-Mar,4722.7499999999945,5873.768936944749,3792.054392786596
Gala Gymkhana Road,2024,Apr-Jun,4730.889999999994,5883.892801038069,3798.590271831068
Gala Gymkhana Road,2024,Jul-Sep,4815.059999999997,5988.576540686083,3866.1731881914216
Gala Gymkhana Road,2024,Oct-Dec,4781.941500000002,5947.386467839081,3839.5812336294644
Gala Gymkhana Road,2025,Jan-Mar,4857.659999999995,6041.558925253091,3900.3781571465224
Gala Gymkhana Road,2025,Apr-Jun,4855.839999999993,6039.295358588488,3898.916818097265
Gala Gymkhana Road,2025,Jul-Sep,4884.599999999994,6075.064686760959,3922.009186809678
Gala Gymkhana Road,2025,Oct-Dec,4464.984142857143,5553.1809141422245,3585.0855397054556
Gala Gymkhana Road,2026,Jan-Mar,3996.799999999999,4970.891892897314,3209.164786848654
