location,quarter,year,avg_price
Hindu Colony Dadar East,Jul-Sep,2027,29816.05
Hindu Colony Dadar East,Oct-Dec,2027,29816.05
Hindu Colony Dadar East,Jan-Mar,2028,31892.23
Hindu Colony Dadar East,Apr-Jun,2028,31930.7
Hindu Colony Dadar East,Jul-Sep,2028,32230.35
Hindu Colony Dadar East,Oct-Dec,2028,31158.36
Hindu Colony Dadar East,Jan-Mar,2029,34050
Hindu Colony Dadar East,Apr-Jun,2029,34537.5
Hindu Colony Dadar East,Jul-Sep,2029,35122.38
Hindu Colony Dadar East,Oct-Dec,2029,35377.5
Hindu Colony Dadar East,Jan-Mar,2030,37709.64
Hindu Colony Dadar East,Apr-Jun,2030,38413.02
Hindu Colony Dadar East,Jul-Sep,2030,39814.04
Hindu Colony Dadar East,Oct-Dec,2030,37202.2
Hiranandani Link Road,Jan-Mar,2024,26078.35
Hiranandani Link Road,Apr-Jun,2024,26052.5
Hiranandani Link Road,Jul-Sep,2024,26575.89167
Hiranandani Link Road,Oct-Dec,2024,25763.325
Hiranandani Link Road,Jan-Mar,2025,25640.885
Hiranandani Link Road,Apr-Jun,2025,24991.20167
Hiranandani Link Road,Jul-Sep,2025,22507.71583
Hiranandani Link Road,Oct-Dec,2025,20417.19333
Hiranandani Link Road,Jan-Mar,2026,18878.45
Hiranandani Link Road,Apr-Jun,2026,18774.3
Hiranandani Link Road,Jul-Sep,2026,18964.09167
Hiranandani Link Road,Oct-Dec,2026,19362
Hiranandani Link Road,Jan-Mar,2027,20466.02
Hiranandani Link Road,Apr-Jun,2027,20320.02
Hiranandani Link Road,Jul-Sep,2027,21053.76667
Hiranandani Link Road,Oct-Dec,2027,21305
Hiranandani Link Road,Jan-Mar,2028,23702.63
Hiranandani Link Road,Apr-Jun,2028,23232.85
Hiranandani Link Road,Jul-Sep,2028,22738.07667
Hiranandani Link Road,Oct-Dec,2028,22819.975
Hiranandani Link Road,Jan-Mar,2029,24816
Hiranandani Link Road,Apr-Jun,2029,24811.45
Hiranandani Link Road,Jul-Sep,2029,25060.74167
Hiranandani Link Road,Oct-Dec,2029,25142.325
Hiranandani Link Road,Jan-Mar,2030,26078.35
Hiranandani Link Road,Apr-Jun,2030,26052.5
Hiranandani Link Road,Jul-Sep,2030,26575.89167
Hiranandani Link Road,Oct-Dec,2030,25763.325
IC Colony,Jan-Mar,2024,18526.71
IC Colony,Apr-Jun,2024,18761.02
IC Colony,Jul-Sep,2024,18312.52
IC Colony,Oct-Dec,2024,18661.89
IC Colony,Jan-Mar,2025,19779.66
IC Colony,Apr-Jun,2025,20048.84
IC Colony,Jul-Sep,2025,17614.56
IC Colony,Oct-Dec,2025,17265.45
IC Colony,Jan-Mar,2026,17433.16
IC Colony,Apr-Jun,2026,17733.01
IC Colony,Jul-Sep,2026,16917.31
IC Colony,Oct-Dec,2026,16998.17
IC Colony,Jan-Mar,2027,17106.03
IC Colony,Apr-Jun,2027,17339.84
IC Colony,Jul-Sep,2027,16731.76
IC Colony,Oct-Dec,2027,16888.01
IC Colony,Jan-Mar,2028,17644.31
IC Colony,Apr-Jun,2028,17912.81
IC Colony,Jul-Sep,2028,16853.01
IC Colony,Oct-Dec,2028,17120.87
IC Colony,Jan-Mar,2029,17770.67
IC Colony,Apr-Jun,2029,17900.2
IC Colony,Jul-Sep,2029,18396.45
IC Colony,Oct-Dec,2029,18256.17
IC Colony,Jan-Mar,2030,18526.71
IC Colony,Apr-Jun,2030,18761.02
IC Colony,Jul-Sep,2030,18312.52
IC Colony,Oct-Dec,2030,18661.89
Jankalyan Nagar,Jan-Mar,2024,14739.16
Jankalyan Nagar,Apr-Jun,2024,14769.79
Jankalyan Nagar,Jul-Sep,2024,15020.076
Jankalyan Nagar,Oct-Dec,2024,15046.35
Jankalyan Nagar,Jan-Mar,2025,14036.24133
Jankalyan Nagar,Apr-Jun,2025,14031.168
Jankalyan Nagar,Jul-Sep,2025,14115.09267
Jankalyan Nagar,Oct-Dec,2025,13599.17467
Jankalyan Nagar,Jan-Mar,2026,13593.01333
Jankalyan Nagar,Apr-Jun,2026,13610.01333
Jankalyan Nagar,Jul-Sep,2026,13671.19933
Jankalyan Nagar,Oct-Dec,2026,13635.19333
Jankalyan Nagar,Jan-Mar,2027,13374.19
Jankalyan Nagar,Apr-Jun,2027,13477.72
Jankalyan Nagar,Jul-Sep,2027,13498.63
Jankalyan Nagar,Oct-Dec,2027,13540.86
Jankalyan Nagar,Jan-Mar,2028,13811.04
Jankalyan Nagar,Apr-Jun,2028,13820.92
Jankalyan Nagar,Jul-Sep,2028,13909.11
Jankalyan Nagar,Oct-Dec,2028,13855.13
Jankalyan Nagar,Jan-Mar,2029,14084.73
Jankalyan Nagar,Apr-Jun,2029,14125.71
Jankalyan Nagar,Jul-Sep,2029,14273.28
Jankalyan Nagar,Oct-Dec,2029,14518.87
Jankalyan Nagar,Jan-Mar,2030,14739.16
Jankalyan Nagar,Apr-Jun,2030,14769.79
Jankalyan Nagar,Jul-Sep,2030,15020.076
Jankalyan Nagar,Oct-Dec,2030,15046.35
Jawahar Nagar Goregaon West,Jan-Mar,2024,18798.86
Jawahar Nagar Goregaon West,Apr-Jun,2024,18781.44
Jawahar Nagar Goregaon West,Jul-Sep,2024,18762.68
Jawahar Nagar Goregaon West,Oct-Dec,2024,18935.22
Jawahar Nagar Goregaon West,Jan-Mar,2025,18165.38
Jawahar Nagar Goregaon West,Apr-Jun,2025,17832.05
Jawahar Nagar Goregaon West,Jul-Sep,2025,18176.8
Jawahar Nagar Goregaon West,Oct-Dec,2025,18293.42
Jawahar Nagar Goregaon West,Jan-Mar,2026,17659.96
Jawahar Nagar Goregaon West,Apr-Jun,2026,17483.63
Jawahar Nagar Goregaon West,Jul-Sep,2026,18959.77
Jawahar Nagar Goregaon West,Oct-Dec,2026,18890.18
Jawahar Nagar Goregaon West,Jan-Mar,2027,17417.05
Jawahar Nagar Goregaon West,Apr-Jun,2027,17373.56
Jawahar Nagar Goregaon West,Jul-Sep,2027,18981.87
Jawahar Nagar Goregaon West,Oct-Dec,2027,18907.18
Jawahar Nagar Goregaon West,Jan-Mar,2028,19774.5
Jawahar Nagar Goregaon West,Apr-Jun,2028,19811.2
Jawahar Nagar Goregaon West,Jul-Sep,2028,19190.13
Jawahar Nagar Goregaon West,Oct-Dec,2028,18977.76
Jawahar Nagar Goregaon West,Jan-Mar,2029,18485.43
Jawahar Nagar Goregaon West,Apr-Jun,2029,18262.5
Jawahar Nagar Goregaon West,Jul-Sep,2029,18529.47
Jawahar Nagar Goregaon West,Oct-Dec,2029,18854.72
Jawahar Nagar Goregaon West,Jan-Mar,2030,18798.86
Jawahar Nagar Goregaon West,Apr-Jun,2030,18781.44
Jawahar Nagar Goregaon West,Jul-Sep,2030,18762.68
Jawahar Nagar Goregaon West,Oct-Dec,2030,18935.22
Jaywant Sawant Marg,Jan-Mar,2024,14551.46
Jaywant Sawant Marg,Apr-Jun,2024,14144.1
Jaywant Sawant Marg,Jul-Sep,2024,14105.50167
Jaywant Sawant Marg,Oct-Dec,2024,14230.73
Jaywant Sawant Marg,Jan-Mar,2025,15367.09333
Jaywant Sawant Marg,Apr-Jun,2025,15564.79833
Jaywant Sawant Marg,Jul-Sep,2025,16064.82583
Jaywant Sawant Marg,Oct-Dec,2025,16461.535
Jaywant Sawant Marg,Jan-Mar,2026,14961.94
Jaywant Sawant Marg,Apr-Jun,2026,12163.99
Jaywant Sawant Marg,Jul-Sep,2026,12048.50167
Jaywant Sawant Marg,Oct-Dec,2026,12106.26
Jaywant Sawant Marg,Jan-Mar,2027,12191.92
Jaywant Sawant Marg,Apr-Jun,2027,11854
Jaywant Sawant Marg,Jul-Sep,2027,12030
Jaywant Sawant Marg,Oct-Dec,2027,12041
Jaywant Sawant Marg,Jan-Mar,2028,12701.97
Jaywant Sawant Marg,Apr-Jun,2028,12686
Jaywant Sawant Marg,Jul-Sep,2028,12824
Jaywant Sawant Marg,Oct-Dec,2028,13048.6
Jaywant Sawant Marg,Jan-Mar,2029,13413.74
Jaywant Sawant Marg,Apr-Jun,2029,13468
Jaywant Sawant Marg,Jul-Sep,2029,13660
Jaywant Sawant Marg,Oct-Dec,2029,13899.6
Jaywant Sawant Marg,Jan-Mar,2030,14551.46
Jaywant Sawant Marg,Apr-Jun,2030,14144.1
Jaywant Sawant Marg,Jul-Sep,2030,14105.50167
Jaywant Sawant Marg,Oct-Dec,2030,14230.73
Jesal Park Road,Jan-Mar,2024,9022.96
Jesal Park Road,Apr-Jun,2024,9027.48
Jesal Park Road,Jul-Sep,2024,9171.05
Jesal Park Road,Oct-Dec,2024,9153.65
Jesal Park Road,Jan-Mar,2025,9371.73
Jesal Park Road,Apr-Jun,2025,9357.26
Jesal Park Road,Jul-Sep,2025,9321.64
Jesal Park Road,Oct-Dec,2025,8551.42
Jesal Park Road,Jan-Mar,2026,8219.22
Jesal Park Road,Apr-Jun,2026,8213.44
Jesal Park Road,Jul-Sep,2026,8255.3
Jesal Park Road,Oct-Dec,2026,8218.99
Jesal Park Road,Jan-Mar,2027,8270
Jesal Park Road,Apr-Jun,2027,8311.86
Jesal Park Road,Jul-Sep,2027,8336
Jesal Park Road,Oct-Dec,2027,8373
Jesal Park Road,Jan-Mar,2028,8482.61
Jesal Park Road,Apr-Jun,2028,8512.97
Jesal Park Road,Jul-Sep,2028,8550.97
Jesal Park Road,Oct-Dec,2028,8570.5
Jesal Park Road,Jan-Mar,2029,8680.5
Jesal Park Road,Apr-Jun,2029,8705.44
Jesal Park Road,Jul-Sep,2029,8738.86
Jesal Park Road,Oct-Dec,2029,8794.02
Jesal Park Road,Jan-Mar,2030,9022.96
Jesal Park Road,Apr-Jun,2030,9027.48
Jesal Park Road,Jul-Sep,2030,9171.05
Jesal Park Road,Oct-Dec,2030,9153.65
Jogeshwari,Jan-Mar,2024,19647.73
Jogeshwari,Apr-Jun,2024,19306.29
Jogeshwari,Jul-Sep,2024,19425.05
Jogeshwari,Oct-Dec,2024,19491.64
Jogeshwari,Jan-Mar,2025,19447.22
Jogeshwari,Apr-Jun,2025,20189.53
Jogeshwari,Jul-Sep,2025,20509.32
Jogeshwari,Oct-Dec,2025,20439.38
Jogeshwari,Jan-Mar,2026,18984.19
Jogeshwari,Apr-Jun,2026,19139.3
Jogeshwari,Jul-Sep,2026,19219.02
Jogeshwari,Oct-Dec,2026,19423.5
Jogeshwari,Jan-Mar,2027,17920.46
Jogeshwari,Apr-Jun,2027,18093.16
Jogeshwari,Jul-Sep,2027,18099.88
Jogeshwari,Oct-Dec,2027,18522.55
Jogeshwari,Jan-Mar,2028,18190.96
Jogeshwari,Apr-Jun,2028,18885.68
Jogeshwari,Jul-Sep,2028,19021.91
Jogeshwari,Oct-Dec,2028,19368.3
Jogeshwari,Jan-Mar,2029,18303.73
Jogeshwari,Apr-Jun,2029,18651.11
Jogeshwari,Jul-Sep,2029,18747.02
Jogeshwari,Oct-Dec,2029,18891.4
Jogeshwari,Jan-Mar,2030,19647.73
Jogeshwari,Apr-Jun,2030,19306.29
Jogeshwari,Jul-Sep,2030,19425.05
Jogeshwari,Oct-Dec,2030,19491.64
Jogeshwari East,Jan-Mar,2024,19180.74
Jogeshwari East,Apr-Jun,2024,18795.68
Jogeshwari East,Jul-Sep,2024,18158.2
Jogeshwari East,Oct-Dec,2024,18145.77
Jogeshwari East,Jan-Mar,2025,18398.9
Jogeshwari East,Apr-Jun,2025,18817.93
Jogeshwari East,Jul-Sep,2025,19049.57
Jogeshwari East,Oct-Dec,2025,18965.72
Jogeshwari East,Jan-Mar,2026,18604.38
Jogeshwari East,Apr-Jun,2026,18569.41
Jogeshwari East,Jul-Sep,2026,18341.92
Jogeshwari East,Oct-Dec,2026,18436.61
Jogeshwari East,Jan-Mar,2027,18375.21
Jogeshwari East,Apr-Jun,2027,18211.23
Jogeshwari East,Jul-Sep,2027,18108.52
Jogeshwari East,Oct-Dec,2027,18594.03
Jogeshwari East,Jan-Mar,2028,18981
Jogeshwari East,Apr-Jun,2028,19504.61
Jogeshwari East,Jul-Sep,2028,19657.79
Jogeshwari East,Oct-Dec,2028,19913.7
Jogeshwari East,Jan-Mar,2029,18392.22
Jogeshwari East,Apr-Jun,2029,18589.3
Jogeshwari East,Jul-Sep,2029,18622.52
Jogeshwari East,Oct-Dec,2029,18750.8
Jogeshwari East,Jan-Mar,2030,19180.74
Jogeshwari East,Apr-Jun,2030,18795.68
Jogeshwari East,Jul-Sep,2030,18158.2
Jogeshwari East,Oct-Dec,2030,18145.77
Jogeshwari Vikhroli Link Road,Jan-Mar,2024,21253.01
Jogeshwari Vikhroli Link Road,Apr-Jun,2024,21664.42
Jogeshwari Vikhroli Link Road,Jul-Sep,2024,22091.62
Jogeshwari Vikhroli Link Road,Oct-Dec,2024,21906.93
Jogeshwari Vikhroli Link Road,Jan-Mar,2025,20998.69
Jogeshwari Vikhroli Link Road,Apr-Jun,2025,21464.97
Jogeshwari Vikhroli Link Road,Jul-Sep,2025,21964.28
Jogeshwari Vikhroli Link Road,Oct-Dec,2025,21832.48
Jogeshwari Vikhroli Link Road,Jan-Mar,2026,20174.8
Jogeshwari Vikhroli Link Road,Apr-Jun,2026,20482.12
Jogeshwari Vikhroli Link Road,Jul-Sep,2026,20808.47
Jogeshwari Vikhroli Link Road,Oct-Dec,2026,20821.38
Jogeshwari Vikhroli Link Road,Jan-Mar,2027,18829.86
Jogeshwari Vikhroli Link Road,Apr-Jun,2027,18975.98
Jogeshwari Vikhroli Link Road,Jul-Sep,2027,19098.61
Jogeshwari Vikhroli Link Road,Oct-Dec,2027,19472.63
Jogeshwari Vikhroli Link Road,Jan-Mar,2028,20061.56
Jogeshwari Vikhroli Link Road,Apr-Jun,2028,20480.66
Jogeshwari Vikhroli Link Road,Jul-Sep,2028,20569.44
Jogeshwari Vikhroli Link Road,Oct-Dec,2028,20798.16
Jogeshwari Vikhroli Link Road,Jan-Mar,2029,20176.05
Jogeshwari Vikhroli Link Road,Apr-Jun,2029,20705.89
Jogeshwari Vikhroli Link Road,Jul-Sep,2029,20748.15
Jogeshwari Vikhroli Link Road,Oct-Dec,2029,20738.32
Jogeshwari Vikhroli Link Road,Jan-Mar,2030,21253.01
Jogeshwari Vikhroli Link Road,Apr-Jun,2030,21664.42
Jogeshwari Vikhroli Link Road,Jul-Sep,2030,22091.62
Jogeshwari Vikhroli Link Road,Oct-Dec,2030,21906.93
Jogeshwari West,Jan-Mar,2024,19803.73
Jogeshwari West,Apr-Jun,2024,19847.08
Jogeshwari West,Jul-Sep,2024,20175.19
Jogeshwari West,Oct-Dec,2024,20230.72
Jogeshwari West,Jan-Mar,2025,20576.7
Jogeshwari West,Apr-Jun,2025,20746.54
Jogeshwari West,Jul-Sep,2025,21215.53
Jogeshwari West,Oct-Dec,2025,21111.55
Jogeshwari West,Jan-Mar,2026,19333.08
Jogeshwari West,Apr-Jun,2026,19548.61
Jogeshwari West,Jul-Sep,2026,19824.11
Jogeshwari West,Oct-Dec,2026,19889.98
Jogeshwari West,Jan-Mar,2027,17441.61
Jogeshwari West,Apr-Jun,2027,17904.19
Jogeshwari West,Jul-Sep,2027,18051.58
Jogeshwari West,Oct-Dec,2027,18430.09
Jogeshwari West,Jan-Mar,2028,17458.38
Jogeshwari West,Apr-Jun,2028,17841.04
Jogeshwari West,Jul-Sep,2028,18136.51
Jogeshwari West,Oct-Dec,2028,18611.42
Jogeshwari West,Jan-Mar,2029,18703.44
Jogeshwari West,Apr-Jun,2029,18705.8
Jogeshwari West,Jul-Sep,2029,18787.14
Jogeshwari West,Oct-Dec,2029,18832.25
Jogeshwari West,Jan-Mar,2030,19803.73
Jogeshwari West,Apr-Jun,2030,19847.08
Jogeshwari West,Jul-Sep,2030,20175.19
Jogeshwari West,Oct-Dec,2030,20230.72
JP Road,Jan-Mar,2024,25380.84
JP Road,Apr-Jun,2024,25400.84
JP Road,Jul-Sep,2024,25492.11
JP Road,Oct-Dec,2024,24941.42
JP Road,Jan-Mar,2025,25888.32
JP Road,Apr-Jun,2025,25890.39
JP Road,Jul-Sep,2025,26115.86
JP Road,Oct-Dec,2025,24408.3
JP Road,Jan-Mar,2026,23820.03
JP Road,Apr-Jun,2026,23857.29
JP Road,Jul-Sep,2026,23916.77
JP Road,Oct-Dec,2026,23892.02
JP Road,Jan-Mar,2027,24036
JP Road,Apr-Jun,2027,24114.26
JP Road,Jul-Sep,2027,24122
JP Road,Oct-Dec,2027,24216
JP Road,Jan-Mar,2028,24464.26
JP Road,Apr-Jun,2028,24545.78
JP Road,Jul-Sep,2028,24612.02
JP Road,Oct-Dec,2028,24509.02
JP Road,Jan-Mar,2029,24837
JP Road,Apr-Jun,2029,24880
JP Road,Jul-Sep,2029,24981
JP Road,Oct-Dec,2029,24948.1
JP Road,Jan-Mar,2030,25380.84
JP Road,Apr-Jun,2030,25400.84
JP Road,Jul-Sep,2030,25492.11
JP Road,Oct-Dec,2030,24941.42
Juhu,Jan-Mar,2024,40705.64
Juhu,Apr-Jun,2024,41059.6
Juhu,Jul-Sep,2024,41634.74
Juhu,Oct-Dec,2024,41384.36
Juhu,Jan-Mar,2025,41951.87
Juhu,Apr-Jun,2025,42586.85
Juhu,Jul-Sep,2025,42584.69
Juhu,Oct-Dec,2025,42318.49
Juhu,Jan-Mar,2026,40791.6
Juhu,Apr-Jun,2026,41318.91
Juhu,Jul-Sep,2026,41566.45
Juhu,Oct-Dec,2026,41400.82
Juhu,Jan-Mar,2027,35354.68
Juhu,Apr-Jun,2027,36298.63
Juhu,Jul-Sep,2027,35640.63
Juhu,Oct-Dec,2027,36392.53
Juhu,Jan-Mar,2028,35846.33
Juhu,Apr-Jun,2028,36319.56
Juhu,Jul-Sep,2028,36472.09
Juhu,Oct-Dec,2028,37192.12
Juhu,Jan-Mar,2029,37971.51
Juhu,Apr-Jun,2029,38237.61
Juhu,Jul-Sep,2029,38189.88
Juhu,Oct-Dec,2029,38375.06
Juhu,Jan-Mar,2030,40705.64
Juhu,Apr-Jun,2030,41059.6
Juhu,Jul-Sep,2030,41634.74
Juhu,Oct-Dec,2030,41384.36
Juhu Scheme,Jan-Mar,2024,46368.56
Juhu Scheme,Apr-Jun,2024,46446.89
Juhu Scheme,Jul-Sep,2024,46069.875
Juhu Scheme,Oct-Dec,2024,45861.25
Juhu Scheme,Jan-Mar,2025,46637.365
Juhu Scheme,Apr-Jun,2025,46641.465
Juhu Scheme,Jul-Sep,2025,45169.97143
Juhu Scheme,Oct-Dec,2025,43699.07143
Juhu Scheme,Jan-Mar,2026,42858.9
Juhu Scheme,Apr-Jun,2026,43017
Juhu Scheme,Jul-Sep,2026,43000
Juhu Scheme,Oct-Dec,2026,43122
Juhu Scheme,Jan-Mar,2027,43168.01
Juhu Scheme,Apr-Jun,2027,43357.55
Juhu Scheme,Jul-Sep,2027,43661
Juhu Scheme,Oct-Dec,2027,43886
Juhu Scheme,Jan-Mar,2028,44419.6
Juhu Scheme,Apr-Jun,2028,44518.81
Juhu Scheme,Jul-Sep,2028,44515.5
Juhu Scheme,Oct-Dec,2028,44582
Juhu Scheme,Jan-Mar,2029,44912.6
Juhu Scheme,Apr-Jun,2029,45079.81
Juhu Scheme,Jul-Sep,2029,45398
Juhu Scheme,Oct-Dec,2029,45417
Juhu Scheme,Jan-Mar,2030,46368.56
Juhu Scheme,Apr-Jun,2030,46446.89
Juhu Scheme,Jul-Sep,2030,46069.875
Juhu Scheme,Oct-Dec,2030,45861.25
Juhu Tara Road,Jan-Mar,2024,25681.06
Juhu Tara Road,Apr-Jun,2024,25436.37
Juhu Tara Road,Jul-Sep,2024,25762.85
Juhu Tara Road,Oct-Dec,2024,24981.2
Juhu Tara Road,Jan-Mar,2025,28441.27567
Juhu Tara Road,Apr-Jun,2025,28455.70567
Juhu Tara Road,Jul-Sep,2025,29611.56051
Juhu Tara Road,Oct-Dec,2025,31249.9875
Juhu Tara Road,Jan-Mar,2026,32155.19
Juhu Tara Road,Apr-Jun,2026,32133.72
Juhu Tara Road,Jul-Sep,2026,33034.96643
Juhu Tara Road,Oct-Dec,2026,32704.77
Juhu Tara Road,Jan-Mar,2027,34792
Juhu Tara Road,Apr-Jun,2027,35019.46
Juhu Tara Road,Jul-Sep,2027,35477.46
Juhu Tara Road,Oct-Dec,2027,35190
Juhu Tara Road,Jan-Mar,2028,36844.7
Juhu Tara Road,Apr-Jun,2028,36896.62
Juhu Tara Road,Jul-Sep,2028,37252.98667
Juhu Tara Road,Oct-Dec,2028,36510
Juhu Tara Road,Jan-Mar,2029,36928.78
Juhu Tara Road,Apr-Jun,2029,36199.69
Juhu Tara Road,Jul-Sep,2029,35412.43
Juhu Tara Road,Oct-Dec,2029,28527.88
Juhu Tara Road,Jan-Mar,2030,25681.06
Juhu Tara Road,Apr-Jun,2030,25436.37
Juhu Tara Road,Jul-Sep,2030,25762.85
Juhu Tara Road,Oct-Dec,2030,24981.2
Juhu Versova Link Road,Jan-Mar,2024,26266.28
Juhu Versova Link Road,Apr-Jun,2024,26486.15
Juhu Versova Link Road,Jul-Sep,2024,26793.9165
Juhu Versova Link Road,Oct-Dec,2024,26493.805
Juhu Versova Link Road,Jan-Mar,2025,27527.4794
Juhu Versova Link Road,Apr-Jun,2025,27622.66774
Juhu Versova Link Road,Jul-Sep,2025,26787.77138
Juhu Versova Link Road,Oct-Dec,2025,26192.6025
Juhu Versova Link Road,Jan-Mar,2026,25825.89
Juhu Versova Link Road,Apr-Jun,2026,25915.33
Juhu Versova Link Road,Jul-Sep,2026,25904.91833
Juhu Versova Link Road,Oct-Dec,2026,25928.01
Juhu Versova Link Road,Jan-Mar,2027,26354
Juhu Versova Link Road,Apr-Jun,2027,26467
Juhu Versova Link Road,Jul-Sep,2027,26638
Juhu Versova Link Road,Oct-Dec,2027,26784
Juhu Versova Link Road,Jan-Mar,2028,27066.59
Juhu Versova Link Road,Apr-Jun,2028,27084.47
Juhu Versova Link Road,Jul-Sep,2028,27268.02333
Juhu Versova Link Road,Oct-Dec,2028,27323.12333
Juhu Versova Link Road,Jan-Mar,2029,27781.4
Juhu Versova Link Road,Apr-Jun,2029,27951.34
Juhu Versova Link Road,Jul-Sep,2029,28582.9
Juhu Versova Link Road,Oct-Dec,2029,28267.21
Juhu Versova Link Road,Jan-Mar,2030,26266.28
Juhu Versova Link Road,Apr-Jun,2030,26486.15
Juhu Versova Link Road,Jul-Sep,2030,26793.9165
Juhu Versova Link Road,Oct-Dec,2030,26493.805
JVPD Scheme,Jan-Mar,2024,41987.16
JVPD Scheme,Apr-Jun,2024,42206.12
JVPD Scheme,Jul-Sep,2024,41945.14
JVPD Scheme,Oct-Dec,2024,41120.48
JVPD Scheme,Jan-Mar,2025,42034.21
JVPD Scheme,Apr-Jun,2025,42341.83
JVPD Scheme,Jul-Sep,2025,41656.25
JVPD Scheme,Oct-Dec,2025,40275.15
JVPD Scheme,Jan-Mar,2026,40049.92
JVPD Scheme,Apr-Jun,2026,40231.69
JVPD Scheme,Jul-Sep,2026,40138.33
JVPD Scheme,Oct-Dec,2026,39586.69
JVPD Scheme,Jan-Mar,2027,37011.4
JVPD Scheme,Apr-Jun,2027,37005.01
JVPD Scheme,Jul-Sep,2027,36813.86
JVPD Scheme,Oct-Dec,2027,37481.04
JVPD Scheme,Jan-Mar,2028,37401.34
JVPD Scheme,Apr-Jun,2028,37392.11
JVPD Scheme,Jul-Sep,2028,37469.55
JVPD Scheme,Oct-Dec,2028,37989.35
JVPD Scheme,Jan-Mar,2029,39910.14
JVPD Scheme,Apr-Jun,2029,40386.85
JVPD Scheme,Jul-Sep,2029,40420.19
JVPD Scheme,Oct-Dec,2029,40811.65
JVPD Scheme,Jan-Mar,2030,41987.16
JVPD Scheme,Apr-Jun,2030,42206.12
JVPD Scheme,Jul-Sep,2030,41945.14
JVPD Scheme,Oct-Dec,2030,41120.48
Kalina,Jan-Mar,2024,22754.41
Kalina,Apr-Jun,2024,22933.23
Kalina,Jul-Sep,2024,23223.42
Kalina,Oct-Dec,2024,22805.35
Kalina,Jan-Mar,2025,23983.81333
Kalina,Apr-Jun,2025,24238.58333
Kalina,Jul-Sep,2025,23031.806
Kalina,Oct-Dec,2025,22075.44867
Kalina,Jan-Mar,2026,21753.82
Kalina,Apr-Jun,2026,22148.03
Kalina,Jul-Sep,2026,22599.18
Kalina,Oct-Dec,2026,22617.15
Kalina,Jan-Mar,2027,22329
Kalina,Apr-Jun,2027,22122.06
Kalina,Jul-Sep,2027,22336.26
Kalina,Oct-Dec,2027,22426.69
Kalina,Jan-Mar,2028,22847.66
Kalina,Apr-Jun,2028,22442.25
Kalina,Jul-Sep,2028,22486.79667
Kalina,Oct-Dec,2028,22390.76667
Kalina,Jan-Mar,2029,22378.37
Kalina,Apr-Jun,2029,22184.31
Kalina,Jul-Sep,2029,22455.42
Kalina,Oct-Dec,2029,22416.81
Kalina,Jan-Mar,2030,22754.41
Kalina,Apr-Jun,2030,22933.23
Kalina,Jul-Sep,2030,23223.42
Kalina,Oct-Dec,2030,22805.35
Kanchpada,Jan-Mar,2024,20316.46
Kanchpada,Apr-Jun,2024,20459.04
Kanchpada,Jul-Sep,2024,20472.8
Kanchpada,Oct-Dec,2024,21249.97
Kanchpada,Jan-Mar,2025,17349.66
Kanchpada,Apr-Jun,2025,17215.49
Kanchpada,Jul-Sep,2025,16841.32
Kanchpada,Oct-Dec,2025,16972.35
Kanchpada,Jan-Mar,2026,16920.11
Kanchpada,Apr-Jun,2026,16821.24
Kanchpada,Jul-Sep,2026,17077.52
Kanchpada,Oct-Dec,2026,17556.98
Kanchpada,Jan-Mar,2027,17774.51
Kanchpada,Apr-Jun,2027,17561.07
Kanchpada,Jul-Sep,2027,17540.72
Kanchpada,Oct-Dec,2027,17816.48
Kanchpada,Jan-Mar,2028,17982.41
Kanchpada,Apr-Jun,2028,17791.61
Kanchpada,Jul-Sep,2028,17820.91
Kanchpada,Oct-Dec,2028,17979.82
Kanchpada,Jan-Mar,2029,19442.66
Kanchpada,Apr-Jun,2029,19204.25
Kanchpada,Jul-Sep,2029,19369.7
Kanchpada,Oct-Dec,2029,20123.41
Kanchpada,Jan-Mar,2030,20316.46
Kanchpada,Apr-Jun,2030,20459.04
Kanchpada,Jul-Sep,2030,20472.8
Kanchpada,Oct-Dec,2030,21249.97
Kandivali,Jan-Mar,2024,17237.04
Kandivali,Apr-Jun,2024,17568.71
Kandivali,Jul-Sep,2024,17794.775
Kandivali,Oct-Dec,2024,17797.27
Kandivali,Jan-Mar,2025,18585.90667
Kandivali,Apr-Jun,2025,18886.67667
Kandivali,Jul-Sep,2025,18547.15583
Kandivali,Oct-Dec,2025,15611.66
Kandivali,Jan-Mar,2026,15670.3
Kandivali,Apr-Jun,2026,15883.3
Kandivali,Jul-Sep,2026,15814.16
Kandivali,Oct-Dec,2026,15803.53
Kandivali,Jan-Mar,2027,15724.03
Kandivali,Apr-Jun,2027,15780.48
Kandivali,Jul-Sep,2027,15815.61
Kandivali,Oct-Dec,2027,15933.71
Kandivali,Jan-Mar,2028,15798.07
Kandivali,Apr-Jun,2028,15897.98
Kandivali,Jul-Sep,2028,16091.21
Kandivali,Oct-Dec,2028,16332.6
Kandivali,Jan-Mar,2029,16448.06
Kandivali,Apr-Jun,2029,16554.89
Kandivali,Jul-Sep,2029,16810.75
Kandivali,Oct-Dec,2029,16905.87
Kandivali,Jan-Mar,2030,17237.04
Kandivali,Apr-Jun,2030,17568.71
Kandivali,Jul-Sep,2030,17794.775
Kandivali,Oct-Dec,2030,17797.27
Kandivali East,Jan-Mar,2024,17357.74
Kandivali East,Apr-Jun,2024,17972.88
Kandivali East,Jul-Sep,2024,18320.25
Kandivali East,Oct-Dec,2024,18264.77
