location,quarter,year,avg_price
Chunabhatti,Jan-Mar,2025,21607.67
Chunabhatti,Apr-Jun,2025,21321.11
Chunabhatti,Jul-Sep,2025,18778.4
Chunabhatti,Oct-Dec,2025,17808.28
Chunabhatti,Jan-Mar,2026,17792.5
Chunabhatti,Apr-Jun,2026,17769.83
Chunabhatti,Jul-Sep,2026,17652
Chunabhatti,Oct-Dec,2026,17957.12
Chunabhatti,Jan-Mar,2027,18163.5
Chunabhatti,Apr-Jun,2027,18256.64
Chunabhatti,Jul-Sep,2027,18427.9
Chunabhatti,Oct-Dec,2027,18824.26
Chunabhatti,Jan-Mar,2028,19383.01
Chunabhatti,Apr-Jun,2028,19507.79
Chunabhatti,Jul-Sep,2028,19337.69
Chunabhatti,Oct-Dec,2028,19447.03
Chunabhatti,Jan-Mar,2029,20311.99
Chunabhatti,Apr-Jun,2029,20503.56
Chunabhatti,Jul-Sep,2029,20736.27
Chunabhatti,Oct-Dec,2029,21007.16
Chunabhatti,Jan-Mar,2030,21503.66
Chunabhatti,Apr-Jun,2030,21607.15
Chunabhatti,Jul-Sep,2030,20366.76
Chunabhatti,Oct-Dec,2030,19952.45
Cuffe Parade,Jan-Mar,2024,55713.06
Cuffe Parade,Apr-Jun,2024,55996.995
Cuffe Parade,Jul-Sep,2024,55113.27167
Cuffe Parade,Oct-Dec,2024,55382.105
Cuffe Parade,Jan-Mar,2025,57443.02517
Cuffe Parade,Apr-Jun,2025,57356.33283
Cuffe Parade,Jul-Sep,2025,57931.7995
Cuffe Parade,Oct-Dec,2025,58679.00983
Cuffe Parade,Jan-Mar,2026,57585.77
Cuffe Parade,Apr-Jun,2026,57180.11
Cuffe Parade,Jul-Sep,2026,54196.28667
Cuffe Parade,Oct-Dec,2026,53721.28
Cuffe Parade,Jan-Mar,2027,53690.64
Cuffe Parade,Apr-Jun,2027,53306.61
Cuffe Parade,Jul-Sep,2027,53697.96
Cuffe Parade,Oct-Dec,2027,53675.83
Cuffe Parade,Jan-Mar,2028,57511.73
Cuffe Parade,Apr-Jun,2028,56596.88
Cuffe Parade,Jul-Sep,2028,56632.785
Cuffe Parade,Oct-Dec,2028,57144.37
Cuffe Parade,Jan-Mar,2029,57229.05
Cuffe Parade,Apr-Jun,2029,57673.68
Cuffe Parade,Jul-Sep,2029,56825.81
Cuffe Parade,Oct-Dec,2029,55880.79
Cuffe Parade,Jan-Mar,2030,55713.06
Cuffe Parade,Apr-Jun,2030,55996.995
Cuffe Parade,Jul-Sep,2030,55113.27167
Cuffe Parade,Oct-Dec,2030,55382.105
Cumballa Hill,Jan-Mar,2024,54554.4
Cumballa Hill,Apr-Jun,2024,55549.99
Cumballa Hill,Jul-Sep,2024,54758.33
Cumballa Hill,Oct-Dec,2024,54747.9
Cumballa Hill,Jan-Mar,2025,55030.52
Cumballa Hill,Apr-Jun,2025,54862.11
Cumballa Hill,Jul-Sep,2025,56427.78
Cumballa Hill,Oct-Dec,2025,56339.78
Cumballa Hill,Jan-Mar,2026,56264.08
Cumballa Hill,Apr-Jun,2026,56612.3
Cumballa Hill,Jul-Sep,2026,57959.54
Cumballa Hill,Oct-Dec,2026,54373.23
Cumballa Hill,Jan-Mar,2027,52707
Cumballa Hill,Apr-Jun,2027,52970.91
Cumballa Hill,Jul-Sep,2027,52143.84
Cumballa Hill,Oct-Dec,2027,52172.05
Cumballa Hill,Jan-Mar,2028,53767.2
Cumballa Hill,Apr-Jun,2028,53408.56
Cumballa Hill,Jul-Sep,2028,52550.24
Cumballa Hill,Oct-Dec,2028,52610.96
Cumballa Hill,Jan-Mar,2029,53539.8
Cumballa Hill,Apr-Jun,2029,53867.82
Cumballa Hill,Jul-Sep,2029,53017.7
Cumballa Hill,Oct-Dec,2029,52991.84
Cumballa Hill,Jan-Mar,2030,54554.4
Cumballa Hill,Apr-Jun,2030,55549.99
Cumballa Hill,Jul-Sep,2030,54758.33
Cumballa Hill,Oct-Dec,2030,54747.9
Dadar,Jan-Mar,2024,34983.09
Dadar,Apr-Jun,2024,34962.08
Dadar,Jul-Sep,2024,35626.99733
Dadar,Oct-Dec,2024,34468.79
Dadar,Jan-Mar,2025,37580.91333
Dadar,Apr-Jun,2025,37578.855
Dadar,Jul-Sep,2025,35685.26588
Dadar,Oct-Dec,2025,33213.68083
Dadar,Jan-Mar,2026,32013.24
Dadar,Apr-Jun,2026,32372.84
Dadar,Jul-Sep,2026,32270.91
Dadar,Oct-Dec,2026,31612.14
Dadar,Jan-Mar,2027,30869.76
Dadar,Apr-Jun,2027,30947.64
Dadar,Jul-Sep,2027,31432.93
Dadar,Oct-Dec,2027,31482.24
Dadar,Jan-Mar,2028,33173.59
Dadar,Apr-Jun,2028,32804.49
Dadar,Jul-Sep,2028,32914.945
Dadar,Oct-Dec,2028,33497.78
Dadar,Jan-Mar,2029,33929.75
Dadar,Apr-Jun,2029,33648.72
Dadar,Jul-Sep,2029,33407.55
Dadar,Oct-Dec,2029,33656.46
Dadar,Jan-Mar,2030,34983.09
Dadar,Apr-Jun,2030,34962.08
Dadar,Jul-Sep,2030,35626.99733
Dadar,Oct-Dec,2030,34468.79
Dadar East,Jan-Mar,2024,34239.91
Dadar East,Apr-Jun,2024,34328.87
Dadar East,Jul-Sep,2024,33581.3965
Dadar East,Oct-Dec,2024,32837.205
Dadar East,Jan-Mar,2025,35369.96167
Dadar East,Apr-Jun,2025,35579.39667
Dadar East,Jul-Sep,2025,33746.29702
Dadar East,Oct-Dec,2025,31578.16048
Dadar East,Jan-Mar,2026,31378.24
Dadar East,Apr-Jun,2026,31727.59
Dadar East,Jul-Sep,2026,31760.17
Dadar East,Oct-Dec,2026,31430.74
Dadar East,Jan-Mar,2027,29756.54
Dadar East,Apr-Jun,2027,29549.62
Dadar East,Jul-Sep,2027,30306.67
Dadar East,Oct-Dec,2027,30650.19
Dadar East,Jan-Mar,2028,31806.39
Dadar East,Apr-Jun,2028,31287.75
Dadar East,Jul-Sep,2028,31228.53667
Dadar East,Oct-Dec,2028,31598.37
Dadar East,Jan-Mar,2029,32238.76
Dadar East,Apr-Jun,2029,31635.29
Dadar East,Jul-Sep,2029,31578.92333
Dadar East,Oct-Dec,2029,31548.02
Dadar East,Jan-Mar,2030,34239.91
Dadar East,Apr-Jun,2030,34328.87
Dadar East,Jul-Sep,2030,33581.3965
Dadar East,Oct-Dec,2030,32837.205
Dadar West,Jan-Mar,2024,37122
Dadar West,Apr-Jun,2024,37242.52
Dadar West,Jul-Sep,2024,38027.215
Dadar West,Oct-Dec,2024,38903.675
Dadar West,Jan-Mar,2025,38596.085
Dadar West,Apr-Jun,2025,38903.015
Dadar West,Jul-Sep,2025,37411.12036
Dadar West,Oct-Dec,2025,35820.952
Dadar West,Jan-Mar,2026,33415.03
Dadar West,Apr-Jun,2026,33413.41
Dadar West,Jul-Sep,2026,33202.88
Dadar West,Oct-Dec,2026,33273.37
Dadar West,Jan-Mar,2027,33918.61
Dadar West,Apr-Jun,2027,33864.73
Dadar West,Jul-Sep,2027,33871.07
Dadar West,Oct-Dec,2027,34168.69
Dadar West,Jan-Mar,2028,34935.88
Dadar West,Apr-Jun,2028,34530.46
Dadar West,Jul-Sep,2028,35440.06
Dadar West,Oct-Dec,2028,35833.9
Dadar West,Jan-Mar,2029,36059.95
Dadar West,Apr-Jun,2029,36007.1
Dadar West,Jul-Sep,2029,36232.5
Dadar West,Oct-Dec,2029,36876.32
Dadar West,Jan-Mar,2030,37122
Dadar West,Apr-Jun,2030,37242.52
Dadar West,Jul-Sep,2030,38027.215
Dadar West,Oct-Dec,2030,38903.675
Dahanukar Wadi,Jan-Mar,2024,18167.17333
Dahanukar Wadi,Apr-Jun,2024,18114.53333
Dahanukar Wadi,Jul-Sep,2024,18333.92367
Dahanukar Wadi,Oct-Dec,2024,18061.17533
Dahanukar Wadi,Jan-Mar,2025,17164.10788
Dahanukar Wadi,Apr-Jun,2025,17205.20538
Dahanukar Wadi,Jul-Sep,2025,17378.91788
Dahanukar Wadi,Oct-Dec,2025,17443.87988
Dahanukar Wadi,Jan-Mar,2026,15535.17
Dahanukar Wadi,Apr-Jun,2026,15689.33
Dahanukar Wadi,Jul-Sep,2026,16059.28333
Dahanukar Wadi,Oct-Dec,2026,16444.2
Dahanukar Wadi,Jan-Mar,2027,16103.53
Dahanukar Wadi,Apr-Jun,2027,15848.32
Dahanukar Wadi,Jul-Sep,2027,16059.15
Dahanukar Wadi,Oct-Dec,2027,16252.21
Dahanukar Wadi,Jan-Mar,2028,16344.075
Dahanukar Wadi,Apr-Jun,2028,16360.515
Dahanukar Wadi,Jul-Sep,2028,16656.249
Dahanukar Wadi,Oct-Dec,2028,16959.504
Dahanukar Wadi,Jan-Mar,2029,17071.17
Dahanukar Wadi,Apr-Jun,2029,17088.78
Dahanukar Wadi,Jul-Sep,2029,17474.155
Dahanukar Wadi,Oct-Dec,2029,17544.7
Dahanukar Wadi,Jan-Mar,2030,18167.17333
Dahanukar Wadi,Apr-Jun,2030,18114.53333
Dahanukar Wadi,Jul-Sep,2030,18333.92367
Dahanukar Wadi,Oct-Dec,2030,18061.17533
Dahisar,Jan-Mar,2024,14860.83
Dahisar,Apr-Jun,2024,15317.74
Dahisar,Jul-Sep,2024,15345.6
Dahisar,Oct-Dec,2024,16169.79
Dahisar,Jan-Mar,2025,16504.43
Dahisar,Apr-Jun,2025,16712.79
Dahisar,Jul-Sep,2025,15875.3865
Dahisar,Oct-Dec,2025,14426.301
Dahisar,Jan-Mar,2026,13210.04
Dahisar,Apr-Jun,2026,13170.6
Dahisar,Jul-Sep,2026,12848.88
Dahisar,Oct-Dec,2026,12840.86
Dahisar,Jan-Mar,2027,12906.58
Dahisar,Apr-Jun,2027,13136.51
Dahisar,Jul-Sep,2027,13008.14
Dahisar,Oct-Dec,2027,12877.56
Dahisar,Jan-Mar,2028,13812.74
Dahisar,Apr-Jun,2028,13854.54
Dahisar,Jul-Sep,2028,14044.62
Dahisar,Oct-Dec,2028,14053.36
Dahisar,Jan-Mar,2029,14546.08
Dahisar,Apr-Jun,2029,14612.47
Dahisar,Jul-Sep,2029,14739.96
Dahisar,Oct-Dec,2029,14937.57
Dahisar,Jan-Mar,2030,14860.83
Dahisar,Apr-Jun,2030,15317.74
Dahisar,Jul-Sep,2030,15345.6
Dahisar,Oct-Dec,2030,16169.79
Dahisar East,Jan-Mar,2024,13768.61
Dahisar East,Apr-Jun,2024,13894.09
Dahisar East,Jul-Sep,2024,14028.65
Dahisar East,Oct-Dec,2024,14844.75
Dahisar East,Jan-Mar,2025,15333.15
Dahisar East,Apr-Jun,2025,15578.91
Dahisar East,Jul-Sep,2025,15718.2725
Dahisar East,Oct-Dec,2025,14608.075
Dahisar East,Jan-Mar,2026,12111.32
Dahisar East,Apr-Jun,2026,12104.09
Dahisar East,Jul-Sep,2026,12001.95
Dahisar East,Oct-Dec,2026,11995.01
Dahisar East,Jan-Mar,2027,12141.87
Dahisar East,Apr-Jun,2027,12179.29
Dahisar East,Jul-Sep,2027,12119.68
Dahisar East,Oct-Dec,2027,12110.58
Dahisar East,Jan-Mar,2028,12606.05
Dahisar East,Apr-Jun,2028,12671.29
Dahisar East,Jul-Sep,2028,12831.12
Dahisar East,Oct-Dec,2028,12803.29
Dahisar East,Jan-Mar,2029,13215.06
Dahisar East,Apr-Jun,2029,13400.96
Dahisar East,Jul-Sep,2029,13584.61
Dahisar East,Oct-Dec,2029,14154.36
Dahisar East,Jan-Mar,2030,13768.61
Dahisar East,Apr-Jun,2030,13894.09
Dahisar East,Jul-Sep,2030,14028.65
Dahisar East,Oct-Dec,2030,14844.75
Dahisar West,Jan-Mar,2024,17864.1
Dahisar West,Apr-Jun,2024,18387.23
Dahisar West,Jul-Sep,2024,19004.01
Dahisar West,Oct-Dec,2024,18632.28
Dahisar West,Jan-Mar,2025,18357.68667
Dahisar West,Apr-Jun,2025,18608.10667
Dahisar West,Jul-Sep,2025,17877.07
Dahisar West,Oct-Dec,2025,16401.53667
Dahisar West,Jan-Mar,2026,15272.39
Dahisar West,Apr-Jun,2026,15269.21
Dahisar West,Jul-Sep,2026,15355.31
Dahisar West,Oct-Dec,2026,15425.45
Dahisar West,Jan-Mar,2027,15615.18
Dahisar West,Apr-Jun,2027,15723.54
Dahisar West,Jul-Sep,2027,15802.67
Dahisar West,Oct-Dec,2027,15839.49
Dahisar West,Jan-Mar,2028,16536.63667
Dahisar West,Apr-Jun,2028,16553.36667
Dahisar West,Jul-Sep,2028,16700.63
Dahisar West,Oct-Dec,2028,16423.64
Dahisar West,Jan-Mar,2029,16848.84
Dahisar West,Apr-Jun,2029,16987.59
Dahisar West,Jul-Sep,2029,17169.82
Dahisar West,Oct-Dec,2029,17256.22
Dahisar West,Jan-Mar,2030,17864.1
Dahisar West,Apr-Jun,2030,18387.23
Dahisar West,Jul-Sep,2030,19004.01
Dahisar West,Oct-Dec,2030,18632.28
Dattapada,Jan-Mar,2024,19305.75
Dattapada,Apr-Jun,2024,20067.96
Dattapada,Jul-Sep,2024,20561.95
Dattapada,Oct-Dec,2024,20037.7
Dattapada,Jan-Mar,2025,22267.1025
Dattapada,Apr-Jun,2025,23542.5875
Dattapada,Jul-Sep,2025,21172.4565
Dattapada,Oct-Dec,2025,20727.1605
Dattapada,Jan-Mar,2026,16427.58
Dattapada,Apr-Jun,2026,16661.95
Dattapada,Jul-Sep,2026,16564.24
Dattapada,Oct-Dec,2026,16700.54
Dattapada,Jan-Mar,2027,17707.38
Dattapada,Apr-Jun,2027,17736.33
Dattapada,Jul-Sep,2027,17181.68
Dattapada,Oct-Dec,2027,17089.17
Dattapada,Jan-Mar,2028,18286.86
Dattapada,Apr-Jun,2028,18546.71
Dattapada,Jul-Sep,2028,18629.76
Dattapada,Oct-Dec,2028,18461.98
Dattapada,Jan-Mar,2029,18821.88
Dattapada,Apr-Jun,2029,19103.96
Dattapada,Jul-Sep,2029,18695.55
Dattapada,Oct-Dec,2029,18596.41
Dattapada,Jan-Mar,2030,19305.75
Dattapada,Apr-Jun,2030,20067.96
Dattapada,Jul-Sep,2030,20561.95
Dattapada,Oct-Dec,2030,20037.7
Daulat Nagar Borivali East,Jan-Mar,2024,18285.09
Daulat Nagar Borivali East,Apr-Jun,2024,18460.42
Daulat Nagar Borivali East,Jul-Sep,2024,18652.11667
Daulat Nagar Borivali East,Oct-Dec,2024,18564.9
Daulat Nagar Borivali East,Jan-Mar,2025,17679.49252
Daulat Nagar Borivali East,Apr-Jun,2025,17985.65252
Daulat Nagar Borivali East,Jul-Sep,2025,17068.17502
Daulat Nagar Borivali East,Oct-Dec,2025,15793.16767
Daulat Nagar Borivali East,Jan-Mar,2026,15180
Daulat Nagar Borivali East,Apr-Jun,2026,15251.3
Daulat Nagar Borivali East,Jul-Sep,2026,15398.26
Daulat Nagar Borivali East,Oct-Dec,2026,15547.22
Daulat Nagar Borivali East,Jan-Mar,2027,15950.9
Daulat Nagar Borivali East,Apr-Jun,2027,16031.27
Daulat Nagar Borivali East,Jul-Sep,2027,16155.4
Daulat Nagar Borivali East,Oct-Dec,2027,16284.29
Daulat Nagar Borivali East,Jan-Mar,2028,16684
Daulat Nagar Borivali East,Apr-Jun,2028,16771
Daulat Nagar Borivali East,Jul-Sep,2028,17048.87
Daulat Nagar Borivali East,Oct-Dec,2028,17037.11
Daulat Nagar Borivali East,Jan-Mar,2029,17630.82
Daulat Nagar Borivali East,Apr-Jun,2029,17776.74
Daulat Nagar Borivali East,Jul-Sep,2029,17963.51
Daulat Nagar Borivali East,Oct-Dec,2029,18042.07
Daulat Nagar Borivali East,Jan-Mar,2030,18285.09
Daulat Nagar Borivali East,Apr-Jun,2030,18460.42
Daulat Nagar Borivali East,Jul-Sep,2030,18652.11667
Daulat Nagar Borivali East,Oct-Dec,2030,18564.9
Deonar Chembur,Jan-Mar,2024,23858.57667
Deonar Chembur,Apr-Jun,2024,24323.32667
Deonar Chembur,Jul-Sep,2024,24742.98267
Deonar Chembur,Oct-Dec,2024,24106.60467
Deonar Chembur,Jan-Mar,2025,23605.45133
Deonar Chembur,Apr-Jun,2025,23416.38133
Deonar Chembur,Jul-Sep,2025,23154.774
Deonar Chembur,Oct-Dec,2025,20522.86133
Deonar Chembur,Jan-Mar,2026,19584.01
Deonar Chembur,Apr-Jun,2026,19740.13
Deonar Chembur,Jul-Sep,2026,19767.3
Deonar Chembur,Oct-Dec,2026,20029.41
Deonar Chembur,Jan-Mar,2027,20889.27
Deonar Chembur,Apr-Jun,2027,20976.27
Deonar Chembur,Jul-Sep,2027,21101.85
Deonar Chembur,Oct-Dec,2027,21198.9
Deonar Chembur,Jan-Mar,2028,21742.36
Deonar Chembur,Apr-Jun,2028,21850.31
Deonar Chembur,Jul-Sep,2028,22069.66667
Deonar Chembur,Oct-Dec,2028,21962.33
Deonar Chembur,Jan-Mar,2029,22849.39
Deonar Chembur,Apr-Jun,2029,22857.61
Deonar Chembur,Jul-Sep,2029,23190.198
Deonar Chembur,Oct-Dec,2029,23309.818
Deonar Chembur,Jan-Mar,2030,23858.57667
Deonar Chembur,Apr-Jun,2030,24323.32667
Deonar Chembur,Jul-Sep,2030,24742.98267
Deonar Chembur,Oct-Dec,2030,24106.60467
Deonar Govandi East,Jan-Mar,2024,23258.68
Deonar Govandi East,Apr-Jun,2024,23935.22
Deonar Govandi East,Jul-Sep,2024,23946.25
Deonar Govandi East,Oct-Dec,2024,23372.47
Deonar Govandi East,Jan-Mar,2025,22953.295
Deonar Govandi East,Apr-Jun,2025,22753.905
Deonar Govandi East,Jul-Sep,2025,22080.04167
Deonar Govandi East,Oct-Dec,2025,20383.65
Deonar Govandi East,Jan-Mar,2026,19936.68
Deonar Govandi East,Apr-Jun,2026,20129.56
Deonar Govandi East,Jul-Sep,2026,20182.65
Deonar Govandi East,Oct-Dec,2026,20088.47
Deonar Govandi East,Jan-Mar,2027,20791.08
Deonar Govandi East,Apr-Jun,2027,20838.74
Deonar Govandi East,Jul-Sep,2027,20897.23
Deonar Govandi East,Oct-Dec,2027,20910.36
Deonar Govandi East,Jan-Mar,2028,21203.73
Deonar Govandi East,Apr-Jun,2028,21218.96
Deonar Govandi East,Jul-Sep,2028,21379.59667
Deonar Govandi East,Oct-Dec,2028,21162.6
Deonar Govandi East,Jan-Mar,2029,21870.1
Deonar Govandi East,Apr-Jun,2029,21897.31
Deonar Govandi East,Jul-Sep,2029,22114.51
Deonar Govandi East,Oct-Dec,2029,22037.15
Deonar Govandi East,Jan-Mar,2030,23258.68
Deonar Govandi East,Apr-Jun,2030,23935.22
Deonar Govandi East,Jul-Sep,2030,23946.25
Deonar Govandi East,Oct-Dec,2030,23372.47
Deonar Village Road,Jan-Mar,2024,23144.86
Deonar Village Road,Apr-Jun,2024,23646.88
Deonar Village Road,Jul-Sep,2024,23593.87
Deonar Village Road,Oct-Dec,2024,23226.38
Deonar Village Road,Jan-Mar,2025,23426.855
Deonar Village Road,Apr-Jun,2025,23111.298
Deonar Village Road,Jul-Sep,2025,22310.71352
Deonar Village Road,Oct-Dec,2025,20272.768
Deonar Village Road,Jan-Mar,2026,19966.84
Deonar Village Road,Apr-Jun,2026,20132.6
Deonar Village Road,Jul-Sep,2026,20168.46
Deonar Village Road,Oct-Dec,2026,20051.35
Deonar Village Road,Jan-Mar,2027,20347.68
Deonar Village Road,Apr-Jun,2027,20456.24
Deonar Village Road,Jul-Sep,2027,20483.92
Deonar Village Road,Oct-Dec,2027,20532.84
Deonar Village Road,Jan-Mar,2028,21224.33
Deonar Village Road,Apr-Jun,2028,21331.99
Deonar Village Road,Jul-Sep,2028,21476.85
Deonar Village Road,Oct-Dec,2028,21469.23
Deonar Village Road,Jan-Mar,2029,22133.31
Deonar Village Road,Apr-Jun,2029,22219.24
Deonar Village Road,Jul-Sep,2029,22499.14
Deonar Village Road,Oct-Dec,2029,22638.97
Deonar Village Road,Jan-Mar,2030,23144.86
Deonar Village Road,Apr-Jun,2030,23646.88
Deonar Village Road,Jul-Sep,2030,23593.87
Deonar Village Road,Oct-Dec,2030,23226.38
Derasar Lane,Jan-Mar,2024,18520.3
Derasar Lane,Apr-Jun,2024,18875.43
Derasar Lane,Jul-Sep,2024,19219.57
Derasar Lane,Oct-Dec,2024,20446.6
Derasar Lane,Jan-Mar,2025,22136.76
Derasar Lane,Apr-Jun,2025,21763.08
Derasar Lane,Jul-Sep,2025,21173.352
Derasar Lane,Oct-Dec,2025,20555.39033
Derasar Lane,Jan-Mar,2026,19520
Derasar Lane,Apr-Jun,2026,19528.65
Derasar Lane,Jul-Sep,2026,19478.89
Derasar Lane,Oct-Dec,2026,19742.35
Derasar Lane,Jan-Mar,2027,19270
Derasar Lane,Apr-Jun,2027,19215
Derasar Lane,Jul-Sep,2027,19124.5
Derasar Lane,Oct-Dec,2027,19209.27
Derasar Lane,Jan-Mar,2028,18790
Derasar Lane,Apr-Jun,2028,18793
Derasar Lane,Jul-Sep,2028,18711.76
Derasar Lane,Oct-Dec,2028,18797.54
Derasar Lane,Jan-Mar,2029,18485.02
Derasar Lane,Apr-Jun,2029,18459.06
Derasar Lane,Jul-Sep,2029,18426.43
Derasar Lane,Oct-Dec,2029,18694.48
Derasar Lane,Jan-Mar,2030,18520.3
Derasar Lane,Apr-Jun,2030,18875.43
Derasar Lane,Jul-Sep,2030,19219.57
Derasar Lane,Oct-Dec,2030,20446.6
Devidas Road,Jan-Mar,2024,21284.67
Devidas Road,Apr-Jun,2024,21661
Devidas Road,Jul-Sep,2024,21516.34
Devidas Road,Oct-Dec,2024,20800.25
Devidas Road,Jan-Mar,2025,21092.54833
Devidas Road,Apr-Jun,2025,21713.77833
Devidas Road,Jul-Sep,2025,20664.16917
Devidas Road,Oct-Dec,2025,19492.31117
Devidas Road,Jan-Mar,2026,19136.84
Devidas Road,Apr-Jun,2026,19180.34
Devidas Road,Jul-Sep,2026,19222
Devidas Road,Oct-Dec,2026,19363
Devidas Road,Jan-Mar,2027,19564
Devidas Road,Apr-Jun,2027,19559
Devidas Road,Jul-Sep,2027,19670
Devidas Road,Oct-Dec,2027,19756
Devidas Road,Jan-Mar,2028,20025.76
Devidas Road,Apr-Jun,2028,20120.86
Devidas Road,Jul-Sep,2028,20193.01083
Devidas Road,Oct-Dec,2028,20238
Devidas Road,Jan-Mar,2029,20710
Devidas Road,Apr-Jun,2029,20863.68
Devidas Road,Jul-Sep,2029,20950.13
Devidas Road,Oct-Dec,2029,21005.37
Devidas Road,Jan-Mar,2030,21284.67
Devidas Road,Apr-Jun,2030,21661
Devidas Road,Jul-Sep,2030,21516.34
Devidas Road,Oct-Dec,2030,20800.25
Devipada,Jan-Mar,2024,17753.46
Devipada,Apr-Jun,2024,17897.97
Devipada,Jul-Sep,2024,17620.655
Devipada,Oct-Dec,2024,18214.76
Devipada,Jan-Mar,2025,17355.10333
Devipada,Apr-Jun,2025,18356.93833
Devipada,Jul-Sep,2025,16258.44133
Devipada,Oct-Dec,2025,15369.97
Devipada,Jan-Mar,2026,14438.78
Devipada,Apr-Jun,2026,14442.16
Devipada,Jul-Sep,2026,14311.695
Devipada,Oct-Dec,2026,13932.88
Devipada,Jan-Mar,2027,13646.57
Devipada,Apr-Jun,2027,13794.71
Devipada,Jul-Sep,2027,13766.73
Devipada,Oct-Dec,2027,13569.88
Devipada,Jan-Mar,2028,14225.93
Devipada,Apr-Jun,2028,15568.91
Devipada,Jul-Sep,2028,15860.68833
Devipada,Oct-Dec,2028,15929.715
Devipada,Jan-Mar,2029,16848.82
Devipada,Apr-Jun,2029,17079.44
Devipada,Jul-Sep,2029,16769.74
Devipada,Oct-Dec,2029,17523.17
Devipada,Jan-Mar,2030,17753.46
Devipada,Apr-Jun,2030,17897.97
Devipada,Jul-Sep,2030,17620.655
Devipada,Oct-Dec,2030,18214.76
Dindoshi,Jan-Mar,2024,18288.53
Dindoshi,Apr-Jun,2024,18181.86
Dindoshi,Jul-Sep,2024,17806.68
Dindoshi,Oct-Dec,2024,18200.27
Dindoshi,Jan-Mar,2025,18523.23
Dindoshi,Apr-Jun,2025,18987.31
Dindoshi,Jul-Sep,2025,17314.21133
Dindoshi,Oct-Dec,2025,16950.98667
Dindoshi,Jan-Mar,2026,16444.16
Dindoshi,Apr-Jun,2026,16162.2
Dindoshi,Jul-Sep,2026,16210.58
Dindoshi,Oct-Dec,2026,16315.79
Dindoshi,Jan-Mar,2027,15988.7
Dindoshi,Apr-Jun,2027,15695.22
Dindoshi,Jul-Sep,2027,15872.34
Dindoshi,Oct-Dec,2027,16137.18
Dindoshi,Jan-Mar,2028,16656.42
Dindoshi,Apr-Jun,2028,16540.15
Dindoshi,Jul-Sep,2028,16397.04
Dindoshi,Oct-Dec,2028,16636.73
Dindoshi,Jan-Mar,2029,16985.02
Dindoshi,Apr-Jun,2029,17066.44
Dindoshi,Jul-Sep,2029,17045.09
Dindoshi,Oct-Dec,2029,17938.71
Dindoshi,Jan-Mar,2030,18288.53
Dindoshi,Apr-Jun,2030,18181.86
Dindoshi,Jul-Sep,2030,17806.68
Dindoshi,Oct-Dec,2030,18200.27
DN Nagar,Jan-Mar,2024,26754.45
DN Nagar,Apr-Jun,2024,26731.66
DN Nagar,Jul-Sep,2024,26802.67
DN Nagar,Oct-Dec,2024,26851.55
DN Nagar,Jan-Mar,2025,25904.46
DN Nagar,Apr-Jun,2025,25917.08
DN Nagar,Jul-Sep,2025,25454.65
DN Nagar,Oct-Dec,2025,24431.12
DN Nagar,Jan-Mar,2026,23179.72
DN Nagar,Apr-Jun,2026,23206.2
DN Nagar,Jul-Sep,2026,23065.2
DN Nagar,Oct-Dec,2026,23004.56
DN Nagar,Jan-Mar,2027,23092.15
DN Nagar,Apr-Jun,2027,23154.15
DN Nagar,Jul-Sep,2027,23219.5
DN Nagar,Oct-Dec,2027,23303.5
DN Nagar,Jan-Mar,2028,24008.92
DN Nagar,Apr-Jun,2028,24024.16
DN Nagar,Jul-Sep,2028,23864.66
DN Nagar,Oct-Dec,2028,23816.08
DN Nagar,Jan-Mar,2029,24801.48
DN Nagar,Apr-Jun,2029,24774.81
DN Nagar,Jul-Sep,2029,24978.5
DN Nagar,Oct-Dec,2029,25026.87
DN Nagar,Jan-Mar,2030,26754.45
DN Nagar,Apr-Jun,2030,26731.66
DN Nagar,Jul-Sep,2030,26802.67
DN Nagar,Oct-Dec,2030,26851.55
Dongri Road,Jan-Mar,2024,9631.09
Dongri Road,Apr-Jun,2024,9587.05
Dongri Road,Jul-Sep,2024,9543.945
Dongri Road,Oct-Dec,2024,9501.985
Dongri Road,Jan-Mar,2025,9298.61
Dongri Road,Apr-Jun,2025,9046.518
Dongri Road,Jul-Sep,2025,8742.352
Dongri Road,Oct-Dec,2025,8340.817
Dongri Road,Jan-Mar,2026,8368.5
Dongri Road,Apr-Jun,2026,8327.36
Dongri Road,Jul-Sep,2026,8420.19
Dongri Road,Oct-Dec,2026,8432.34
Dongri Road,Jan-Mar,2027,8678.08
Dongri Road,Apr-Jun,2027,8659
Dongri Road,Jul-Sep,2027,8754
Dongri Road,Oct-Dec,2027,8719.25
Dongri Road,Jan-Mar,2028,9075.22
Dongri Road,Apr-Jun,2028,9049.02
Dongri Road,Jul-Sep,2028,9110.04
Dongri Road,Oct-Dec,2028,9091
Dongri Road,Jan-Mar,2029,9552.77
Dongri Road,Apr-Jun,2029,9521.75
Dongri Road,Jul-Sep,2029,9552.13
Dongri Road,Oct-Dec,2029,9584.83
Dongri Road,Jan-Mar,2030,9631.09
Dongri Road,Apr-Jun,2030,9587.05
Dongri Road,Jul-Sep,2030,9543.945
Dongri Road,Oct-Dec,2030,9501.985
Dr Annie Besant Road,Jan-Mar,2024,43871.74
Dr Annie Besant Road,Apr-Jun,2024,43388.81
