,location,quarter,year,avg_price,Locality,Final Risk Calculated,Unnamed: 2
317,Andheri West,Apr-Jun,2026.0,23223.8,Andheri West,Low Risk,
318,Andheri West,Jul-Sep,2026.0,23256.15,Andheri West,Low Risk,
319,Andheri West,Oct-Dec,2026.0,23201.53,Andheri West,Low Risk,
320,Andheri West,Jan-Mar,2027.0,22915.83,Andheri West,Low Risk,
321,Andheri West,Apr-Jun,2027.0,22589.26,Andheri West,Low Risk,
322,Andheri West,Jul-Sep,2027.0,22782.92,Andheri West,Low Risk,
323,Andheri West,Oct-Dec,2027.0,23043.3,Andheri West,Low Risk,
324,Andheri West,Jan-Mar,2028.0,23659.12,Andheri West,Low Risk,
325,Andheri West,Apr-Jun,2028.0,23641.75,Andheri West,Low Risk,
326,Andheri West,Jul-Sep,2028.0,23976.01,Andheri West,Low Risk,
327,Andheri West,Oct-Dec,2028.0,24061.59,Andheri West,Low Risk,
328,Andheri West,Jan-Mar,2029.0,24309.13,Andheri West,Low Risk,
329,Andheri West,Apr-Jun,2029.0,24267.21,Andheri West,Low Risk,
330,Andheri West,Jul-Sep,2029.0,24447.51,Andheri West,Low Risk,
331,Andheri West,Oct-Dec,2029.0,24752.3,Andheri West,Low Risk,
332,Andheri West,Jan-Mar,2030.0,25219.6,Andheri West,Low Risk,
333,Andheri West,Apr-Jun,2030.0,25319.48,Andheri West,Low Risk,
334,Andheri West,Jul-Sep,2030.0,25860.06,Andheri West,Low Risk,
335,Andheri West,Oct-Dec,2030.0,25649.42,Andheri West,Low Risk,
336,Antop Hill Road,Jan-Mar,2024.0,13139.2275,Antop Hill Road,Moderate Risk,
337,Antop Hill Road,Apr-Jun,2024.0,13341.7375,Antop Hill Road,Moderate Risk,
338,Antop Hill Road,Jul-Sep,2024.0,13492.22183,Antop Hill Road,Moderate Risk,
339,Antop Hill Road,Oct-Dec,2024.0,9754.205333,Antop Hill Road,Moderate Risk,
340,Antop Hill Road,Jan-Mar,2025.0,14406.77167,Antop Hill Road,Moderate Risk,
341,Antop Hill Road,Apr-Jun,2025.0,14103.70167,Antop Hill Road,Moderate Risk,
342,Antop Hill Road,Jul-Sep,2025.0,15423.3675,Antop Hill Road,Moderate Risk,
343,Antop Hill Road,Oct-Dec,2025.0,8138.327,Antop Hill Road,Moderate Risk,
344,Antop Hill Road,Jan-Mar,2026.0,6030.585,Antop Hill Road,Moderate Risk,
345,Antop Hill Road,Apr-Jun,2026.0,5925.585,Antop Hill Road,Moderate Risk,
346,Antop Hill Road,Jul-Sep,2026.0,6170.141667,Antop Hill Road,Moderate Risk,
347,Antop Hill Road,Oct-Dec,2026.0,6377.5,Antop Hill Road,Moderate Risk,
348,Antop Hill Road,Jan-Mar,2027.0,7322.5,Antop Hill Road,Moderate Risk,
349,Antop Hill Road,Apr-Jun,2027.0,7517.5,Antop Hill Road,Moderate Risk,
350,Antop Hill Road,Jul-Sep,2027.0,7767.056667,Antop Hill Road,Moderate Risk,
351,Antop Hill Road,Oct-Dec,2027.0,8417.5,Antop Hill Road,Moderate Risk,
352,Antop Hill Road,Jan-Mar,2028.0,9590.0,Antop Hill Road,Moderate Risk,
353,Antop Hill Road,Apr-Jun,2028.0,9591.17,Antop Hill Road,Moderate Risk,
354,Antop Hill Road,Jul-Sep,2028.0,10433.94417,Antop Hill Road,Moderate Risk,
355,Antop Hill Road,Oct-Dec,2028.0,10015.0,Antop Hill Road,Moderate Risk,
356,Antop Hill Road,Jan-Mar,2029.0,11410.0,Antop Hill Road,Moderate Risk,
357,Antop Hill Road,Apr-Jun,2029.0,11706.17,Antop Hill Road,Moderate Risk,
358,Antop Hill Road,Jul-Sep,2029.0,12275.7175,Antop Hill Road,Moderate Risk,
359,Antop Hill Road,Oct-Dec,2029.0,11941.44,Antop Hill Road,Moderate Risk,
360,Antop Hill Road,Jan-Mar,2030.0,13139.2275,Antop Hill Road,Moderate Risk,
361,Antop Hill Road,Apr-Jun,2030.0,13341.7375,Antop Hill Road,Moderate Risk,
362,Antop Hill Road,Jul-Sep,2030.0,13492.22183,Antop Hill Road,Moderate Risk,
363,Antop Hill Road,Oct-Dec,2030.0,9754.205333,Antop Hill Road,Moderate Risk,
364,Azad Nagar Andheri West,Jan-Mar,2024.0,21637.6,Azad Nagar Andheri West,Moderate Risk,
365,Azad Nagar Andheri West,Apr-Jun,2024.0,22275.08,Azad Nagar Andheri West,Moderate Risk,
366,Azad Nagar Andheri West,Jul-Sep,2024.0,22341.625,Azad Nagar Andheri West,Moderate Risk,
367,Azad Nagar Andheri West,Oct-Dec,2024.0,21320.275,Azad Nagar Andheri West,Moderate Risk,
368,Azad Nagar Andheri West,Jan-Mar,2025.0,21250.6635,Azad Nagar Andheri West,Moderate Risk,
369,Azad Nagar Andheri West,Apr-Jun,2025.0,21230.8635,Azad Nagar Andheri West,Moderate Risk,
370,Azad Nagar Andheri West,Jul-Sep,2025.0,20251.6615,Azad Nagar Andheri West,Moderate Risk,
371,Azad Nagar Andheri West,Oct-Dec,2025.0,15274.189,Azad Nagar Andheri West,Moderate Risk,
372,Azad Nagar Andheri West,Jan-Mar,2026.0,13505.42,Azad Nagar Andheri West,Moderate Risk,
373,Azad Nagar Andheri West,Apr-Jun,2026.0,13425.0,Azad Nagar Andheri West,Moderate Risk,
374,Azad Nagar Andheri West,Jul-Sep,2026.0,13764.2,Azad Nagar Andheri West,Moderate Risk,
375,Azad Nagar Andheri West,Oct-Dec,2026.0,14062.5,Azad Nagar Andheri West,Moderate Risk,
376,Azad Nagar Andheri West,Jan-Mar,2027.0,14905.42,Azad Nagar Andheri West,Moderate Risk,
377,Azad Nagar Andheri West,Apr-Jun,2027.0,15040.0,Azad Nagar Andheri West,Moderate Risk,
378,Azad Nagar Andheri West,Jul-Sep,2027.0,15525.0,Azad Nagar Andheri West,Moderate Risk,
379,Azad Nagar Andheri West,Oct-Dec,2027.0,15792.5,Azad Nagar Andheri West,Moderate Risk,
380,Azad Nagar Andheri West,Jan-Mar,2028.0,17570.02,Azad Nagar Andheri West,Moderate Risk,
381,Azad Nagar Andheri West,Apr-Jun,2028.0,17839.78,Azad Nagar Andheri West,Moderate Risk,
382,Azad Nagar Andheri West,Jul-Sep,2028.0,18553.089,Azad Nagar Andheri West,Moderate Risk,
383,Azad Nagar Andheri West,Oct-Dec,2028.0,17996.16,Azad Nagar Andheri West,Moderate Risk,
384,Azad Nagar Andheri West,Jan-Mar,2029.0,19914.7,Azad Nagar Andheri West,Moderate Risk,
385,Azad Nagar Andheri West,Apr-Jun,2029.0,20306.6,Azad Nagar Andheri West,Moderate Risk,
386,Azad Nagar Andheri West,Jul-Sep,2029.0,21013.72,Azad Nagar Andheri West,Moderate Risk,
387,Azad Nagar Andheri West,Oct-Dec,2029.0,21035.0,Azad Nagar Andheri West,Moderate Risk,
388,Azad Nagar Andheri West,Jan-Mar,2030.0,21637.6,Azad Nagar Andheri West,Moderate Risk,
389,Azad Nagar Andheri West,Apr-Jun,2030.0,22275.08,Azad Nagar Andheri West,Moderate Risk,
390,Azad Nagar Andheri West,Jul-Sep,2030.0,22341.625,Azad Nagar Andheri West,Moderate Risk,
391,Azad Nagar Andheri West,Oct-Dec,2030.0,21320.275,Azad Nagar Andheri West,Moderate Risk,
392,Babrekar Nagar Kandivali West,Jan-Mar,2024.0,13832.6,Babrekar Nagar Kandivali West,Moderate Risk,
393,Babrekar Nagar Kandivali West,Apr-Jun,2024.0,13703.39,Babrekar Nagar Kandivali West,Moderate Risk,
394,Babrekar Nagar Kandivali West,Jul-Sep,2024.0,13375.20467,Babrekar Nagar Kandivali West,Moderate Risk,
395,Babrekar Nagar Kandivali West,Oct-Dec,2024.0,13567.32467,Babrekar Nagar Kandivali West,Moderate Risk,
396,Babrekar Nagar Kandivali West,Jan-Mar,2025.0,13309.35083,Babrekar Nagar Kandivali West,Moderate Risk,
397,Babrekar Nagar Kandivali West,Apr-Jun,2025.0,12828.5325,Babrekar Nagar Kandivali West,Moderate Risk,
398,Babrekar Nagar Kandivali West,Jul-Sep,2025.0,11800.83883,Babrekar Nagar Kandivali West,Moderate Risk,
399,Babrekar Nagar Kandivali West,Oct-Dec,2025.0,11670.653,Babrekar Nagar Kandivali West,Moderate Risk,
400,Babrekar Nagar Kandivali West,Jan-Mar,2026.0,7445.0,Babrekar Nagar Kandivali West,Moderate Risk,
401,Babrekar Nagar Kandivali West,Apr-Jun,2026.0,7765.0,Babrekar Nagar Kandivali West,Moderate Risk,
402,Babrekar Nagar Kandivali West,Jul-Sep,2026.0,8245.0,Babrekar Nagar Kandivali West,Moderate Risk,
403,Babrekar Nagar Kandivali West,Oct-Dec,2026.0,8785.0,Babrekar Nagar Kandivali West,Moderate Risk,
404,Babrekar Nagar Kandivali West,Jan-Mar,2027.0,9685.0,Babrekar Nagar Kandivali West,Moderate Risk,
405,Babrekar Nagar Kandivali West,Apr-Jun,2027.0,10065.0,Babrekar Nagar Kandivali West,Moderate Risk,
406,Babrekar Nagar Kandivali West,Jul-Sep,2027.0,10575.0,Babrekar Nagar Kandivali West,Moderate Risk,
407,Babrekar Nagar Kandivali West,Oct-Dec,2027.0,10900.0,Babrekar Nagar Kandivali West,Moderate Risk,
408,Babrekar Nagar Kandivali West,Jan-Mar,2028.0,12135.56,Babrekar Nagar Kandivali West,Moderate Risk,
409,Babrekar Nagar Kandivali West,Apr-Jun,2028.0,12267.66,Babrekar Nagar Kandivali West,Moderate Risk,
410,Babrekar Nagar Kandivali West,Jul-Sep,2028.0,12459.44667,Babrekar Nagar Kandivali West,Moderate Risk,
411,Babrekar Nagar Kandivali West,Oct-Dec,2028.0,12713.46667,Babrekar Nagar Kandivali West,Moderate Risk,
412,Babrekar Nagar Kandivali West,Jan-Mar,2029.0,13159.46,Babrekar Nagar Kandivali West,Moderate Risk,
413,Babrekar Nagar Kandivali West,Apr-Jun,2029.0,13185.72,Babrekar Nagar Kandivali West,Moderate Risk,
414,Babrekar Nagar Kandivali West,Jul-Sep,2029.0,13240.80667,Babrekar Nagar Kandivali West,Moderate Risk,
415,Babrekar Nagar Kandivali West,Oct-Dec,2029.0,13725.16667,Babrekar Nagar Kandivali West,Moderate Risk,
416,Babrekar Nagar Kandivali West,Jan-Mar,2030.0,13832.6,Babrekar Nagar Kandivali West,Moderate Risk,
417,Babrekar Nagar Kandivali West,Apr-Jun,2030.0,13703.39,Babrekar Nagar Kandivali West,Moderate Risk,
418,Babrekar Nagar Kandivali West,Jul-Sep,2030.0,13375.20467,Babrekar Nagar Kandivali West,Moderate Risk,
419,Babrekar Nagar Kandivali West,Oct-Dec,2030.0,13567.32467,Babrekar Nagar Kandivali West,Moderate Risk,
420,Bandra,Jan-Mar,2024.0,38273.86,Bandra,Low Risk,
421,Bandra,Apr-Jun,2024.0,38315.555,Bandra,Low Risk,
422,Bandra,Jul-Sep,2024.0,37630.9395,Bandra,Low Risk,
423,Bandra,Oct-Dec,2024.0,38907.7,Bandra,Low Risk,
424,Bandra,Jan-Mar,2025.0,38919.788,Bandra,Low Risk,
425,Bandra,Apr-Jun,2025.0,38371.588,Bandra,Low Risk,
426,Bandra,Jul-Sep,2025.0,34868.497,Bandra,Low Risk,
427,Bandra,Oct-Dec,2025.0,35894.1725,Bandra,Low Risk,
428,Bandra,Jan-Mar,2026.0,34288.068,Bandra,Low Risk,
429,Bandra,Apr-Jun,2026.0,34286.318,Bandra,Low Risk,
430,Bandra,Jul-Sep,2026.0,33783.178,Bandra,Low Risk,
431,Bandra,Oct-Dec,2026.0,33857.618,Bandra,Low Risk,
432,Bandra,Jan-Mar,2027.0,32700.32,Bandra,Low Risk,
433,Bandra,Apr-Jun,2027.0,32750.86,Bandra,Low Risk,
434,Bandra,Jul-Sep,2027.0,32674.19,Bandra,Low Risk,
435,Bandra,Oct-Dec,2027.0,32686.13,Bandra,Low Risk,
436,Bandra,Jan-Mar,2028.0,34366.07,Bandra,Low Risk,
437,Bandra,Apr-Jun,2028.0,34524.96,Bandra,Low Risk,
438,Bandra,Jul-Sep,2028.0,34543.78,Bandra,Low Risk,
439,Bandra,Oct-Dec,2028.0,33658.22,Bandra,Low Risk,
440,Bandra,Jan-Mar,2029.0,34490.95,Bandra,Low Risk,
441,Bandra,Apr-Jun,2029.0,35065.52,Bandra,Low Risk,
442,Bandra,Jul-Sep,2029.0,35397.66,Bandra,Low Risk,
443,Bandra,Oct-Dec,2029.0,35106.3,Bandra,Low Risk,
444,Bandra,Jan-Mar,2030.0,38273.86,Bandra,Low Risk,
445,Bandra,Apr-Jun,2030.0,38315.555,Bandra,Low Risk,
446,Bandra,Jul-Sep,2030.0,37630.9395,Bandra,Low Risk,
447,Bandra,Oct-Dec,2030.0,38907.7,Bandra,Low Risk,
448,Bandra East,Jan-Mar,2024.0,35120.31,Bandra East,Low Risk,
449,Bandra East,Apr-Jun,2024.0,35538.11,Bandra East,Low Risk,
450,Bandra East,Jul-Sep,2024.0,34792.382,Bandra East,Low Risk,
451,Bandra East,Oct-Dec,2024.0,35444.37,Bandra East,Low Risk,
452,Bandra East,Jan-Mar,2025.0,34823.39,Bandra East,Low Risk,
453,Bandra East,Apr-Jun,2025.0,34713.84,Bandra East,Low Risk,
454,Bandra East,Jul-Sep,2025.0,31164.667,Bandra East,Low Risk,
455,Bandra East,Oct-Dec,2025.0,31428.2,Bandra East,Low Risk,
456,Bandra East,Jan-Mar,2026.0,31552.21,Bandra East,Low Risk,
457,Bandra East,Apr-Jun,2026.0,31643.58,Bandra East,Low Risk,
458,Bandra East,Jul-Sep,2026.0,31484.55,Bandra East,Low Risk,
459,Bandra East,Oct-Dec,2026.0,31504.34,Bandra East,Low Risk,
460,Bandra East,Jan-Mar,2027.0,30599.74,Bandra East,Low Risk,
461,Bandra East,Apr-Jun,2027.0,30192.74,Bandra East,Low Risk,
462,Bandra East,Jul-Sep,2027.0,29435.73,Bandra East,Low Risk,
463,Bandra East,Oct-Dec,2027.0,29538.3,Bandra East,Low Risk,
464,Bandra East,Jan-Mar,2028.0,31130.52,Bandra East,Low Risk,
465,Bandra East,Apr-Jun,2028.0,32259.26,Bandra East,Low Risk,
466,Bandra East,Jul-Sep,2028.0,31838.86,Bandra East,Low Risk,
467,Bandra East,Oct-Dec,2028.0,30063.49,Bandra East,Low Risk,
468,Bandra East,Jan-Mar,2029.0,29504.56,Bandra East,Low Risk,
469,Bandra East,Apr-Jun,2029.0,29504.42,Bandra East,Low Risk,
470,Bandra East,Jul-Sep,2029.0,29935.82,Bandra East,Low Risk,
471,Bandra East,Oct-Dec,2029.0,29924.59,Bandra East,Low Risk,
472,Bandra East,Jan-Mar,2030.0,35120.31,Bandra East,Low Risk,
473,Bandra East,Apr-Jun,2030.0,35538.11,Bandra East,Low Risk,
474,Bandra East,Jul-Sep,2030.0,34792.382,Bandra East,Low Risk,
475,Bandra East,Oct-Dec,2030.0,35444.37,Bandra East,Low Risk,
476,Bandra Kurla Complex,Jan-Mar,2024.0,36717.03,Bandra Kurla Complex,Low Risk,
477,Bandra Kurla Complex,Apr-Jun,2024.0,37751.95,Bandra Kurla Complex,Low Risk,
478,Bandra Kurla Complex,Jul-Sep,2024.0,37566.97,Bandra Kurla Complex,Low Risk,
479,Bandra Kurla Complex,Oct-Dec,2024.0,38119.09,Bandra Kurla Complex,Low Risk,
480,Bandra Kurla Complex,Jan-Mar,2025.0,38712.54,Bandra Kurla Complex,Low Risk,
481,Bandra Kurla Complex,Apr-Jun,2025.0,39220.65,Bandra Kurla Complex,Low Risk,
482,Bandra Kurla Complex,Jul-Sep,2025.0,35249.89,Bandra Kurla Complex,Low Risk,
483,Bandra Kurla Complex,Oct-Dec,2025.0,35254.0,Bandra Kurla Complex,Low Risk,
484,Bandra Kurla Complex,Jan-Mar,2026.0,32035.15,Bandra Kurla Complex,Low Risk,
485,Bandra Kurla Complex,Apr-Jun,2026.0,32317.37,Bandra Kurla Complex,Low Risk,
486,Bandra Kurla Complex,Jul-Sep,2026.0,32130.38,Bandra Kurla Complex,Low Risk,
487,Bandra Kurla Complex,Oct-Dec,2026.0,32153.47,Bandra Kurla Complex,Low Risk,
488,Bandra Kurla Complex,Jan-Mar,2027.0,29828.16,Bandra Kurla Complex,Low Risk,
489,Bandra Kurla Complex,Apr-Jun,2027.0,29522.01,Bandra Kurla Complex,Low Risk,
490,Bandra Kurla Complex,Jul-Sep,2027.0,28573.92,Bandra Kurla Complex,Low Risk,
491,Bandra Kurla Complex,Oct-Dec,2027.0,28749.74,Bandra Kurla Complex,Low Risk,
492,Bandra Kurla Complex,Jan-Mar,2028.0,30320.34,Bandra Kurla Complex,Low Risk,
493,Bandra Kurla Complex,Apr-Jun,2028.0,32488.0,Bandra Kurla Complex,Low Risk,
494,Bandra Kurla Complex,Jul-Sep,2028.0,32554.42,Bandra Kurla Complex,Low Risk,
495,Bandra Kurla Complex,Oct-Dec,2028.0,29784.66,Bandra Kurla Complex,Low Risk,
496,Bandra Kurla Complex,Jan-Mar,2029.0,27794.11,Bandra Kurla Complex,Low Risk,
497,Bandra Kurla Complex,Apr-Jun,2029.0,27888.92,Bandra Kurla Complex,Low Risk,
498,Bandra Kurla Complex,Jul-Sep,2029.0,28939.4,Bandra Kurla Complex,Low Risk,
499,Bandra Kurla Complex,Oct-Dec,2029.0,31977.12,Bandra Kurla Complex,Low Risk,
500,Bandra Kurla Complex,Jan-Mar,2030.0,36717.03,Bandra Kurla Complex,Low Risk,
501,Bandra Kurla Complex,Apr-Jun,2030.0,37751.95,Bandra Kurla Complex,Low Risk,
502,Bandra Kurla Complex,Jul-Sep,2030.0,37566.97,Bandra Kurla Complex,Low Risk,
503,Bandra Kurla Complex,Oct-Dec,2030.0,38119.09,Bandra Kurla Complex,Low Risk,
504,Bandra West,Jan-Mar,2024.0,42485.23,Bandra West,Low Risk,
505,Bandra West,Apr-Jun,2024.0,43635.36,Bandra West,Low Risk,
506,Bandra West,Jul-Sep,2024.0,44195.97,Bandra West,Low Risk,
507,Bandra West,Oct-Dec,2024.0,43937.73,Bandra West,Low Risk,
508,Bandra West,Jan-Mar,2025.0,41923.46705,Bandra West,Low Risk,
509,Bandra West,Apr-Jun,2025.0,42248.08971,Bandra West,Low Risk,
510,Bandra West,Jul-Sep,2025.0,42605.93305,Bandra West,Low Risk,
511,Bandra West,Oct-Dec,2025.0,41403.52267,Bandra West,Low Risk,
512,Bandra West,Jan-Mar,2026.0,39669.57667,Bandra West,Low Risk,
513,Bandra West,Apr-Jun,2026.0,39659.06667,Bandra West,Low Risk,
514,Bandra West,Jul-Sep,2026.0,40080.99,Bandra West,Low Risk,
515,Bandra West,Oct-Dec,2026.0,39604.74667,Bandra West,Low Risk,
516,Bandra West,Jan-Mar,2027.0,38356.88,Bandra West,Low Risk,
517,Bandra West,Apr-Jun,2027.0,38515.94,Bandra West,Low Risk,
518,Bandra West,Jul-Sep,2027.0,39033.28,Bandra West,Low Risk,
519,Bandra West,Oct-Dec,2027.0,39000.11,Bandra West,Low Risk,
520,Bandra West,Jan-Mar,2028.0,40328.89,Bandra West,Low Risk,
521,Bandra West,Apr-Jun,2028.0,40322.76,Bandra West,Low Risk,
522,Bandra West,Jul-Sep,2028.0,40525.46,Bandra West,Low Risk,
523,Bandra West,Oct-Dec,2028.0,40292.59,Bandra West,Low Risk,
524,Bandra West,Jan-Mar,2029.0,41245.54,Bandra West,Low Risk,
525,Bandra West,Apr-Jun,2029.0,42324.42,Bandra West,Low Risk,
526,Bandra West,Jul-Sep,2029.0,42957.57,Bandra West,Low Risk,
527,Bandra West,Oct-Dec,2029.0,43585.18,Bandra West,Low Risk,
528,Bandra West,Jan-Mar,2030.0,42485.23,Bandra West,Low Risk,
529,Bandra West,Apr-Jun,2030.0,43635.36,Bandra West,Low Risk,
530,Bandra West,Jul-Sep,2030.0,44195.97,Bandra West,Low Risk,
531,Bandra West,Oct-Dec,2030.0,43937.73,Bandra West,Low Risk,
532,Beverly Park Road,Jan-Mar,2024.0,9557.96,Beverly Park Road,Moderate Risk,
533,Beverly Park Road,Apr-Jun,2024.0,9574.78,Beverly Park Road,Moderate Risk,
534,Beverly Park Road,Jul-Sep,2024.0,9343.86,Beverly Park Road,Moderate Risk,
535,Beverly Park Road,Oct-Dec,2024.0,9300.53,Beverly Park Road,Moderate Risk,
536,Beverly Park Road,Jan-Mar,2025.0,9740.87,Beverly Park Road,Moderate Risk,
537,Beverly Park Road,Apr-Jun,2025.0,9368.67,Beverly Park Road,Moderate Risk,
538,Beverly Park Road,Jul-Sep,2025.0,7981.47,Beverly Park Road,Moderate Risk,
539,Beverly Park Road,Oct-Dec,2025.0,7849.9,Beverly Park Road,Moderate Risk,
540,Beverly Park Road,Jan-Mar,2026.0,7892.33,Beverly Park Road,Moderate Risk,
541,Beverly Park Road,Apr-Jun,2026.0,7836.36,Beverly Park Road,Moderate Risk,
542,Beverly Park Road,Jul-Sep,2026.0,7892.31,Beverly Park Road,Moderate Risk,
543,Beverly Park Road,Oct-Dec,2026.0,7936.22,Beverly Park Road,Moderate Risk,
544,Beverly Park Road,Jan-Mar,2027.0,8059.83,Beverly Park Road,Moderate Risk,
545,Beverly Park Road,Apr-Jun,2027.0,8093.0,Beverly Park Road,Moderate Risk,
546,Beverly Park Road,Jul-Sep,2027.0,8168.54,Beverly Park Road,Moderate Risk,
547,Beverly Park Road,Oct-Dec,2027.0,8246.28,Beverly Park Road,Moderate Risk,
548,Beverly Park Road,Jan-Mar,2028.0,8610.88,Beverly Park Road,Moderate Risk,
549,Beverly Park Road,Apr-Jun,2028.0,8613.49,Beverly Park Road,Moderate Risk,
550,Beverly Park Road,Jul-Sep,2028.0,8687.66,Beverly Park Road,Moderate Risk,
551,Beverly Park Road,Oct-Dec,2028.0,8802.58,Beverly Park Road,Moderate Risk,
552,Beverly Park Road,Jan-Mar,2029.0,9069.04,Beverly Park Road,Moderate Risk,
553,Beverly Park Road,Apr-Jun,2029.0,9165.84,Beverly Park Road,Moderate Risk,
554,Beverly Park Road,Jul-Sep,2029.0,9051.83,Beverly Park Road,Moderate Risk,
555,Beverly Park Road,Oct-Dec,2029.0,9089.61,Beverly Park Road,Moderate Risk,
556,Beverly Park Road,Jan-Mar,2030.0,9557.96,Beverly Park Road,Moderate Risk,
557,Beverly Park Road,Apr-Jun,2030.0,9574.78,Beverly Park Road,Moderate Risk,
558,Beverly Park Road,Jul-Sep,2030.0,9343.86,Beverly Park Road,Moderate Risk,
559,Beverly Park Road,Oct-Dec,2030.0,9300.53,Beverly Park Road,Moderate Risk,
560,Bhandup,Jan-Mar,2024.0,15987.41,Bhandup,Moderate Risk,
561,Bhandup,Apr-Jun,2024.0,16172.66,Bhandup,Moderate Risk,
562,Bhandup,Jul-Sep,2024.0,16336.87,Bhandup,Moderate Risk,
563,Bhandup,Oct-Dec,2024.0,17645.15,Bhandup,Moderate Risk,
564,Bhandup,Jan-Mar,2025.0,17276.84,Bhandup,Moderate Risk,
565,Bhandup,Apr-Jun,2025.0,16803.29,Bhandup,Moderate Risk,
566,Bhandup,Jul-Sep,2025.0,15899.97,Bhandup,Moderate Risk,
567,Bhandup,Oct-Dec,2025.0,15194.59,Bhandup,Moderate Risk,
568,Bhandup,Jan-Mar,2026.0,14809.25,Bhandup,Moderate Risk,
569,Bhandup,Apr-Jun,2026.0,14807.78,Bhandup,Moderate Risk,
570,Bhandup,Jul-Sep,2026.0,14885.02,Bhandup,Moderate Risk,
571,Bhandup,Oct-Dec,2026.0,15100.61,Bhandup,Moderate Risk,
572,Bhandup,Jan-Mar,2027.0,14842.68,Bhandup,Moderate Risk,
573,Bhandup,Apr-Jun,2027.0,14794.17,Bhandup,Moderate Risk,
574,Bhandup,Jul-Sep,2027.0,14887.25,Bhandup,Moderate Risk,
575,Bhandup,Oct-Dec,2027.0,15069.43,Bhandup,Moderate Risk,
576,Bhandup,Jan-Mar,2028.0,14917.0,Bhandup,Moderate Risk,
577,Bhandup,Apr-Jun,2028.0,14997.21,Bhandup,Moderate Risk,
578,Bhandup,Jul-Sep,2028.0,15119.04,Bhandup,Moderate Risk,
579,Bhandup,Oct-Dec,2028.0,15155.37,Bhandup,Moderate Risk,
580,Bhandup,Jan-Mar,2029.0,15836.55,Bhandup,Moderate Risk,
581,Bhandup,Apr-Jun,2029.0,15683.59,Bhandup,Moderate Risk,
582,Bhandup,Jul-Sep,2029.0,15605.92,Bhandup,Moderate Risk,
583,Bhandup,Oct-Dec,2029.0,16231.62,Bhandup,Moderate Risk,
584,Bhandup,Jan-Mar,2030.0,15987.41,Bhandup,Moderate Risk,
585,Bhandup,Apr-Jun,2030.0,16172.66,Bhandup,Moderate Risk,
586,Bhandup,Jul-Sep,2030.0,16336.87,Bhandup,Moderate Risk,
587,Bhandup,Oct-Dec,2030.0,17645.15,Bhandup,Moderate Risk,
588,Bhandup West,Jan-Mar,2024.0,15692.4,Bhandup West,Moderate Risk,
589,Bhandup West,Apr-Jun,2024.0,15795.49,Bhandup West,Moderate Risk,
590,Bhandup West,Jul-Sep,2024.0,16014.57,Bhandup West,Moderate Risk,
591,Bhandup West,Oct-Dec,2024.0,16962.66,Bhandup West,Moderate Risk,
592,Bhandup West,Jan-Mar,2025.0,16487.894,Bhandup West,Moderate Risk,
593,Bhandup West,Apr-Jun,2025.0,16368.044,Bhandup West,Moderate Risk,
594,Bhandup West,Jul-Sep,2025.0,15892.632,Bhandup West,Moderate Risk,
595,Bhandup West,Oct-Dec,2025.0,15211.984,Bhandup West,Moderate Risk,
596,Bhandup West,Jan-Mar,2026.0,14794.8,Bhandup West,Moderate Risk,
597,Bhandup West,Apr-Jun,2026.0,14784.35,Bhandup West,Moderate Risk,
598,Bhandup West,Jul-Sep,2026.0,14775.32,Bhandup West,Moderate Risk,
599,Bhandup West,Oct-Dec,2026.0,14899.9,Bhandup West,Moderate Risk,
600,Bhandup West,Jan-Mar,2027.0,14853.07,Bhandup West,Moderate Risk,
601,Bhandup West,Apr-Jun,2027.0,14815.16,Bhandup West,Moderate Risk,
602,Bhandup West,Jul-Sep,2027.0,14883.37,Bhandup West,Moderate Risk,
603,Bhandup West,Oct-Dec,2027.0,14981.99,Bhandup West,Moderate Risk,
604,Bhandup West,Jan-Mar,2028.0,14897.9,Bhandup West,Moderate Risk,
605,Bhandup West,Apr-Jun,2028.0,15000.61,Bhandup West,Moderate Risk,
606,Bhandup West,Jul-Sep,2028.0,15074.96,Bhandup West,Moderate Risk,
607,Bhandup West,Oct-Dec,2028.0,15119.06,Bhandup West,Moderate Risk,
608,Bhandup West,Jan-Mar,2029.0,15382.96,Bhandup West,Moderate Risk,
609,Bhandup West,Apr-Jun,2029.0,15513.47,Bhandup West,Moderate Risk,
610,Bhandup West,Jul-Sep,2029.0,15584.54,Bhandup West,Moderate Risk,
611,Bhandup West,Oct-Dec,2029.0,15795.87,Bhandup West,Moderate Risk,
612,Bhandup West,Jan-Mar,2030.0,15692.4,Bhandup West,Moderate Risk,
613,Bhandup West,Apr-Jun,2030.0,15795.49,Bhandup West,Moderate Risk,
614,Bhandup West,Jul-Sep,2030.0,16014.57,Bhandup West,Moderate Risk,
615,Bhandup West,Oct-Dec,2030.0,16962.66,Bhandup West,Moderate Risk,
616,Bhaudaji Road,Jan-Mar,2024.0,15825.44,Bhaudaji Road,High Risk,
617,Bhaudaji Road,Apr-Jun,2024.0,15891.18,Bhaudaji Road,High Risk,
618,Bhaudaji Road,Jul-Sep,2024.0,16793.73,Bhaudaji Road,High Risk,
619,Bhaudaji Road,Oct-Dec,2024.0,30399.02,Bhaudaji Road,High Risk,
620,Bhaudaji Road,Jan-Mar,2025.0,21158.639,Bhaudaji Road,High Risk,
621,Bhaudaji Road,Apr-Jun,2025.0,21177.819,Bhaudaji Road,High Risk,
