location,quarter,year,predicted_price,Locality,Risk
Charkop Gaon,Jan-Mar,2030,15522.72,Charkop Gaon,Moderate
Charkop Gaon,Apr-Jun,2030,15476.88,Charkop Gaon,Moderate
Charkop Gaon,Jul-Sep,2030,15558.53,Charkop Gaon,Moderate
Charkop Gaon,Oct-Dec,2030,15725.55,Charkop Gaon,Moderate
Chembur,Jan-Mar,2024,19937.11,Chembur,Moderate
Chembur,Apr-Jun,2024,20161.52,Chembur,Moderate
Chembur,Jul-Sep,2024,20158.45333,Chembur,Moderate
Chembur,Oct-Dec,2024,20323.16,Chembur,Moderate
Chembur,Jan-Mar,2025,21325.17,Chembur,Moderate
Chembur,Apr-Jun,2025,21679.04,Chembur,Moderate
Chembur,Jul-Sep,2025,19057.31567,Chembur,Moderate
Chembur,Oct-Dec,2025,18459.28567,Chembur,Moderate
Chembur,Jan-Mar,2026,18160.62,Chembur,Moderate
Chembur,Apr-Jun,2026,18097.9,Chembur,Moderate
Chembur,Jul-Sep,2026,18365.54,Chembur,Moderate
Chembur,Oct-Dec,2026,18455.37,Chembur,Moderate
Chembur,Jan-Mar,2027,18074.02,Chembur,Moderate
Chembur,Apr-Jun,2027,18006.02,Chembur,Moderate
Chembur,Jul-Sep,2027,18057.65,Chembur,Moderate
Chembur,Oct-Dec,2027,18117.75,Chembur,Moderate
Chembur,Jan-Mar,2028,19230.29,Chembur,Moderate
Chembur,Apr-Jun,2028,19378.07,Chembur,Moderate
Chembur,Jul-Sep,2028,19205.66,Chembur,Moderate
Chembur,Oct-Dec,2028,19047.29,Chembur,Moderate
Chembur,Jan-Mar,2029,19190.39,Chembur,Moderate
Chembur,Apr-Jun,2029,19444.71,Chembur,Moderate
Chembur,Jul-Sep,2029,19767.98,Chembur,Moderate
Chembur,Oct-Dec,2029,19878.39,Chembur,Moderate
Chembur,Jan-Mar,2030,19937.11,Chembur,Moderate
Chembur,Apr-Jun,2030,20161.52,Chembur,Moderate
Chembur,Jul-Sep,2030,20158.45333,Chembur,Moderate
Chembur,Oct-Dec,2030,20323.16,Chembur,Moderate
Chembur East,Jan-Mar,2024,20972.05,Chembur East,Moderate
Chembur East,Apr-Jun,2024,20918.11,Chembur East,Moderate
Chembur East,Jul-Sep,2024,20996.52405,Chembur East,Moderate
Chembur East,Oct-Dec,2024,20516.45,Chembur East,Moderate
Chembur East,Jan-Mar,2025,21626.18667,Chembur East,Moderate
Chembur East,Apr-Jun,2025,21933.35667,Chembur East,Moderate
Chembur East,Jul-Sep,2025,20099.01371,Chembur East,Moderate
Chembur East,Oct-Dec,2025,18283.36967,Chembur East,Moderate
Chembur East,Jan-Mar,2026,17728.4,Chembur East,Moderate
Chembur East,Apr-Jun,2026,17640.58,Chembur East,Moderate
Chembur East,Jul-Sep,2026,17764.5,Chembur East,Moderate
Chembur East,Oct-Dec,2026,17945.01,Chembur East,Moderate
Chembur East,Jan-Mar,2027,17994.11,Chembur East,Moderate
Chembur East,Apr-Jun,2027,17905.13,Chembur East,Moderate
Chembur East,Jul-Sep,2027,17963.28,Chembur East,Moderate
Chembur East,Oct-Dec,2027,17989.2,Chembur East,Moderate
Chembur East,Jan-Mar,2028,19409.77,Chembur East,Moderate
Chembur East,Apr-Jun,2028,19603.91,Chembur East,Moderate
Chembur East,Jul-Sep,2028,19266.96,Chembur East,Moderate
Chembur East,Oct-Dec,2028,18830.51,Chembur East,Moderate
Chembur East,Jan-Mar,2029,19547.07,Chembur East,Moderate
Chembur East,Apr-Jun,2029,19761.46,Chembur East,Moderate
Chembur East,Jul-Sep,2029,19862.77,Chembur East,Moderate
Chembur East,Oct-Dec,2029,19798.16,Chembur East,Moderate
Chembur East,Jan-Mar,2030,20972.05,Chembur East,Moderate
Chembur East,Apr-Jun,2030,20918.11,Chembur East,Moderate
Chembur East,Jul-Sep,2030,20996.52405,Chembur East,Moderate
Chembur East,Oct-Dec,2030,20516.45,Chembur East,Moderate
Chhatrapati Shivaji Maharaj International Airport Road,Jan-Mar,2024,32921.43,Chhatrapati Shivaji Maharaj International Airport Road,Low
Chhatrapati Shivaji Maharaj International Airport Road,Apr-Jun,2024,33081.43,Chhatrapati Shivaji Maharaj International Airport Road,Low
Chhatrapati Shivaji Maharaj International Airport Road,Jul-Sep,2024,34186.3,Chhatrapati Shivaji Maharaj International Airport Road,Low
Chhatrapati Shivaji Maharaj International Airport Road,Oct-Dec,2024,33296.93,Chhatrapati Shivaji Maharaj International Airport Road,Low
Chhatrapati Shivaji Maharaj International Airport Road,Jan-Mar,2025,34875.53,Chhatrapati Shivaji Maharaj International Airport Road,Low
Chhatrapati Shivaji Maharaj International Airport Road,Apr-Jun,2025,33877.46,Chhatrapati Shivaji Maharaj International Airport Road,Low
Chhatrapati Shivaji Maharaj International Airport Road,Jul-Sep,2025,34727.81,Chhatrapati Shivaji Maharaj International Airport Road,Low
Chhatrapati Shivaji Maharaj International Airport Road,Oct-Dec,2025,28528.75,Chhatrapati Shivaji Maharaj International Airport Road,Low
Chhatrapati Shivaji Maharaj International Airport Road,Jan-Mar,2026,24305.5,Chhatrapati Shivaji Maharaj International Airport Road,Low
Chhatrapati Shivaji Maharaj International Airport Road,Apr-Jun,2026,24450.5,Chhatrapati Shivaji Maharaj International Airport Road,Low
Chhatrapati Shivaji Maharaj International Airport Road,Jul-Sep,2026,24870.5,Chhatrapati Shivaji Maharaj International Airport Road,Low
Chhatrapati Shivaji Maharaj International Airport Road,Oct-Dec,2026,25290.5,Chhatrapati Shivaji Maharaj International Airport Road,Low
Chhatrapati Shivaji Maharaj International Airport Road,Jan-Mar,2027,26275,Chhatrapati Shivaji Maharaj International Airport Road,Low
Chhatrapati Shivaji Maharaj International Airport Road,Apr-Jun,2027,26490,Chhatrapati Shivaji Maharaj International Airport Road,Low
Chhatrapati Shivaji Maharaj International Airport Road,Jul-Sep,2027,26830,Chhatrapati Shivaji Maharaj International Airport Road,Low
Chhatrapati Shivaji Maharaj International Airport Road,Oct-Dec,2027,27220,Chhatrapati Shivaji Maharaj International Airport Road,Low
Chhatrapati Shivaji Maharaj International Airport Road,Jan-Mar,2028,28646.93,Chhatrapati Shivaji Maharaj International Airport Road,Low
Chhatrapati Shivaji Maharaj International Airport Road,Apr-Jun,2028,28716.93,Chhatrapati Shivaji Maharaj International Airport Road,Low
Chhatrapati Shivaji Maharaj International Airport Road,Jul-Sep,2028,29078.86,Chhatrapati Shivaji Maharaj International Airport Road,Low
Chhatrapati Shivaji Maharaj International Airport Road,Oct-Dec,2028,28995,Chhatrapati Shivaji Maharaj International Airport Road,Low
Chhatrapati Shivaji Maharaj International Airport Road,Jan-Mar,2029,30174.5,Chhatrapati Shivaji Maharaj International Airport Road,Low
Chhatrapati Shivaji Maharaj International Airport Road,Apr-Jun,2029,30409.5,Chhatrapati Shivaji Maharaj International Airport Road,Low
Chhatrapati Shivaji Maharaj International Airport Road,Jul-Sep,2029,30929.5,Chhatrapati Shivaji Maharaj International Airport Road,Low
Chhatrapati Shivaji Maharaj International Airport Road,Oct-Dec,2029,31253,Chhatrapati Shivaji Maharaj International Airport Road,Low
Chhatrapati Shivaji Maharaj International Airport Road,Jan-Mar,2030,32921.43,Chhatrapati Shivaji Maharaj International Airport Road,Low
Chhatrapati Shivaji Maharaj International Airport Road,Apr-Jun,2030,33081.43,Chhatrapati Shivaji Maharaj International Airport Road,Low
Chhatrapati Shivaji Maharaj International Airport Road,Jul-Sep,2030,34186.3,Chhatrapati Shivaji Maharaj International Airport Road,Low
Chhatrapati Shivaji Maharaj International Airport Road,Oct-Dec,2030,33296.93,Chhatrapati Shivaji Maharaj International Airport Road,Low
Chincholi Bunder,Jan-Mar,2024,18074.38,Chincholi Bunder,High
Chincholi Bunder,Apr-Jun,2024,17464.52,Chincholi Bunder,High
Chincholi Bunder,Jul-Sep,2024,17683.515,Chincholi Bunder,High
Chincholi Bunder,Oct-Dec,2024,16752.72,Chincholi Bunder,High
Chincholi Bunder,Jan-Mar,2025,19543.9575,Chincholi Bunder,High
Chincholi Bunder,Apr-Jun,2025,17819.195,Chincholi Bunder,High
Chincholi Bunder,Jul-Sep,2025,14116.3025,Chincholi Bunder,High
Chincholi Bunder,Oct-Dec,2025,9827.4175,Chincholi Bunder,High
Chincholi Bunder,Jan-Mar,2026,8315,Chincholi Bunder,High
Chincholi Bunder,Apr-Jun,2026,8540,Chincholi Bunder,High
Chincholi Bunder,Jul-Sep,2026,8970,Chincholi Bunder,High
Chincholi Bunder,Oct-Dec,2026,9020,Chincholi Bunder,High
Chincholi Bunder,Jan-Mar,2027,10180,Chincholi Bunder,High
Chincholi Bunder,Apr-Jun,2027,10462.5,Chincholi Bunder,High
Chincholi Bunder,Jul-Sep,2027,10962.5,Chincholi Bunder,High
Chincholi Bunder,Oct-Dec,2027,11272.5,Chincholi Bunder,High
Chincholi Bunder,Jan-Mar,2028,14308.32,Chincholi Bunder,High
Chincholi Bunder,Apr-Jun,2028,13170.52,Chincholi Bunder,High
Chincholi Bunder,Jul-Sep,2028,13158.665,Chincholi Bunder,High
Chincholi Bunder,Oct-Dec,2028,13157.5,Chincholi Bunder,High
Chincholi Bunder,Jan-Mar,2029,14479.06,Chincholi Bunder,High
Chincholi Bunder,Apr-Jun,2029,14562.5,Chincholi Bunder,High
Chincholi Bunder,Jul-Sep,2029,15093.98,Chincholi Bunder,High
Chincholi Bunder,Oct-Dec,2029,15069.44,Chincholi Bunder,High
Chincholi Bunder,Jan-Mar,2030,18074.38,Chincholi Bunder,High
Chincholi Bunder,Apr-Jun,2030,17464.52,Chincholi Bunder,High
Chincholi Bunder,Jul-Sep,2030,17683.515,Chincholi Bunder,High
Chincholi Bunder,Oct-Dec,2030,16752.72,Chincholi Bunder,High
Chincholi Bunder Road,Jan-Mar,2024,19500.92,Chincholi Bunder Road,High
Chincholi Bunder Road,Apr-Jun,2024,19579.36,Chincholi Bunder Road,High
Chincholi Bunder Road,Jul-Sep,2024,19843.995,Chincholi Bunder Road,High
Chincholi Bunder Road,Oct-Dec,2024,19754.18,Chincholi Bunder Road,High
Chincholi Bunder Road,Jan-Mar,2025,19059.0925,Chincholi Bunder Road,High
Chincholi Bunder Road,Apr-Jun,2025,18171.8725,Chincholi Bunder Road,High
Chincholi Bunder Road,Jul-Sep,2025,16533.207,Chincholi Bunder Road,High
Chincholi Bunder Road,Oct-Dec,2025,14203.5125,Chincholi Bunder Road,High
Chincholi Bunder Road,Jan-Mar,2026,11585,Chincholi Bunder Road,High
Chincholi Bunder Road,Apr-Jun,2026,11840,Chincholi Bunder Road,High
Chincholi Bunder Road,Jul-Sep,2026,12215,Chincholi Bunder Road,High
Chincholi Bunder Road,Oct-Dec,2026,12597.5,Chincholi Bunder Road,High
Chincholi Bunder Road,Jan-Mar,2027,13347.5,Chincholi Bunder Road,High
Chincholi Bunder Road,Apr-Jun,2027,13655,Chincholi Bunder Road,High
Chincholi Bunder Road,Jul-Sep,2027,14025,Chincholi Bunder Road,High
Chincholi Bunder Road,Oct-Dec,2027,14425,Chincholi Bunder Road,High
Chincholi Bunder Road,Jan-Mar,2028,16607.13,Chincholi Bunder Road,High
Chincholi Bunder Road,Apr-Jun,2028,16079.95,Chincholi Bunder Road,High
Chincholi Bunder Road,Jul-Sep,2028,16240,Chincholi Bunder Road,High
Chincholi Bunder Road,Oct-Dec,2028,16307.5,Chincholi Bunder Road,High
Chincholi Bunder Road,Jan-Mar,2029,17285,Chincholi Bunder Road,High
Chincholi Bunder Road,Apr-Jun,2029,17255,Chincholi Bunder Road,High
Chincholi Bunder Road,Jul-Sep,2029,17740,Chincholi Bunder Road,High
Chincholi Bunder Road,Oct-Dec,2029,17560.18,Chincholi Bunder Road,High
Chincholi Bunder Road,Jan-Mar,2030,19500.92,Chincholi Bunder Road,High
Chincholi Bunder Road,Apr-Jun,2030,19579.36,Chincholi Bunder Road,High
Chincholi Bunder Road,Jul-Sep,2030,19843.995,Chincholi Bunder Road,High
Chincholi Bunder Road,Oct-Dec,2030,19754.18,Chincholi Bunder Road,High
Chinchpokli,Jan-Mar,2024,29444,Chinchpokli,High
Chinchpokli,Apr-Jun,2024,29813.33,Chinchpokli,High
Chinchpokli,Jul-Sep,2024,29593.53,Chinchpokli,High
Chinchpokli,Oct-Dec,2024,27074.28,Chinchpokli,High
Chinchpokli,Jan-Mar,2025,30184.78,Chinchpokli,High
Chinchpokli,Apr-Jun,2025,30921.71,Chinchpokli,High
Chinchpokli,Jul-Sep,2025,30116.14,Chinchpokli,High
Chinchpokli,Oct-Dec,2025,21746.17,Chinchpokli,High
Chinchpokli,Jan-Mar,2026,19081.5,Chinchpokli,High
Chinchpokli,Apr-Jun,2026,19325,Chinchpokli,High
Chinchpokli,Jul-Sep,2026,19678.5,Chinchpokli,High
Chinchpokli,Oct-Dec,2026,20547.92,Chinchpokli,High
Chinchpokli,Jan-Mar,2027,20839.6,Chinchpokli,High
Chinchpokli,Apr-Jun,2027,21065.6,Chinchpokli,High
Chinchpokli,Jul-Sep,2027,21121.08,Chinchpokli,High
Chinchpokli,Oct-Dec,2027,22304.42,Chinchpokli,High
Chinchpokli,Jan-Mar,2028,28617.53,Chinchpokli,High
Chinchpokli,Apr-Jun,2028,27906.37,Chinchpokli,High
Chinchpokli,Jul-Sep,2028,28134.06,Chinchpokli,High
Chinchpokli,Oct-Dec,2028,24297.45,Chinchpokli,High
Chinchpokli,Jan-Mar,2029,32434.66,Chinchpokli,High
Chinchpokli,Apr-Jun,2029,30908.86,Chinchpokli,High
Chinchpokli,Jul-Sep,2029,30515.73,Chinchpokli,High
Chinchpokli,Oct-Dec,2029,27394.9,Chinchpokli,High
Chinchpokli,Jan-Mar,2030,29444,Chinchpokli,High
Chinchpokli,Apr-Jun,2030,29813.33,Chinchpokli,High
Chinchpokli,Jul-Sep,2030,29593.53,Chinchpokli,High
Chinchpokli,Oct-Dec,2030,27074.28,Chinchpokli,High
Chunabhatti,Jan-Mar,2024,21503.66,Chunabhatti,Moderate
Chunabhatti,Apr-Jun,2024,21607.15,Chunabhatti,Moderate
Chunabhatti,Jul-Sep,2024,20366.76,Chunabhatti,Moderate
Chunabhatti,Oct-Dec,2024,19952.45,Chunabhatti,Moderate
Chunabhatti,Jan-Mar,2025,21607.67,Chunabhatti,Moderate
Chunabhatti,Apr-Jun,2025,21321.11,Chunabhatti,Moderate
Chunabhatti,Jul-Sep,2025,18778.4,Chunabhatti,Moderate
Chunabhatti,Oct-Dec,2025,17808.28,Chunabhatti,Moderate
Chunabhatti,Jan-Mar,2026,17792.5,Chunabhatti,Moderate
Chunabhatti,Apr-Jun,2026,17769.83,Chunabhatti,Moderate
Chunabhatti,Jul-Sep,2026,17652,Chunabhatti,Moderate
Chunabhatti,Oct-Dec,2026,17957.12,Chunabhatti,Moderate
Chunabhatti,Jan-Mar,2027,18163.5,Chunabhatti,Moderate
Chunabhatti,Apr-Jun,2027,18256.64,Chunabhatti,Moderate
Chunabhatti,Jul-Sep,2027,18427.9,Chunabhatti,Moderate
Chunabhatti,Oct-Dec,2027,18824.26,Chunabhatti,Moderate
Chunabhatti,Jan-Mar,2028,19383.01,Chunabhatti,Moderate
Chunabhatti,Apr-Jun,2028,19507.79,Chunabhatti,Moderate
Chunabhatti,Jul-Sep,2028,19337.69,Chunabhatti,Moderate
Chunabhatti,Oct-Dec,2028,19447.03,Chunabhatti,Moderate
Chunabhatti,Jan-Mar,2029,20311.99,Chunabhatti,Moderate
Chunabhatti,Apr-Jun,2029,20503.56,Chunabhatti,Moderate
Chunabhatti,Jul-Sep,2029,20736.27,Chunabhatti,Moderate
Chunabhatti,Oct-Dec,2029,21007.16,Chunabhatti,Moderate
Chunabhatti,Jan-Mar,2030,21503.66,Chunabhatti,Moderate
Chunabhatti,Apr-Jun,2030,21607.15,Chunabhatti,Moderate
Chunabhatti,Jul-Sep,2030,20366.76,Chunabhatti,Moderate
Chunabhatti,Oct-Dec,2030,19952.45,Chunabhatti,Moderate
Cuffe Parade,Jan-Mar,2024,55713.06,Cuffe Parade,Low
Cuffe Parade,Apr-Jun,2024,55996.995,Cuffe Parade,Low
Cuffe Parade,Jul-Sep,2024,55113.27167,Cuffe Parade,Low
Cuffe Parade,Oct-Dec,2024,55382.105,Cuffe Parade,Low
Cuffe Parade,Jan-Mar,2025,57443.02517,Cuffe Parade,Low
Cuffe Parade,Apr-Jun,2025,57356.33283,Cuffe Parade,Low
Cuffe Parade,Jul-Sep,2025,57931.7995,Cuffe Parade,Low
Cuffe Parade,Oct-Dec,2025,58679.00983,Cuffe Parade,Low
Cuffe Parade,Jan-Mar,2026,57585.77,Cuffe Parade,Low
Cuffe Parade,Apr-Jun,2026,57180.11,Cuffe Parade,Low
Cuffe Parade,Jul-Sep,2026,54196.28667,Cuffe Parade,Low
Cuffe Parade,Oct-Dec,2026,53721.28,Cuffe Parade,Low
Cuffe Parade,Jan-Mar,2027,53690.64,Cuffe Parade,Low
Cuffe Parade,Apr-Jun,2027,53306.61,Cuffe Parade,Low
Cuffe Parade,Jul-Sep,2027,53697.96,Cuffe Parade,Low
Cuffe Parade,Oct-Dec,2027,53675.83,Cuffe Parade,Low
Cuffe Parade,Jan-Mar,2028,57511.73,Cuffe Parade,Low
Cuffe Parade,Apr-Jun,2028,56596.88,Cuffe Parade,Low
Cuffe Parade,Jul-Sep,2028,56632.785,Cuffe Parade,Low
Cuffe Parade,Oct-Dec,2028,57144.37,Cuffe Parade,Low
Cuffe Parade,Jan-Mar,2029,57229.05,Cuffe Parade,Low
Cuffe Parade,Apr-Jun,2029,57673.68,Cuffe Parade,Low
Cuffe Parade,Jul-Sep,2029,56825.81,Cuffe Parade,Low
Cuffe Parade,Oct-Dec,2029,55880.79,Cuffe Parade,Low
Cuffe Parade,Jan-Mar,2030,55713.06,Cuffe Parade,Low
Cuffe Parade,Apr-Jun,2030,55996.995,Cuffe Parade,Low
Cuffe Parade,Jul-Sep,2030,55113.27167,Cuffe Parade,Low
Cuffe Parade,Oct-Dec,2030,55382.105,Cuffe Parade,Low
Cumballa Hill,Jan-Mar,2024,54554.4,Cumballa Hill,Low
Cumballa Hill,Apr-Jun,2024,55549.99,Cumballa Hill,Low
Cumballa Hill,Jul-Sep,2024,54758.33,Cumballa Hill,Low
Cumballa Hill,Oct-Dec,2024,54747.9,Cumballa Hill,Low
Cumballa Hill,Jan-Mar,2025,55030.52,Cumballa Hill,Low
Cumballa Hill,Apr-Jun,2025,54862.11,Cumballa Hill,Low
Cumballa Hill,Jul-Sep,2025,56427.78,Cumballa Hill,Low
Cumballa Hill,Oct-Dec,2025,56339.78,Cumballa Hill,Low
Cumballa Hill,Jan-Mar,2026,56264.08,Cumballa Hill,Low
Cumballa Hill,Apr-Jun,2026,56612.3,Cumballa Hill,Low
Cumballa Hill,Jul-Sep,2026,57959.54,Cumballa Hill,Low
Cumballa Hill,Oct-Dec,2026,54373.23,Cumballa Hill,Low
Cumballa Hill,Jan-Mar,2027,52707,Cumballa Hill,Low
Cumballa Hill,Apr-Jun,2027,52970.91,Cumballa Hill,Low
Cumballa Hill,Jul-Sep,2027,52143.84,Cumballa Hill,Low
Cumballa Hill,Oct-Dec,2027,52172.05,Cumballa Hill,Low
Cumballa Hill,Jan-Mar,2028,53767.2,Cumballa Hill,Low
Cumballa Hill,Apr-Jun,2028,53408.56,Cumballa Hill,Low
Cumballa Hill,Jul-Sep,2028,52550.24,Cumballa Hill,Low
Cumballa Hill,Oct-Dec,2028,52610.96,Cumballa Hill,Low
Cumballa Hill,Jan-Mar,2029,53539.8,Cumballa Hill,Low
Cumballa Hill,Apr-Jun,2029,53867.82,Cumballa Hill,Low
Cumballa Hill,Jul-Sep,2029,53017.7,Cumballa Hill,Low
Cumballa Hill,Oct-Dec,2029,52991.84,Cumballa Hill,Low
Cumballa Hill,Jan-Mar,2030,54554.4,Cumballa Hill,Low
Cumballa Hill,Apr-Jun,2030,55549.99,Cumballa Hill,Low
Cumballa Hill,Jul-Sep,2030,54758.33,Cumballa Hill,Low
Cumballa Hill,Oct-Dec,2030,54747.9,Cumballa Hill,Low
Dadar,Jan-Mar,2024,34983.09,Dadar,Low
Dadar,Apr-Jun,2024,34962.08,Dadar,Low
Dadar,Jul-Sep,2024,35626.99733,Dadar,Low
Dadar,Oct-Dec,2024,34468.79,Dadar,Low
Dadar,Jan-Mar,2025,37580.91333,Dadar,Low
Dadar,Apr-Jun,2025,37578.855,Dadar,Low
Dadar,Jul-Sep,2025,35685.26588,Dadar,Low
Dadar,Oct-Dec,2025,33213.68083,Dadar,Low
Dadar,Jan-Mar,2026,32013.24,Dadar,Low
Dadar,Apr-Jun,2026,32372.84,Dadar,Low
Dadar,Jul-Sep,2026,32270.91,Dadar,Low
Dadar,Oct-Dec,2026,31612.14,Dadar,Low
Dadar,Jan-Mar,2027,30869.76,Dadar,Low
Dadar,Apr-Jun,2027,30947.64,Dadar,Low
Dadar,Jul-Sep,2027,31432.93,Dadar,Low
Dadar,Oct-Dec,2027,31482.24,Dadar,Low
Dadar,Jan-Mar,2028,33173.59,Dadar,Low
Dadar,Apr-Jun,2028,32804.49,Dadar,Low
Dadar,Jul-Sep,2028,32914.945,Dadar,Low
Dadar,Oct-Dec,2028,33497.78,Dadar,Low
Dadar,Jan-Mar,2029,33929.75,Dadar,Low
Dadar,Apr-Jun,2029,33648.72,Dadar,Low
Dadar,Jul-Sep,2029,33407.55,Dadar,Low
Dadar,Oct-Dec,2029,33656.46,Dadar,Low
Dadar,Jan-Mar,2030,34983.09,Dadar,Low
Dadar,Apr-Jun,2030,34962.08,Dadar,Low
Dadar,Jul-Sep,2030,35626.99733,Dadar,Low
Dadar,Oct-Dec,2030,34468.79,Dadar,Low
Dadar East,Jan-Mar,2024,34239.91,Dadar East,Moderate
Dadar East,Apr-Jun,2024,34328.87,Dadar East,Moderate
Dadar East,Jul-Sep,2024,33581.3965,Dadar East,Moderate
Dadar East,Oct-Dec,2024,32837.205,Dadar East,Moderate
Dadar East,Jan-Mar,2025,35369.96167,Dadar East,Moderate
Dadar East,Apr-Jun,2025,35579.39667,Dadar East,Moderate
Dadar East,Jul-Sep,2025,33746.29702,Dadar East,Moderate
Dadar East,Oct-Dec,2025,31578.16048,Dadar East,Moderate
Dadar East,Jan-Mar,2026,31378.24,Dadar East,Moderate
Dadar East,Apr-Jun,2026,31727.59,Dadar East,Moderate
Dadar East,Jul-Sep,2026,31760.17,Dadar East,Moderate
Dadar East,Oct-Dec,2026,31430.74,Dadar East,Moderate
Dadar East,Jan-Mar,2027,29756.54,Dadar East,Moderate
Dadar East,Apr-Jun,2027,29549.62,Dadar East,Moderate
Dadar East,Jul-Sep,2027,30306.67,Dadar East,Moderate
Dadar East,Oct-Dec,2027,30650.19,Dadar East,Moderate
Dadar East,Jan-Mar,2028,31806.39,Dadar East,Moderate
Dadar East,Apr-Jun,2028,31287.75,Dadar East,Moderate
Dadar East,Jul-Sep,2028,31228.53667,Dadar East,Moderate
Dadar East,Oct-Dec,2028,31598.37,Dadar East,Moderate
Dadar East,Jan-Mar,2029,32238.76,Dadar East,Moderate
Dadar East,Apr-Jun,2029,31635.29,Dadar East,Moderate
Dadar East,Jul-Sep,2029,31578.92333,Dadar East,Moderate
Dadar East,Oct-Dec,2029,31548.02,Dadar East,Moderate
Dadar East,Jan-Mar,2030,34239.91,Dadar East,Moderate
Dadar East,Apr-Jun,2030,34328.87,Dadar East,Moderate
Dadar East,Jul-Sep,2030,33581.3965,Dadar East,Moderate
Dadar East,Oct-Dec,2030,32837.205,Dadar East,Moderate
Dadar West,Jan-Mar,2024,37122,Dadar West,Moderate
Dadar West,Apr-Jun,2024,37242.52,Dadar West,Moderate
Dadar West,Jul-Sep,2024,38027.215,Dadar West,Moderate
Dadar West,Oct-Dec,2024,38903.675,Dadar West,Moderate
Dadar West,Jan-Mar,2025,38596.085,Dadar West,Moderate
Dadar West,Apr-Jun,2025,38903.015,Dadar West,Moderate
Dadar West,Jul-Sep,2025,37411.12036,Dadar West,Moderate
Dadar West,Oct-Dec,2025,35820.952,Dadar West,Moderate
Dadar West,Jan-Mar,2026,33415.03,Dadar West,Moderate
Dadar West,Apr-Jun,2026,33413.41,Dadar West,Moderate
Dadar West,Jul-Sep,2026,33202.88,Dadar West,Moderate
Dadar West,Oct-Dec,2026,33273.37,Dadar West,Moderate
Dadar West,Jan-Mar,2027,33918.61,Dadar West,Moderate
Dadar West,Apr-Jun,2027,33864.73,Dadar West,Moderate
Dadar West,Jul-Sep,2027,33871.07,Dadar West,Moderate
Dadar West,Oct-Dec,2027,34168.69,Dadar West,Moderate
Dadar West,Jan-Mar,2028,34935.88,Dadar West,Moderate
Dadar West,Apr-Jun,2028,34530.46,Dadar West,Moderate
Dadar West,Jul-Sep,2028,35440.06,Dadar West,Moderate
Dadar West,Oct-Dec,2028,35833.9,Dadar West,Moderate
Dadar West,Jan-Mar,2029,36059.95,Dadar West,Moderate
Dadar West,Apr-Jun,2029,36007.1,Dadar West,Moderate
Dadar West,Jul-Sep,2029,36232.5,Dadar West,Moderate
Dadar West,Oct-Dec,2029,36876.32,Dadar West,Moderate
Dadar West,Jan-Mar,2030,37122,Dadar West,Moderate
Dadar West,Apr-Jun,2030,37242.52,Dadar West,Moderate
Dadar West,Jul-Sep,2030,38027.215,Dadar West,Moderate
Dadar West,Oct-Dec,2030,38903.675,Dadar West,Moderate
Dahanukar Wadi,Jan-Mar,2024,18167.17333,Dahanukar Wadi,High
Dahanukar Wadi,Apr-Jun,2024,18114.53333,Dahanukar Wadi,High
Dahanukar Wadi,Jul-Sep,2024,18333.92367,Dahanukar Wadi,High
Dahanukar Wadi,Oct-Dec,2024,18061.17533,Dahanukar Wadi,High
Dahanukar Wadi,Jan-Mar,2025,17164.10788,Dahanukar Wadi,High
Dahanukar Wadi,Apr-Jun,2025,17205.20538,Dahanukar Wadi,High
Dahanukar Wadi,Jul-Sep,2025,17378.91788,Dahanukar Wadi,High
Dahanukar Wadi,Oct-Dec,2025,17443.87988,Dahanukar Wadi,High
Dahanukar Wadi,Jan-Mar,2026,15535.17,Dahanukar Wadi,High
Dahanukar Wadi,Apr-Jun,2026,15689.33,Dahanukar Wadi,High
Dahanukar Wadi,Jul-Sep,2026,16059.28333,Dahanukar Wadi,High
Dahanukar Wadi,Oct-Dec,2026,16444.2,Dahanukar Wadi,High
Dahanukar Wadi,Jan-Mar,2027,16103.53,Dahanukar Wadi,High
Dahanukar Wadi,Apr-Jun,2027,15848.32,Dahanukar Wadi,High
Dahanukar Wadi,Jul-Sep,2027,16059.15,Dahanukar Wadi,High
Dahanukar Wadi,Oct-Dec,2027,16252.21,Dahanukar Wadi,High
Dahanukar Wadi,Jan-Mar,2028,16344.075,Dahanukar Wadi,High
Dahanukar Wadi,Apr-Jun,2028,16360.515,Dahanukar Wadi,High
Dahanukar Wadi,Jul-Sep,2028,16656.249,Dahanukar Wadi,High
Dahanukar Wadi,Oct-Dec,2028,16959.504,Dahanukar Wadi,High
Dahanukar Wadi,Jan-Mar,2029,17071.17,Dahanukar Wadi,High
Dahanukar Wadi,Apr-Jun,2029,17088.78,Dahanukar Wadi,High
Dahanukar Wadi,Jul-Sep,2029,17474.155,Dahanukar Wadi,High
Dahanukar Wadi,Oct-Dec,2029,17544.7,Dahanukar Wadi,High
Dahanukar Wadi,Jan-Mar,2030,18167.17333,Dahanukar Wadi,High
Dahanukar Wadi,Apr-Jun,2030,18114.53333,Dahanukar Wadi,High
