Locality,Risk,location,year,quarter,avg_price,max_price,min_price,Location,Latitude,Longitude
Janakpuri,Moderate,Janakpuri,2026,Jan-Mar,10022.05,12442.73578,7601.114992,Janakpuri,28.6219272,77.0874757
Janakpuri,Moderate,Janakpuri,2026,Apr-Jun,9981.31,12392.1556,7570.216181,Janakpuri,28.6219272,77.0874757
Janakpuri,Moderate,Janakpuri,2026,Jul-Sep,9601.73,11920.89337,7282.327852,Janakpuri,28.6219272,77.0874757
Janakpuri,Moderate,Janakpuri,2026,Oct-Dec,9634.01,11960.97015,7306.810267,Janakpuri,28.6219272,77.0874757
Janakpuri,Moderate,Janakpuri,2027,Jan-Mar,10053.9,12482.2787,7625.271278,Janakpuri,28.6219272,77.0874757
Janakpuri,Moderate,Janakpuri,2027,Apr-Jun,10012.36,12430.7053,7593.765716,Janakpuri,28.6219272,77.0874757
Janakpuri,Moderate,Janakpuri,2027,Jul-Sep,10017.3,12436.83848,7597.512406,Janakpuri,28.6219272,77.0874757
Janakpuri,Moderate,Janakpuri,2027,Oct-Dec,9928.38,12326.4411,7530.071997,Janakpuri,28.6219272,77.0874757
Janakpuri,Moderate,Janakpuri,2028,Jan-Mar,9953.52,12357.65332,7549.139157,Janakpuri,28.6219272,77.0874757
Janakpuri,Moderate,Janakpuri,2028,Apr-Jun,9793.53,12159.01998,7427.796479,Janakpuri,28.6219272,77.0874757
Janakpuri,Moderate,Janakpuri,2028,Jul-Sep,9810.06,12179.54257,7440.333478,Janakpuri,28.6219272,77.0874757
Janakpuri,Moderate,Janakpuri,2028,Oct-Dec,9788.9,12153.27166,7424.284906,Janakpuri,28.6219272,77.0874757
Janakpuri,Moderate,Janakpuri,2029,Jan-Mar,10544.24,13091.05346,7997.164326,Janakpuri,28.6219272,77.0874757
Janakpuri,Moderate,Janakpuri,2029,Apr-Jun,10709.1,13295.73308,8122.200603,Janakpuri,28.6219272,77.0874757
Janakpuri,Moderate,Janakpuri,2029,Jul-Sep,10614.72,13178.55692,8050.619117,Janakpuri,28.6219272,77.0874757
Janakpuri,Moderate,Janakpuri,2029,Oct-Dec,11080.39,13756.70298,8403.801472,Janakpuri,28.6219272,77.0874757
Janakpuri,Moderate,Janakpuri,2030,Jan-Mar,10803.2,13412.56162,8193.569726,Janakpuri,28.6219272,77.0874757
Janakpuri,Moderate,Janakpuri,2030,Apr-Jun,11074.15,13748.9558,8399.068812,Janakpuri,28.6219272,77.0874757
Janakpuri,Moderate,Janakpuri,2030,Jul-Sep,11879.1,14748.33019,9009.574398,Janakpuri,28.6219272,77.0874757
Janakpuri,Moderate,Janakpuri,2030,Oct-Dec,11999.65,14897.99736,9101.004236,Janakpuri,28.6219272,77.0874757
Jasola,Moderate,Jasola,2024,Jan-Mar,10314.29,12626.03264,7990.920119,Jasola,28.5427353,77.2913342
Jasola,Moderate,Jasola,2024,Apr-Jun,10529.89,12889.95508,8157.954629,Jasola,28.5427353,77.2913342
Jasola,Moderate,Jasola,2024,Jul-Sep,11612.42,14215.11262,8996.636764,Jasola,28.5427353,77.2913342
Jasola,Moderate,Jasola,2024,Oct-Dec,11869.83,14530.21594,9196.063263,Jasola,28.5427353,77.2913342
Jasola,Moderate,Jasola,2025,Jan-Mar,12281.43,15034.06788,9514.947328,Jasola,28.5427353,77.2913342
Jasola,Moderate,Jasola,2025,Apr-Jun,12442.14,15230.79783,9639.456216,Jasola,28.5427353,77.2913342
Jasola,Moderate,Jasola,2025,Jul-Sep,12896.78,15787.33632,9991.685203,Jasola,28.5427353,77.2913342
Jasola,Moderate,Jasola,2025,Oct-Dec,13632.06,16687.41469,10561.33796,Jasola,28.5427353,77.2913342
Jasola,Moderate,Jasola,2026,Jan-Mar,9332.11,11423.71655,7229.983407,Jasola,28.5427353,77.2913342
Jasola,Moderate,Jasola,2026,Apr-Jun,9390.42,11495.09558,7275.158649,Jasola,28.5427353,77.2913342
Jasola,Moderate,Jasola,2026,Jul-Sep,9515.95,11648.76063,7372.412091,Jasola,28.5427353,77.2913342
Jasola,Moderate,Jasola,2026,Oct-Dec,9463.24,11584.23673,7331.575407,Jasola,28.5427353,77.2913342
Jasola,Moderate,Jasola,2027,Jan-Mar,9610.13,11764.0492,7445.377352,Jasola,28.5427353,77.2913342
Jasola,Moderate,Jasola,2027,Apr-Jun,9584.5,11732.67475,7425.520698,Jasola,28.5427353,77.2913342
Jasola,Moderate,Jasola,2027,Jul-Sep,9703.92,11878.86036,7518.040463,Jasola,28.5427353,77.2913342
Jasola,Moderate,Jasola,2027,Oct-Dec,9819.98,12020.9329,7607.957092,Jasola,28.5427353,77.2913342
Jasola,Moderate,Jasola,2028,Jan-Mar,9948.99,12178.85792,7707.906638,Jasola,28.5427353,77.2913342
Jasola,Moderate,Jasola,2028,Apr-Jun,9583.09,11730.94872,7424.428311,Jasola,28.5427353,77.2913342
Jasola,Moderate,Jasola,2028,Jul-Sep,9450.31,11568.40873,7321.557985,Jasola,28.5427353,77.2913342
Jasola,Moderate,Jasola,2028,Oct-Dec,9474.51,11598.03268,7340.306757,Jasola,28.5427353,77.2913342
Jasola,Moderate,Jasola,2029,Jan-Mar,9333.28,11425.14879,7230.889856,Jasola,28.5427353,77.2913342
Jasola,Moderate,Jasola,2029,Apr-Jun,9541.93,11680.56353,7392.539905,Jasola,28.5427353,77.2913342
Jasola,Moderate,Jasola,2029,Jul-Sep,9737.09,11919.46475,7543.738675,Jasola,28.5427353,77.2913342
Jasola,Moderate,Jasola,2029,Oct-Dec,10756.94,13167.89382,8333.859943,Jasola,28.5427353,77.2913342
Jasola,Moderate,Jasola,2030,Jan-Mar,10314.29,12626.03264,7990.920119,Jasola,28.5427353,77.2913342
Jasola,Moderate,Jasola,2030,Apr-Jun,10529.89,12889.95508,8157.954629,Jasola,28.5427353,77.2913342
Jasola,Moderate,Jasola,2030,Jul-Sep,11612.42,14215.11262,8996.636764,Jasola,28.5427353,77.2913342
Jasola,Moderate,Jasola,2030,Oct-Dec,11869.83,14530.21594,9196.063263,Jasola,28.5427353,77.2913342
Jasola Vihar,High,Jasola Vihar,2024,Jan-Mar,11321.34,13603.26593,9064.52434,Jasola Vihar,28.5427353,77.2913342
Jasola Vihar,High,Jasola Vihar,2024,Apr-Jun,11489.96,13805.87293,9199.531335,Jasola Vihar,28.5427353,77.2913342
Jasola Vihar,High,Jasola Vihar,2024,Jul-Sep,12116.03,14558.13341,9700.79945,Jasola Vihar,28.5427353,77.2913342
Jasola Vihar,High,Jasola Vihar,2024,Oct-Dec,12377.68,14872.52151,9910.291682,Jasola Vihar,28.5427353,77.2913342
Jasola Vihar,High,Jasola Vihar,2025,Jan-Mar,12899.14,15499.08683,10327.80294,Jasola Vihar,28.5427353,77.2913342
Jasola Vihar,High,Jasola Vihar,2025,Apr-Jun,13004.74,15625.97153,10412.35245,Jasola Vihar,28.5427353,77.2913342
Jasola Vihar,High,Jasola Vihar,2025,Jul-Sep,13048.47,15678.51574,10447.36523,Jasola Vihar,28.5427353,77.2913342
Jasola Vihar,High,Jasola Vihar,2025,Oct-Dec,13669.02,16424.14361,10944.21371,Jasola Vihar,28.5427353,77.2913342
Jasola Vihar,High,Jasola Vihar,2026,Jan-Mar,9440.23,11342.99996,7558.398088,Jasola Vihar,28.5427353,77.2913342
Jasola Vihar,High,Jasola Vihar,2026,Apr-Jun,9611.84,11549.19962,7695.799051,Jasola Vihar,28.5427353,77.2913342
Jasola Vihar,High,Jasola Vihar,2026,Jul-Sep,9857.86,11844.80733,7892.776996,Jasola Vihar,28.5427353,77.2913342
Jasola Vihar,High,Jasola Vihar,2026,Oct-Dec,9526.26,11446.37014,7627.278718,Jasola Vihar,28.5427353,77.2913342
Jasola Vihar,High,Jasola Vihar,2027,Jan-Mar,9585.71,11517.80286,7674.877851,Jasola Vihar,28.5427353,77.2913342
Jasola Vihar,High,Jasola Vihar,2027,Apr-Jun,9560.69,11487.73984,7654.845382,Jasola Vihar,28.5427353,77.2913342
Jasola Vihar,High,Jasola Vihar,2027,Jul-Sep,9702.64,11658.30124,7768.498821,Jasola Vihar,28.5427353,77.2913342
Jasola Vihar,High,Jasola Vihar,2027,Oct-Dec,9781.22,11752.7198,7831.414547,Jasola Vihar,28.5427353,77.2913342
Jasola Vihar,High,Jasola Vihar,2028,Jan-Mar,10016,12034.82199,8019.393092,Jasola Vihar,28.5427353,77.2913342
Jasola Vihar,High,Jasola Vihar,2028,Apr-Jun,9834.39,11816.60673,7873.985546,Jasola Vihar,28.5427353,77.2913342
Jasola Vihar,High,Jasola Vihar,2028,Jul-Sep,9776.7,11747.28875,7827.795572,Jasola Vihar,28.5427353,77.2913342
Jasola Vihar,High,Jasola Vihar,2028,Oct-Dec,9899.49,11894.82826,7926.108399,Jasola Vihar,28.5427353,77.2913342
Jasola Vihar,High,Jasola Vihar,2029,Jan-Mar,10094.08,12128.63977,8081.908489,Jasola Vihar,28.5427353,77.2913342
Jasola Vihar,High,Jasola Vihar,2029,Apr-Jun,10205.29,12262.26522,8170.949694,Jasola Vihar,28.5427353,77.2913342
Jasola Vihar,High,Jasola Vihar,2029,Jul-Sep,10668.92,12819.34435,8542.158881,Jasola Vihar,28.5427353,77.2913342
Jasola Vihar,High,Jasola Vihar,2029,Oct-Dec,11150.2,13397.631,8927.499686,Jasola Vihar,28.5427353,77.2913342
Jasola Vihar,High,Jasola Vihar,2030,Jan-Mar,11321.34,13603.26593,9064.52434,Jasola Vihar,28.5427353,77.2913342
Jasola Vihar,High,Jasola Vihar,2030,Apr-Jun,11489.96,13805.87293,9199.531335,Jasola Vihar,28.5427353,77.2913342
Jasola Vihar,High,Jasola Vihar,2030,Jul-Sep,12116.03,14558.13341,9700.79945,Jasola Vihar,28.5427353,77.2913342
Jasola Vihar,High,Jasola Vihar,2030,Oct-Dec,12377.68,14872.52151,9910.291682,Jasola Vihar,28.5427353,77.2913342
Kakrola,Moderate,Kakrola,2024,Jan-Mar,10773,12559.42626,8986.615267,Kakrola,28.607616,77.0168131
Kakrola,Moderate,Kakrola,2024,Apr-Jun,10779.37,12566.85256,8991.92899,Kakrola,28.607616,77.0168131
Kakrola,Moderate,Kakrola,2024,Jul-Sep,11182.38,13036.69145,9328.111652,Kakrola,28.607616,77.0168131
Kakrola,Moderate,Kakrola,2024,Oct-Dec,11662.81,13596.78847,9728.876488,Kakrola,28.607616,77.0168131
Kakrola,Moderate,Kakrola,2025,Jan-Mar,12663.4,14763.30071,10563.54811,Kakrola,28.607616,77.0168131
Kakrola,Moderate,Kakrola,2025,Apr-Jun,12563.49,14646.82319,10480.20524,Kakrola,28.607616,77.0168131
Kakrola,Moderate,Kakrola,2025,Jul-Sep,13009.67,15166.99072,10852.39943,Kakrola,28.607616,77.0168131
Kakrola,Moderate,Kakrola,2025,Oct-Dec,13779.7,16064.71048,11494.74263,Kakrola,28.607616,77.0168131
Kakrola,Moderate,Kakrola,2026,Jan-Mar,8869.03,10339.73158,7398.362611,Kakrola,28.607616,77.0168131
Kakrola,Moderate,Kakrola,2026,Apr-Jun,8873.48,10344.9195,7402.074709,Kakrola,28.607616,77.0168131
Kakrola,Moderate,Kakrola,2026,Jul-Sep,8904.94,10381.59633,7428.317995,Kakrola,28.607616,77.0168131
Kakrola,Moderate,Kakrola,2026,Oct-Dec,8930.65,10411.56968,7449.764749,Kakrola,28.607616,77.0168131
Kakrola,Moderate,Kakrola,2027,Jan-Mar,9060.67,10563.15017,7558.224761,Kakrola,28.607616,77.0168131
Kakrola,Moderate,Kakrola,2027,Apr-Jun,9056.85,10558.69672,7555.038196,Kakrola,28.607616,77.0168131
Kakrola,Moderate,Kakrola,2027,Jul-Sep,9087.38,10594.28934,7580.505694,Kakrola,28.607616,77.0168131
Kakrola,Moderate,Kakrola,2027,Oct-Dec,9085.88,10592.5406,7579.254425,Kakrola,28.607616,77.0168131
Kakrola,Moderate,Kakrola,2028,Jan-Mar,9200.96,10726.70367,7675.251797,Kakrola,28.607616,77.0168131
Kakrola,Moderate,Kakrola,2028,Apr-Jun,9283.04,10822.39454,7743.721247,Kakrola,28.607616,77.0168131
Kakrola,Moderate,Kakrola,2028,Jul-Sep,9340.52,10889.40612,7791.669882,Kakrola,28.607616,77.0168131
Kakrola,Moderate,Kakrola,2028,Oct-Dec,9345.13,10894.78057,7795.515449,Kakrola,28.607616,77.0168131
Kakrola,Moderate,Kakrola,2029,Jan-Mar,9770.35,11390.51243,8150.225237,Kakrola,28.607616,77.0168131
Kakrola,Moderate,Kakrola,2029,Apr-Jun,9958.35,11609.68741,8307.050974,Kakrola,28.607616,77.0168131
Kakrola,Moderate,Kakrola,2029,Jul-Sep,10384.99,12107.07473,8662.945297,Kakrola,28.607616,77.0168131
Kakrola,Moderate,Kakrola,2029,Oct-Dec,10556.08,12306.53563,8805.66506,Kakrola,28.607616,77.0168131
Kakrola,Moderate,Kakrola,2030,Jan-Mar,10773,12559.42626,8986.615267,Kakrola,28.607616,77.0168131
Kakrola,Moderate,Kakrola,2030,Apr-Jun,10779.37,12566.85256,8991.92899,Kakrola,28.607616,77.0168131
Kakrola,Moderate,Kakrola,2030,Jul-Sep,11182.38,13036.69145,9328.111652,Kakrola,28.607616,77.0168131
Kakrola,Moderate,Kakrola,2030,Oct-Dec,11662.81,13596.78847,9728.876488,Kakrola,28.607616,77.0168131
Kalkaji,Moderate,Kalkaji,2024,Jan-Mar,11224.85,14121.56543,8328.280853,Kalkaji,28.5469476,77.258801
Kalkaji,Moderate,Kalkaji,2024,Apr-Jun,11384.34,14322.21385,8446.614507,Kalkaji,28.5469476,77.258801
Kalkaji,Moderate,Kalkaji,2024,Jul-Sep,11434.09,14384.80247,8483.526534,Kalkaji,28.5469476,77.258801
Kalkaji,Moderate,Kalkaji,2024,Oct-Dec,12807.9,16113.14163,9502.825279,Kalkaji,28.5469476,77.258801
Kalkaji,Moderate,Kalkaji,2025,Jan-Mar,13074.98,16449.14503,9700.985366,Kalkaji,28.5469476,77.258801
Kalkaji,Moderate,Kalkaji,2025,Apr-Jun,12929.34,16265.92077,9592.927724,Kalkaji,28.5469476,77.258801
Kalkaji,Moderate,Kalkaji,2025,Jul-Sep,13032.15,16395.2622,9669.207635,Kalkaji,28.5469476,77.258801
Kalkaji,Moderate,Kalkaji,2025,Oct-Dec,13752.26,17301.20575,10203.49347,Kalkaji,28.5469476,77.258801
Kalkaji,Moderate,Kalkaji,2026,Jan-Mar,11759.34,14793.98738,8724.84587,Kalkaji,28.5469476,77.258801
Kalkaji,Moderate,Kalkaji,2026,Apr-Jun,11755.33,14788.94255,8721.87065,Kalkaji,28.5469476,77.258801
Kalkaji,Moderate,Kalkaji,2026,Jul-Sep,11849.84,14907.84205,8791.992373,Kalkaji,28.5469476,77.258801
Kalkaji,Moderate,Kalkaji,2026,Oct-Dec,11894,14963.3981,8824.756898,Kalkaji,28.5469476,77.258801
Kalkaji,Moderate,Kalkaji,2027,Jan-Mar,12139.9,15272.75573,9007.202477,Kalkaji,28.5469476,77.258801
Kalkaji,Moderate,Kalkaji,2027,Apr-Jun,12004.83,15102.8292,8906.98725,Kalkaji,28.5469476,77.258801
Kalkaji,Moderate,Kalkaji,2027,Jul-Sep,11451.48,14406.68019,8496.42905,Kalkaji,28.5469476,77.258801
Kalkaji,Moderate,Kalkaji,2027,Oct-Dec,11422.33,14370.00766,8474.801199,Kalkaji,28.5469476,77.258801
Kalkaji,Moderate,Kalkaji,2028,Jan-Mar,11598.58,14591.74121,8605.56994,Kalkaji,28.5469476,77.258801
Kalkaji,Moderate,Kalkaji,2028,Apr-Jun,11597.78,14590.73476,8604.976379,Kalkaji,28.5469476,77.258801
Kalkaji,Moderate,Kalkaji,2028,Jul-Sep,11387.76,14326.51643,8449.151977,Kalkaji,28.5469476,77.258801
Kalkaji,Moderate,Kalkaji,2028,Oct-Dec,11458.44,14415.4363,8501.593024,Kalkaji,28.5469476,77.258801
Kalkaji,Moderate,Kalkaji,2029,Jan-Mar,10537.93,13257.37698,7818.620351,Kalkaji,28.5469476,77.258801
Kalkaji,Moderate,Kalkaji,2029,Apr-Jun,10586.87,13318.94657,7854.931399,Kalkaji,28.5469476,77.258801
Kalkaji,Moderate,Kalkaji,2029,Jul-Sep,10872.93,13678.82799,8067.173703,Kalkaji,28.5469476,77.258801
Kalkaji,Moderate,Kalkaji,2029,Oct-Dec,11137.11,14011.18301,8263.182134,Kalkaji,28.5469476,77.258801
Kalkaji,Moderate,Kalkaji,2030,Jan-Mar,11224.85,14121.56543,8328.280853,Kalkaji,28.5469476,77.258801
Kalkaji,Moderate,Kalkaji,2030,Apr-Jun,11384.34,14322.21385,8446.614507,Kalkaji,28.5469476,77.258801
Kalkaji,Moderate,Kalkaji,2030,Jul-Sep,11434.09,14384.80247,8483.526534,Kalkaji,28.5469476,77.258801
Kalkaji,Moderate,Kalkaji,2030,Oct-Dec,12807.9,16113.14163,9502.825279,Kalkaji,28.5469476,77.258801
Kirti Nagar,Moderate,Kirti Nagar,2024,Jan-Mar,19169.24,23689.24593,14773.07621,Kirti Nagar,28.655746,77.1506635
Kirti Nagar,Moderate,Kirti Nagar,2024,Apr-Jun,19488.1,24083.29144,15018.81068,Kirti Nagar,28.655746,77.1506635
Kirti Nagar,Moderate,Kirti Nagar,2024,Jul-Sep,19333.81,23892.62067,14899.90467,Kirti Nagar,28.655746,77.1506635
Kirti Nagar,Moderate,Kirti Nagar,2024,Oct-Dec,19496.83,24094.07993,15025.53859,Kirti Nagar,28.655746,77.1506635
Kirti Nagar,Moderate,Kirti Nagar,2025,Jan-Mar,22237.36,27480.81249,17137.57113,Kirti Nagar,28.655746,77.1506635
Kirti Nagar,Moderate,Kirti Nagar,2025,Apr-Jun,22959.51,28373.24166,17694.10738,Kirti Nagar,28.655746,77.1506635
Kirti Nagar,Moderate,Kirti Nagar,2025,Jul-Sep,21936.67,27109.22137,16905.83965,Kirti Nagar,28.655746,77.1506635
Kirti Nagar,Moderate,Kirti Nagar,2025,Oct-Dec,15058.67,18609.42516,11605.20081,Kirti Nagar,28.655746,77.1506635
Kirti Nagar,Moderate,Kirti Nagar,2026,Jan-Mar,12103.48,14957.4169,9327.737167,Kirti Nagar,28.655746,77.1506635
Kirti Nagar,Moderate,Kirti Nagar,2026,Apr-Jun,12480.62,15423.48453,9618.386038,Kirti Nagar,28.655746,77.1506635
Kirti Nagar,Moderate,Kirti Nagar,2026,Jul-Sep,12116.16,14973.08678,9337.509209,Kirti Nagar,28.655746,77.1506635
Kirti Nagar,Moderate,Kirti Nagar,2026,Oct-Dec,12670.02,15657.54405,9764.350126,Kirti Nagar,28.655746,77.1506635
Kirti Nagar,Moderate,Kirti Nagar,2027,Jan-Mar,12005.62,14836.48203,9252.31982,Kirti Nagar,28.655746,77.1506635
Kirti Nagar,Moderate,Kirti Nagar,2027,Apr-Jun,12012.42,14844.88543,9257.560347,Kirti Nagar,28.655746,77.1506635
Kirti Nagar,Moderate,Kirti Nagar,2027,Jul-Sep,11853.53,14648.53001,9135.10927,Kirti Nagar,28.655746,77.1506635
Kirti Nagar,Moderate,Kirti Nagar,2027,Oct-Dec,12815.91,15837.83415,9876.782549,Kirti Nagar,28.655746,77.1506635
Kirti Nagar,Moderate,Kirti Nagar,2028,Jan-Mar,14074.89,17393.67501,10847.03528,Kirti Nagar,28.655746,77.1506635
Kirti Nagar,Moderate,Kirti Nagar,2028,Apr-Jun,13779.87,17029.09084,10619.67348,Kirti Nagar,28.655746,77.1506635
Kirti Nagar,Moderate,Kirti Nagar,2028,Jul-Sep,13944.94,17233.08348,10746.88727,Kirti Nagar,28.655746,77.1506635
Kirti Nagar,Moderate,Kirti Nagar,2028,Oct-Dec,15406.95,19039.82775,11873.60826,Kirti Nagar,28.655746,77.1506635
Kirti Nagar,Moderate,Kirti Nagar,2029,Jan-Mar,17273.69,21346.73522,13312.2408,Kirti Nagar,28.655746,77.1506635
Kirti Nagar,Moderate,Kirti Nagar,2029,Apr-Jun,17850.04,22058.98552,13756.41399,Kirti Nagar,28.655746,77.1506635
Kirti Nagar,Moderate,Kirti Nagar,2029,Jul-Sep,18321.19,22641.23021,14119.51314,Kirti Nagar,28.655746,77.1506635
Kirti Nagar,Moderate,Kirti Nagar,2029,Oct-Dec,18121.45,22394.39257,13965.58037,Kirti Nagar,28.655746,77.1506635
Kirti Nagar,Moderate,Kirti Nagar,2030,Jan-Mar,19169.24,23689.24593,14773.07621,Kirti Nagar,28.655746,77.1506635
Kirti Nagar,Moderate,Kirti Nagar,2030,Apr-Jun,19488.1,24083.29144,15018.81068,Kirti Nagar,28.655746,77.1506635
Kirti Nagar,Moderate,Kirti Nagar,2030,Jul-Sep,19333.81,23892.62067,14899.90467,Kirti Nagar,28.655746,77.1506635
Kirti Nagar,Moderate,Kirti Nagar,2030,Oct-Dec,19496.83,24094.07993,15025.53859,Kirti Nagar,28.655746,77.1506635
Loni Road,Moderate,Loni Road,2024,Jan-Mar,5512.52,7656.429666,4091.392773,Loni Road,28.68084202,77.2924277
Loni Road,Moderate,Loni Road,2024,Apr-Jun,6055.29,8410.291843,4494.236709,Loni Road,28.68084202,77.2924277
Loni Road,Moderate,Loni Road,2024,Jul-Sep,5970.38,8292.358948,4431.216501,Loni Road,28.68084202,77.2924277
Loni Road,Moderate,Loni Road,2024,Oct-Dec,6176.4,8578.503514,4584.124561,Loni Road,28.68084202,77.2924277
Loni Road,Moderate,Loni Road,2025,Jan-Mar,5786.29,8036.67332,4294.584888,Loni Road,28.68084202,77.2924277
Loni Road,Moderate,Loni Road,2025,Apr-Jun,6487.25,9010.24819,4814.837455,Loni Road,28.68084202,77.2924277
Loni Road,Moderate,Loni Road,2025,Jul-Sep,6266.83,8704.103228,4651.241714,Loni Road,28.68084202,77.2924277
Loni Road,Moderate,Loni Road,2025,Oct-Dec,6188.07,8594.712169,4592.786036,Loni Road,28.68084202,77.2924277
Loni Road,Moderate,Loni Road,2026,Jan-Mar,4340.44,6028.508482,3221.474906,Loni Road,28.68084202,77.2924277
Loni Road,Moderate,Loni Road,2026,Apr-Jun,4353.46,6046.592175,3231.138351,Loni Road,28.68084202,77.2924277
Loni Road,Moderate,Loni Road,2026,Jul-Sep,4376.08,6078.009464,3247.926917,Loni Road,28.68084202,77.2924277
Loni Road,Moderate,Loni Road,2026,Oct-Dec,4384.36,6089.509693,3254.072333,Loni Road,28.68084202,77.2924277
Loni Road,Moderate,Loni Road,2027,Jan-Mar,4473.84,6213.789936,3320.484396,Loni Road,28.68084202,77.2924277
Loni Road,Moderate,Loni Road,2027,Apr-Jun,4483.76,6227.567987,3327.847021,Loni Road,28.68084202,77.2924277
Loni Road,Moderate,Loni Road,2027,Jul-Sep,4499.72,6249.735093,3339.692534,Loni Road,28.68084202,77.2924277
Loni Road,Moderate,Loni Road,2027,Oct-Dec,4519.29,6276.916188,3354.21739,Loni Road,28.68084202,77.2924277
Loni Road,Moderate,Loni Road,2028,Jan-Mar,4605.5,6396.654675,3418.202458,Loni Road,28.68084202,77.2924277
Loni Road,Moderate,Loni Road,2028,Apr-Jun,4619.98,6416.766185,3428.949516,Loni Road,28.68084202,77.2924277
Loni Road,Moderate,Loni Road,2028,Jul-Sep,4698.08,6525.240559,3486.915342,Loni Road,28.68084202,77.2924277
Loni Road,Moderate,Loni Road,2028,Oct-Dec,4737.95,6580.616657,3516.506859,Loni Road,28.68084202,77.2924277
Loni Road,Moderate,Loni Road,2029,Jan-Mar,4958.93,6887.539413,3680.518232,Loni Road,28.68084202,77.2924277
Loni Road,Moderate,Loni Road,2029,Apr-Jun,5038.18,6997.611041,3739.337588,Loni Road,28.68084202,77.2924277
Loni Road,Moderate,Loni Road,2029,Jul-Sep,5113.7,7102.502011,3795.388538,Loni Road,28.68084202,77.2924277
Loni Road,Moderate,Loni Road,2029,Oct-Dec,5240.89,7279.158293,3889.788966,Loni Road,28.68084202,77.2924277
Loni Road,Moderate,Loni Road,2030,Jan-Mar,5512.52,7656.429666,4091.392773,Loni Road,28.68084202,77.2924277
Loni Road,Moderate,Loni Road,2030,Apr-Jun,6055.29,8410.291843,4494.236709,Loni Road,28.68084202,77.2924277
Loni Road,Moderate,Loni Road,2030,Jul-Sep,5970.38,8292.358948,4431.216501,Loni Road,28.68084202,77.2924277
Loni Road,Moderate,Loni Road,2030,Oct-Dec,6176.4,8578.503514,4584.124561,Loni Road,28.68084202,77.2924277
Mahavir Enclave,Moderate,Mahavir Enclave,2024,Jan-Mar,5029.43,6135.213485,3923.797909,Mahavir Enclave,28.60436043,77.07428473
Mahavir Enclave,Moderate,Mahavir Enclave,2024,Apr-Jun,5133.92,6262.676927,4005.317613,Mahavir Enclave,28.60436043,77.07428473
Mahavir Enclave,Moderate,Mahavir Enclave,2024,Jul-Sep,5191.65,6333.099594,4050.356683,Mahavir Enclave,28.60436043,77.07428473
Mahavir Enclave,Moderate,Mahavir Enclave,2024,Oct-Dec,5316.24,6485.082274,4147.557754,Mahavir Enclave,28.60436043,77.07428473
Mahavir Enclave,Moderate,Mahavir Enclave,2025,Jan-Mar,5248.1,6401.960837,4094.39714,Mahavir Enclave,28.60436043,77.07428473
Mahavir Enclave,Moderate,Mahavir Enclave,2025,Apr-Jun,5338.04,6511.675278,4164.565406,Mahavir Enclave,28.60436043,77.07428473
Mahavir Enclave,Moderate,Mahavir Enclave,2025,Jul-Sep,5241.25,6393.604778,4089.052992,Mahavir Enclave,28.60436043,77.07428473
Mahavir Enclave,Moderate,Mahavir Enclave,2025,Oct-Dec,5306.08,6472.68847,4139.631252,Mahavir Enclave,28.60436043,77.07428473
Mahavir Enclave,Moderate,Mahavir Enclave,2026,Jan-Mar,5156.36,6290.050643,4022.824572,Mahavir Enclave,28.60436043,77.07428473
Mahavir Enclave,Moderate,Mahavir Enclave,2026,Apr-Jun,5101.98,6223.714516,3980.399062,Mahavir Enclave,28.60436043,77.07428473
Mahavir Enclave,Moderate,Mahavir Enclave,2026,Jul-Sep,5137.97,6267.61737,4008.477291,Mahavir Enclave,28.60436043,77.07428473
Mahavir Enclave,Moderate,Mahavir Enclave,2026,Oct-Dec,5132.85,6261.371674,4004.482833,Mahavir Enclave,28.60436043,77.07428473
Mahavir Enclave,Moderate,Mahavir Enclave,2027,Jan-Mar,5020.87,6124.771462,3917.119675,Mahavir Enclave,28.60436043,77.07428473
Mahavir Enclave,Moderate,Mahavir Enclave,2027,Apr-Jun,5026.49,6131.627089,3921.504216,Mahavir Enclave,28.60436043,77.07428473
Mahavir Enclave,Moderate,Mahavir Enclave,2027,Jul-Sep,4984.92,6080.917402,3889.072653,Mahavir Enclave,28.60436043,77.07428473
Mahavir Enclave,Moderate,Mahavir Enclave,2027,Oct-Dec,5026.13,6131.187939,3921.223356,Mahavir Enclave,28.60436043,77.07428473
Mahavir Enclave,Moderate,Mahavir Enclave,2028,Jan-Mar,5168.76,6305.176939,4032.498649,Mahavir Enclave,28.60436043,77.07428473
Mahavir Enclave,Moderate,Mahavir Enclave,2028,Apr-Jun,5220.01,6367.694897,4072.482234,Mahavir Enclave,28.60436043,77.07428473
Mahavir Enclave,Moderate,Mahavir Enclave,2028,Jul-Sep,5155.38,6288.855178,4022.060008,Mahavir Enclave,28.60436043,77.07428473
Mahavir Enclave,Moderate,Mahavir Enclave,2028,Oct-Dec,5150.85,6283.3292,4018.525849,Mahavir Enclave,28.60436043,77.07428473
Mahavir Enclave,Moderate,Mahavir Enclave,2029,Jan-Mar,5012.15,6114.13426,3910.316614,Mahavir Enclave,28.60436043,77.07428473
Mahavir Enclave,Moderate,Mahavir Enclave,2029,Apr-Jun,5075.51,6191.424753,3959.748028,Mahavir Enclave,28.60436043,77.07428473
Mahavir Enclave,Moderate,Mahavir Enclave,2029,Jul-Sep,5083.83,6201.57401,3966.239022,Mahavir Enclave,28.60436043,77.07428473
