Locality,Risk,location,year,quarter,avg_price,max_price,min_price,Location,Latitude,Longitude
Okhla Estate Marg,Moderate,Okhla Estate Marg,2024,Oct-Dec,12629.35,15775.18721,9016.139167,Okhla Estate Marg,28.52582899,77.25972983
Okhla Estate Marg,Moderate,Okhla Estate Marg,2025,Jan-Mar,12948.08,16173.30947,9243.68168,Okhla Estate Marg,28.52582899,77.25972983
Okhla Estate Marg,Moderate,Okhla Estate Marg,2025,Apr-Jun,13177.02,16459.276,9407.122783,Okhla Estate Marg,28.52582899,77.25972983
Okhla Estate Marg,Moderate,Okhla Estate Marg,2025,Jul-Sep,13967.85,17447.09337,9971.699214,Okhla Estate Marg,28.52582899,77.25972983
Okhla Estate Marg,Moderate,Okhla Estate Marg,2025,Oct-Dec,14128.59,17647.872,10086.45209,Okhla Estate Marg,28.52582899,77.25972983
Okhla Estate Marg,Moderate,Okhla Estate Marg,2026,Jan-Mar,8932.2,11157.11633,6376.730257,Okhla Estate Marg,28.52582899,77.25972983
Okhla Estate Marg,Moderate,Okhla Estate Marg,2026,Apr-Jun,9094.3,11359.59373,6492.45404,Okhla Estate Marg,28.52582899,77.25972983
Okhla Estate Marg,Moderate,Okhla Estate Marg,2026,Jul-Sep,9255.39,11560.80954,6607.45678,Okhla Estate Marg,28.52582899,77.25972983
Okhla Estate Marg,Moderate,Okhla Estate Marg,2026,Oct-Dec,9373.09,11707.82736,6691.483241,Okhla Estate Marg,28.52582899,77.25972983
Okhla Estate Marg,Moderate,Okhla Estate Marg,2027,Jan-Mar,9807.5,12250.44429,7001.610129,Okhla Estate Marg,28.52582899,77.25972983
Okhla Estate Marg,Moderate,Okhla Estate Marg,2027,Apr-Jun,9802.3,12243.94902,6997.89783,Okhla Estate Marg,28.52582899,77.25972983
Okhla Estate Marg,Moderate,Okhla Estate Marg,2027,Jul-Sep,9868.4,12326.51383,7045.086862,Okhla Estate Marg,28.52582899,77.25972983
Okhla Estate Marg,Moderate,Okhla Estate Marg,2027,Oct-Dec,9952.87,12432.02441,7105.390304,Okhla Estate Marg,28.52582899,77.25972983
Okhla Estate Marg,Moderate,Okhla Estate Marg,2028,Jan-Mar,10158.94,12689.42427,7252.50443,Okhla Estate Marg,28.52582899,77.25972983
Okhla Estate Marg,Moderate,Okhla Estate Marg,2028,Apr-Jun,10154.54,12683.92827,7249.363254,Okhla Estate Marg,28.52582899,77.25972983
Okhla Estate Marg,Moderate,Okhla Estate Marg,2028,Jul-Sep,10313.82,12882.88323,7363.073829,Okhla Estate Marg,28.52582899,77.25972983
Okhla Estate Marg,Moderate,Okhla Estate Marg,2028,Oct-Dec,10374.12,12958.20332,7406.12222,Okhla Estate Marg,28.52582899,77.25972983
Okhla Estate Marg,Moderate,Okhla Estate Marg,2029,Jan-Mar,11050.8,13803.43714,7889.206547,Okhla Estate Marg,28.52582899,77.25972983
Okhla Estate Marg,Moderate,Okhla Estate Marg,2029,Apr-Jun,11157.5,13936.71498,7965.380067,Okhla Estate Marg,28.52582899,77.25972983
Okhla Estate Marg,Moderate,Okhla Estate Marg,2029,Jul-Sep,11260.2,14064.99646,8038.697973,Okhla Estate Marg,28.52582899,77.25972983
Okhla Estate Marg,Moderate,Okhla Estate Marg,2029,Oct-Dec,11806.6,14747.49891,8428.774932,Okhla Estate Marg,28.52582899,77.25972983
Okhla Estate Marg,Moderate,Okhla Estate Marg,2030,Jan-Mar,11983.36,14968.28795,8554.964543,Okhla Estate Marg,28.52582899,77.25972983
Okhla Estate Marg,Moderate,Okhla Estate Marg,2030,Apr-Jun,12042.4,15042.03419,8597.113415,Okhla Estate Marg,28.52582899,77.25972983
Okhla Estate Marg,Moderate,Okhla Estate Marg,2030,Jul-Sep,12376.6,15459.47986,8835.700017,Okhla Estate Marg,28.52582899,77.25972983
Okhla Estate Marg,Moderate,Okhla Estate Marg,2030,Oct-Dec,12629.35,15775.18721,9016.139167,Okhla Estate Marg,28.52582899,77.25972983
Pandav Nagar,Moderate,Pandav Nagar,2024,Jan-Mar,22836.72,28314.06584,20230.85692,Pandav Nagar,28.619553,77.2830355
Pandav Nagar,Moderate,Pandav Nagar,2024,Apr-Jun,23097.7,28637.64141,20462.0569,Pandav Nagar,28.619553,77.2830355
Pandav Nagar,Moderate,Pandav Nagar,2024,Jul-Sep,23664,29339.76744,20963.73727,Pandav Nagar,28.619553,77.2830355
Pandav Nagar,Moderate,Pandav Nagar,2024,Oct-Dec,23542.18,29188.72914,20855.81797,Pandav Nagar,28.619553,77.2830355
Pandav Nagar,Moderate,Pandav Nagar,2025,Jan-Mar,24021.33,29782.80239,21280.29289,Pandav Nagar,28.619553,77.2830355
Pandav Nagar,Moderate,Pandav Nagar,2025,Apr-Jun,25225.85,31276.22433,22347.36696,Pandav Nagar,28.619553,77.2830355
Pandav Nagar,Moderate,Pandav Nagar,2025,Jul-Sep,26284.11,32588.30607,23284.87054,Pandav Nagar,28.619553,77.2830355
Pandav Nagar,Moderate,Pandav Nagar,2025,Oct-Dec,26797.92,33225.35246,23740.05047,Pandav Nagar,28.619553,77.2830355
Pandav Nagar,Moderate,Pandav Nagar,2026,Jan-Mar,16557.5,20528.78632,14668.14908,Pandav Nagar,28.619553,77.2830355
Pandav Nagar,Moderate,Pandav Nagar,2026,Apr-Jun,16658.5,20654.01098,14757.62413,Pandav Nagar,28.619553,77.2830355
Pandav Nagar,Moderate,Pandav Nagar,2026,Jul-Sep,16586,20564.12199,14693.39699,Pandav Nagar,28.619553,77.2830355
Pandav Nagar,Moderate,Pandav Nagar,2026,Oct-Dec,16631.4,20620.4111,14733.61647,Pandav Nagar,28.619553,77.2830355
Pandav Nagar,Moderate,Pandav Nagar,2027,Jan-Mar,18096,22436.29275,16031.09321,Pandav Nagar,28.619553,77.2830355
Pandav Nagar,Moderate,Pandav Nagar,2027,Apr-Jun,18081,22417.69503,16017.80483,Pandav Nagar,28.619553,77.2830355
Pandav Nagar,Moderate,Pandav Nagar,2027,Jul-Sep,18240.5,22615.45081,16159.10453,Pandav Nagar,28.619553,77.2830355
Pandav Nagar,Moderate,Pandav Nagar,2027,Oct-Dec,18579.1,23035.26341,16459.06741,Pandav Nagar,28.619553,77.2830355
Pandav Nagar,Moderate,Pandav Nagar,2028,Jan-Mar,19345,23984.86313,17137.57173,Pandav Nagar,28.619553,77.2830355
Pandav Nagar,Moderate,Pandav Nagar,2028,Apr-Jun,19299,23927.83012,17096.82072,Pandav Nagar,28.619553,77.2830355
Pandav Nagar,Moderate,Pandav Nagar,2028,Jul-Sep,19672.6,24391.0374,17427.7898,Pandav Nagar,28.619553,77.2830355
Pandav Nagar,Moderate,Pandav Nagar,2028,Oct-Dec,20003.9,24801.7991,17721.28567,Pandav Nagar,28.619553,77.2830355
Pandav Nagar,Moderate,Pandav Nagar,2029,Jan-Mar,20803.3,25792.93374,18429.46736,Pandav Nagar,28.619553,77.2830355
Pandav Nagar,Moderate,Pandav Nagar,2029,Apr-Jun,21048.3,26096.69655,18646.51079,Pandav Nagar,28.619553,77.2830355
Pandav Nagar,Moderate,Pandav Nagar,2029,Jul-Sep,21228.9,26320.61313,18806.5028,Pandav Nagar,28.619553,77.2830355
Pandav Nagar,Moderate,Pandav Nagar,2029,Oct-Dec,21905.89,27159.97795,19406.24251,Pandav Nagar,28.619553,77.2830355
Pandav Nagar,Moderate,Pandav Nagar,2030,Jan-Mar,22836.72,28314.06584,20230.85692,Pandav Nagar,28.619553,77.2830355
Pandav Nagar,Moderate,Pandav Nagar,2030,Apr-Jun,23097.7,28637.64141,20462.0569,Pandav Nagar,28.619553,77.2830355
Pandav Nagar,Moderate,Pandav Nagar,2030,Jul-Sep,23664,29339.76744,20963.73727,Pandav Nagar,28.619553,77.2830355
Pandav Nagar,Moderate,Pandav Nagar,2030,Oct-Dec,23542.18,29188.72914,20855.81797,Pandav Nagar,28.619553,77.2830355
Pankha Road,Moderate,Pankha Road,2024,Jan-Mar,10794.3,13646.70366,7550.026175,Pankha Road,28.6068154,77.10656735
Pankha Road,Moderate,Pankha Road,2024,Apr-Jun,10807.51,13663.40441,7559.265852,Pankha Road,28.6068154,77.10656735
Pankha Road,Moderate,Pankha Road,2024,Jul-Sep,11154.88,14102.56725,7802.232287,Pankha Road,28.6068154,77.10656735
Pankha Road,Moderate,Pankha Road,2024,Oct-Dec,11492.99,14530.02313,8038.721856,Pankha Road,28.6068154,77.10656735
Pankha Road,Moderate,Pankha Road,2025,Jan-Mar,11968.92,15131.71807,8371.609024,Pankha Road,28.6068154,77.10656735
Pankha Road,Moderate,Pankha Road,2025,Apr-Jun,12288.96,15536.32893,8595.45961,Pankha Road,28.6068154,77.10656735
Pankha Road,Moderate,Pankha Road,2025,Jul-Sep,13020.69,16461.41926,9107.264975,Pankha Road,28.6068154,77.10656735
Pankha Road,Moderate,Pankha Road,2025,Oct-Dec,13536.72,17113.81066,9468.199913,Pankha Road,28.6068154,77.10656735
Pankha Road,Moderate,Pankha Road,2026,Jan-Mar,8216.26,10387.41423,5746.827313,Pankha Road,28.6068154,77.10656735
Pankha Road,Moderate,Pankha Road,2026,Apr-Jun,8213.2,10383.54562,5744.687009,Pankha Road,28.6068154,77.10656735
Pankha Road,Moderate,Pankha Road,2026,Jul-Sep,8195.07,10360.62475,5732.006059,Pankha Road,28.6068154,77.10656735
Pankha Road,Moderate,Pankha Road,2026,Oct-Dec,8351.8,10558.7708,5841.630176,Pankha Road,28.6068154,77.10656735
Pankha Road,Moderate,Pankha Road,2027,Jan-Mar,8622.26,10900.7001,6030.802246,Pankha Road,28.6068154,77.10656735
Pankha Road,Moderate,Pankha Road,2027,Apr-Jun,8650.19,10936.01063,6050.337763,Pankha Road,28.6068154,77.10656735
Pankha Road,Moderate,Pankha Road,2027,Jul-Sep,8699.87,10998.81861,6085.086223,Pankha Road,28.6068154,77.10656735
Pankha Road,Moderate,Pankha Road,2027,Oct-Dec,8859.03,11200.03679,6196.409993,Pankha Road,28.6068154,77.10656735
Pankha Road,Moderate,Pankha Road,2028,Jan-Mar,9034.63,11422.03925,6319.232649,Pankha Road,28.6068154,77.10656735
Pankha Road,Moderate,Pankha Road,2028,Apr-Jun,9116.33,11525.32855,6376.377358,Pankha Road,28.6068154,77.10656735
Pankha Road,Moderate,Pankha Road,2028,Jul-Sep,9157.02,11576.77092,6404.837802,Pankha Road,28.6068154,77.10656735
Pankha Road,Moderate,Pankha Road,2028,Oct-Dec,9429.74,11921.55743,6595.590619,Pankha Road,28.6068154,77.10656735
Pankha Road,Moderate,Pankha Road,2029,Jan-Mar,10062.41,12721.41106,7038.108899,Pankha Road,28.6068154,77.10656735
Pankha Road,Moderate,Pankha Road,2029,Apr-Jun,10136.96,12815.66096,7090.252572,Pankha Road,28.6068154,77.10656735
Pankha Road,Moderate,Pankha Road,2029,Jul-Sep,10286.43,13004.62855,7194.798713,Pankha Road,28.6068154,77.10656735
Pankha Road,Moderate,Pankha Road,2029,Oct-Dec,10941.76,13833.1301,7653.16643,Pankha Road,28.6068154,77.10656735
Pankha Road,Moderate,Pankha Road,2030,Jan-Mar,10794.3,13646.70366,7550.026175,Pankha Road,28.6068154,77.10656735
Pankha Road,Moderate,Pankha Road,2030,Apr-Jun,10807.51,13663.40441,7559.265852,Pankha Road,28.6068154,77.10656735
Pankha Road,Moderate,Pankha Road,2030,Jul-Sep,11154.88,14102.56725,7802.232287,Pankha Road,28.6068154,77.10656735
Pankha Road,Moderate,Pankha Road,2030,Oct-Dec,11492.99,14530.02313,8038.721856,Pankha Road,28.6068154,77.10656735
Paschim Vihar,Moderate,Paschim Vihar,2024,Jan-Mar,10054.94,12598.72087,7511.31331,Paschim Vihar,28.6695782,77.095956
Paschim Vihar,Moderate,Paschim Vihar,2024,Apr-Jun,10297.47,12902.60809,7692.489808,Paschim Vihar,28.6695782,77.095956
Paschim Vihar,Moderate,Paschim Vihar,2024,Jul-Sep,10797.66,13529.34024,8066.145325,Paschim Vihar,28.6695782,77.095956
Paschim Vihar,Moderate,Paschim Vihar,2024,Oct-Dec,11214.06,14051.08452,8377.207436,Paschim Vihar,28.6695782,77.095956
Paschim Vihar,Moderate,Paschim Vihar,2025,Jan-Mar,11095.39,13902.39241,8288.557723,Paschim Vihar,28.6695782,77.095956
Paschim Vihar,Moderate,Paschim Vihar,2025,Apr-Jun,11209.51,14045.38342,8373.808463,Paschim Vihar,28.6695782,77.095956
Paschim Vihar,Moderate,Paschim Vihar,2025,Jul-Sep,11485.49,14391.1831,8579.973019,Paschim Vihar,28.6695782,77.095956
Paschim Vihar,Moderate,Paschim Vihar,2025,Oct-Dec,12027.6,15070.44051,8984.943915,Paschim Vihar,28.6695782,77.095956
Paschim Vihar,Moderate,Paschim Vihar,2026,Jan-Mar,9608.28,12039.06117,7177.646157,Paschim Vihar,28.6695782,77.095956
Paschim Vihar,Moderate,Paschim Vihar,2026,Apr-Jun,9543.26,11957.59188,7129.074451,Paschim Vihar,28.6695782,77.095956
Paschim Vihar,Moderate,Paschim Vihar,2026,Jul-Sep,9740.63,12204.89416,7276.515202,Paschim Vihar,28.6695782,77.095956
Paschim Vihar,Moderate,Paschim Vihar,2026,Oct-Dec,10055.36,12599.24712,7511.627062,Paschim Vihar,28.6695782,77.095956
Paschim Vihar,Moderate,Paschim Vihar,2027,Jan-Mar,9647.64,12088.37879,7207.049146,Paschim Vihar,28.6695782,77.095956
Paschim Vihar,Moderate,Paschim Vihar,2027,Apr-Jun,9599.82,12028.46089,7171.326307,Paschim Vihar,28.6695782,77.095956
Paschim Vihar,Moderate,Paschim Vihar,2027,Jul-Sep,9639.96,12078.75584,7201.311978,Paschim Vihar,28.6695782,77.095956
Paschim Vihar,Moderate,Paschim Vihar,2027,Oct-Dec,9723.35,12183.24252,7263.606573,Paschim Vihar,28.6695782,77.095956
Paschim Vihar,Moderate,Paschim Vihar,2028,Jan-Mar,9383.44,11757.33931,7009.68457,Paschim Vihar,28.6695782,77.095956
Paschim Vihar,Moderate,Paschim Vihar,2028,Apr-Jun,9342.25,11705.72873,6978.914521,Paschim Vihar,28.6695782,77.095956
Paschim Vihar,Moderate,Paschim Vihar,2028,Jul-Sep,9424.32,11808.56147,7040.22304,Paschim Vihar,28.6695782,77.095956
Paschim Vihar,Moderate,Paschim Vihar,2028,Oct-Dec,9751.23,12218.17583,7284.43369,Paschim Vihar,28.6695782,77.095956
Paschim Vihar,Moderate,Paschim Vihar,2029,Jan-Mar,9894.11,12397.20278,7391.168932,Paschim Vihar,28.6695782,77.095956
Paschim Vihar,Moderate,Paschim Vihar,2029,Apr-Jun,9993.32,12521.51174,7465.281496,Paschim Vihar,28.6695782,77.095956
Paschim Vihar,Moderate,Paschim Vihar,2029,Jul-Sep,10304.76,12911.74237,7697.935636,Paschim Vihar,28.6695782,77.095956
Paschim Vihar,Moderate,Paschim Vihar,2029,Oct-Dec,10850.23,13595.20983,8105.416543,Paschim Vihar,28.6695782,77.095956
Paschim Vihar,Moderate,Paschim Vihar,2030,Jan-Mar,10054.94,12598.72087,7511.31331,Paschim Vihar,28.6695782,77.095956
Paschim Vihar,Moderate,Paschim Vihar,2030,Apr-Jun,10297.47,12902.60809,7692.489808,Paschim Vihar,28.6695782,77.095956
Paschim Vihar,Moderate,Paschim Vihar,2030,Jul-Sep,10797.66,13529.34024,8066.145325,Paschim Vihar,28.6695782,77.095956
Paschim Vihar,Moderate,Paschim Vihar,2030,Oct-Dec,11214.06,14051.08452,8377.207436,Paschim Vihar,28.6695782,77.095956
Patel Road,High,Patel Road,2024,Jan-Mar,18716.12,24249.78107,13431.40292,Patel Road,28.65454054,77.15427231
Patel Road,High,Patel Road,2024,Apr-Jun,18831.3,24399.01551,13514.06049,Patel Road,28.65454054,77.15427231
Patel Road,High,Patel Road,2024,Jul-Sep,19166.49,24833.30874,13754.60564,Patel Road,28.65454054,77.15427231
Patel Road,High,Patel Road,2024,Oct-Dec,19495.68,25259.82799,13990.84496,Patel Road,28.65454054,77.15427231
Patel Road,High,Patel Road,2025,Jan-Mar,20221.01,26199.61111,14511.36949,Patel Road,28.65454054,77.15427231
Patel Road,High,Patel Road,2025,Apr-Jun,21047.95,27271.04653,15104.81323,Patel Road,28.65454054,77.15427231
Patel Road,High,Patel Road,2025,Jul-Sep,20998.67,27207.19627,15069.44802,Patel Road,28.65454054,77.15427231
Patel Road,High,Patel Road,2025,Oct-Dec,21736.58,28163.27883,15599.00043,Patel Road,28.65454054,77.15427231
Patel Road,High,Patel Road,2026,Jan-Mar,15686,20323.7672,11256.87301,Patel Road,28.65454054,77.15427231
Patel Road,High,Patel Road,2026,Apr-Jun,15727,20376.88938,11286.29618,Patel Road,28.65454054,77.15427231
Patel Road,High,Patel Road,2026,Jul-Sep,15836,20518.11663,11364.51875,Patel Road,28.65454054,77.15427231
Patel Road,High,Patel Road,2026,Oct-Dec,15947.5,20662.58303,11444.53541,Patel Road,28.65454054,77.15427231
Patel Road,High,Patel Road,2027,Jan-Mar,16354.5,21189.91781,11736.61416,Patel Road,28.65454054,77.15427231
Patel Road,High,Patel Road,2027,Apr-Jun,16347.5,21180.84817,11731.59069,Patel Road,28.65454054,77.15427231
Patel Road,High,Patel Road,2027,Jul-Sep,16540,21430.26326,11869.73605,Patel Road,28.65454054,77.15427231
Patel Road,High,Patel Road,2027,Oct-Dec,16679.5,21611.00823,11969.84658,Patel Road,28.65454054,77.15427231
Patel Road,High,Patel Road,2028,Jan-Mar,17011,22040.52046,12207.74365,Patel Road,28.65454054,77.15427231
Patel Road,High,Patel Road,2028,Apr-Jun,17072.5,22120.20372,12251.8784,Patel Road,28.65454054,77.15427231
Patel Road,High,Patel Road,2028,Jul-Sep,17306,22422.74099,12419.44692,Patel Road,28.65454054,77.15427231
Patel Road,High,Patel Road,2028,Oct-Dec,17478.5,22646.24283,12543.23951,Patel Road,28.65454054,77.15427231
Patel Road,High,Patel Road,2029,Jan-Mar,17565.69,22759.21167,12605.81039,Patel Road,28.65454054,77.15427231
Patel Road,High,Patel Road,2029,Apr-Jun,17658.58,22879.5658,12672.4718,Patel Road,28.65454054,77.15427231
Patel Road,High,Patel Road,2029,Jul-Sep,17753.5,23002.55011,12740.59002,Patel Road,28.65454054,77.15427231
Patel Road,High,Patel Road,2029,Oct-Dec,18294.86,23703.97014,13129.09064,Patel Road,28.65454054,77.15427231
Patel Road,High,Patel Road,2030,Jan-Mar,18716.12,24249.78107,13431.40292,Patel Road,28.65454054,77.15427231
Patel Road,High,Patel Road,2030,Apr-Jun,18831.3,24399.01551,13514.06049,Patel Road,28.65454054,77.15427231
Patel Road,High,Patel Road,2030,Jul-Sep,19166.49,24833.30874,13754.60564,Patel Road,28.65454054,77.15427231
Patel Road,High,Patel Road,2030,Oct-Dec,19495.68,25259.82799,13990.84496,Patel Road,28.65454054,77.15427231
Patparganj,Moderate,Patparganj,2024,Jan-Mar,10879.53,13193.21642,8565.574748,Patparganj,28.6115923,77.2905644
Patparganj,Moderate,Patparganj,2024,Apr-Jun,10890.94,13207.05292,8574.557967,Patparganj,28.6115923,77.2905644
Patparganj,Moderate,Patparganj,2024,Jul-Sep,11322.72,13730.65706,8914.503155,Patparganj,28.6115923,77.2905644
Patparganj,Moderate,Patparganj,2024,Oct-Dec,11544.19,13999.2258,9088.868944,Patparganj,28.6115923,77.2905644
Patparganj,Moderate,Patparganj,2025,Jan-Mar,12738.92,15448.03209,10029.49314,Patparganj,28.6115923,77.2905644
Patparganj,Moderate,Patparganj,2025,Apr-Jun,13257.77,16077.2229,10437.9895,Patparganj,28.6115923,77.2905644
Patparganj,Moderate,Patparganj,2025,Jul-Sep,12774.51,15491.1908,10057.51354,Patparganj,28.6115923,77.2905644
Patparganj,Moderate,Patparganj,2025,Oct-Dec,13330.12,16164.95915,10494.95146,Patparganj,28.6115923,77.2905644
Patparganj,Moderate,Patparganj,2026,Jan-Mar,10627.77,12887.91608,8367.361305,Patparganj,28.6115923,77.2905644
Patparganj,Moderate,Patparganj,2026,Apr-Jun,10552.47,12796.60247,8308.076779,Patparganj,28.6115923,77.2905644
Patparganj,Moderate,Patparganj,2026,Jul-Sep,10686.31,12958.90545,8413.450497,Patparganj,28.6115923,77.2905644
Patparganj,Moderate,Patparganj,2026,Oct-Dec,10577.91,12827.45265,8328.105973,Patparganj,28.6115923,77.2905644
Patparganj,Moderate,Patparganj,2027,Jan-Mar,10445.37,12666.72614,8223.75576,Patparganj,28.6115923,77.2905644
Patparganj,Moderate,Patparganj,2027,Apr-Jun,10459.69,12684.09149,8235.030055,Patparganj,28.6115923,77.2905644
Patparganj,Moderate,Patparganj,2027,Jul-Sep,10385.86,12594.56049,8176.902876,Patparganj,28.6115923,77.2905644
Patparganj,Moderate,Patparganj,2027,Oct-Dec,10394.84,12605.45021,8183.97293,Patparganj,28.6115923,77.2905644
Patparganj,Moderate,Patparganj,2028,Jan-Mar,10621.93,12880.83412,8362.763408,Patparganj,28.6115923,77.2905644
Patparganj,Moderate,Patparganj,2028,Apr-Jun,10625.12,12884.70252,8365.27493,Patparganj,28.6115923,77.2905644
Patparganj,Moderate,Patparganj,2028,Jul-Sep,10725.88,13006.89057,8444.604397,Patparganj,28.6115923,77.2905644
Patparganj,Moderate,Patparganj,2028,Oct-Dec,10686.71,12959.39051,8413.765421,Patparganj,28.6115923,77.2905644
Patparganj,Moderate,Patparganj,2029,Jan-Mar,11073.4,13428.31563,8718.210751,Patparganj,28.6115923,77.2905644
Patparganj,Moderate,Patparganj,2029,Apr-Jun,10950.6,13279.40046,8621.528948,Patparganj,28.6115923,77.2905644
Patparganj,Moderate,Patparganj,2029,Jul-Sep,10865.76,13176.51803,8554.733474,Patparganj,28.6115923,77.2905644
Patparganj,Moderate,Patparganj,2029,Oct-Dec,11134.43,13502.32452,8766.260347,Patparganj,28.6115923,77.2905644
Patparganj,Moderate,Patparganj,2030,Jan-Mar,10879.53,13193.21642,8565.574748,Patparganj,28.6115923,77.2905644
Patparganj,Moderate,Patparganj,2030,Apr-Jun,10890.94,13207.05292,8574.557967,Patparganj,28.6115923,77.2905644
Patparganj,Moderate,Patparganj,2030,Jul-Sep,11322.72,13730.65706,8914.503155,Patparganj,28.6115923,77.2905644
Patparganj,Moderate,Patparganj,2030,Oct-Dec,11544.19,13999.2258,9088.868944,Patparganj,28.6115923,77.2905644
Pitam Pura,Moderate,Pitam Pura,2024,Jan-Mar,10800.36,13635.80952,7965.023787,Pitam Pura,28.7032676,77.1322497
Pitam Pura,Moderate,Pitam Pura,2024,Apr-Jun,10716.51,13529.94614,7903.186288,Pitam Pura,28.7032676,77.1322497
Pitam Pura,Moderate,Pitam Pura,2024,Jul-Sep,11273.16,14232.73506,8313.703205,Pitam Pura,28.7032676,77.1322497
Pitam Pura,Moderate,Pitam Pura,2024,Oct-Dec,11644.12,14701.08425,8587.277903,Pitam Pura,28.7032676,77.1322497
Pitam Pura,Moderate,Pitam Pura,2025,Jan-Mar,12373.68,15622.17773,9125.312075,Pitam Pura,28.7032676,77.1322497
Pitam Pura,Moderate,Pitam Pura,2025,Apr-Jun,12702.57,16037.41217,9367.86109,Pitam Pura,28.7032676,77.1322497
Pitam Pura,Moderate,Pitam Pura,2025,Jul-Sep,12161.39,15354.15463,8968.752952,Pitam Pura,28.7032676,77.1322497
Pitam Pura,Moderate,Pitam Pura,2025,Oct-Dec,12646.54,15966.67245,9326.540219,Pitam Pura,28.7032676,77.1322497
Pitam Pura,Moderate,Pitam Pura,2026,Jan-Mar,10919.13,13785.76055,8052.614003,Pitam Pura,28.7032676,77.1322497
Pitam Pura,Moderate,Pitam Pura,2026,Apr-Jun,10669.02,13469.98845,7868.163476,Pitam Pura,28.7032676,77.1322497
Pitam Pura,Moderate,Pitam Pura,2026,Jul-Sep,10977.93,13859.99748,8095.977688,Pitam Pura,28.7032676,77.1322497
Pitam Pura,Moderate,Pitam Pura,2026,Oct-Dec,10638.69,13431.69583,7845.79578,Pitam Pura,28.7032676,77.1322497
Pitam Pura,Moderate,Pitam Pura,2027,Jan-Mar,10594.06,13375.34899,7812.882154,Pitam Pura,28.7032676,77.1322497
Pitam Pura,Moderate,Pitam Pura,2027,Apr-Jun,10643.86,13438.22312,7849.608539,Pitam Pura,28.7032676,77.1322497
Pitam Pura,Moderate,Pitam Pura,2027,Jul-Sep,10294.61,12997.28352,7592.04448,Pitam Pura,28.7032676,77.1322497
Pitam Pura,Moderate,Pitam Pura,2027,Oct-Dec,10308.67,13015.03473,7602.413416,Pitam Pura,28.7032676,77.1322497
Pitam Pura,Moderate,Pitam Pura,2028,Jan-Mar,10973.22,13854.05095,8092.504168,Pitam Pura,28.7032676,77.1322497
Pitam Pura,Moderate,Pitam Pura,2028,Apr-Jun,10943.42,13816.42747,8070.527335,Pitam Pura,28.7032676,77.1322497
Pitam Pura,Moderate,Pitam Pura,2028,Jul-Sep,11126.53,14047.60986,8205.566862,Pitam Pura,28.7032676,77.1322497
Pitam Pura,Moderate,Pitam Pura,2028,Oct-Dec,10780.66,13610.93762,7950.495477,Pitam Pura,28.7032676,77.1322497
Pitam Pura,Moderate,Pitam Pura,2029,Jan-Mar,11006.01,13895.4494,8116.686059,Pitam Pura,28.7032676,77.1322497
Pitam Pura,Moderate,Pitam Pura,2029,Apr-Jun,10674.59,13477.02076,7872.271226,Pitam Pura,28.7032676,77.1322497
Pitam Pura,Moderate,Pitam Pura,2029,Jul-Sep,10689.76,13496.17338,7883.458762,Pitam Pura,28.7032676,77.1322497
Pitam Pura,Moderate,Pitam Pura,2029,Oct-Dec,11078.29,13986.70528,8169.990941,Pitam Pura,28.7032676,77.1322497
Pitam Pura,Moderate,Pitam Pura,2030,Jan-Mar,10800.36,13635.80952,7965.023787,Pitam Pura,28.7032676,77.1322497
Pitam Pura,Moderate,Pitam Pura,2030,Apr-Jun,10716.51,13529.94614,7903.186288,Pitam Pura,28.7032676,77.1322497
Pitam Pura,Moderate,Pitam Pura,2030,Jul-Sep,11273.16,14232.73506,8313.703205,Pitam Pura,28.7032676,77.1322497
Pitam Pura,Moderate,Pitam Pura,2030,Oct-Dec,11644.12,14701.08425,8587.277903,Pitam Pura,28.7032676,77.1322497
Rajpur Road,Moderate,Rajpur Road,2024,Jan-Mar,13848.36,16019.33696,11822.40866,Rajpur Road,28.67828766,77.21846262
Rajpur Road,Moderate,Rajpur Road,2024,Apr-Jun,13837.48,16006.75132,11813.12035,Rajpur Road,28.67828766,77.21846262
Rajpur Road,Moderate,Rajpur Road,2024,Jul-Sep,14359.35,16610.43373,12258.64317,Rajpur Road,28.67828766,77.21846262
Rajpur Road,Moderate,Rajpur Road,2024,Oct-Dec,14521.94,16798.51261,12397.447,Rajpur Road,28.67828766,77.21846262
Rajpur Road,Moderate,Rajpur Road,2025,Jan-Mar,14404.57,16662.74277,12297.24769,Rajpur Road,28.67828766,77.21846262
Rajpur Road,Moderate,Rajpur Road,2025,Apr-Jun,15090.53,17456.23922,12882.8549,Rajpur Road,28.67828766,77.21846262
Rajpur Road,Moderate,Rajpur Road,2025,Jul-Sep,14986.54,17335.94693,12794.07816,Rajpur Road,28.67828766,77.21846262
Rajpur Road,Moderate,Rajpur Road,2025,Oct-Dec,15442.97,17863.93046,13183.73455,Rajpur Road,28.67828766,77.21846262
Rajpur Road,Moderate,Rajpur Road,2026,Jan-Mar,11107.81,12849.15696,9482.78851,Rajpur Road,28.67828766,77.21846262
Rajpur Road,Moderate,Rajpur Road,2026,Apr-Jun,11191.04,12945.43474,9553.842343,Rajpur Road,28.67828766,77.21846262
Rajpur Road,Moderate,Rajpur Road,2026,Jul-Sep,11278.14,13046.18922,9628.200014,Rajpur Road,28.67828766,77.21846262
Rajpur Road,Moderate,Rajpur Road,2026,Oct-Dec,11557.2,13368.99684,9866.43482,Rajpur Road,28.67828766,77.21846262
